DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCH_CPT;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD;PITCH_TRM;ROLL_CPT;VHF_KEYING_L;VHF_KEYING_R;AP_OFF
XX/05/22;03:17:43;DESCENT;AIR;AIR;AIR;8000;8000.00;1013.0;4788;2627;18.75;-16.036.262;-48.177.444;282;245;150;174.84;0.427;-1484;0.98;-0.01;-0.03;16;253.83;13;2.4;46339;0;0.35;0.7;-0.09;-0.0;2.64;0.00;32.8;31.6;73.3;73.4;504;492;0;0;3036.72;1524.89;1511.83;420.93;417.31;8000.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.65;-2.80;0.62;2.43;-0.25;4.53;0;1;1;0
XX/05/22;03:17:44;DESCENT;AIR;AIR;AIR;7972;7972.00;1013.0;4760;2627;18.75;-16.034.875;-48.177.238;282;245;150;174.84;0.426;-1549;0.99;-0.01;-0.03;16;253.48;13;2.3;46339;0;0.35;0.7;0.04;-0.0;2.81;0.00;32.8;31.6;73.3;73.4;504;492;0;0;3036.95;1525.00;1511.95;420.93;417.31;8000.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.35;-2.80;0.62;2.43;-0.25;4.50;0;1;1;0
XX/05/22;03:17:45;DESCENT;AIR;AIR;AIR;7948;7948.00;1013.0;4736;2627;18.75;-16.033.515;-48.177.029;282;245;150;174.84;0.427;-1553;1.02;-0.01;-0.03;16;253.13;12;2.2;46339;0;0.35;1.1;0.08;0.2;2.99;0.00;32.8;31.6;73.3;73.4;504;492;0;0;3037.19;1525.12;1512.06;420.93;417.31;7920.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.35;-2.55;0.62;2.26;-0.25;4.50;0;1;1;0
XX/05/22;03:17:46;DESCENT;AIR;AIR;AIR;7924;7924.00;1013.0;4712;2627;18.75;-16.032.436;-48.176.823;282;245;150;174.84;0.427;-1515;1.05;-0.01;-0.03;16;252.77;12;2.2;46339;0;0.70;1.2;0.13;0.1;3.17;0.00;32.8;31.6;73.3;73.3;504;492;0;0;3037.42;1525.24;1512.18;420.93;417.31;7920.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.25;-2.55;0.85;2.26;-0.32;4.53;0;1;1;0
XX/05/22;03:17:47;DESCENT;AIR;AIR;AIR;7904;7904.00;1013.0;4692;2627;18.75;-16.031.076;-48.176.613;282;245;150;174.84;0.426;-1451;1.06;-0.01;-0.03;16;252.77;12;2.2;46339;0;1.05;1.6;0.13;0.2;3.34;0.00;32.8;31.6;73.1;73.4;504;492;0;0;3037.65;1525.36;1512.30;420.93;417.31;7920.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.25;-2.65;0.85;2.15;-0.32;4.56;0;1;1;0
XX/05/22;03:17:48;DESCENT;AIR;AIR;AIR;7884;7884.00;1013.0;4672;2627;18.75;-16.029.995;-48.176.407;281;244;150;174.84;0.425;-1368;1.06;-0.01;-0.02;16;252.77;12;2.3;46339;0;0.70;1.9;-0.04;0.3;3.34;0.00;32.8;31.6;73.1;73.3;504;492;0;0;3037.88;1525.47;1512.41;420.93;417.31;7920.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.55;-2.65;0.91;2.15;-0.38;4.65;0;1;1;0
XX/05/22;03:17:49;DESCENT;AIR;AIR;AIR;7864;7864.00;1013.0;4652;2627;18.75;-16.028.635;-48.176.193;281;244;150;174.84;0.424;-1313;1.06;-0.01;-0.02;16;252.42;12;2.3;46339;0;0.70;2.1;-0.13;0.2;3.34;0.00;32.6;31.6;73.1;73.4;505;492;0;0;3038.12;1525.59;1512.53;420.93;420.93;7920.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.55;-2.80;0.91;2.20;-0.38;4.71;0;1;1;0
XX/05/22;03:17:50;DESCENT;AIR;AIR;AIR;7852;7852.00;1013.0;4640;2627;18.75;-16.027.275;-48.175.983;280;243;150;174.84;0.423;-1196;1.05;-0.01;-0.02;16;251.72;12;2.3;46339;0;0.70;2.5;-0.13;0.2;3.34;0.00;32.6;31.6;73.1;73.3;505;492;0;0;3038.35;1525.71;1512.64;420.93;417.31;7920.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.70;-2.80;0.68;2.20;-0.32;4.68;0;1;1;0
XX/05/22;03:17:51;DESCENT;AIR;AIR;AIR;7836;7836.00;1013.0;4624;2627;18.75;-16.026.054;-48.175.774;280;243;150;174.84;0.422;-1079;1.04;-0.01;-0.03;16;251.37;12;2.3;46339;0;0.35;2.6;-0.17;0.2;3.52;0.00;32.6;31.6;73.1;73.4;505;492;0;0;3038.58;1525.82;1512.76;420.93;420.93;7920.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.70;-3.00;0.68;2.37;-0.32;4.68;0;1;1;0
XX/05/22;03:17:52;DESCENT;AIR;AIR;AIR;7824;7824.00;1013.0;4612;2627;18.75;-16.024.835;-48.175.564;279;243;150;174.84;0.422;-1000;1.03;-0.01;-0.03;16;250.66;12;2.2;46339;0;0.35;2.6;-0.21;0.0;3.34;0.00;32.6;31.6;73.1;73.4;505;492;0;0;3038.82;1525.94;1512.88;420.93;417.31;7920.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.75;-3.00;0.62;2.37;-0.25;4.71;0;1;1;0
