DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCHRATE;AOAL;LOCDEV;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;GPWS;GPWSM;TCAS
XX/11/18;15:16:37;APPROACH;AIR;AIR;AIR;5000;5000.00;1013.0;4676;2627;22.75;-31.727.071;-60.190.769;191;172;141;139.49;0.285;-642;0.98;-0.00;-0.01;-35;49.92;17;-4.9;41658;5;-0.35;3.5;-0.1;6.16;0.00;73.4;74.1;527;566;-;-;7951.87;3962.73;3989.14;464.48;464.48;14600.;;0;WARNING;-;-
XX/11/18;15:16:38;APPROACH;AIR;AIR;AIR;4988;4988.00;1013.0;4664;2627;23.00;-31.720.974;-60.191.433;190;171;141;139.49;0.283;-628;0.97;-0.01;-0.01;-34;49.92;17;-5.0;41658;5;-0.70;3.5;-0.0;5.80;0.00;73.4;74.1;527;566;-;-;7952.13;3962.86;3989.26;464.48;464.48;14600.;;0;WARNING;-;-
XX/11/18;15:16:39;APPROACH;AIR;AIR;AIR;4976;4976.00;1013.0;4652;2627;23.00;-31.714.890;-60.192.097;190;171;141;139.49;0.283;-658;0.97;-0.01;-0.00;-34;50.27;17;-5.4;41658;5;-1.41;3.7;0.1;6.33;0.00;73.4;74.1;527;566;-;-;7952.38;3962.99;3989.39;464.48;464.48;14600.;;0;WARNING;-;-
XX/11/18;15:16:40;APPROACH;AIR;AIR;AIR;4964;4964.00;1013.0;4640;2627;23.00;-31.708.808;-60.192.764;189;171;141;139.49;0.283;-679;0.98;0.01;-0.00;-34;50.27;18;-5.7;41658;5;-1.41;3.7;0.0;5.98;0.00;73.4;74.1;528;566;-;-;7952.64;3963.12;3989.52;464.48;464.48;14600.;;0;WARNING;-;-
XX/11/18;15:16:41;APPROACH;AIR;AIR;AIR;4952;4952.00;1013.0;4628;2627;23.25;-31.702.733;-60.193.508;189;171;141;139.49;0.283;-692;0.98;0.01;-0.00;-34;49.57;18;-5.8;41658;5;-0.35;3.5;-0.1;5.98;0.00;73.4;74.1;527;567;-;-;7952.90;3963.25;3989.65;460.85;464.48;14600.;;0;WARNING;-;-
XX/11/18;15:16:42;APPROACH;AIR;AIR;AIR;4940;4940.00;1013.0;4616;2627;23.25;-31.699.681;-60.194.172;188;169;141;139.49;0.279;-701;0.99;0.00;0.00;-34;48.87;18;-5.6;41658;5;0.35;3.7;0.1;6.16;0.00;73.4;74.1;528;567;-;-;7953.16;3963.38;3989.78;464.48;464.48;14600.;;0;WARNING;-;-
XX/11/18;15:16:43;APPROACH;AIR;AIR;AIR;4928;4928.00;1013.0;4604;2627;23.25;-31.693.587;-60.194.839;188;170;141;139.49;0.280;-708;0.96;0.00;-0.00;-34;50.27;18;-5.5;41658;5;0.35;3.7;0.0;6.16;0.00;73.4;74.1;528;567;-;-;7953.42;3963.50;3989.91;464.48;468.11;14600.;;0;WARNING;-;-
XX/11/18;15:16:44;APPROACH;AIR;AIR;AIR;4912;4912.00;1013.0;4588;2627;23.25;-31.687.498;-60.195.499;187;170;141;139.49;0.280;-751;0.99;-0.01;0.00;-34;50.27;18;-5.5;41658;5;0.00;3.7;0.0;6.16;0.00;73.4;74.1;528;567;-;-;7953.67;3963.63;3990.04;464.48;464.48;14600.;;0;WARNING;-;-
XX/11/18;15:16:45;APPROACH;AIR;AIR;AIR;4900;4900.00;1013.0;4576;2627;23.50;-31.681.418;-60.196.247;187;169;141;139.49;0.279;-781;1.00;0.01;0.01;-34;49.92;18;-5.7;41658;5;0.00;3.7;0.0;6.86;0.00;73.4;74.1;529;568;-;-;7953.93;3963.76;3990.17;464.48;468.11;14600.;;0;WARNING;-;-
XX/11/18;15:16:46;APPROACH;AIR;AIR;AIR;4884;4884.00;1013.0;4560;2627;23.50;-31.675.346;-60.196.915;187;168;141;139.49;0.277;-800;1.00;0.00;0.01;-34;49.57;18;-5.8;41658;5;0.00;3.5;-0.1;6.33;0.00;73.5;74.1;529;568;-;-;7954.19;3963.89;3990.30;468.11;464.48;14600.;;0;WARNING;-;-
