DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;ROLL_CPT;PITCH;PITCH_CPT;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD_PDL_FORCE;RUDD;PITCH_TRM;VHF_KEYING_L;VHF_KEYING_R;AP_OFF
XX/06/22;11:44:23;DESCENT;AIR;AIR;AIR;8015;8282.00;1013.0;4842;2055;20.50;-15.793.075;-48.130.661;217;207;153;144.03;0.360;-1424;0.93;0.00;-0.01;156;-180.0;0;0.7;47863;1;0.70;3.02;2.3;6.76;-0.3;6.15;2.90;34.9;35.3;75.6;74.5;571;589;IDLE;IDLE;14973.4;7480.76;7492.68;1240.7;1283.3;4445.2;42;AP ENGAGED;AT ENGAGED;0;0;-;-4.99;-3.06;1.23;-0.93;-1233.00;0.57;5.21;1;1;0
XX/06/22;11:44:24;APPROACH;AIR;AIR;AIR;7989;8255.00;1013.0;4816;2055;20.50;-15.793.838;-48.129.944;217;207;153;144.03;0.360;-1449;0.92;0.01;-0.01;156;-72.77;0;0.7;47863;1;1.05;2.80;2.1;6.82;-0.2;6.33;2.98;34.9;35.3;74.9;74.5;571;589;IDLE;IDLE;14974.1;7481.11;7493.03;1252.8;1277.2;4445.2;42;AP ENGAGED;AT ENGAGED;0;0;-;-5.14;-3.01;1.40;-0.81;616.50;0.57;5.21;1;1;0
XX/06/22;11:44:25;APPROACH;AIR;AIR;AIR;7962;8227.00;1013.0;4789;2055;20.75;-15.794.601;-48.129.288;217;207;153;144.03;0.360;-1496;0.93;0.01;-0.01;156;0.00;0;0.8;47863;1;1.05;2.72;1.9;6.91;-0.1;6.50;3.00;34.9;35.3;75.4;74.5;572;589;IDLE;IDLE;14974.8;7481.45;7493.39;1246.8;1283.3;4445.2;42;AP ENGAGED;AT ENGAGED;0;0;-;-5.24;-2.91;1.46;-0.81;-1233.00;0.57;5.24;1;1;0
XX/06/22;11:44:26;APPROACH;AIR;AIR;AIR;7933;8199.00;1013.0;4760;2055;20.75;-15.795.364;-48.128.571;217;207;153;144.03;0.360;-1556;0.95;0.01;-0.01;156;-72.77;0;0.9;47863;1;0.70;2.87;1.9;6.99;-0.0;6.50;2.92;34.9;35.3;74.6;74.5;572;590;IDLE;IDLE;14975.5;7481.80;7493.75;1252.8;1283.3;4481.5;42;AP ENGAGED;AT ENGAGED;0;0;-;-5.29;-2.76;1.40;-0.87;616.50;0.57;5.24;1;1;0
XX/06/22;11:44:27;APPROACH;AIR;AIR;AIR;7903;8169.00;1013.0;4730;2055;20.75;-15.796.127;-48.127.914;216;208;153;144.03;0.360;-1627;0.96;0.00;-0.01;156;-180.0;0;0.9;47863;1;0.35;2.94;1.9;6.97;-0.0;6.68;2.89;34.9;35.3;74.2;74.6;572;590;IDLE;IDLE;14976.2;7482.15;7494.10;1252.8;1277.2;4481.5;42;AP ENGAGED;AT ENGAGED;0;0;-;-5.29;-2.81;1.40;-0.93;-1233.00;0.57;5.18;1;1;0
XX/06/22;11:44:28;APPROACH;AIR;AIR;AIR;7873;8139.00;1013.0;4700;2055;21.00;-15.796.890;-48.127.197;217;208;153;144.03;0.360;-1684;0.98;0.01;-0.01;156;-72.77;0;1.0;47863;1;0.35;3.17;1.8;6.97;-0.2;6.68;2.90;34.9;35.3;74.5;74.6;573;591;IDLE;IDLE;14976.9;7482.50;7494.46;1246.8;1283.3;4481.5;42;AP ENGAGED;AT ENGAGED;0;0;-;-5.34;-2.76;1.23;-1.10;616.50;0.57;5.33;1;1;0
XX/06/22;11:44:29;APPROACH;AIR;AIR;AIR;7841;8108.00;1013.0;4668;2055;21.00;-15.797.653;-48.126.541;217;208;153;144.03;0.360;-1742;0.97;0.00;-0.01;156;0.00;0;1.0;47863;1;0.00;3.31;1.8;6.76;-0.0;6.86;2.88;34.9;35.3;75.1;74.6;573;591;IDLE;IDLE;14977.6;7482.84;7494.82;1246.8;1283.3;4481.5;42;AP ENGAGED;AT ENGAGED;0;0;-;-4.99;-3.11;1.17;-1.16;-1233.00;0.57;5.51;1;1;0
XX/06/22;11:44:30;APPROACH;AIR;AIR;AIR;7810;8077.00;1013.0;4637;2055;21.00;-15.798.339;-48.125.824;217;208;153;144.03;0.360;-1791;1.00;0.00;-0.00;156;-72.77;0;1.1;47863;1;0.00;3.24;1.9;6.57;0.1;7.03;2.92;34.9;35.3;74.5;74.6;573;591;IDLE;IDLE;14978.3;7483.19;7495.17;1246.8;1283.3;4481.5;42;AP ENGAGED;AT ENGAGED;0;0;-;-4.74;-3.36;1.23;-1.16;616.50;0.57;5.64;1;1;0
XX/06/22;11:44:31;APPROACH;AIR;AIR;AIR;7780;8046.00;1013.0;4607;2055;21.25;-15.799.026;-48.125.168;217;208;153;144.03;0.360;-1804;1.01;0.01;-0.00;156;-180.0;0;1.1;47863;1;0.00;3.17;2.1;6.57;0.1;7.03;2.97;34.9;35.3;75.2;74.6;573;591;IDLE;IDLE;14979.0;7483.54;7495.53;1252.8;1289.3;4481.5;42;AP ENGAGED;AT ENGAGED;0;0;-;-4.69;-3.45;1.23;-1.16;-1233.00;0.57;5.64;1;1;0
XX/06/22;11:44:32;APPROACH;AIR;AIR;AIR;7750;8016.00;1013.0;4577;2055;21.25;-15.799.713;-48.124.451;217;208;153;144.03;0.360;-1803;1.01;0.01;-0.00;156;-72.77;0;1.1;47863;1;0.00;3.39;2.3;6.55;0.1;6.86;3.01;34.9;35.3;74.9;74.6;573;592;IDLE;IDLE;14979.7;7483.89;7495.89;1258.9;1289.3;4481.5;42;AP ENGAGED;AT ENGAGED;0;0;-;-4.69;-3.45;1.17;-1.16;1232.40;0.57;5.64;1;1;0
