DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCH_CPT;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD;PITCH_TRM;ROLL_CPT;VHF_KEYING_L;VHF_KEYING_R;AP_OFF
XX/01/22;07:58:57;DESCENT;AIR;AIR;AIR;5016;5016.00;1013.0;4672;2629;25.25;-31.187.389;-60.229.004;231;227;162;193.09;0.374;-1217;1.01;0.01;-0.01;15;1.76;16;-0.3;54486;0;6.33;2.5;-0.34;-0.0;4.92;0.00;32.5;31.3;73.6;73.8;524;516;0;0;7318.06;3676.40;3641.66;471.74;460.85;12000.;0;AP ENGAGED;AT ENGAGED;0;0;-;-4.00;-3.25;4.54;-2.49;0.51;5.97;0;1;1;0
XX/01/22;07:58:58;APPROACH;AIR;AIR;AIR;4996;4996.00;1013.0;4652;2629;25.25;-31.178.234;-60.228.859;231;226;162;155.85;0.373;-1211;1.00;0.01;-0.01;15;2.46;16;-0.3;54486;1;3.16;2.3;-0.38;-0.1;4.75;0.00;32.5;31.3;73.6;73.8;526;516;0;0;7318.32;3676.53;3641.79;471.74;460.85;11920.;0;AP ENGAGED;AT ENGAGED;0;0;-;-4.00;-3.20;4.54;-1.42;0.57;5.97;0;1;1;0
XX/01/22;07:58:59;APPROACH;AIR;AIR;AIR;4976;4976.00;1013.0;4632;2629;25.25;-31.166.043;-60.228.706;231;226;162;155.85;0.373;-1207;0.98;0.01;-0.02;15;3.16;16;-0.4;54486;1;1.05;2.3;-0.25;-0.0;4.40;0.00;32.5;31.3;73.6;73.8;526;517;0;0;7318.58;3676.66;3641.92;471.74;464.48;11920.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.95;-3.20;2.95;-1.42;0.63;5.97;0;1;1;0
XX/01/22;07:59:00;APPROACH;AIR;AIR;AIR;4956;4956.00;1013.0;4612;2629;25.25;-31.154.590;-60.228.558;231;225;162;155.85;0.372;-1205;0.98;0.01;-0.02;15;3.52;16;-0.3;54486;1;-0.70;2.1;-0.25;-0.1;4.57;0.00;32.5;31.3;73.6;73.9;526;519;0;0;7318.84;3676.79;3642.05;471.74;464.48;11920.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.95;-3.15;2.95;0.00;0.63;5.97;0;1;1;0
XX/01/22;07:59:01;APPROACH;AIR;AIR;AIR;4936;4936.00;1013.0;4592;2629;25.25;-31.146.593;-60.228.401;230;225;162;155.85;0.371;-1203;0.97;0.00;-0.02;15;3.16;16;-0.1;54486;1;-1.05;2.1;-0.25;-0.0;4.57;0.00;32.5;31.1;73.6;73.8;526;519;0;0;7319.10;3676.92;3642.18;471.74;464.48;11920.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.80;-3.15;1.81;0.00;0.44;5.97;0;1;1;0
XX/01/22;07:59:02;APPROACH;AIR;AIR;AIR;4916;4916.00;1013.0;4572;2629;25.25;-31.135.547;-60.228.252;230;224;162;155.85;0.370;-1202;0.98;-0.00;-0.02;14;2.46;16;0.0;54486;1;-1.41;2.1;-0.21;-0.0;4.75;0.00;32.5;31.1;73.8;73.8;527;519;0;0;7319.36;3677.06;3642.30;471.74;460.85;11920.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.80;-3.10;1.81;0.90;0.32;5.97;0;1;1;0
XX/01/22;07:59:03;APPROACH;AIR;AIR;AIR;4896;4896.00;1013.0;4552;2629;25.25;-31.126.392;-60.228.100;230;224;162;155.85;0.370;-1202;0.98;-0.00;-0.02;14;1.41;15;0.0;54486;1;-1.76;2.1;-0.09;-0.0;4.92;0.00;32.5;31.1;73.8;73.8;526;519;0;0;7319.62;3677.19;3642.43;471.74;460.85;11920.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.60;-3.10;1.36;0.90;0.13;5.97;0;1;1;0
XX/01/22;07:59:04;APPROACH;AIR;AIR;AIR;4872;4872.00;1013.0;4528;2629;25.25;-31.114.185;-60.227.951;230;224;161;155.85;0.369;-1241;0.98;0.00;-0.02;14;1.05;15;0.0;54486;1;-1.76;2.1;0.00;-0.0;4.92;0.00;32.5;31.1;73.6;73.8;527;519;0;0;7319.88;3677.32;3642.56;471.74;460.85;11920.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.60;-2.85;1.36;1.58;0.19;5.97;0;1;1;0
XX/01/22;07:59:05;APPROACH;AIR;AIR;AIR;4852;4852.00;1013.0;4508;2629;25.25;-31.101.980;-60.227.798;229;224;161;155.85;0.368;-1267;0.98;-0.00;-0.01;14;0.70;15;0.0;54486;1;-2.11;2.3;0.04;0.1;4.92;0.00;32.5;31.1;73.6;73.8;526;519;0;0;7320.14;3677.45;3642.69;471.74;460.85;11920.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.50;-2.85;0.85;1.58;0.13;5.97;0;1;1;0
XX/01/22;07:59:06;APPROACH;AIR;AIR;AIR;4828;4828.00;1013.0;4484;2629;25.25;-31.092.825;-60.227.654;229;223;161;155.85;0.367;-1284;0.99;-0.00;-0.01;14;0.70;15;-0.1;54486;1;-2.11;2.3;0.04;0.0;5.10;0.00;32.5;31.0;73.6;73.8;527;520;0;0;7320.40;3677.58;3642.82;471.74;460.85;11920.;4;AP ENGAGED;AT ENGAGED;0;0;-;-3.50;-2.80;0.85;2.03;0.19;5.94;0;1;1;0
