DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCHRATE;AOAL;LOCDEV;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;GPWS;GPWSM;TCAS
XX/05/19;15:22:58;APPROACH;AIR;AIR;AIR;5004;5004.00;1013.0;3004;2627;22.50;-22.897.440;-47.278.240;184;170;141;139.39;0.281;-542;1.10;0.00;0.06;-166;234.49;3;-0.3;41604;5;-22.15;4.4;0.1;7.21;0.00;84.9;84.5;544;558;-;-;2899.16;1446.65;1452.51;957.99;965.25;13480.;;0;WARNING;-;-
XX/05/19;15:22:59;APPROACH;AIR;AIR;AIR;4996;4996.00;1013.0;2996;2627;22.75;-22.898.185;-47.278.389;184;171;141;139.39;0.282;-521;1.09;0.01;0.06;-168;226.76;3;-0.5;41604;5;-21.45;4.4;0.0;6.86;0.00;85.1;84.6;544;558;-;-;2899.70;1446.92;1452.78;979.76;976.13;13480.;;0;WARNING;-;-
XX/05/19;15:23:00;APPROACH;AIR;AIR;AIR;4984;4984.00;1013.0;2984;2627;23.00;-22.898.887;-47.278.519;185;171;141;139.39;0.282;-547;1.05;0.01;0.05;-169;222.89;3;-0.7;41604;5;-19.69;4.2;-0.1;6.51;0.00;85.1;84.6;543;557;-;-;2900.25;1447.20;1453.05;987.02;976.13;13480.;;0;WARNING;-;-
XX/05/19;15:23:01;APPROACH;AIR;AIR;AIR;4980;4980.00;1013.0;2980;2627;23.00;-22.899.902;-47.278.320;185;171;141;139.39;0.282;-525;1.03;0.01;0.05;-171;222.89;3;-0.9;41604;5;-18.63;3.9;-0.2;6.16;0.00;85.1;84.4;542;553;-;-;2900.79;1447.47;1453.32;987.02;957.99;13480.;;0;WARNING;-;-
XX/05/19;15:23:02;APPROACH;AIR;AIR;AIR;4968;4968.00;1013.0;2968;2627;22.75;-22.900.638;-47.278.111;185;172;141;139.39;0.284;-510;1.03;0.02;0.04;-173;226.41;4;-1.1;41604;5;-19.34;4.0;0.1;6.16;0.00;84.5;83.1;530;539;-;-;2901.29;1447.73;1453.56;928.96;863.64;13480.;;0;WARNING;-;-
XX/05/19;15:23:03;APPROACH;AIR;AIR;AIR;4960;4960.00;1013.0;2960;2627;22.50;-22.901.374;-47.277.885;185;170;141;139.39;0.281;-540;1.05;0.03;0.04;-175;231.33;4;-1.7;41604;5;-22.85;4.6;0.3;6.33;0.00;83.4;82.6;523;537;-;-;2901.74;1447.97;1453.78;849.13;794.69;13480.;;0;WARNING;-;-
XX/05/19;15:23:04;APPROACH;AIR;AIR;AIR;4948;4948.00;1013.0;2948;2627;22.50;-22.902.481;-47.277.641;185;170;141;139.39;0.281;-560;1.05;0.03;0.04;-178;239.06;5;-2.0;41604;5;-26.72;4.7;0.2;6.68;0.00;83.0;82.4;522;539;-;-;2902.18;1448.19;1453.99;794.69;765.66;13480.;;0;WARNING;-;-
XX/05/19;15:23:05;APPROACH;AIR;AIR;AIR;4940;4940.00;1013.0;2940;2627;22.50;-22.903.303;-47.276.970;185;171;141;139.39;0.282;-573;1.11;0.04;0.05;179;242.58;6;-2.3;41604;5;-29.88;4.9;0.1;7.21;0.00;82.9;83.1;525;554;-;-;2902.62;1448.40;1454.22;783.81;827.35;13480.;;0;WARNING;-;-
XX/05/19;15:23:06;APPROACH;AIR;AIR;AIR;4932;4932.00;1013.0;2932;2627;22.50;-22.904.127;-47.276.279;185;170;141;139.39;0.281;-542;1.16;0.03;0.07;175;242.58;6;-2.1;41604;5;-29.88;5.1;0.1;7.39;0.00;84.0;84.3;542;560;-;-;2903.11;1448.64;1454.47;852.75;907.19;13480.;;0;WARNING;-;-
XX/05/19;15:23:07;APPROACH;AIR;AIR;AIR;4924;4924.00;1013.0;2924;2627;22.75;-22.904.928;-47.275.558;185;170;141;139.39;0.281;-522;1.11;0.02;0.06;173;241.52;6;-1.6;41604;5;-29.18;4.7;-0.2;7.21;0.00;84.5;84.4;541;556;-;-;2903.62;1448.89;1454.73;892.67;943.47;13480.;;0;WARNING;-;-
XX/05/19;15:23:08;APPROACH;AIR;AIR;AIR;4912;4912.00;1013.0;2912;2627;22.75;-22.905.748;-47.274.506;185;171;141;139.39;0.282;-548;1.12;-0.00;0.06;169;238.01;5;-0.9;41604;5;-27.07;4.4;-0.2;7.21;0.00;84.5;84.4;539;554;-;-;2904.14;1449.14;1455.00;910.81;954.36;13480.;;0;WARNING;-;-
XX/05/19;15:23:09;APPROACH;AIR;AIR;AIR;4900;4900.00;1013.0;2900;2627;22.75;-22.906.564;-47.273.422;185;170;141;139.39;0.281;-604;1.03;0.00;0.04;167;234.14;4;-0.5;41604;5;-23.56;4.0;-0.3;6.51;0.00;84.5;83.3;536;540;-;-;2904.64;1449.40;1455.24;914.44;870.90;13480.;;0;WARNING;-;-
XX/05/19;15:23:10;APPROACH;AIR;AIR;AIR;4892;4892.00;1013.0;2892;2627;22.75;-22.907.360;-47.273.026;186;171;141;139.29;0.282;-603;1.03;-0.00;0.04;164;229.92;3;-0.3;41549;5;-20.39;3.9;-0.2;6.51;0.00;83.8;82.4;526;533;-;-;2905.09;1449.64;1455.46;863.64;776.55;13480.;;0;WARNING;-;-
XX/05/19;15:23:11;APPROACH;AIR;AIR;AIR;4880;4880.00;1013.0;2880;2627;22.50;-22.908.151;-47.272.602;185;171;141;139.29;0.282;-602;1.03;-0.01;0.03;163;220.08;2;-0.1;41549;5;-16.88;3.7;-0.1;6.16;0.00;83.3;82.1;522;536;-;-;2905.52;1449.86;1455.66;812.84;740.26;13480.;;0;WARNING;-;-
XX/05/19;15:23:12;APPROACH;AIR;AIR;AIR;4868;4868.00;1013.0;2868;2627;22.25;-22.908.878;-47.272.320;186;172;141;139.29;0.283;-641;1.01;0.01;0.03;161;206.72;2;-0.3;41549;5;-15.12;3.5;-0.1;6.68;0.00;83.0;82.0;523;538;-;-;2905.94;1450.08;1455.86;791.07;722.12;13480.;;0;WARNING;-;-
XX/05/19;15:23:13;APPROACH;AIR;AIR;AIR;4856;4856.00;1013.0;2856;2627;22.00;-22.909.578;-47.271.713;186;171;141;139.29;0.282;-667;1.01;-0.00;0.02;160;194.41;2;-0.3;41549;5;-13.01;3.0;-0.3;5.63;0.00;82.8;82.0;521;539;-;-;2906.36;1450.30;1456.06;772.92;714.86;13480.;;0;WARNING;-;-
XX/05/19;15:23:14;APPROACH;AIR;AIR;AIR;4840;4840.00;1013.0;2840;2627;21.50;-22.910.274;-47.271.099;186;170;141;139.29;0.280;-724;0.95;-0.00;0.01;159;189.49;2;-0.4;41549;5;-12.66;2.5;-0.4;4.40;0.00;81.6;81.4;508;533;-;-;2906.73;1450.49;1456.25;693.09;664.06;13320.;;0;WARNING;-;-
XX/05/19;15:23:15;APPROACH;AIR;AIR;AIR;4828;4828.00;1013.0;2828;2627;21.50;-22.910.970;-47.270.470;186;170;141;139.29;0.280;-762;0.96;-0.00;0.01;158;197.23;2;-0.4;41549;5;-12.66;2.8;0.1;6.33;0.00;80.0;79.9;498;522;-;-;2907.06;1450.65;1456.41;591.49;580.60;13320.;;0;WARNING;-;-
XX/05/19;15:23:16;APPROACH;AIR;AIR;AIR;4812;4812.00;1013.0;2812;2627;22.25;-22.911.609;-47.269.833;186;170;141;139.29;0.280;-788;1.04;0.01;0.02;157;208.13;2;-0.9;41549;5;-12.31;3.5;0.4;6.68;0.00;78.8;79.5;504;535;-;-;2907.38;1450.81;1456.57;558.83;591.49;13320.;;0;WARNING;-;-
XX/05/19;15:23:17;APPROACH;AIR;AIR;AIR;4796;4796.00;1013.0;2796;2627;22.50;-22.912.307;-47.269.222;185;171;141;139.29;0.282;-845;1.01;0.01;0.01;156;214.45;3;-1.1;41549;5;-10.55;3.3;-0.0;6.16;0.00;78.5;79.5;514;542;-;-;2907.69;1450.96;1456.73;555.20;580.60;13320.;;0;WARNING;-;-
XX/05/19;15:23:18;APPROACH;AIR;AIR;AIR;4780;4780.00;1013.0;2780;2627;22.75;-22.913.002;-47.268.604;185;171;141;139.29;0.281;-883;1.01;0.00;0.01;156;213.05;3;-1.1;41549;5;-9.49;3.2;-0.1;6.16;0.00;79.0;80.4;531;560;-;-;2908.04;1451.13;1456.92;598.74;660.43;13320.;;0;WARNING;-;-
