DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCH_CPT;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD;PITCH_TRM;ROLL_CPT;VHF_KEYING_L;VHF_KEYING_R;AP_OFF
XX/03/22;03:58:18;DESCENT;AIR;AIR;AIR;8004;8004.00;1013.0;4688;2629;21.25;-16.007.511;-48.053.520;246;213;149;172.77;0.371;-562;0.97;-0.00;-0.00;19;140.98;3;-0.4;45414;0;-0.35;4.0;-0.67;-0.1;4.92;0.00;32.4;31.4;73.4;73.9;516;510;0;0;2843.68;1424.56;1419.12;424.56;420.93;8400.0;0;AP ENGAGED;AT ENGAGED;0;0;-;-4.32;-3.75;1.25;0.67;0.13;5.41;0;1;1;0
XX/03/22;03:58:19;DESCENT;AIR;AIR;AIR;7996;7996.00;1013.0;4680;2629;21.25;-16.006.292;-48.053.303;246;212;149;172.77;0.370;-535;0.98;-0.00;-0.00;19;139.57;3;-0.5;45414;0;-0.35;4.0;-0.71;-0.0;4.92;0.00;32.5;31.4;73.4;73.9;517;510;0;0;2843.91;1424.67;1419.24;424.56;424.56;8400.0;0;AP ENGAGED;AT ENGAGED;0;0;-;-4.41;-3.75;1.13;0.67;0.19;5.41;0;1;1;0
XX/03/22;03:58:20;DESCENT;AIR;AIR;AIR;7984;7984.00;1013.0;4668;2629;21.25;-16.005.313;-48.053.085;245;212;149;172.77;0.370;-556;0.95;-0.00;-0.00;19;138.16;3;-0.5;45414;0;-0.35;3.9;-0.67;-0.1;4.92;0.00;32.4;31.4;73.4;73.9;517;510;0;0;2844.15;1424.79;1419.35;424.56;420.93;8400.0;0;AP ENGAGED;AT ENGAGED;0;0;-;-4.41;-3.60;1.13;0.79;0.19;5.41;0;1;1;0
XX/03/22;03:58:21;DESCENT;AIR;AIR;AIR;7972;7972.00;1013.0;4656;2629;21.25;-16.003.974;-48.052.876;245;212;149;172.77;0.369;-610;0.97;-0.00;-0.01;19;136.41;3;-0.4;45414;0;-0.35;3.7;-0.50;-0.1;4.92;0.00;32.4;31.4;73.4;73.9;517;510;0;0;2844.38;1424.91;1419.47;424.56;424.56;8400.0;0;AP ENGAGED;AT ENGAGED;0;0;-;-4.14;-3.60;1.19;0.79;0.19;5.29;0;1;1;0
XX/03/22;03:58:22;DESCENT;AIR;AIR;AIR;7960;7960.00;1013.0;4644;2629;21.25;-16.002.634;-48.052.662;244;211;149;172.77;0.368;-647;0.98;-0.00;-0.01;19;135.35;3;-0.4;45414;0;-0.35;3.5;-0.42;-0.1;4.75;0.00;32.4;31.4;73.4;73.9;518;511;0;0;2844.62;1425.03;1419.59;424.56;424.56;8400.0;0;AP ENGAGED;AT ENGAGED;0;0;-;-4.14;-3.15;1.19;0.56;0.13;5.26;0;1;1;0
XX/03/22;03:58:23;DESCENT;AIR;AIR;AIR;7948;7948.00;1013.0;4632;2629;21.25;-16.001.718;-48.052.452;244;211;149;172.77;0.368;-671;0.97;-0.00;-0.01;19;135.00;3;-0.4;45414;0;0.00;3.2;-0.25;-0.2;4.57;0.00;32.4;31.5;73.4;73.9;520;511;0;0;2844.85;1425.15;1419.71;428.19;424.56;8400.0;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.85;-3.15;1.42;0.56;0.19;5.26;0;1;1;0
XX/03/22;03:58:24;DESCENT;AIR;AIR;AIR;7936;7936.00;1013.0;4620;2629;21.25;-16.000.497;-48.052.238;243;211;149;172.77;0.367;-687;1.00;-0.00;-0.01;19;133.59;3;-0.4;45414;0;-0.35;3.2;-0.25;-0.0;4.40;0.00;32.4;31.5;73.4;73.9;520;512;0;0;2845.09;1425.27;1419.83;428.19;428.19;8360.0;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.85;-3.05;1.42;0.56;0.25;5.24;0;1;1;0
XX/03/22;03:58:25;DESCENT;AIR;AIR;AIR;7924;7924.00;1013.0;4608;2629;21.25;-15.999.583;-48.052.032;243;211;149;172.77;0.367;-698;1.01;-0.00;-0.02;19;132.19;2;-0.4;45414;0;-0.35;3.2;-0.21;-0.0;4.22;0.00;32.4;31.5;73.4;73.9;522;513;0;0;2845.33;1425.38;1419.95;428.19;428.19;8360.0;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.65;-3.05;1.19;0.56;0.19;5.24;0;1;1;0
XX/03/22;03:58:26;APPROACH;AIR;AIR;AIR;7912;7912.00;1013.0;4596;2629;21.25;-15.998.363;-48.051.823;242;210;149;139.67;0.366;-705;1.01;-0.00;-0.02;19;130.08;2;-0.4;45414;1;-0.35;3.0;-0.17;-0.1;4.04;0.00;32.4;31.5;73.4;73.9;523;513;0;0;2845.57;1425.50;1420.06;431.82;424.56;8360.0;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.65;-2.90;1.19;0.84;0.13;5.18;0;1;1;0
XX/03/22;03:58:27;APPROACH;AIR;AIR;AIR;7900;7900.00;1013.0;4584;2629;21.25;-15.997.145;-48.051.617;242;210;149;139.67;0.365;-710;0.96;-0.00;-0.03;19;128.32;2;-0.4;45414;1;-0.35;2.8;-0.13;-0.1;3.87;0.00;32.4;31.4;73.4;73.9;524;514;0;0;2845.81;1425.62;1420.18;431.82;431.82;8360.0;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.60;-2.90;1.19;0.84;0.13;5.26;0;1;1;0
