DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;FD
XX/03/21;06:55:13;DESCENT;AIR;AIR;AIR;5008;5008.00;1013.0;4724;2629;24.50;-31.098.590;-60.227.413;243;217;161;191.99;0.358;-1225;0.98;-0.00;0.02;11;136.76;8;-1.2;53996;0;0.00;4.0;-0.0;7.74;0.00;32.3;31.5;73.5;74.3;508;552;7131.70;3541.84;3589.86;464.48;468.11;14520.;25;AP ENGAGED;AT ENGAGED;FD1 ON
XX/03/21;06:55:14;DESCENT;AIR;AIR;AIR;4988;4988.00;1013.0;4704;2629;24.50;-31.086.390;-60.227.299;242;216;161;191.99;0.357;-1216;0.98;-0.00;0.02;11;137.11;8;-1.3;53996;0;0.35;3.9;-0.1;7.56;0.00;32.3;31.5;73.5;74.3;508;552;7131.96;3541.97;3589.99;464.48;468.11;14520.;9;AP ENGAGED;AT ENGAGED;FD1 ON
XX/03/21;06:55:15;DESCENT;AIR;AIR;AIR;4968;4968.00;1013.0;4684;2629;24.50;-31.074.195;-60.227.184;242;217;161;191.99;0.358;-1211;1.01;-0.00;0.02;11;137.46;8;-1.3;53996;0;0.70;3.5;-0.2;7.03;0.00;32.3;31.5;73.5;74.3;508;552;7132.22;3542.10;3590.12;464.48;468.11;14520.;51;AP ENGAGED;AT ENGAGED;FD1 ON
XX/03/21;06:55:16;DESCENT;AIR;AIR;AIR;4948;4948.00;1013.0;4664;2629;24.50;-31.061.988;-60.227.066;242;217;161;191.99;0.358;-1207;1.00;-0.00;0.02;11;137.46;8;-1.2;53996;0;1.05;3.3;-0.2;6.68;0.00;32.3;31.5;73.5;74.3;508;553;7132.48;3542.23;3590.25;468.11;471.74;14520.;51;AP ENGAGED;AT ENGAGED;FD1 ON
XX/03/21;06:55:17;DESCENT;AIR;AIR;AIR;4928;4928.00;1013.0;4644;2629;24.50;-31.049.788;-60.226.944;242;216;161;191.99;0.357;-1205;1.01;-0.00;0.02;11;137.81;8;-1.2;53996;0;1.05;3.3;-0.0;6.68;0.00;32.3;31.5;73.5;74.3;508;554;7132.74;3542.36;3590.38;468.11;471.74;14520.;51;AP ENGAGED;AT ENGAGED;FD1 ON
XX/03/21;06:55:18;DESCENT;AIR;AIR;AIR;4908;4908.00;1013.0;4624;2629;24.50;-31.040.633;-60.226.826;242;216;161;191.99;0.356;-1203;1.01;-0.00;0.01;11;138.16;8;-1.2;53996;0;1.41;3.2;-0.1;6.16;0.00;32.1;31.5;73.5;74.3;511;554;7133.00;3542.49;3590.51;471.74;471.74;14520.;51;AP ENGAGED;AT ENGAGED;FD1 ON
XX/03/21;06:55:19;DESCENT;AIR;AIR;AIR;4888;4888.00;1013.0;4604;2629;24.50;-31.028.433;-60.226.707;242;216;161;191.99;0.356;-1202;1.01;0.00;0.01;11;139.22;8;-1.2;53996;0;1.05;3.2;-0.0;5.98;0.00;32.1;31.5;73.5;74.3;512;554;7133.27;3542.62;3590.65;471.74;475.37;14520.;51;AP ENGAGED;AT ENGAGED;FD1 ON
XX/03/21;06:55:20;APPROACH;AIR;AIR;AIR;4872;4872.00;1013.0;4588;2629;24.50;-31.018.674;-60.226.589;241;217;161;154.97;0.357;-1162;1.00;0.00;-0.00;11;139.57;8;-1.2;53996;1;0.70;3.0;-0.1;5.45;0.00;32.1;31.5;73.5;74.3;512;554;7133.53;3542.75;3590.78;475.37;475.37;14520.;51;AP ENGAGED;AT ENGAGED;FD1 ON
XX/03/21;06:55:21;APPROACH;AIR;AIR;AIR;4852;4852.00;1013.0;4568;2629;24.25;-31.005.254;-60.226.467;241;216;161;154.97;0.356;-1135;0.98;0.00;-0.01;11;138.87;8;-1.2;53996;1;0.00;2.8;-0.1;5.28;0.00;32.1;31.5;73.5;74.1;514;555;7133.80;3542.89;3590.91;475.37;475.37;14520.;51;AP ENGAGED;AT ENGAGED;FD1 ON
XX/03/21;06:55:22;APPROACH;AIR;AIR;AIR;4836;4836.00;1013.0;4552;2629;24.25;-30.991.833;-60.226.345;241;216;161;154.97;0.356;-1117;0.98;0.00;-0.01;11;138.87;8;-1.2;53996;1;-0.70;2.6;-0.1;5.28;0.00;32.1;31.5;73.5;74.3;514;557;7134.06;3543.02;3591.04;475.37;478.99;14520.;51;AP ENGAGED;AT ENGAGED;FD1 ON
XX/03/21;06:55:23;APPROACH;AIR;AIR;AIR;4816;4816.00;1013.0;4532;2629;24.25;-30.982.678;-60.226.227;241;216;161;154.97;0.355;-1105;0.96;0.00;-0.01;11;138.87;8;-1.1;53996;1;-0.70;2.5;-0.1;5.10;0.00;32.1;31.4;73.5;74.1;514;557;7134.33;3543.15;3591.17;475.37;475.37;14520.;51;AP ENGAGED;AT ENGAGED;FD1 ON
