DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD;PITCH_TRM
XX/06/21;13:34:44;APPROACH;AIR;AIR;AIR;8012;8012.00;1013.0;4852;2627;18.00;-15.879.602;-48.183.338;226;204;158;149.86;0.357;-1766;1.13;0.02;0.03;171;148.01;8;0.5;51129;1;-25.31;3.2;0.2;9.32;0.00;32.3;31.4;73.4;74.0;512;549;0;0;6832.13;3389.49;3442.64;428.19;428.19;9160.0;10;AP ENGAGED;AT ENGAGED;0;0;-;-2.95;-2.40;1.53;1.47;0.38;6.68
XX/06/21;13:34:45;APPROACH;AIR;AIR;AIR;7980;7980.00;1013.0;4820;2627;18.25;-15.880.400;-48.182.541;225;204;158;149.86;0.356;-1777;1.22;0.02;0.04;169;144.14;8;0.8;51129;1;-25.31;3.0;-0.1;8.27;0.00;32.3;31.4;73.4;74.0;512;549;0;0;6832.37;3389.61;3442.76;428.19;428.19;9160.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-2.75;-2.40;1.02;1.47;0.25;6.79
XX/06/21;13:34:46;APPROACH;AIR;AIR;AIR;7956;7956.00;1013.0;4796;2627;18.25;-15.881.195;-48.182.144;225;205;158;149.86;0.357;-1745;1.14;0.01;0.03;166;140.27;9;0.8;51129;1;-25.67;3.0;-0.0;7.91;0.00;32.3;31.4;73.5;74.0;513;549;0;0;6832.61;3389.73;3442.88;428.19;428.19;9160.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-2.75;-2.85;1.02;1.47;-0.06;7.00
XX/06/21;13:34:47;APPROACH;AIR;AIR;AIR;7932;7932.00;1013.0;4772;2627;18.25;-15.882.334;-48.181.721;225;204;158;149.86;0.355;-1645;1.16;0.01;0.04;164;138.16;9;0.6;51129;1;-25.67;3.5;0.3;8.27;0.00;32.3;31.4;73.5;74.0;512;549;0;0;6832.84;3389.85;3443.00;428.19;428.19;9160.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.00;-2.85;1.25;1.47;0.06;7.12
XX/06/21;13:34:48;APPROACH;AIR;AIR;AIR;7912;7912.00;1013.0;4752;2627;18.25;-15.883.134;-48.181.133;224;203;158;149.86;0.354;-1537;1.15;0.01;0.03;162;136.41;9;0.7;51129;1;-25.67;3.7;0.2;7.91;0.00;32.3;31.4;73.5;74.0;512;549;0;0;6833.08;3389.97;3443.11;428.19;428.19;9160.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.00;-3.40;1.25;1.18;0.25;7.09
XX/06/21;13:34:49;APPROACH;AIR;AIR;AIR;7888;7888.00;1013.0;4728;2627;18.25;-15.883.928;-48.180.523;224;202;158;149.86;0.352;-1466;1.11;0.01;0.03;160;133.24;9;0.8;51129;1;-25.31;3.5;-0.1;7.74;0.00;32.1;31.4;73.5;74.0;512;549;0;0;6833.32;3390.09;3443.23;428.19;431.82;9160.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.32;-3.40;1.53;1.18;0.25;7.09
XX/06/21;13:34:50;APPROACH;AIR;AIR;AIR;7868;7868.00;1013.0;4708;2627;18.25;-15.884.753;-48.179.890;223;202;158;149.86;0.352;-1418;1.09;0.01;0.02;157;129.73;9;0.9;51129;1;-25.31;3.3;-0.1;7.39;0.00;32.1;31.4;73.4;74.0;513;550;0;0;6833.56;3390.21;3443.35;431.82;428.19;9160.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.32;-3.65;1.53;1.30;0.13;7.12
XX/06/21;13:34:51;APPROACH;AIR;AIR;AIR;7848;7848.00;1013.0;4688;2627;18.50;-15.885.555;-48.179.234;223;202;158;149.86;0.352;-1346;1.07;0.01;0.02;156;127.27;9;0.7;51129;1;-25.67;3.2;-0.1;7.39;0.00;32.1;31.4;73.5;74.0;513;550;0;0;6833.80;3390.33;3443.47;428.19;431.82;9160.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.32;-3.65;1.76;1.30;0.06;7.12
XX/06/21;13:34:52;APPROACH;AIR;AIR;AIR;7828;7828.00;1013.0;4668;2627;18.50;-15.886.349;-48.178.448;222;203;158;149.86;0.353;-1298;1.08;0.02;0.02;153;126.21;9;0.6;51129;1;-24.96;3.2;-0.0;7.39;0.00;32.1;31.4;73.5;74.0;513;550;0;0;6834.04;3390.45;3443.59;428.19;428.19;9160.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.32;-3.15;1.76;1.01;0.25;6.94
XX/06/21;13:34:53;APPROACH;AIR;AIR;AIR;7804;7804.00;1013.0;4644;2627;18.50;-15.887.163;-48.177.780;222;203;158;149.86;0.353;-1305;1.08;0.00;0.02;152;125.16;9;0.5;51129;1;-24.96;3.2;-0.0;7.56;0.00;32.1;31.4;73.4;74.0;513;550;0;0;6834.28;3390.56;3443.71;431.82;431.82;9160.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.65;-3.15;1.76;1.01;0.13;6.74
XX/06/21;13:34:54;APPROACH;AIR;AIR;AIR;7784;7784.00;1013.0;4624;2627;18.50;-15.887.966;-48.177.090;222;203;158;149.86;0.352;-1310;1.05;0.01;0.02;149;126.21;9;0.2;51129;1;-24.96;3.0;-0.1;7.21;0.00;32.1;31.4;73.4;74.0;513;550;0;0;6834.52;3390.68;3443.83;431.82;431.82;9160.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.65;-2.65;1.76;0.84;0.19;6.65
XX/06/21;13:34:55;APPROACH;AIR;AIR;AIR;7760;7760.00;1013.0;4600;2627;18.50;-15.888.668;-48.176.083;221;203;158;149.86;0.352;-1313;1.09;0.02;0.02;148;129.02;10;-0.1;51129;1;-24.96;3.2;0.1;7.39;0.00;32.1;31.4;73.5;74.0;513;550;0;0;6834.75;3390.80;3443.95;428.19;431.82;9160.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.15;-2.65;2.04;0.84;0.57;6.62
XX/06/21;13:34:56;APPROACH;AIR;AIR;AIR;7736;7736.00;1013.0;4576;2627;18.75;-15.889.371;-48.175.304;221;203;158;149.86;0.352;-1355;1.07;0.02;0.02;146;130.43;10;-0.1;51129;1;-24.61;3.3;0.1;7.56;0.00;32.1;31.4;73.5;74.0;513;550;0;0;6835.00;3390.92;3444.07;431.82;431.82;9160.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.15;-2.45;2.04;0.39;0.44;6.62
XX/06/21;13:34:57;APPROACH;AIR;AIR;AIR;7716;7716.00;1013.0;4556;2627;18.75;-15.890.065;-48.174.622;221;203;158;149.86;0.352;-1344;1.12;0.02;0.03;143;130.43;10;0.0;51129;1;-24.61;3.5;0.1;7.56;0.00;32.1;31.4;73.5;74.0;513;551;0;0;6835.23;3391.04;3444.19;431.82;431.82;9160.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.20;-2.45;1.87;0.39;0.32;6.62
XX/06/21;13:34:58;APPROACH;AIR;AIR;AIR;7692;7692.00;1013.0;4532;2627;18.75;-15.890.746;-48.173.618;221;203;158;149.86;0.352;-1336;1.10;0.02;0.02;141;130.78;10;-0.2;51129;1;-24.96;3.5;0.0;7.39;0.00;32.3;31.4;73.5;74.1;513;551;0;0;6835.47;3391.16;3444.31;431.82;431.82;9160.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.20;-2.50;1.87;0.39;0.32;6.59
XX/06/21;13:34:59;APPROACH;AIR;AIR;AIR;7672;7672.00;1013.0;4512;2627;18.75;-15.891.056;-48.172.821;220;203;157;149.86;0.352;-1331;1.11;0.01;0.02;139;130.78;10;-0.3;51129;1;-24.61;3.5;0.0;7.39;0.00;32.1;31.4;73.5;74.0;513;551;0;0;6835.71;3391.28;3444.43;431.82;431.82;9160.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.50;-2.50;1.70;0.39;0.25;6.76
XX/06/21;13:35:00;APPROACH;AIR;AIR;AIR;7652;7652.00;1013.0;4492;2627;18.75;-15.891.748;-48.172.009;220;202;157;149.86;0.351;-1287;1.09;0.02;0.03;137;131.84;11;-0.5;51129;1;-24.96;3.7;0.1;7.74;0.00;32.1;31.4;73.5;74.0;514;551;0;0;6835.95;3391.40;3444.55;431.82;431.82;9160.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.50;-3.00;1.70;-0.01;0.38;6.94
XX/06/21;13:35:01;APPROACH;AIR;AIR;AIR;7632;7632.00;1013.0;4472;2627;19.00;-15.892.428;-48.170.929;219;201;157;149.86;0.349;-1259;1.11;0.02;0.03;135;132.19;11;-0.5;51129;1;-24.26;3.9;0.1;7.74;0.00;32.1;31.4;73.5;74.0;514;552;0;0;6836.19;3391.52;3444.67;431.82;431.82;9160.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.70;-3.00;2.55;-0.01;0.51;6.94
XX/06/21;13:35:02;APPROACH;AIR;AIR;AIR;7616;7616.00;1013.0;4456;2627;19.00;-15.893.092;-48.170.086;219;201;157;149.86;0.349;-1200;1.09;0.02;0.03;133;130.78;11;-0.4;51129;1;-23.91;3.9;0.0;7.74;0.00;32.1;31.4;73.5;74.0;514;551;0;0;6836.43;3391.64;3444.79;431.82;431.82;9160.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.70;-3.00;2.55;0.33;0.44;6.94
XX/06/21;13:35:03;APPROACH;AIR;AIR;AIR;7596;7596.00;1013.0;4436;2627;19.00;-15.893.741;-48.169.224;219;201;157;149.86;0.349;-1160;1.09;0.01;0.03;131;129.02;11;-0.4;51129;1;-24.26;4.0;0.1;7.56;0.00;32.1;31.4;73.5;74.0;514;552;0;0;6836.67;3391.76;3444.91;431.82;431.82;9160.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.70;-3.00;2.04;0.33;0.38;6.94
XX/06/21;13:35:04;APPROACH;AIR;AIR;AIR;7576;7576.00;1013.0;4416;2627;19.00;-15.894.046;-48.168.129;218;201;157;149.86;0.348;-1173;1.09;0.01;0.03;128;127.27;11;-0.4;51129;1;-24.61;4.0;0.0;7.74;0.00;32.1;31.4;73.5;74.0;514;552;0;0;6836.91;3391.88;3445.03;431.82;435.45;9160.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.70;-3.00;2.04;0.62;0.25;6.94
XX/06/21;13:35:05;APPROACH;AIR;AIR;AIR;7560;7560.00;1013.0;4400;2627;19.00;-15.894.336;-48.167.290;218;200;157;149.86;0.347;-1143;1.09;0.02;0.03;127;126.21;11;-0.5;51129;1;-24.61;4.0;0.0;7.74;0.00;32.1;31.4;73.5;74.1;515;552;0;0;6837.16;3392.00;3445.15;435.45;435.45;9160.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.75;-3.00;1.87;0.62;0.32;6.91
XX/06/21;13:35:06;APPROACH;AIR;AIR;AIR;7544;7544.00;1013.0;4384;2627;19.00;-15.894.607;-48.166.443;217;200;157;149.86;0.347;-1082;1.09;0.02;0.03;124;125.51;11;-0.7;51129;1;-24.96;4.2;0.1;7.74;0.00;32.1;31.4;73.5;74.1;515;552;0;0;6837.40;3392.12;3445.27;435.45;431.82;9160.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.75;-3.05;1.87;0.50;0.32;6.91
XX/06/21;13:35:07;APPROACH;AIR;AIR;AIR;7524;7524.00;1013.0;4364;2627;19.00;-15.894.863;-48.165.333;217;200;157;149.86;0.346;-1082;1.08;0.02;0.03;122;125.16;11;-0.8;51129;1;-24.61;4.2;0.0;7.74;0.00;32.1;31.4;73.5;74.1;514;552;0;0;6837.64;3392.25;3445.39;435.45;435.45;9160.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.65;-3.05;2.10;0.50;0.38;6.94
XX/06/21;13:35:08;APPROACH;AIR;AIR;AIR;7508;7508.00;1013.0;4348;2627;19.00;-15.895.100;-48.164.505;216;200;157;149.86;0.345;-1081;1.09;0.02;0.03;120;124.45;11;-0.9;51129;1;-24.61;4.2;0.0;7.74;0.00;32.1;31.4;73.5;74.1;515;552;0;0;6837.88;3392.37;3445.51;435.45;435.45;9160.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.65;-2.85;2.10;0.28;0.44;6.94
