DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;ROLL_CPT;PITCH;PITCH_CPT;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD_PDL_FORCE;RUDD;PITCH_TRM;VHF_KEYING_L;VHF_KEYING_R;AP_OFF
XX/09/22;20:41:23;APPROACH;AIR;AIR;AIR;5006;4921.00;1013.0;4676;2055;22.75;-31.342.316;-60.218.456;182;164;158;149.38;0.270;-939;0.99;0.00;0.04;-11;-72.77;0;-2.1;52109;10;0.00;2.06;5.6;6.99;0.1;9.67;-3.45;34.4;34.8;76.2;74.6;589;606;IDLE;IDLE;15364.8;7729.90;7634.99;1350.2;1356.2;5588.3;51;AP ENGAGED;AT ENGAGED;0;0;-;-5.29;-2.71;1.58;-0.64;616.50;0.32;6.61;1;1;0
XX/09/22;20:41:24;APPROACH;AIR;AIR;AIR;4990;4904.00;1013.0;4660;2055;22.75;-31.334.686;-60.218.777;181;164;158;149.38;0.270;-936;0.99;0.00;0.03;-11;0.00;0;-1.9;52109;10;0.35;2.80;5.6;6.99;0.0;9.84;-3.45;34.4;34.8;75.6;74.6;590;605;IDLE;IDLE;15365.6;7730.28;7635.36;1350.2;1350.2;5588.3;51;AP ENGAGED;AT ENGAGED;0;0;-;-5.29;-2.71;1.23;-1.04;1232.40;0.19;6.61;1;1;0
XX/09/22;20:41:25;APPROACH;AIR;AIR;AIR;4975;4890.00;1013.0;4645;2055;22.75;-31.327.057;-60.219.097;181;163;158;149.38;0.270;-934;0.98;-0.00;0.03;-11;-72.77;0;-1.8;52109;10;-0.35;4.27;5.6;6.95;0.0;10.02;-3.45;34.3;34.8;74.6;74.6;590;604;IDLE;IDLE;15366.3;7730.65;7635.74;1350.2;1356.2;5588.3;51;AP ENGAGED;AT ENGAGED;0;0;-;-5.29;-2.76;0.70;-1.51;-1233.00;0.06;6.61;1;1;0
XX/09/22;20:41:26;APPROACH;AIR;AIR;AIR;4960;4875.00;1013.0;4630;2055;22.75;-31.319.427;-60.219.570;180;163;158;149.38;0.268;-923;0.98;0.00;0.04;-11;-180.0;0;-1.8;52109;10;-0.35;3.75;5.6;6.95;0.0;10.20;-3.49;34.3;34.8;74.4;74.6;590;606;IDLE;IDLE;15367.1;7731.03;7636.12;1350.2;1356.2;5588.3;51;AP ENGAGED;AT ENGAGED;0;0;-;-5.24;-2.76;0.94;-1.34;-1233.00;0.13;6.61;1;1;0
XX/09/22;20:41:27;APPROACH;AIR;AIR;AIR;4945;4860.00;1013.0;4615;2055;22.75;-31.311.798;-60.219.978;180;163;158;149.38;0.268;-915;0.99;0.00;0.04;-11;-72.77;0;-1.9;52109;10;0.00;3.53;5.6;7.05;0.0;10.20;-3.50;34.3;34.7;73.9;74.6;590;606;IDLE;IDLE;15367.9;7731.41;7636.49;1362.3;1356.2;5588.3;51;AP ENGAGED;AT ENGAGED;0;0;-;-5.34;-2.56;0.94;-1.28;616.50;0.13;6.61;1;1;0
XX/09/22;20:41:28;APPROACH;AIR;AIR;AIR;4929;4844.00;1013.0;4599;2055;22.75;-31.303.406;-60.220.299;179;162;158;149.38;0.266;-920;0.99;-0.00;0.04;-11;0.00;0;-2.0;52109;10;0.00;3.75;5.4;7.22;-0.2;9.84;-3.48;34.4;34.7;73.4;74.6;590;606;IDLE;IDLE;15368.6;7731.78;7636.87;1350.2;1356.2;5588.3;51;AP ENGAGED;AT ENGAGED;0;0;-;-5.63;-2.32;0.94;-1.34;-1233.00;-0.33;6.61;1;1;0
XX/09/22;20:41:29;APPROACH;AIR;AIR;AIR;4915;4830.00;1013.0;4585;2055;22.75;-31.295.776;-60.220.623;179;162;158;149.38;0.266;-914;0.97;0.01;0.04;-10;-72.77;0;-2.3;52109;10;0.00;0.66;5.4;7.07;-0.0;10.02;-3.49;34.4;34.8;73.8;74.6;590;606;IDLE;IDLE;15369.4;7732.16;7637.25;1356.2;1368.4;5588.3;51;AP ENGAGED;AT ENGAGED;0;0;-;-5.44;-2.56;1.99;-0.23;616.50;0.19;6.61;1;1;0
XX/09/22;20:41:30;APPROACH;AIR;AIR;AIR;4901;4816.00;1013.0;4571;2055;23.00;-31.288.147;-60.221.046;179;163;158;149.38;0.268;-889;1.00;0.01;0.04;-10;-180.0;0;-2.3;52109;10;0.70;-3.35;5.6;7.14;0.1;10.02;-3.52;34.3;34.7;74.4;74.6;590;606;IDLE;IDLE;15370.1;7732.53;7637.63;1350.2;1362.3;5588.3;51;AP ENGAGED;AT ENGAGED;0;0;-;-5.44;-2.51;3.04;0.88;-1233.00;0.57;6.61;1;1;0
XX/09/22;20:41:31;APPROACH;AIR;AIR;AIR;4887;4801.00;1013.0;4557;2055;23.00;-31.280.518;-60.221.470;178;163;158;149.38;0.268;-873;0.98;0.00;0.04;-10;-72.77;0;-2.0;52109;10;1.05;-4.68;5.8;7.16;0.2;10.02;-3.50;34.3;34.8;74.5;74.6;590;606;IDLE;IDLE;15370.9;7732.91;7638.01;1356.2;1356.2;5588.3;51;AP ENGAGED;AT ENGAGED;0;0;-;-5.54;-2.46;3.39;1.17;616.50;0.51;6.61;0;1;0
XX/09/22;20:41:32;APPROACH;AIR;AIR;AIR;4871;4785.00;1013.0;4541;2055;22.75;-31.272.888;-60.221.809;178;163;158;149.38;0.268;-882;1.00;0.00;0.04;-10;0.00;0;-1.7;52109;10;0.70;2.21;5.8;7.14;0.0;10.20;-3.47;34.4;34.8;75.5;74.6;590;605;IDLE;IDLE;15371.6;7733.29;7638.38;1356.2;1356.2;5588.3;51;AP ENGAGED;AT ENGAGED;0;0;-;-5.49;-2.46;1.52;-0.81;-1233.00;0.19;6.61;0;1;0
