DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCH_CPT;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD;PITCH_TRM;ROLL_CPT;VHF_KEYING_L;VHF_KEYING_R;AP_OFF
XX/03/22;14:16:41;APPROACH;AIR;AIR;AIR;5008;5008.00;1013.0;4812;2627;23.50;-31.569.438;-60.220.325;234;215;161;162.04;0.355;-742;0.98;0.01;-0.02;-14;51.33;7;-1.6;54304;2;0.00;4.6;-0.21;-0.1;6.68;0.00;32.0;30.9;73.1;73.4;522;519;0;0;7391.82;3702.57;3689.25;464.48;468.11;14440.;37;AP ENGAGED;AT ENGAGED;0;0;-;-3.55;-2.90;1.13;0.73;0.25;5.41;0;1;1;0
XX/03/22;14:16:42;APPROACH;AIR;AIR;AIR;5000;5000.00;1013.0;4804;2627;23.25;-31.561.475;-60.220.631;233;213;161;162.04;0.352;-695;1.02;0.00;-0.02;-14;50.27;7;-1.6;54304;2;-0.35;4.6;-0.21;-0.0;6.68;0.00;31.9;30.9;73.1;73.3;522;519;0;0;7392.08;3702.70;3689.38;464.48;464.48;14440.;37;AP ENGAGED;AT ENGAGED;0;0;-;-3.55;-2.80;1.13;1.24;0.25;5.44;0;1;1;0
XX/03/22;14:16:43;APPROACH;AIR;AIR;AIR;4988;4988.00;1013.0;4792;2627;23.25;-31.553.538;-60.221.241;232;213;161;162.04;0.351;-664;0.99;0.01;-0.02;-14;49.57;7;-1.6;54304;2;-0.70;4.4;-0.17;-0.1;6.68;0.00;31.9;30.9;73.1;73.3;523;519;0;0;7392.34;3702.83;3689.51;468.11;464.48;14440.;37;AP ENGAGED;AT ENGAGED;0;0;-;-3.60;-2.80;1.08;1.24;0.25;5.44;0;1;1;0
XX/03/22;14:16:44;APPROACH;AIR;AIR;AIR;4980;4980.00;1013.0;4784;2627;23.25;-31.542.063;-60.221.851;230;211;161;162.04;0.348;-643;0.96;0.00;-0.02;-14;47.81;7;-1.4;54304;2;-0.35;4.4;-0.13;-0.0;6.51;0.00;31.9;30.9;73.1;73.3;523;520;0;0;7392.60;3702.96;3689.64;464.48;468.11;14440.;37;AP ENGAGED;AT ENGAGED;0;0;-;-3.60;-2.85;1.08;2.20;0.19;5.41;0;1;1;0
XX/03/22;14:16:44;APPROACH;AIR;AIR;AIR;4968;4968.00;1013.0;4772;2627;23.25;-31.534.085;-60.222.462;229;211;161;162.04;0.349;-629;0.98;-0.00;-0.02;-14;48.52;6;-1.3;54304;2;0.00;4.4;-0.17;-0.0;6.51;0.00;31.9;30.8;73.0;73.3;524;520;0;0;7392.86;3703.09;3689.77;464.48;460.85;14440.;37;AP ENGAGED;AT ENGAGED;0;0;-;-3.50;-2.85;-0.39;2.20;0.00;5.41;0;1;1;0
XX/03/22;14:16:45;APPROACH;AIR;AIR;AIR;4956;4956.00;1013.0;4760;2627;23.00;-31.526.139;-60.223.072;228;210;161;162.04;0.347;-659;0.99;-0.01;-0.02;-14;45.70;6;-1.1;54304;5;1.76;4.4;-0.13;-0.0;6.33;0.00;31.9;30.8;73.0;73.3;524;520;0;0;7393.12;3703.22;3689.90;468.11;468.11;14440.;37;AP ENGAGED;AT ENGAGED;0;0;-;-3.50;-2.80;-0.39;3.45;-0.25;5.41;0;1;1;0
XX/03/22;14:16:46;APPROACH;AIR;AIR;AIR;4944;4944.00;1013.0;4748;2627;23.00;-31.514.704;-60.223.377;227;209;161;162.04;0.345;-679;0.93;-0.01;-0.03;-14;43.24;6;-1.1;54304;5;3.87;4.2;-0.04;-0.1;6.16;0.00;31.9;30.8;73.0;73.3;524;520;0;0;7393.38;3703.35;3690.03;468.11;464.48;14440.;37;AP ENGAGED;AT ENGAGED;0;0;-;-3.45;-2.80;-1.35;3.45;-0.51;5.41;0;1;1;0
XX/03/22;14:16:47;APPROACH;AIR;AIR;AIR;4932;4932.00;1013.0;4736;2627;23.25;-31.506.712;-60.223.679;226;210;161;162.04;0.346;-692;1.01;-0.01;-0.02;-13;42.19;5;-1.1;54304;5;7.03;4.2;-0.09;-0.0;6.86;0.00;31.9;30.8;73.0;73.3;524;521;0;0;7393.63;3703.48;3690.16;464.48;464.48;14440.;37;AP ENGAGED;AT ENGAGED;0;0;-;-3.45;-2.60;-1.35;3.79;-0.19;5.44;0;1;1;0
XX/03/22;14:16:48;APPROACH;AIR;AIR;AIR;4920;4920.00;1013.0;4724;2627;23.25;-31.498.740;-60.224.285;225;208;161;162.04;0.343;-702;0.99;-0.02;-0.02;-12;37.62;5;-1.1;54304;5;9.49;4.0;0.21;-0.1;6.51;0.00;31.9;30.8;73.0;73.3;524;520;0;0;7393.89;3703.61;3690.29;468.11;464.48;14440.;37;AP ENGAGED;AT ENGAGED;0;0;-;-3.00;-2.60;-0.05;3.79;-0.32;5.41;0;1;1;0
XX/03/22;14:16:49;APPROACH;AIR;AIR;AIR;4904;4904.00;1013.0;4708;2627;23.00;-31.487.310;-60.224.876;224;208;161;162.04;0.342;-747;0.97;-0.02;-0.02;-11;34.80;5;-1.1;54304;5;12.66;3.9;0.25;-0.1;6.86;0.00;31.9;30.8;73.0;73.3;525;521;0;0;7394.15;3703.74;3690.42;468.11;464.48;14440.;37;AP ENGAGED;AT ENGAGED;0;0;-;-3.00;-2.25;-0.05;1.13;-0.13;5.38;0;1;1;0
