DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD;PITCH_TRM
XX/06/21;13:40:11;APPROACH;AIR;AIR;AIR;8000;8000.00;1013.0;4756;2629;16.00;-15.836.666;-48.122.723;194;173;158;147.93;0.303;-1436;0.99;0.01;0.01;142;68.20;9;1.9;51238;10;-0.35;3.3;-0.1;9.15;0.00;31.9;31.0;73.1;73.9;516;561;0;0;6702.37;3326.73;3375.63;424.56;424.56;9280.0;33;AP ENGAGED;AT ENGAGED;0;0;-;-3.80;-3.05;0.23;1.30;-0.25;6.82
XX/06/21;13:40:12;APPROACH;AIR;AIR;AIR;7976;7976.00;1013.0;4732;2629;16.25;-15.837.276;-48.122.051;194;172;158;147.93;0.301;-1477;0.92;0.00;-0.00;143;67.50;9;1.9;51238;10;1.05;3.3;-0.0;8.62;0.00;31.9;31.0;73.1;73.8;516;561;0;0;6702.60;3326.85;3375.75;424.56;424.56;9280.0;33;AP ENGAGED;AT ENGAGED;0;0;-;-4.14;-3.05;1.53;1.30;0.00;6.82
XX/06/21;13:40:13;APPROACH;AIR;AIR;AIR;7948;7948.00;1013.0;4704;2629;16.75;-15.837.887;-48.121.075;193;173;158;147.93;0.302;-1504;0.95;0.01;0.01;143;66.80;9;2.2;51238;10;1.41;3.3;-0.0;8.44;0.00;31.9;31.0;73.0;73.8;516;561;0;0;6702.84;3326.97;3375.87;424.56;428.19;9280.0;33;AP ENGAGED;AT ENGAGED;0;0;-;-4.14;-3.25;1.53;1.41;0.06;6.85
XX/06/21;13:40:14;APPROACH;AIR;AIR;AIR;7920;7920.00;1013.0;4676;2629;16.50;-15.838.498;-48.120.346;193;171;158;147.93;0.299;-1562;0.96;-0.00;0.01;142;64.69;9;2.5;51238;10;1.05;3.3;-0.0;9.32;0.00;31.9;31.0;73.0;73.8;517;561;0;0;6703.08;3327.09;3375.99;424.56;428.19;9280.0;33;AP ENGAGED;AT ENGAGED;0;0;-;-3.95;-3.25;0.79;1.41;-0.06;6.85
XX/06/21;13:40:15;APPROACH;AIR;AIR;AIR;7892;7892.00;1013.0;4648;2629;16.00;-15.838.793;-48.119.675;193;171;158;147.93;0.299;-1601;0.96;-0.01;0.01;142;61.52;9;2.6;51238;10;0.70;3.2;-0.1;8.97;0.00;31.9;31.0;73.0;73.8;516;561;0;0;6703.31;3327.21;3376.11;424.56;424.56;9280.0;33;AP ENGAGED;AT ENGAGED;0;0;-;-3.95;-2.85;0.79;3.51;-0.19;6.82
XX/06/21;13:40:16;APPROACH;AIR;AIR;AIR;7864;7864.00;1013.0;4620;2629;16.00;-15.839.482;-48.119.003;193;171;158;147.93;0.298;-1627;0.91;0.01;0.01;142;58.01;8;2.3;51238;10;-1.05;3.0;-0.1;9.32;0.00;31.9;30.9;73.0;73.8;516;560;0;0;6703.55;3327.33;3376.22;428.19;424.56;9280.0;33;AP ENGAGED;AT ENGAGED;0;0;-;-3.80;-2.85;0.11;3.51;0.13;6.82
XX/06/21;13:40:17;APPROACH;AIR;AIR;AIR;7828;7828.00;1013.0;4584;2629;15.75;-15.840.170;-48.118.210;193;172;158;147.93;0.299;-1724;1.00;0.02;0.02;142;55.20;9;2.4;51238;10;-0.70;3.3;0.2;9.67;0.00;31.9;30.9;73.0;73.8;516;560;0;0;6703.79;3327.44;3376.34;428.19;428.19;9280.0;33;AP ENGAGED;AT ENGAGED;0;0;-;-3.80;-3.00;0.11;2.60;0.44;6.85
XX/06/21;13:40:18;APPROACH;AIR;AIR;AIR;7800;7800.00;1013.0;4556;2629;16.25;-15.840.857;-48.117.424;193;171;158;147.93;0.297;-1789;1.01;-0.01;0.02;142;54.49;9;2.6;51238;10;-1.05;3.2;-0.1;10.20;0.00;31.9;30.9;73.0;73.8;516;561;0;0;6704.02;3327.56;3376.46;428.19;428.19;9280.0;33;AP ENGAGED;AT ENGAGED;0;0;-;-3.35;-3.00;-2.49;2.60;-0.19;6.88
XX/06/21;13:40:19;APPROACH;AIR;AIR;AIR;7768;7768.00;1013.0;4524;2629;16.50;-15.841.544;-48.116.684;193;171;158;147.93;0.298;-1792;1.01;0.00;0.03;142;53.09;8;2.1;51238;10;-2.81;3.2;-0.0;10.20;0.00;31.9;30.9;73.0;73.8;517;561;0;0;6704.26;3327.68;3376.58;428.19;431.82;9280.0;33;AP ENGAGED;AT ENGAGED;0;0;-;-3.35;-2.05;-2.49;1.69;-1.02;6.82
XX/06/21;13:40:20;APPROACH;AIR;AIR;AIR;7740;7740.00;1013.0;4496;2629;16.75;-15.841.849;-48.115.948;193;171;158;147.93;0.298;-1795;1.01;-0.00;0.02;143;52.38;8;1.7;51238;10;-1.05;3.2;-0.0;10.02;0.00;31.9;30.9;73.0;73.8;517;561;0;0;6704.50;3327.80;3376.70;428.19;428.19;9280.0;33;AP ENGAGED;AT ENGAGED;0;0;-;-2.90;-2.05;1.08;1.69;-0.38;6.82
XX/06/21;13:40:21;APPROACH;AIR;AIR;AIR;7712;7712.00;1013.0;4468;2629;16.75;-15.842.155;-48.115.158;193;171;158;147.93;0.297;-1757;1.01;0.01;0.02;143;51.68;7;1.5;51238;10;0.00;3.3;0.1;10.20;0.00;31.9;30.9;73.0;73.8;518;561;0;0;6704.74;3327.92;3376.82;428.19;428.19;9280.0;33;AP ENGAGED;AT ENGAGED;0;0;-;-2.90;-2.40;1.08;0.33;-0.19;6.82
XX/06/21;13:40:22;APPROACH;AIR;AIR;AIR;7684;7684.00;1013.0;4440;2629;16.75;-15.842.767;-48.114.487;193;170;158;147.93;0.295;-1732;1.01;-0.01;0.02;143;49.22;6;1.6;51238;10;1.41;3.5;0.1;9.67;0.00;31.9;30.9;73.0;73.8;518;562;0;0;6704.98;3328.04;3376.94;431.82;431.82;9280.0;33;AP ENGAGED;AT ENGAGED;0;0;-;-3.50;-2.40;0.06;0.33;0.13;6.85
XX/06/21;13:40:23;APPROACH;AIR;AIR;AIR;7656;7656.00;1013.0;4412;2629;17.00;-15.843.380;-48.113.815;193;170;158;147.93;0.295;-1715;0.96;0.00;0.02;143;46.76;6;1.5;51238;10;0.35;3.5;0.0;9.67;0.00;31.9;30.9;73.0;73.8;518;562;0;0;6705.22;3328.16;3377.06;431.82;431.82;9280.0;33;AP ENGAGED;AT ENGAGED;0;0;-;-3.50;-3.00;0.06;3.11;-0.19;6.82
