DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD;PITCH_TRM
XX/05/21;16:53:59;DESCENT;AIR;AIR;AIR;5000;5000.00;1013.0;4744;2627;25.00;-31.314.256;-60.291.893;240;211;158;186.79;0.348;-767;1.08;0.02;0.06;-135;43.95;10;0.3;51673;0;-23.20;4.9;0.1;7.56;0.00;45.5;49.8;83.3;83.9;540;559;0;0;10860.1;5399.09;5461.01;765.66;849.13;10960.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.00;-3.00;1.42;0.79;0.25;6.06
XX/05/21;16:54:00;DESCENT;AIR;AIR;AIR;4988;4988.00;1013.0;4732;2627;25.00;-31.325.178;-60.292.305;240;211;158;186.79;0.349;-752;1.08;0.02;0.06;-137;44.30;10;0.4;51673;0;-23.20;4.9;0.0;7.56;0.00;48.1;52.0;83.9;84.1;542;553;0;0;10860.5;5399.32;5461.26;823.72;899.93;10960.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.45;-3.00;1.36;0.79;0.32;6.09
XX/05/21;16:54:01;DESCENT;AIR;AIR;AIR;4980;4980.00;1013.0;4724;2627;25.00;-31.333.559;-60.292.995;240;211;158;186.79;0.348;-702;1.08;0.02;0.06;-139;45.35;10;0.5;51673;0;-23.20;4.7;-0.1;7.39;0.00;49.4;52.6;84.1;84.3;538;548;0;0;10861.0;5399.55;5461.52;845.50;914.44;10960.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.45;-3.20;1.36;1.07;0.25;6.06
XX/05/21;16:54:02;DESCENT;AIR;AIR;AIR;4968;4968.00;1013.0;4712;2627;25.00;-31.342.092;-60.293.671;240;210;158;186.79;0.347;-668;1.05;0.02;0.06;-141;46.76;10;0.7;51673;0;-23.20;4.7;-0.0;7.56;0.00;50.1;51.8;84.1;83.9;533;541;0;0;10861.5;5399.79;5461.77;860.01;896.30;10960.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.45;-3.20;1.53;1.07;0.25;6.06
XX/05/21;16:54:03;DESCENT;AIR;AIR;AIR;4956;4956.00;1013.0;4700;2627;25.00;-31.353.178;-60.294.331;240;211;158;186.79;0.348;-685;1.06;0.01;0.05;-142;47.81;10;0.9;51673;0;-22.85;4.6;-0.1;7.39;0.00;50.5;48.8;84.3;83.0;528;531;0;0;10862.0;5400.03;5461.99;867.27;801.95;10960.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.45;-3.10;1.53;1.01;0.13;6.09
XX/05/21;16:54:04;DESCENT;AIR;AIR;AIR;4944;4944.00;1013.0;4688;2627;24.75;-31.361.465;-60.294.975;240;211;158;186.79;0.348;-697;1.05;0.02;0.05;-144;48.52;10;0.9;51673;0;-22.85;4.7;0.1;7.21;0.00;49.9;45.4;83.9;82.5;522;528;0;0;10862.4;5400.27;5462.20;845.50;747.52;10960.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.40;-3.10;1.81;1.01;0.13;6.09
XX/05/21;16:54:05;DESCENT;AIR;AIR;AIR;4932;4932.00;1013.0;4676;2627;24.75;-31.372.926;-60.295.280;239;211;158;186.79;0.348;-704;1.05;0.02;0.05;-146;48.52;10;0.8;51673;0;-22.50;4.6;-0.1;7.39;0.00;48.8;44.5;83.6;82.4;520;531;0;0;10862.9;5400.50;5462.40;823.72;725.75;10960.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.40;-3.05;1.81;0.28;0.19;6.09
XX/05/21;16:54:06;DESCENT;AIR;AIR;AIR;4920;4920.00;1013.0;4664;2627;24.75;-31.384.144;-60.295.570;239;210;158;186.79;0.347;-710;1.05;0.02;0.05;-148;47.46;10;0.8;51673;0;-22.15;4.6;-0.0;7.21;0.00;48.3;44.1;83.5;82.4;519;534;0;0;10863.3;5400.72;5462.60;812.84;714.86;10960.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.30;-3.05;1.98;0.28;0.25;6.09
XX/05/21;16:54:07;DESCENT;AIR;AIR;AIR;4908;4908.00;1013.0;4652;2627;24.75;-31.392.345;-60.295.845;239;210;158;186.79;0.346;-713;1.04;0.02;0.05;-149;46.05;10;0.7;51673;0;-22.15;4.7;0.1;7.03;0.00;47.9;44.9;83.4;82.8;519;541;0;0;10863.7;5400.95;5462.81;801.95;751.15;10960.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.30;-3.10;1.98;-0.01;0.32;6.09
XX/05/21;16:54:08;DESCENT;AIR;AIR;AIR;4896;4896.00;1013.0;4640;2627;24.75;-31.403.697;-60.296.406;239;211;158;186.79;0.348;-715;1.06;0.02;0.05;-151;44.30;10;0.8;51673;0;-22.15;4.7;0.0;7.21;0.00;47.8;48.3;83.4;83.8;518;550;0;0;10864.2;5401.17;5463.03;798.32;816.47;10960.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.30;-3.10;1.08;-0.01;0.32;6.09
XX/05/21;16:54:09;DESCENT;AIR;AIR;AIR;4884;4884.00;1013.0;4628;2627;24.75;-31.412.852;-60.296.951;238;210;158;186.79;0.346;-717;1.06;0.02;0.05;-153;42.89;10;0.6;51673;0;-22.85;4.9;0.1;7.56;0.00;47.6;51.4;83.4;84.3;518;549;0;0;10864.6;5401.39;5463.28;794.69;878.16;10960.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.30;-3.20;1.08;1.07;0.25;6.06
XX/05/21;16:54:10;DESCENT;AIR;AIR;AIR;4872;4872.00;1013.0;4616;2627;24.75;-31.422.091;-60.297.554;238;210;158;186.79;0.346;-718;1.08;0.02;0.06;-155;40.08;10;0.4;51673;0;-23.20;4.9;0.0;7.39;0.00;47.8;52.1;83.5;84.4;519;545;0;0;10865.1;5401.61;5463.53;801.95;903.56;10960.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.40;-3.20;1.30;1.07;0.25;6.09
XX/05/21;16:54:11;DESCENT;AIR;AIR;AIR;4860;4860.00;1013.0;4604;2627;24.75;-31.434.467;-60.298.141;238;211;158;186.79;0.347;-719;1.06;0.02;0.06;-156;37.27;9;0.5;51673;0;-22.85;4.9;0.0;7.21;0.00;48.3;52.1;83.8;84.4;522;543;0;0;10865.6;5401.84;5463.78;816.47;907.19;10960.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.40;-3.10;1.30;0.39;0.51;6.09
XX/05/21;16:54:12;DESCENT;AIR;AIR;AIR;4848;4848.00;1013.0;4592;2627;24.75;-31.443.622;-60.298.317;238;211;158;186.79;0.347;-719;1.05;0.02;0.05;-159;36.56;9;0.8;51673;0;-22.50;4.9;0.0;7.39;0.00;48.5;52.0;83.9;84.4;521;542;0;0;10866.1;5402.07;5464.03;820.10;910.81;10960.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.40;-3.10;1.25;0.39;0.32;6.09
