DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;ROLL_CPT;PITCH;PITCH_CPT;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD_PDL_FORCE;RUDD;PITCH_TRM;VHF_KEYING_L;VHF_KEYING_R;AP_OFF
XX/05/22;23:25:41;APPROACH;AIR;AIR;AIR;5016;5090.00;1013.0;2987;2054;22.75;-22.869.873;-47.270.515;213;191;164;165.83;0.316;-1645;1.04;0.01;0.01;-119;0.00;0;-4.5;56427;5;-0.35;1.18;3.5;6.51;0.1;8.26;3.43;38.2;37.7;75.6;77.3;612;632;IDLE;IDLE;13812.9;6915.27;6897.67;1636.0;1739.4;5316.1;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.50;-3.50;1.93;-0.58;-1233.00;0.70;7.54;1;1;0
XX/05/22;23:25:42;APPROACH;AIR;AIR;AIR;4995;5069.00;1013.0;2966;2054;22.75;-22.870.636;-47.271.019;212;191;164;165.83;0.314;-1547;1.04;0.01;0.01;-119;-72.77;0;-4.6;56427;5;-0.35;1.18;3.9;6.34;0.3;8.26;3.37;43.3;42.6;79.8;81.1;646;669;IDLE;IDLE;13814.0;6915.80;6898.25;1897.5;2061.8;5316.1;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.20;-3.75;1.87;-0.52;-1233.00;0.70;7.54;1;1;0
XX/05/22;23:25:43;APPROACH;AIR;AIR;AIR;4975;5050.00;1013.0;2946;2054;22.75;-22.871.475;-47.271.736;212;190;164;165.83;0.314;-1443;1.03;0.01;0.03;-119;-180.0;0;-4.5;56427;5;-0.35;1.18;4.0;5.98;0.3;8.09;3.30;55.8;54.0;85.2;85.2;668;686;CLIMB;CLIMB;13815.3;6916.44;6898.95;2305.0;2548.3;5316.1;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.65;-4.30;1.93;-0.52;821.20;0.70;7.54;1;1;0
XX/05/22;23:25:44;APPROACH;AIR;AIR;AIR;4958;5033.00;1013.0;2929;2054;22.75;-22.872.314;-47.272.446;212;190;164;165.83;0.314;-1333;1.04;0.01;0.06;-119;-72.77;0;-4.5;56427;5;-0.35;1.18;4.2;5.75;0.2;8.09;3.26;65.4;65.2;88.2;87.0;662;674;CLIMB;CLIMB;13816.9;6917.21;6899.77;2761.2;2949.7;5316.1;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.31;-4.69;1.99;-0.52;-1233.00;0.70;7.58;1;1;0
XX/05/22;23:25:45;APPROACH;AIR;AIR;AIR;4941;5015.00;1013.0;2912;2054;22.75;-22.873.077;-47.273.056;212;191;164;165.83;0.314;-1230;1.03;0.01;0.06;-119;0.00;0;-4.4;56427;5;-0.35;1.03;4.4;5.71;0.1;7.91;3.25;66.9;66.9;88.3;87.6;642;655;CLIMB;CLIMB;13818.6;6918.05;6900.63;3010.5;3077.4;5316.1;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.26;-4.74;1.99;-0.46;616.50;0.70;7.45;1;1;0
XX/05/22;23:25:46;APPROACH;AIR;AIR;AIR;4925;4999.00;1013.0;2896;2054;22.75;-22.873.840;-47.273.666;213;191;164;165.83;0.314;-1151;1.02;0.01;0.05;-119;-72.77;0;-4.3;56427;5;-0.35;0.81;4.4;5.73;0.0;7.56;3.28;66.2;65.9;88.4;87.7;628;643;CLIMB;CLIMB;13820.3;6918.90;6901.47;3059.2;3047.0;5316.1;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.31;-4.69;1.99;-0.34;-1233.00;0.70;7.24;1;1;0
XX/05/22;23:25:47;APPROACH;AIR;AIR;AIR;4909;4984.00;1013.0;2880;2054;23.00;-22.874.603;-47.274.277;213;191;164;165.83;0.314;-1088;0.99;0.01;0.04;-119;-180.0;0;-4.3;56427;5;-0.35;-0.33;4.2;5.88;-0.1;7.03;3.34;65.2;64.0;88.7;87.2;620;631;CLIMB;CLIMB;13822.0;6919.73;6902.28;3022.7;2913.2;5316.1;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.55;-4.45;2.28;0.00;-1233.00;0.63;7.06;1;1;0
XX/05/22;23:25:48;APPROACH;AIR;AIR;AIR;4894;4968.00;1013.0;2865;2054;23.00;-22.875.366;-47.274.887;213;191;164;165.83;0.314;-1036;0.96;0.01;0.03;-119;-72.77;0;-4.3;56427;5;-0.35;-1.00;3.9;6.15;-0.3;6.86;3.40;63.3;60.9;88.7;86.6;611;620;CLIMB;IDLE;13823.5;6920.54;6903.03;2913.2;2682.1;5316.1;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.90;-3.95;2.51;0.23;-1233.00;0.70;6.85;1;1;0
XX/05/22;23:25:49;APPROACH;AIR;AIR;AIR;4877;4952.00;1013.0;2848;2054;23.00;-22.876.205;-47.275.444;213;191;164;165.83;0.314;-1011;0.94;0.01;0.02;-119;0.00;0;-4.3;56427;5;0.00;-1.14;3.5;6.38;-0.3;6.68;3.49;60.1;57.4;88.0;85.7;601;609;IDLE;IDLE;13825.0;6921.30;6903.71;2730.8;2457.1;5316.1;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.30;-3.55;2.51;0.29;616.50;0.70;6.67;1;1;0
XX/05/22;23:25:50;APPROACH;AIR;AIR;AIR;4860;4934.00;1013.0;2831;2054;23.00;-22.877.044;-47.276.161;213;191;164;165.83;0.314;-1014;0.93;0.01;0.01;-119;-72.77;0;-4.4;56427;5;0.00;-2.25;3.2;6.55;-0.3;6.68;3.60;56.4;54.3;85.1;85.0;588;602;IDLE;IDLE;13826.3;6921.99;6904.34;2487.5;2250.3;5316.1;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.59;-3.31;2.81;0.58;1232.40;0.70;6.48;1;1;0
