DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;ROLL_CPT;PITCH;PITCH_CPT;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD_PDL_FORCE;RUDD;PITCH_TRM;VHF_KEYING_L;VHF_KEYING_R;AP_OFF
XX/06/22;12:21:50;APPROACH;AIR;AIR;AIR;5020;5086.00;1013.0;2974;2055;24.25;-22.907.791;-47.251.427;267;231;154;146.01;0.380;-2828;1.06;0.01;-0.03;145;-72.77;0;1.2;48970;1;0.00;2.72;-1.4;6.05;-0.5;2.99;-0.08;34.9;35.3;75.7;74.4;583;599;IDLE;IDLE;19755.0;9913.21;9841.87;1307.6;1338.0;5370.6;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.85;-4.35;1.29;-0.93;-1233.00;0.57;5.45;1;1;0
XX/06/22;12:21:51;APPROACH;AIR;AIR;AIR;4976;5042.00;1013.0;2930;2055;24.25;-22.908.554;-47.250.439;268;232;154;146.01;0.382;-2766;0.90;0.01;-0.04;145;-180.0;0;1.3;48970;1;0.00;2.58;-2.3;6.32;-0.8;3.16;-0.08;34.9;35.3;76.0;74.4;583;599;IDLE;IDLE;19755.8;9913.57;9842.25;1307.6;1344.1;5370.6;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.30;-3.85;1.40;-0.93;616.50;0.70;5.42;1;1;0
XX/06/22;12:21:52;APPROACH;AIR;AIR;AIR;4930;4996.00;1013.0;2884;2055;24.50;-22.909.317;-47.249.374;269;232;154;146.01;0.382;-2744;0.97;0.01;-0.04;145;-72.77;0;1.3;48970;1;0.00;1.69;-2.1;6.30;-0.0;3.52;-0.08;34.9;35.4;75.4;74.4;582;599;IDLE;IDLE;19756.5;9913.93;9842.62;1307.6;1350.2;5370.6;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.25;-3.95;1.81;-0.52;-1233.00;0.70;5.24;1;1;0
XX/06/22;12:21:53;APPROACH;AIR;AIR;AIR;4883;4950.00;1013.0;2837;2055;24.50;-22.910.080;-47.248.302;270;233;154;146.01;0.384;-2759;1.02;0.01;-0.03;145;0.00;0;1.3;48970;1;-0.35;4.12;-1.8;6.42;0.2;3.16;-0.07;34.9;35.4;75.1;74.5;582;600;IDLE;IDLE;19757.2;9914.30;9843.00;1313.7;1350.2;5370.6;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.70;0.88;-1.45;616.50;0.70;5.06;1;1;0
XX/06/22;12:21:54;APPROACH;AIR;AIR;AIR;4838;4905.00;1013.0;2792;2055;24.75;-22.910.842;-47.247.234;270;234;154;146.01;0.384;-2760;0.97;0.01;-0.04;145;-72.77;0;1.3;48970;1;0.00;2.50;-2.1;6.91;-0.3;2.99;-0.06;34.9;35.4;75.5;74.4;582;599;IDLE;IDLE;19758.0;9914.67;9843.37;1319.7;1344.1;5370.6;51;AP ENGAGED;AT ENGAGED;0;0;-;-5.04;-2.96;1.40;-0.87;-1233.00;0.63;4.97;1;1;0
XX/06/22;12:21:55;APPROACH;AIR;AIR;AIR;4793;4859.00;1013.0;2747;2055;25.00;-22.911.605;-47.246.014;271;234;154;146.01;0.384;-2740;0.96;0.01;-0.04;145;-180.0;0;1.5;48970;1;0.70;1.47;-2.1;6.82;0.1;3.34;-0.07;34.9;35.4;74.4;74.4;582;599;IDLE;IDLE;19758.7;9915.03;9843.74;1313.7;1350.2;5370.6;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.99;-3.11;1.93;-0.46;616.50;0.63;4.97;1;1;0
XX/06/22;12:21:56;APPROACH;AIR;AIR;AIR;4746;4812.00;1013.0;2700;2055;25.00;-22.912.368;-47.244.946;272;235;154;146.01;0.386;-2747;1.02;0.01;-0.04;145;-72.77;0;1.6;48970;1;0.00;0.66;-1.9;6.76;0.2;3.34;-0.07;34.9;35.4;74.8;74.4;582;599;IDLE;IDLE;19759.5;9915.40;9844.12;1319.7;1350.2;5370.6;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.84;-3.26;2.16;-0.17;-1233.00;0.63;4.97;1;1;0
XX/06/22;12:21:57;APPROACH;AIR;AIR;AIR;4700;4767.00;1013.0;2654;2055;25.25;-22.913.131;-47.243.877;272;236;154;146.01;0.386;-2761;1.01;0.01;-0.04;145;0.00;0;1.6;48970;1;-0.70;1.25;-1.8;6.78;0.1;3.16;-0.07;35.0;35.5;74.0;74.4;582;600;IDLE;IDLE;19760.2;9915.76;9844.50;1319.7;1356.2;5370.6;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.89;-3.21;1.93;-0.40;616.50;0.70;4.94;1;1;0
XX/06/22;12:21:58;APPROACH;AIR;AIR;AIR;4656;4723.00;1013.0;2610;2055;25.25;-22.913.894;-47.242.809;273;237;154;146.01;0.388;-2741;0.99;0.01;-0.04;145;-72.77;0;1.6;48970;1;-1.05;0.44;-1.9;7.30;-0.0;2.99;-0.06;35.0;35.4;73.7;74.4;582;599;IDLE;IDLE;19761.0;9916.13;9844.87;1319.7;1350.2;5370.6;51;AP ENGAGED;AT ENGAGED;0;0;-;-5.09;-2.96;1.93;-0.40;1232.40;0.70;4.97;1;1;0
XX/06/22;12:21:59;APPROACH;AIR;AIR;AIR;4612;4679.00;1013.0;2566;2055;25.50;-22.914.733;-47.241.741;274;237;154;146.01;0.388;-2708;0.98;0.01;-0.04;144;-180.0;0;1.8;48970;1;-1.05;-2.91;-1.9;8.77;-0.0;3.87;-0.06;35.0;35.5;74.0;74.4;581;599;IDLE;IDLE;19761.7;9916.50;9845.25;1319.7;1368.4;5370.6;51;-;AT ENGAGED;0;0;-;-6.72;-1.32;2.86;0.41;-1233.00;0.57;4.97;1;1;1
