DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD_PDL_FORCE;RUDD;PITCH_TRM
XX/06/21;05:21:56;DESCENT;AIR;AIR;AIR;3988;4008.00;1013.0;3750;2054;26.25;-31.661.224;-60.127.003;240;218;159;189.15;0.352;-37;1.07;0.00;0.09;10;0.00;0;-0.8;52726;0;-22.85;6.2;-0.0;6.68;4.63;66.4;66.1;88.9;88.9;642;635;CLIMB;CLIMB;17161.9;8622.08;8539.83;3089.6;3022.7;5261.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.74;-3.41;1.34;0.94;616.50;-0.33;5.97
XX/06/21;05:21:57;DESCENT;AIR;AIR;AIR;3987;4006.00;1013.0;3749;2054;26.00;-31.649.780;-60.127.647;241;218;159;189.15;0.352;-45;1.06;0.01;0.09;8;-72.77;0;-1.0;52726;0;-22.85;6.2;-0.0;6.68;4.73;66.4;66.1;89.4;88.9;641;634;CLIMB;CLIMB;17163.6;8622.94;8540.67;3101.8;3028.8;5261.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.64;-3.45;1.75;1.34;-1233.00;-0.26;5.97
XX/06/21;05:21:58;DESCENT;AIR;AIR;AIR;3987;4006.00;1013.0;3749;2054;26.00;-31.638.336;-60.128.296;241;218;159;189.15;0.352;-40;1.05;0.02;0.09;7;-180.0;0;-0.9;52726;0;-22.50;6.2;-0.0;6.50;4.82;66.4;66.1;89.4;88.9;642;634;CLIMB;CLIMB;17165.3;8623.80;8541.51;3095.7;3022.7;5261.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.54;-3.55;1.70;1.34;616.50;-0.26;6.03
XX/06/21;05:21:59;DESCENT;AIR;AIR;AIR;3986;4006.00;1013.0;3748;2054;26.00;-31.627.655;-60.128.948;242;218;159;189.15;0.352;-37;1.06;0.02;0.08;5;-72.77;0;-0.7;52726;0;-22.50;6.2;-0.0;6.50;4.86;66.4;66.2;89.5;88.9;641;634;CLIMB;CLIMB;17167.0;8624.66;8542.35;3095.7;3022.7;5261.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.45;-3.75;1.75;1.34;-1233.00;-0.26;6.09
XX/06/21;05:22:00;DESCENT;AIR;AIR;AIR;3986;4006.00;1013.0;3748;2054;26.25;-31.616.211;-60.129.597;242;218;159;189.15;0.352;-34;1.05;0.01;0.08;3;0.00;0;-0.5;52726;0;-22.50;6.2;-0.0;6.68;4.78;66.4;66.1;89.6;88.9;641;634;CLIMB;CLIMB;17168.7;8625.52;8543.19;3089.6;3022.7;5261.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.75;1.75;1.34;616.50;-0.26;6.09
XX/06/21;05:22:01;DESCENT;AIR;AIR;AIR;3986;4005.00;1013.0;3748;2054;26.25;-31.604.767;-60.129.112;242;217;159;189.15;0.352;-23;1.06;0.01;0.09;1;-72.77;0;-0.4;52726;0;-22.50;6.2;-0.0;6.86;4.81;66.3;65.9;89.3;88.9;641;634;CLIMB;CLIMB;17170.4;8626.38;8544.03;3089.6;3010.5;5261.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.45;-3.75;1.34;0.94;-1233.00;-0.39;6.09
XX/06/21;05:22:02;DESCENT;AIR;AIR;AIR;3985;4005.00;1013.0;3747;2054;26.25;-31.594.086;-60.128.632;243;218;159;189.15;0.352;-25;1.07;0.01;0.09;-1;-180.0;0;-0.3;52726;0;-22.85;6.2;-0.0;6.50;4.92;66.3;65.8;89.5;88.8;641;633;CLIMB;CLIMB;17172.1;8627.23;8544.86;3089.6;3010.5;5261.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.50;-3.65;1.70;1.29;616.50;-0.33;6.09
XX/06/21;05:22:03;DESCENT;AIR;AIR;AIR;3985;4005.00;1013.0;3747;2054;26.25;-31.582.642;-60.128.155;243;217;159;189.15;0.352;-27;1.05;0.01;0.08;-3;-72.77;0;-0.4;52726;0;-22.85;6.2;-0.0;6.33;4.90;66.2;65.7;90.4;88.8;640;632;CLIMB;CLIMB;17173.7;8628.09;8545.70;3083.5;2992.3;5261.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.45;-3.70;1.70;1.29;-1233.00;-0.26;6.09
XX/06/21;05:22:04;DESCENT;AIR;AIR;AIR;3985;4004.00;1013.0;3747;2054;26.25;-31.571.960;-60.127.827;244;217;159;189.15;0.352;-18;1.04;0.01;0.08;-5;0.00;0;-0.2;52726;0;-22.85;6.2;-0.0;6.86;4.91;66.2;65.7;90.4;88.8;639;632;CLIMB;CLIMB;17175.4;8628.95;8546.53;3077.4;2992.3;5261.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.75;1.70;1.29;1232.40;-0.20;6.09
XX/06/21;05:22:05;DESCENT;AIR;AIR;AIR;3984;4004.00;1013.0;3746;2054;26.25;-31.561.279;-60.127.102;244;217;159;189.15;0.352;-22;1.07;0.01;0.09;-6;-72.77;0;0.0;52726;0;-22.85;6.3;0.2;6.68;4.87;66.2;65.7;89.9;88.8;639;632;CLIMB;CLIMB;17177.1;8629.80;8547.36;3065.3;2992.3;5261.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.50;-3.70;1.34;0.94;-1233.00;-0.33;6.09
XX/06/21;05:22:06;DESCENT;AIR;AIR;AIR;3983;4003.00;1013.0;3745;2054;26.00;-31.550.598;-60.127.525;244;217;159;189.15;0.350;-35;1.06;0.01;0.09;-8;-180.0;0;0.0;52726;0;-23.20;6.2;-0.1;6.68;4.90;66.2;65.7;89.9;88.8;639;631;CLIMB;CLIMB;17178.8;8630.65;8548.19;3071.4;2992.3;5261.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.54;-3.65;1.64;1.23;616.50;-0.33;6.09
XX/06/21;05:22:07;DESCENT;AIR;AIR;AIR;3983;4002.00;1013.0;3745;2054;26.00;-31.539.917;-60.128.124;245;217;159;189.15;0.350;-33;1.05;0.02;0.09;-10;-72.77;0;0.1;52726;0;-22.85;6.2;-0.0;6.86;4.96;66.1;65.7;89.4;88.8;639;632;CLIMB;CLIMB;17180.5;8631.50;8549.02;3077.4;2986.2;5261.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.54;-3.65;2.05;1.58;-1233.00;-0.20;6.09
XX/06/21;05:22:08;DESCENT;AIR;AIR;AIR;3982;4001.00;1013.0;3744;2054;26.00;-31.529.236;-60.128.380;245;217;159;189.15;0.352;-32;1.07;0.01;0.09;-12;0.00;0;0.3;52726;0;-22.85;6.2;-0.1;6.68;4.98;66.1;65.7;89.3;88.8;639;631;CLIMB;CLIMB;17182.2;8632.36;8549.85;3065.3;2986.2;5261.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.59;-3.55;1.64;1.23;616.50;-0.26;6.09
XX/06/21;05:22:09;DESCENT;AIR;AIR;AIR;3981;4001.00;1013.0;3743;2054;26.00;-31.518.555;-60.128.803;246;217;159;189.15;0.350;-41;1.06;0.01;0.08;-14;-72.77;0;0.4;52726;0;-23.20;6.2;-0.0;6.86;4.98;66.1;65.6;89.0;88.7;639;631;CLIMB;CLIMB;17183.8;8633.21;8550.67;3065.3;2980.1;5261.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.59;-3.60;1.58;1.23;-1233.00;-0.26;6.09
XX/06/21;05:22:10;DESCENT;AIR;AIR;AIR;3981;4001.00;1013.0;3743;2054;26.00;-31.508.636;-60.129.501;246;217;159;189.15;0.350;-38;1.07;0.01;0.09;-16;-180.0;0;0.5;52726;0;-23.20;6.3;0.2;6.86;4.90;65.9;65.6;89.0;88.7;639;631;CLIMB;CLIMB;17185.5;8634.06;8551.50;3059.2;2974.1;5261.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.54;-3.60;1.58;1.23;616.50;-0.33;6.09
XX/06/21;05:22:11;DESCENT;AIR;AIR;AIR;3981;4000.00;1013.0;3743;2054;26.00;-31.498.718;-60.129.993;246;217;159;189.15;0.352;-25;1.07;0.01;0.09;-18;-72.77;0;0.5;52726;0;-23.20;6.3;0.0;6.86;4.94;65.9;65.6;88.9;88.7;638;631;CLIMB;CLIMB;17187.2;8634.91;8552.33;3053.1;2980.1;5261.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.54;-3.60;1.70;1.29;-1233.00;-0.26;6.09
XX/06/21;05:22:12;DESCENT;AIR;AIR;AIR;3980;4000.00;1013.0;3742;2054;26.00;-31.488.800;-60.130.486;247;217;159;189.15;0.352;-27;1.06;0.01;0.09;-20;0.00;0;0.7;52726;0;-23.20;6.3;0.0;6.86;4.94;65.8;65.6;89.0;88.7;638;631;CLIMB;CLIMB;17188.9;8635.75;8553.16;3053.1;2980.1;5261.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.59;-3.60;1.75;1.34;616.50;-0.26;6.09
XX/06/21;05:22:13;DESCENT;AIR;AIR;AIR;3980;3999.00;1013.0;3742;2054;26.00;-31.478.882;-60.131.096;247;217;159;189.15;0.350;-28;1.06;0.01;0.09;-22;-72.77;0;0.9;52726;0;-23.20;6.3;0.0;6.86;4.86;65.7;65.4;89.3;88.7;638;630;CLIMB;CLIMB;17190.5;8636.60;8553.98;3047.0;2974.1;5261.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.59;-3.55;1.70;1.29;-1233.00;-0.26;6.09
XX/06/21;05:22:14;DESCENT;AIR;AIR;AIR;3980;3999.00;1013.0;3742;2054;26.00;-31.469.727;-60.131.706;247;217;159;189.15;0.350;-19;1.07;0.01;0.09;-24;-180.0;0;1.1;52726;0;-23.55;6.3;0.0;6.86;4.85;65.7;65.4;88.8;88.7;638;630;CLIMB;CLIMB;17192.2;8637.44;8554.81;3034.9;2980.1;5261.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.59;-3.60;1.40;0.99;616.50;-0.26;6.09
XX/06/21;05:22:15;DESCENT;AIR;AIR;AIR;3979;3999.00;1013.0;3741;2054;26.00;-31.459.808;-60.132.229;247;217;159;189.15;0.350;-22;1.06;0.01;0.09;-26;-72.77;0;1.1;52726;0;-23.55;6.3;0.0;6.86;4.75;65.7;65.4;89.0;88.7;638;630;CLIMB;CLIMB;17193.9;8638.28;8555.64;3022.7;2974.1;5261.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.59;-3.55;1.75;1.34;-1233.00;-0.26;6.09
XX/06/21;05:22:16;DESCENT;AIR;AIR;AIR;3979;3999.00;1013.0;3741;2054;26.00;-31.450.653;-60.133.114;248;217;159;189.15;0.350;-25;1.07;0.01;0.09;-27;0.00;0;1.3;52726;0;-23.20;6.3;0.0;6.86;4.53;65.6;65.4;89.3;88.7;637;630;CLIMB;CLIMB;17195.5;8639.12;8556.46;3022.7;2968.0;5261.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.59;-3.55;1.34;0.99;616.50;-0.26;6.09
XX/06/21;05:22:17;DESCENT;AIR;AIR;AIR;3979;3999.00;1013.0;3741;2054;26.00;-31.441.498;-60.133.759;248;217;159;189.02;0.350;-17;1.07;0.01;0.09;-30;-72.77;0;1.5;52671;0;-23.55;6.3;0.0;6.86;4.39;65.6;65.4;89.5;88.7;637;630;CLIMB;CLIMB;17197.2;8639.96;8557.29;3022.7;2968.0;5261.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.59;-3.55;1.40;0.99;-1233.00;-0.33;6.09
XX/06/21;05:22:18;DESCENT;AIR;AIR;AIR;3979;3999.00;1013.0;3741;2054;26.00;-31.433.105;-60.134.640;248;217;159;189.02;0.350;-11;1.07;0.01;0.09;-31;-180.0;0;1.5;52671;0;-23.55;6.3;0.0;6.86;4.24;65.4;65.4;89.6;88.7;638;630;CLIMB;CLIMB;17198.9;8640.80;8558.11;3022.7;2974.1;5261.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.59;-3.55;1.58;1.17;616.50;-0.26;6.09
XX/06/21;05:22:19;DESCENT;AIR;AIR;AIR;3979;3999.00;1013.0;3741;2054;26.00;-31.424.713;-60.135.284;248;217;159;189.02;0.350;-7;1.07;0.01;0.09;-33;-72.77;0;1.7;52671;0;-23.55;6.3;0.0;6.86;3.86;65.4;65.4;89.5;88.7;637;629;CLIMB;CLIMB;17200.5;8641.64;8558.94;3016.6;2968.0;5261.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.64;-3.50;1.52;1.11;-1233.00;-0.26;6.09
XX/06/21;05:22:20;DESCENT;AIR;AIR;AIR;3979;3998.00;1013.0;3741;2054;26.00;-31.416.321;-60.136.047;249;216;159;189.02;0.350;-5;1.06;0.01;0.09;-35;0.00;0;1.8;52671;0;-23.91;6.3;0.0;6.86;3.19;65.4;65.3;89.5;88.7;637;629;CLIMB;CLIMB;17202.2;8642.48;8559.76;3016.6;2961.9;5261.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.64;-3.50;1.58;1.17;1232.40;-0.26;6.09
XX/06/21;05:22:21;DESCENT;AIR;AIR;AIR;3978;3998.00;1013.0;3740;2054;26.00;-31.408.691;-60.136.963;249;216;159;189.02;0.350;-13;1.07;0.01;0.09;-37;-72.77;0;2.0;52671;0;-23.55;6.3;0.0;6.86;2.90;65.4;65.3;89.9;88.7;637;629;CLIMB;CLIMB;17203.9;8643.32;8560.58;3016.6;2968.0;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.64;-3.50;1.40;0.99;-1233.00;-0.26;6.09
XX/06/21;05:22:22;DESCENT;AIR;AIR;AIR;3978;3998.00;1013.0;3740;2054;26.00;-31.401.062;-60.137.878;249;216;159;189.02;0.350;-19;1.06;0.01;0.09;-39;-180.0;0;2.2;52671;0;-23.55;6.3;0.0;6.86;1.94;65.4;65.3;90.4;88.7;637;628;CLIMB;CLIMB;17205.5;8644.16;8561.41;3022.7;2961.9;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.64;-3.50;1.29;0.94;616.50;-0.33;6.09
XX/06/21;05:22:23;DESCENT;AIR;AIR;AIR;3978;3998.00;1013.0;3740;2054;26.00;-31.393.433;-60.138.794;249;216;159;189.02;0.350;-13;1.06;0.01;0.09;-41;-72.77;0;2.3;52671;0;-23.55;6.3;0.0;6.86;-0.56;65.3;65.3;90.1;88.7;637;629;CLIMB;CLIMB;17207.2;8644.99;8562.23;3010.5;2968.0;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.64;-3.45;1.34;0.94;-1233.00;-0.26;6.09
XX/06/21;05:22:24;DESCENT;AIR;AIR;AIR;3978;3998.00;1013.0;3740;2054;26.00;-31.386.566;-60.139.709;249;216;159;189.02;0.350;-8;1.06;0.01;0.09;-43;0.00;0;2.5;52671;0;-23.55;6.3;0.0;6.86;-2.21;65.4;65.3;90.2;88.7;637;629;CLIMB;CLIMB;17208.8;8645.83;8563.05;3010.5;2961.9;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.64;-3.50;1.40;0.99;-0.60;-0.33;6.09
XX/06/21;05:22:25;DESCENT;AIR;AIR;AIR;3977;3997.00;1013.0;3739;2054;26.00;-31.380.463;-60.140.625;249;216;159;189.02;0.348;-16;1.06;0.01;0.09;-45;-72.77;0;2.5;52671;0;-23.55;6.3;0.0;6.86;-2.89;65.4;65.3;90.5;88.7;637;628;CLIMB;CLIMB;17210.5;8646.67;8563.88;3016.6;2968.0;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.64;-3.45;1.52;1.17;-1233.00;-0.26;6.09
XX/06/21;05:22:26;DESCENT;AIR;AIR;AIR;3976;3996.00;1013.0;3738;2054;26.00;-31.374.359;-60.141.571;249;215;159;189.02;0.348;-30;1.06;0.01;0.09;-47;-180.0;0;2.6;52671;0;-23.20;6.3;0.0;7.03;-3.71;65.3;65.3;90.5;88.7;637;628;CLIMB;CLIMB;17212.2;8647.50;8564.70;3016.6;2961.9;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.69;-3.45;1.70;1.29;616.50;-0.26;6.09
XX/06/21;05:22:27;DESCENT;AIR;AIR;AIR;3976;3994.00;1013.0;3738;2054;26.00;-31.368.256;-60.142.609;249;216;159;189.02;0.348;-30;1.07;0.01;0.09;-49;-72.77;0;2.8;52671;0;-23.20;6.3;-0.1;7.03;-4.42;65.4;65.3;90.4;88.6;637;628;CLIMB;CLIMB;17213.8;8648.34;8565.53;3022.7;2968.0;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.69;-3.41;1.64;1.23;-1233.00;-0.26;6.09
XX/06/21;05:22:28;DESCENT;AIR;AIR;AIR;3975;3995.00;1013.0;3737;2054;26.00;-31.362.152;-60.143.555;250;216;159;189.02;0.348;-30;1.07;0.01;0.09;-51;0.00;0;3.0;52671;0;-23.55;6.5;0.2;6.86;-4.82;65.3;65.2;90.4;88.6;637;628;CLIMB;CLIMB;17215.5;8649.18;8566.35;3004.5;2955.8;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.74;-3.45;1.58;1.17;616.50;-0.26;6.09
XX/06/21;05:22:29;DESCENT;AIR;AIR;AIR;3975;3994.00;1013.0;3737;2054;26.00;-31.356.423;-60.144.623;249;215;159;189.02;0.348;-30;1.07;0.01;0.09;-53;-72.77;0;3.1;52671;0;-23.55;6.5;0.0;7.03;-5.05;65.4;65.3;90.0;88.6;637;628;CLIMB;CLIMB;17217.1;8650.01;8567.17;3010.5;2955.8;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.69;-3.41;1.64;1.23;-1233.00;-0.33;6.09
XX/06/21;05:22:30;DESCENT;AIR;AIR;AIR;3974;3994.00;1013.0;3736;2054;26.00;-31.351.082;-60.145.691;250;215;159;189.02;0.348;-30;1.07;0.01;0.09;-55;-180.0;0;3.3;52671;0;-23.55;6.5;0.0;7.03;-5.14;65.3;65.3;90.2;88.6;637;628;CLIMB;CLIMB;17218.8;8650.85;8567.99;3010.5;2961.9;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.64;-3.45;1.70;1.29;616.50;-0.26;6.15
XX/06/21;05:22:31;DESCENT;AIR;AIR;AIR;3974;3994.00;1013.0;3736;2054;26.00;-31.346.505;-60.146.881;250;215;159;189.02;0.348;-30;1.07;0.01;0.09;-57;-72.77;0;3.4;52671;0;-23.20;6.5;0.0;7.03;-5.13;65.3;65.2;89.5;88.6;637;628;CLIMB;CLIMB;17220.5;8651.69;8568.81;3016.6;2955.8;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.50;-3.70;1.64;1.29;1232.40;-0.26;6.24
XX/06/21;05:22:32;DESCENT;AIR;AIR;AIR;3974;3994.00;1013.0;3736;2054;26.00;-31.341.927;-60.147.827;249;215;159;189.02;0.348;-20;1.07;0.01;0.09;-59;0.00;0;3.7;52671;0;-23.55;6.5;0.0;7.03;-5.11;65.3;65.2;89.2;88.6;637;628;CLIMB;CLIMB;17222.1;8652.53;8569.64;3016.6;2961.9;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.45;-3.70;1.52;1.17;1232.40;-0.33;6.24
XX/06/21;05:22:33;DESCENT;AIR;AIR;AIR;3974;3994.00;1013.0;3736;2054;26.00;-31.337.726;-60.148.895;249;215;159;189.02;0.348;-13;1.06;0.01;0.09;-61;-72.77;0;3.8;52671;0;-23.55;6.5;0.0;7.03;-5.08;65.3;65.3;88.9;88.7;637;628;CLIMB;CLIMB;17223.8;8653.36;8570.46;3004.5;2961.9;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.45;-3.75;1.52;1.11;1232.40;-0.33;6.24
XX/06/21;05:22:34;DESCENT;AIR;AIR;AIR;3975;3995.00;1013.0;3737;2054;26.00;-31.334.300;-60.149.963;249;215;159;189.02;0.348;1;1.07;0.01;0.09;-63;-180.0;0;3.9;52671;0;-23.55;6.7;0.1;7.03;-4.95;65.3;65.2;88.3;88.7;637;628;CLIMB;CLIMB;17225.4;8654.20;8571.28;3010.5;2961.9;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.45;-3.75;1.40;0.99;1232.40;-0.33;6.24
XX/06/21;05:22:35;DESCENT;AIR;AIR;AIR;3975;3995.00;1013.0;3737;2054;25.75;-31.330.099;-60.151.031;249;215;159;189.02;0.348;10;1.06;0.01;0.09;-65;-72.77;0;4.0;52671;0;-23.55;6.5;-0.1;7.03;-4.78;65.3;65.2;88.2;88.7;636;628;CLIMB;CLIMB;17227.1;8655.03;8572.11;3016.6;2961.9;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.75;1.52;1.11;-1233.00;-0.33;6.24
XX/06/21;05:22:36;DESCENT;AIR;AIR;AIR;3976;3996.00;1013.0;3738;2054;25.75;-31.327.047;-60.152.252;249;215;159;189.02;0.348;17;1.06;0.01;0.09;-67;0.00;0;4.1;52671;0;-23.55;6.5;-0.0;7.03;-4.55;65.3;65.2;88.2;88.7;636;628;CLIMB;CLIMB;17228.8;8655.87;8572.93;3010.5;2949.7;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.45;-3.75;1.40;0.99;616.50;-0.26;6.24
XX/06/21;05:22:37;DESCENT;AIR;AIR;AIR;3977;3997.00;1013.0;3739;2054;25.75;-31.324.370;-60.153.320;249;215;159;189.02;0.348;31;1.06;0.01;0.09;-69;-72.77;0;4.2;52671;0;-23.55;6.5;-0.0;7.03;-4.31;65.4;65.2;89.0;88.6;637;627;CLIMB;CLIMB;17230.4;8656.71;8573.75;3010.5;2949.7;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.75;1.46;1.05;-1233.00;-0.26;6.24
XX/06/21;05:22:38;DESCENT;AIR;AIR;AIR;3977;3997.00;1013.0;3739;2054;25.75;-31.321.695;-60.154.388;249;214;159;189.02;0.346;31;1.05;0.01;0.09;-71;-180.0;0;4.3;52671;0;-23.20;6.5;-0.0;7.03;-4.13;65.6;65.2;89.6;88.6;637;627;CLIMB;CLIMB;17232.1;8657.55;8574.56;3022.7;2949.7;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.75;1.64;1.23;1231.19;-0.26;6.24
XX/06/21;05:22:39;DESCENT;AIR;AIR;AIR;3978;3998.00;1013.0;3740;2054;25.75;-31.320.169;-60.155.457;248;214;159;189.02;0.346;31;1.06;0.01;0.09;-73;-72.77;0;4.6;52671;0;-23.20;6.5;-0.0;7.03;-3.99;65.7;65.3;89.9;88.7;637;628;CLIMB;CLIMB;17233.7;8658.39;8575.39;3028.8;2955.8;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.80;1.58;1.17;-1233.00;-0.26;6.24
XX/06/21;05:22:40;DESCENT;AIR;AIR;AIR;3978;3998.00;1013.0;3740;2054;25.75;-31.318.645;-60.156.525;248;214;159;189.02;0.346;30;1.05;0.01;0.09;-75;0.00;0;4.7;52671;0;-23.20;6.5;-0.0;7.03;-3.86;65.7;65.3;89.6;88.7;638;628;CLIMB;CLIMB;17235.4;8659.23;8576.21;3041.0;2968.0;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.75;1.52;1.11;616.50;-0.26;6.24
XX/06/21;05:22:41;DESCENT;AIR;AIR;AIR;3979;3999.00;1013.0;3741;2054;25.75;-31.317.110;-60.157.745;248;214;159;189.02;0.346;30;1.06;0.01;0.09;-77;-72.77;0;4.9;52671;0;-23.20;6.5;-0.0;7.03;-3.74;65.8;65.4;90.4;88.7;638;628;CLIMB;CLIMB;17237.1;8660.08;8577.04;3059.2;2974.1;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.45;-3.75;1.34;0.94;-1233.00;-0.33;6.24
XX/06/21;05:22:42;DESCENT;AIR;AIR;AIR;3979;3999.00;1013.0;3741;2054;25.75;-31.315.579;-60.158.966;248;214;159;189.02;0.346;30;1.06;0.01;0.09;-78;-180.0;0;5.0;52671;0;-23.20;6.5;-0.0;7.03;-3.66;65.9;65.4;90.6;88.7;639;628;CLIMB;CLIMB;17238.7;8660.93;8577.86;3047.0;2974.1;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.75;1.34;0.94;616.50;-0.26;6.24
XX/06/21;05:22:43;DESCENT;AIR;AIR;AIR;3979;3998.00;1013.0;3741;2054;25.75;-31.314.049;-60.160.034;248;214;159;189.02;0.346;20;1.05;0.01;0.09;-80;-72.77;0;5.1;52671;0;-23.20;6.5;-0.0;7.03;-3.61;65.8;65.6;90.7;88.7;639;628;CLIMB;CLIMB;17240.4;8661.78;8578.69;3053.1;2986.2;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.75;1.23;0.82;-1233.00;-0.26;6.24
XX/06/21;05:22:44;DESCENT;AIR;AIR;AIR;3979;3998.00;1013.0;3741;2054;25.75;-31.312.125;-60.161.102;247;213;159;189.02;0.346;14;1.05;0.01;0.09;-82;0.00;0;5.3;52671;0;-22.85;6.5;-0.0;7.03;-3.56;66.1;65.7;90.5;88.8;639;629;CLIMB;CLIMB;17242.1;8662.63;8579.52;3071.4;2992.3;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.35;-3.85;0.18;-0.23;616.50;-0.33;6.24
XX/06/21;05:22:45;DESCENT;AIR;AIR;AIR;3979;3999.00;1013.0;3741;2054;25.75;-31.310.201;-60.162.170;247;213;159;189.02;0.346;9;1.05;0.01;0.09;-84;-72.77;0;5.4;52671;0;-22.15;6.5;-0.0;7.03;-3.50;66.1;65.7;90.5;88.8;639;629;CLIMB;CLIMB;17243.8;8663.48;8580.36;3065.3;2998.4;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.25;-3.95;-1.28;-1.57;-1233.00;-0.33;6.24
XX/06/21;05:22:46;DESCENT;AIR;AIR;AIR;3978;3998.00;1013.0;3740;2054;25.75;-31.309.040;-60.163.269;247;214;159;189.02;0.346;-4;1.05;0.01;0.09;-86;-180.0;0;5.4;52671;0;-20.74;6.3;-0.2;7.03;-3.44;65.9;65.7;90.7;88.8;639;629;CLIMB;CLIMB;17245.5;8664.33;8581.19;3065.3;2998.4;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.15;-4.20;-2.16;-2.45;616.50;-0.45;6.24
XX/06/21;05:22:47;DESCENT;AIR;AIR;AIR;3978;3998.00;1013.0;3740;2054;25.75;-31.307.878;-60.164.612;247;214;159;189.02;0.346;-12;1.04;0.00;0.09;-88;-72.77;0;5.4;52671;0;-17.93;6.3;-0.0;6.86;-3.39;66.1;65.8;90.6;88.8;639;629;CLIMB;CLIMB;17247.2;8665.19;8582.02;3083.5;2992.3;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-3.95;-4.30;-2.74;-3.03;-1233.00;-0.58;6.24
XX/06/21;05:22:48;DESCENT;AIR;AIR;AIR;3977;3997.00;1013.0;3739;2054;25.75;-31.306.722;-60.165.833;247;214;159;189.02;0.346;-18;1.02;-0.00;0.08;-89;0.00;0;5.4;52671;0;-15.82;6.3;-0.0;6.68;-3.37;66.1;65.7;91.1;88.8;639;629;CLIMB;CLIMB;17248.8;8666.04;8582.85;3071.4;2998.4;5225.4;2;AP ENGAGED;AT ENGAGED;0;0;-;-3.85;-4.40;-3.09;-3.32;616.50;-0.58;6.24
