DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD_PDL_FORCE;RUDD;PITCH_TRM
XX/06/21;05:29:32;DESCENT;AIR;AIR;AIR;3969;3989.00;1013.0;3731;2054;26.00;-31.347.377;-60.228.603;245;213;158;188.58;0.344;-34;0.99;0.00;0.07;-89;0.00;0;3.1;52472;0;0.00;6.5;0.0;6.50;-3.38;63.5;63.3;87.7;88.1;624;616;CLIMB;CLIMB;17908.3;8999.37;8908.97;2846.3;2791.6;5007.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.59;-3.60;0.88;0.70;-1233.00;-0.33;5.85
XX/06/21;05:29:33;DESCENT;AIR;AIR;AIR;3969;3989.00;1013.0;3731;2054;25.75;-31.349.759;-60.229.671;245;213;158;188.58;0.344;-23;0.98;0.00;0.07;-89;-72.77;0;3.2;52472;0;0.00;6.5;-0.1;6.50;-3.38;63.5;63.3;88.3;88.1;624;616;CLIMB;CLIMB;17909.9;9000.16;8909.74;2840.2;2785.5;5007.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.54;-3.60;0.88;0.70;-1233.00;-0.33;5.85
XX/06/21;05:29:34;DESCENT;AIR;AIR;AIR;3969;3989.00;1013.0;3731;2054;25.75;-31.350.963;-60.230.740;245;212;158;188.58;0.344;-15;0.98;-0.00;0.07;-89;-180.0;0;3.2;52472;0;0.00;6.7;0.1;6.68;-3.36;63.5;63.3;88.4;88.1;625;616;CLIMB;CLIMB;17911.4;9000.95;8910.52;2852.4;2785.5;5007.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.50;-3.65;0.94;0.64;-1233.00;-0.33;5.85
XX/06/21;05:29:35;DESCENT;AIR;AIR;AIR;3970;3990.00;1013.0;3732;2054;25.75;-31.351.454;-60.231.808;245;213;158;188.58;0.344;0;0.99;0.00;0.07;-89;-72.77;0;3.2;52472;0;0.35;6.7;0.0;6.50;-3.39;63.6;63.4;88.9;88.2;625;616;CLIMB;CLIMB;17913.0;9001.74;8911.29;2846.3;2791.6;5007.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.54;-3.65;0.94;0.64;616.50;-0.33;5.85
XX/06/21;05:29:36;DESCENT;AIR;AIR;AIR;3971;3991.00;1013.0;3733;2054;25.75;-31.350.865;-60.233.093;245;212;158;188.58;0.344;20;0.98;-0.00;0.07;-89;0.00;0;3.1;52472;0;0.35;6.5;-0.1;6.50;-3.38;63.6;63.4;89.6;88.2;625;616;CLIMB;CLIMB;17914.6;9002.53;8912.07;2846.3;2797.7;5007.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.50;-3.65;2.16;1.87;-1233.00;-0.33;5.85
XX/06/21;05:29:37;DESCENT;AIR;AIR;AIR;3972;3992.00;1013.0;3734;2054;25.75;-31.352.484;-60.234.314;245;213;158;188.58;0.344;33;0.99;0.00;0.07;-89;-72.77;0;3.1;52472;0;-0.70;6.7;0.1;6.50;-3.36;63.6;63.4;89.9;88.2;625;616;CLIMB;CLIMB;17916.1;9003.33;8912.85;2858.5;2797.7;5007.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.50;-3.70;3.51;3.21;616.50;-0.20;5.85
XX/06/21;05:29:38;DESCENT;AIR;AIR;AIR;3973;3992.00;1013.0;3735;2054;25.75;-31.353.092;-60.235.382;245;212;158;188.58;0.344;42;0.98;0.00;0.07;-89;-180.0;0;3.1;52472;0;-2.11;6.7;0.0;6.50;-3.40;63.6;63.4;89.9;88.2;625;616;CLIMB;CLIMB;17917.7;9004.12;8913.62;2858.5;2797.7;5007.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.54;-3.60;4.44;4.09;-1233.00;0.06;5.85
XX/06/21;05:29:39;DESCENT;AIR;AIR;AIR;3973;3993.00;1013.0;3735;2054;25.75;-31.354.005;-60.236.450;244;212;158;188.58;0.344;38;0.98;0.01;0.07;-89;-72.77;0;3.0;52472;0;-4.92;6.5;-0.2;6.50;-3.43;63.6;63.5;89.3;88.2;625;616;CLIMB;CLIMB;17919.3;9004.91;8914.40;2858.5;2797.7;5007.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.54;-3.50;5.14;4.85;616.50;0.32;5.85
XX/06/21;05:29:40;DESCENT;AIR;AIR;AIR;3974;3994.00;1013.0;3736;2054;25.75;-31.356.201;-60.237.518;244;212;158;188.58;0.342;35;0.98;0.01;0.07;-89;0.00;0;3.1;52472;0;-7.03;6.7;0.0;6.68;-3.48;63.6;63.5;88.1;88.3;625;616;CLIMB;CLIMB;17920.8;9005.71;8915.18;2858.5;2803.8;5007.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.64;-3.45;5.61;5.26;-1233.00;0.38;5.85
XX/06/21;05:29:41;DESCENT;AIR;AIR;AIR;3974;3993.00;1013.0;3736;2054;25.75;-31.361.339;-60.238.800;244;212;158;188.58;0.344;34;0.99;0.02;0.08;-90;-72.77;0;3.2;52472;0;-9.84;6.7;0.0;6.68;-3.45;63.7;63.6;87.6;88.2;625;617;CLIMB;CLIMB;17922.4;9006.50;8915.96;2864.6;2809.8;5007.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.74;-3.31;5.79;5.44;1232.40;0.38;5.85
XX/06/21;05:29:42;DESCENT;AIR;AIR;AIR;3975;3995.00;1013.0;3737;2054;25.75;-31.362.865;-60.240.025;244;212;158;188.58;0.342;32;0.99;0.02;0.08;-90;-180.0;0;3.5;52472;0;-12.30;6.9;0.2;6.86;-3.43;63.9;63.6;88.4;88.3;626;617;CLIMB;CLIMB;17924.0;9007.30;8916.75;2870.7;2822.0;5007.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.89;-3.16;5.79;5.44;615.90;0.25;5.85
XX/06/21;05:29:43;DESCENT;AIR;AIR;AIR;3976;3996.00;1013.0;3738;2054;25.75;-31.367.276;-60.241.093;244;212;158;188.58;0.342;42;1.01;0.02;0.08;-92;-72.77;0;4.0;52472;0;-15.82;6.9;0.0;7.03;-3.48;64.0;63.9;89.0;88.3;627;617;CLIMB;CLIMB;17925.6;9008.10;8917.53;2876.7;2834.2;5007.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-5.04;-3.06;5.84;5.44;-1233.00;0.19;5.94
XX/06/21;05:29:44;DESCENT;AIR;AIR;AIR;3977;3997.00;1013.0;3739;2054;25.75;-31.372.867;-60.242.161;244;212;158;188.58;0.344;48;1.03;0.02;0.08;-93;0.00;0;4.5;52472;0;-18.98;7.0;0.2;7.21;-3.42;64.1;64.1;90.2;88.4;627;618;CLIMB;CLIMB;17927.2;9008.90;8918.32;2888.9;2852.4;5007.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.89;-3.21;4.62;4.21;616.50;0.13;6.03
XX/06/21;05:29:45;DESCENT;AIR;AIR;AIR;3979;3999.00;1013.0;3741;2054;25.75;-31.376.314;-60.243.229;243;212;158;188.45;0.344;62;1.05;0.02;0.09;-95;-72.77;0;4.9;52417;0;-21.80;7.0;0.0;7.21;-3.43;64.4;64.6;88.9;88.7;628;619;CLIMB;CLIMB;17928.8;9009.71;8919.13;2901.1;2888.9;5007.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.74;-3.36;3.39;3.04;-1233.00;0.06;6.12
XX/06/21;05:29:46;DESCENT;AIR;AIR;AIR;3980;4000.00;1013.0;3742;2054;25.75;-31.379.852;-60.244.297;243;212;158;188.45;0.342;71;1.05;0.02;0.09;-97;-180.0;0;5.4;52417;0;-22.85;7.0;0.0;7.21;-3.46;65.0;65.2;88.7;88.8;631;621;CLIMB;CLIMB;17930.4;9010.52;8919.94;2937.6;2931.5;5007.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.64;-3.50;2.34;2.05;-1233.00;-0.33;6.21
XX/06/21;05:29:47;DESCENT;AIR;AIR;AIR;3983;4003.00;1013.0;3745;2054;25.75;-31.382.904;-60.245.316;243;212;158;188.45;0.342;87;1.06;0.01;0.09;-100;-72.77;0;5.7;52417;0;-23.55;6.9;-0.2;7.38;-3.44;65.6;65.8;89.9;88.9;634;623;CLIMB;CLIMB;17932.1;9011.36;8920.77;3004.5;2980.1;5007.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.50;-3.70;1.46;1.11;616.50;-0.45;6.27
XX/06/21;05:29:48;DESCENT;AIR;AIR;AIR;3985;4005.00;1013.0;3747;2054;25.75;-31.386.671;-60.246.384;242;212;158;188.45;0.342;108;1.07;0.01;0.09;-102;0.00;0;6.0;52417;0;-23.91;6.9;-0.0;7.21;-3.36;66.2;66.2;90.7;89.0;637;624;CLIMB;CLIMB;17933.8;9012.21;8921.61;3053.1;3010.5;5007.7;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.45;-3.75;1.17;0.82;-1233.00;-0.52;6.27
XX/06/21;05:29:49;DESCENT;AIR;AIR;AIR;3986;4006.00;1013.0;3748;2054;25.75;-31.388.118;-60.247.452;242;212;158;188.45;0.342;102;1.06;0.01;0.10;-104;-72.77;0;6.2;52417;0;-24.26;6.9;-0.0;7.21;-3.43;67.2;66.4;91.0;89.2;638;625;CLIMB;CLIMB;17935.5;9013.06;8922.45;3083.5;3034.9;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.80;1.17;0.82;616.50;-0.58;6.27
XX/06/21;05:29:50;DESCENT;AIR;AIR;AIR;3988;4008.00;1013.0;3750;2054;25.75;-31.393.085;-60.248.367;241;212;158;188.45;0.342;98;1.06;0.01;0.10;-106;-180.0;0;6.2;52417;0;-24.26;6.7;-0.1;7.21;-3.46;68.0;66.5;90.6;89.0;635;626;CLIMB;CLIMB;17937.2;9013.93;8923.29;3126.1;3047.0;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.35;-3.80;1.17;0.82;-1232.40;-0.58;6.27
XX/06/21;05:29:51;DESCENT;AIR;AIR;AIR;3990;4009.00;1013.0;3752;2054;25.75;-31.396.506;-60.249.233;241;212;158;188.45;0.342;105;1.06;0.01;0.10;-108;-72.77;0;6.2;52417;0;-23.91;6.7;-0.0;7.21;-3.42;67.3;66.5;90.6;89.0;632;627;CLIMB;CLIMB;17938.9;9014.81;8924.14;3156.5;3047.0;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.35;-3.85;1.05;0.76;-1233.00;-0.45;6.27
XX/06/21;05:29:52;DESCENT;AIR;AIR;AIR;3991;4010.00;1013.0;3753;2054;25.75;-31.401.083;-60.250.351;240;212;158;188.45;0.342;100;1.06;0.01;0.09;-110;0.00;0;6.3;52417;0;-23.91;6.7;-0.0;7.21;-3.40;66.4;66.9;89.6;89.3;632;629;CLIMB;CLIMB;17940.6;9015.67;8925.00;3120.0;3083.5;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.35;-3.85;0.88;0.58;-1233.00;-0.52;6.27
XX/06/21;05:29:53;DESCENT;AIR;AIR;AIR;3992;4011.00;1013.0;3754;2054;25.75;-31.406.412;-60.251.266;240;212;158;188.45;0.342;87;1.05;0.01;0.10;-112;-72.77;0;6.3;52417;0;-23.91;6.7;-0.0;7.21;-3.40;66.9;67.5;89.2;89.4;635;631;CLIMB;CLIMB;17942.4;9016.54;8925.86;3126.1;3120.0;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.30;-3.90;0.88;0.58;-1233.00;-0.45;6.27
XX/06/21;05:29:54;DESCENT;AIR;AIR;AIR;3992;4012.00;1013.0;3754;2054;25.75;-31.411.753;-60.252.136;240;212;158;188.45;0.342;68;1.05;0.01;0.10;-114;-180.0;0;6.4;52417;0;-23.55;6.5;-0.1;7.21;-3.40;67.9;67.5;88.8;89.4;638;631;CLIMB;CLIMB;17944.1;9017.42;8926.73;3150.4;3132.2;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.25;-3.90;0.94;0.58;616.50;-0.45;6.27
XX/06/21;05:29:55;DESCENT;AIR;AIR;AIR;3992;4012.00;1013.0;3754;2054;25.75;-31.416.702;-60.253.048;239;212;158;188.45;0.344;46;1.06;0.01;0.10;-116;-72.77;0;6.4;52417;0;-23.20;6.5;-0.0;7.21;-3.43;68.0;67.4;89.0;89.4;634;631;CLIMB;CLIMB;17945.9;9018.29;8927.60;3156.5;3126.1;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.25;-3.90;0.94;0.58;1232.40;-0.45;6.27
XX/06/21;05:29:56;DESCENT;AIR;AIR;AIR;3992;4012.00;1013.0;3754;2054;25.75;-31.422.806;-60.254.013;239;212;158;188.45;0.344;31;1.05;0.01;0.10;-118;0.00;0;6.3;52417;0;-22.85;6.5;-0.0;7.21;-3.45;67.3;67.3;88.3;89.3;632;631;CLIMB;CLIMB;17947.6;9019.17;8928.47;3156.5;3120.0;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.25;-3.90;0.94;0.58;-1233.00;-0.39;6.30
XX/06/21;05:29:57;DESCENT;AIR;AIR;AIR;3992;4012.00;1013.0;3754;2054;25.75;-31.428.909;-60.254.883;239;212;158;188.45;0.344;21;1.05;0.01;0.10;-120;-72.77;0;6.4;52417;0;-22.50;6.5;-0.0;7.21;-3.39;66.8;67.4;89.0;89.4;633;632;CLIMB;CLIMB;17949.3;9020.04;8929.33;3126.1;3120.0;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.30;-3.85;0.94;0.58;-1232.40;-0.39;6.27
XX/06/21;05:29:58;DESCENT;AIR;AIR;AIR;3992;4012.00;1013.0;3754;2054;25.75;-31.434.631;-60.255.642;238;212;158;188.45;0.344;14;1.06;0.01;0.10;-122;-180.0;0;6.4;52417;0;-22.15;6.5;-0.0;7.03;-3.38;67.0;67.3;89.4;89.4;637;632;CLIMB;CLIMB;17951.1;9020.91;8930.20;3144.3;3126.1;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.75;0.94;0.64;1232.40;-0.39;6.18
XX/06/21;05:29:59;DESCENT;AIR;AIR;AIR;3992;4011.00;1013.0;3754;2054;25.50;-31.441.498;-60.256.607;238;213;158;188.45;0.344;9;1.05;0.01;0.09;-123;-72.77;0;6.4;52417;0;-22.15;6.5;-0.0;7.03;-3.48;67.8;67.3;89.0;89.4;637;632;CLIMB;CLIMB;17952.8;9021.79;8931.07;3156.5;3120.0;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.75;0.94;0.64;-1233.00;-0.39;6.15
XX/06/21;05:30:00;DESCENT;AIR;AIR;AIR;3991;4011.00;1013.0;3753;2054;25.50;-31.449.127;-60.257.324;238;213;158;188.45;0.344;-4;1.04;0.01;0.09;-126;0.00;0;6.3;52417;0;-21.45;6.5;-0.0;7.03;-3.41;68.0;67.0;88.6;89.3;634;632;CLIMB;CLIMB;17954.6;9022.67;8931.93;3162.6;3101.8;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.45;-3.75;1.05;0.70;616.50;-0.39;6.15
XX/06/21;05:30:01;DESCENT;AIR;AIR;AIR;3991;4011.00;1013.0;3753;2054;25.50;-31.456.757;-60.258.087;237;213;158;188.45;0.344;-12;1.05;0.01;0.09;-127;-72.77;0;6.3;52417;0;-21.09;6.5;-0.0;7.03;-3.44;67.5;66.7;89.8;89.0;632;630;CLIMB;CLIMB;17956.3;9023.55;8932.78;3168.7;3059.2;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.80;1.29;0.94;-1233.00;-0.33;6.15
XX/06/21;05:30:02;DESCENT;AIR;AIR;AIR;3990;4010.00;1013.0;3752;2054;25.50;-31.464.386;-60.258.850;237;213;158;188.45;0.344;-18;1.05;0.01;0.09;-129;-180.0;0;6.3;52417;0;-20.74;6.5;-0.0;6.86;-3.44;66.8;66.5;89.5;89.0;632;631;CLIMB;CLIMB;17958.0;9024.42;8933.63;3126.1;3059.2;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.80;1.40;1.05;616.50;-0.33;6.15
XX/06/21;05:30:03;DESCENT;AIR;AIR;AIR;3990;4010.00;1013.0;3752;2054;25.50;-31.472.015;-60.259.613;237;213;158;188.45;0.344;-22;1.05;0.01;0.09;-130;-72.77;0;6.3;52417;0;-20.74;6.5;-0.0;7.03;-3.47;66.8;66.5;89.5;89.2;635;631;CLIMB;CLIMB;17959.7;9025.29;8934.48;3132.2;3059.2;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.75;1.46;1.11;-1233.00;-0.33;6.15
XX/06/21;05:30:04;DESCENT;AIR;AIR;AIR;3989;4009.00;1013.0;3751;2054;25.50;-31.480.408;-60.260.178;236;213;158;188.45;0.344;-25;1.05;0.01;0.09;-132;0.00;0;6.4;52417;0;-20.74;6.5;-0.0;7.03;-3.44;67.2;66.5;89.3;89.2;637;631;CLIMB;CLIMB;17961.4;9026.16;8935.33;3144.3;3059.2;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.75;1.46;1.17;616.50;-0.33;6.15
XX/06/21;05:30:05;DESCENT;AIR;AIR;AIR;3989;4009.00;1013.0;3751;2054;25.50;-31.488.800;-60.260.986;236;213;158;188.45;0.344;-26;1.05;0.01;0.09;-134;-72.77;0;6.4;52417;0;-20.74;6.5;-0.0;7.03;-3.43;67.4;66.5;89.6;89.0;637;631;CLIMB;CLIMB;17963.2;9027.04;8936.18;3156.5;3053.1;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.75;1.70;1.34;-1233.00;-0.33;6.15
XX/06/21;05:30:06;DESCENT;AIR;AIR;AIR;3989;4009.00;1013.0;3751;2054;25.50;-31.497.192;-60.261.551;236;213;158;188.45;0.346;-18;1.05;0.01;0.09;-136;-180.0;0;6.3;52417;0;-20.74;6.5;-0.0;6.86;-3.39;67.5;66.5;89.2;89.0;635;631;CLIMB;CLIMB;17964.9;9027.91;8937.03;3144.3;3059.2;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.80;1.81;1.52;616.50;-0.33;6.15
XX/06/21;05:30:07;DESCENT;AIR;AIR;AIR;3989;4009.00;1013.0;3751;2054;25.50;-31.506.348;-60.262.360;235;213;158;188.45;0.346;-12;1.04;0.01;0.09;-137;-72.77;0;6.3;52417;0;-20.74;6.5;-0.0;7.03;-3.38;67.3;66.4;89.5;89.0;632;630;CLIMB;CLIMB;17966.6;9028.78;8937.87;3132.2;3053.1;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.35;-3.80;1.70;1.40;-1233.00;-0.33;6.15
XX/06/21;05:30:08;DESCENT;AIR;AIR;AIR;3989;4008.00;1013.0;3751;2054;25.50;-31.515.503;-60.262.924;235;213;158;188.45;0.346;-8;1.05;0.01;0.09;-139;0.00;0;6.4;52417;0;-20.74;6.5;-0.0;6.86;-3.36;66.3;66.5;89.3;89.0;631;630;CLIMB;CLIMB;17968.3;9029.64;8938.72;3089.6;3053.1;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.35;-3.80;1.52;1.23;616.50;-0.33;6.15
XX/06/21;05:30:09;DESCENT;AIR;AIR;AIR;3989;4008.00;1013.0;3751;2054;25.50;-31.523.895;-60.263.580;235;213;158;188.45;0.346;-5;1.04;0.01;0.09;-141;-72.77;0;6.5;52417;0;-21.09;6.5;-0.0;6.86;-3.38;66.1;66.4;89.0;89.0;632;630;CLIMB;CLIMB;17970.0;9030.49;8939.57;3065.3;3041.0;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.35;-3.85;1.40;1.11;-1233.00;-0.33;6.15
XX/06/21;05:30:10;DESCENT;AIR;AIR;AIR;3989;4008.00;1013.0;3751;2054;25.50;-31.533.051;-60.264.145;234;213;158;188.45;0.346;-4;1.04;0.01;0.09;-142;-180.0;0;6.5;52417;0;-21.09;6.5;-0.0;6.86;-3.38;66.1;66.4;89.0;89.0;634;630;CLIMB;CLIMB;17971.7;9031.34;8940.41;3059.2;3047.0;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.35;-3.85;1.40;1.05;616.50;-0.33;6.15
XX/06/21;05:30:11;DESCENT;AIR;AIR;AIR;3988;4008.00;1013.0;3750;2054;25.50;-31.542.206;-60.264.801;234;213;158;188.45;0.346;-12;1.04;0.01;0.09;-144;-72.77;0;6.4;52417;0;-21.09;6.5;-0.0;6.86;-3.38;66.3;66.4;88.9;89.0;635;630;CLIMB;CLIMB;17973.4;9032.19;8941.26;3071.4;3041.0;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.35;-3.80;1.46;1.17;-1233.00;-0.33;6.15
XX/06/21;05:30:12;DESCENT;AIR;AIR;AIR;3988;4008.00;1013.0;3750;2054;25.50;-31.552.124;-60.265.213;233;213;158;188.45;0.346;-18;1.05;0.01;0.09;-146;0.00;0;6.3;52417;0;-21.09;6.5;-0.0;6.86;-3.36;66.5;66.4;88.9;89.0;636;630;CLIMB;CLIMB;17975.1;9033.05;8942.10;3077.4;3047.0;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.35;-3.80;1.40;1.11;616.50;-0.33;6.15
XX/06/21;05:30:13;DESCENT;AIR;AIR;AIR;3988;4008.00;1013.0;3750;2054;25.50;-31.561.279;-60.265.625;233;213;158;188.45;0.346;-12;1.04;0.01;0.09;-147;-72.77;0;6.3;52417;0;-21.09;6.3;-0.1;6.86;-3.33;66.8;66.4;88.7;89.0;637;630;CLIMB;CLIMB;17976.8;9033.91;8942.95;3101.8;3047.0;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.35;-3.80;1.23;0.94;-1233.00;-0.33;6.15
XX/06/21;05:30:14;DESCENT;AIR;AIR;AIR;3988;4008.00;1013.0;3750;2054;25.50;-31.571.198;-60.266.083;233;213;158;188.45;0.346;-8;1.04;0.01;0.09;-149;-180.0;0;6.2;52417;0;-21.09;6.5;0.2;7.03;-3.32;66.9;66.4;89.4;89.0;638;630;CLIMB;CLIMB;17978.5;9034.77;8943.80;3107.9;3047.0;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.35;-3.85;1.34;0.99;616.50;-0.33;6.15
XX/06/21;05:30:15;DESCENT;AIR;AIR;AIR;3988;4007.00;1013.0;3750;2054;25.50;-31.581.116;-60.266.541;232;214;158;188.45;0.346;-5;1.05;0.01;0.09;-151;-72.77;0;6.2;52417;0;-20.74;6.5;0.0;6.86;-3.31;67.3;66.4;89.3;89.0;637;630;CLIMB;CLIMB;17980.2;9035.64;8944.65;3126.1;3053.1;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.35;-3.85;1.58;1.23;-1233.00;-0.33;6.15
XX/06/21;05:30:16;DESCENT;AIR;AIR;AIR;3987;4007.00;1013.0;3749;2054;25.50;-31.591.034;-60.266.758;232;213;158;188.45;0.346;-14;1.05;0.01;0.09;-153;0.00;0;6.1;52417;0;-20.39;6.5;0.0;7.03;-3.28;67.3;66.4;89.3;89.0;634;630;CLIMB;CLIMB;17982.0;9036.51;8945.49;3120.0;3047.0;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.30;-3.85;1.70;1.34;616.50;-0.33;6.15
XX/06/21;05:30:17;DESCENT;AIR;AIR;AIR;3987;4007.00;1013.0;3749;2054;25.50;-31.600.952;-60.266.972;232;214;158;188.45;0.346;-19;1.05;0.01;0.09;-154;-72.77;0;6.0;52417;0;-20.39;6.5;0.0;7.03;-3.26;67.0;66.5;88.9;89.0;633;630;CLIMB;CLIMB;17983.7;9037.37;8946.34;3120.0;3047.0;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.35;-3.85;1.64;1.34;-1233.00;-0.33;6.15
XX/06/21;05:30:18;DESCENT;AIR;AIR;AIR;3987;4007.00;1013.0;3749;2054;25.50;-31.611.633;-60.267.368;231;214;158;188.45;0.346;-13;1.05;0.01;0.09;-156;-180.0;0;6.0;52417;0;-20.39;6.5;0.0;6.68;-3.28;66.5;66.4;89.6;89.0;633;630;CLIMB;CLIMB;17985.4;9038.24;8947.19;3113.9;3047.0;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.30;-3.85;1.58;1.23;616.50;-0.33;6.15
XX/06/21;05:30:19;DESCENT;AIR;AIR;AIR;3987;4007.00;1013.0;3749;2054;25.50;-31.621.552;-60.267.628;231;214;158;188.45;0.346;-9;1.04;0.01;0.09;-158;-72.77;0;6.0;52417;0;-20.74;6.5;0.0;6.68;-3.29;66.5;66.4;89.6;89.0;634;631;CLIMB;CLIMB;17987.1;9039.10;8948.03;3095.7;3041.0;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.30;-3.85;1.46;1.17;-1233.00;-0.33;6.15
XX/06/21;05:30:20;DESCENT;AIR;AIR;AIR;3987;4007.00;1013.0;3749;2054;25.50;-31.632.233;-60.267.891;230;214;158;188.45;0.346;-6;1.04;0.01;0.09;-159;0.00;0;6.0;52417;0;-20.74;6.5;0.0;6.86;-3.29;66.5;66.4;90.0;89.0;635;631;CLIMB;CLIMB;17988.8;9039.96;8948.88;3095.7;3047.0;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.30;-3.90;1.40;1.05;616.50;-0.33;6.15
XX/06/21;05:30:21;DESCENT;AIR;AIR;AIR;3987;4007.00;1013.0;3749;2054;25.50;-31.642.151;-60.268.150;230;214;158;188.45;0.346;-4;1.05;0.01;0.09;-161;-72.77;0;5.9;52417;0;-20.74;6.5;0.0;6.86;-3.27;66.7;66.4;90.4;89.0;637;631;CLIMB;CLIMB;17990.5;9040.82;8949.72;3107.9;3053.1;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.30;-3.95;1.40;1.05;-1233.00;-0.33;6.15
XX/06/21;05:30:22;DESCENT;AIR;AIR;AIR;3987;4007.00;1013.0;3749;2054;25.75;-31.652.832;-60.268.414;230;214;158;188.45;0.346;-3;1.04;0.01;0.09;-163;-180.0;0;5.7;52417;0;-20.74;6.5;0.0;6.86;-3.30;66.8;66.5;90.7;89.0;637;631;CLIMB;CLIMB;17992.2;9041.69;8950.57;3113.9;3047.0;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.30;-3.90;1.52;1.17;616.50;-0.33;6.15
XX/06/21;05:30:23;DESCENT;AIR;AIR;AIR;3987;4007.00;1013.0;3749;2054;25.75;-31.662.750;-60.268.566;229;214;158;188.45;0.346;-2;1.05;0.01;0.09;-165;-72.77;0;5.7;52417;0;-20.39;6.5;0.0;6.86;-3.30;66.7;66.4;90.8;89.0;636;630;CLIMB;CLIMB;17993.9;9042.55;8951.42;3107.9;3047.0;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.30;-3.85;1.46;1.11;-1233.00;-0.33;6.15
XX/06/21;05:30:24;DESCENT;AIR;AIR;AIR;3987;4007.00;1013.0;3749;2054;25.75;-31.673.431;-60.268.719;229;214;158;188.45;0.346;-1;1.05;0.01;0.09;-166;0.00;0;5.6;52417;0;-20.39;6.3;-0.1;6.86;-3.28;66.5;66.3;90.5;89.0;635;630;CLIMB;CLIMB;17995.6;9043.41;8952.26;3101.8;3034.9;4989.6;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.30;-3.90;1.46;1.17;1231.19;-0.33;6.15
