DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCHRATE;AOAL;LOCDEV;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;GPWS;GPWSM;TCAS
XX/04/19;11:47:15;APPROACH;AIR;AIR;AIR;5012;5012.00;1013.0;3056;2626;24.25;-22.912.397;-47.267.078;200;175;150;148.03;0.289;-1569;1.13;0.02;0.04;167;330.47;9;0.2;46448;5;-29.53;2.8;0.1;10.20;0.00;73.8;74.4;527;571;-;-;3079.70;1535.51;1544.18;475.37;471.74;13360.;;0;WARNING;-;-
XX/04/19;11:47:16;APPROACH;AIR;AIR;AIR;4988;4988.00;1013.0;3032;2626;24.25;-22.913.206;-47.266.438;200;175;150;148.03;0.289;-1566;1.19;0.01;0.05;162;337.50;10;1.2;46448;5;-28.48;3.3;0.3;11.08;0.00;73.8;74.4;527;572;-;-;3079.96;1535.64;1544.32;475.37;471.74;13360.;;0;WARNING;-;-
XX/04/19;11:47:17;APPROACH;AIR;AIR;AIR;4964;4964.00;1013.0;3008;2626;24.25;-22.914.018;-47.265.762;200;175;150;148.03;0.289;-1525;1.23;0.00;0.06;159;345.59;10;1.8;46448;5;-26.72;4.0;0.5;11.43;0.00;73.8;74.4;528;572;-;-;3080.22;1535.77;1544.45;475.37;475.37;13360.;;0;WARNING;-;-
XX/04/19;11:47:18;APPROACH;AIR;AIR;AIR;4940;4940.00;1013.0;2984;2626;24.25;-22.914.821;-47.265.057;199;174;150;148.03;0.288;-1497;1.21;-0.00;0.06;156;352.97;10;2.3;46448;5;-24.26;4.9;0.6;11.43;0.00;73.8;74.4;528;572;-;-;3080.49;1535.91;1544.58;475.37;471.74;13360.;;0;WARNING;-;-
XX/04/19;11:47:19;APPROACH;AIR;AIR;AIR;4924;4924.00;1013.0;2968;2626;24.25;-22.915.618;-47.264.317;199;173;150;148.03;0.286;-1399;1.18;-0.01;0.05;154;357.89;11;2.5;46448;5;-21.10;5.5;0.4;11.08;0.00;73.8;74.4;528;572;-;-;3080.75;1536.04;1544.71;475.37;471.74;13360.;;0;WARNING;-;-
XX/04/19;11:47:20;APPROACH;AIR;AIR;AIR;4908;4908.00;1013.0;2952;2626;24.25;-22.916.404;-47.263.706;198;173;150;148.03;0.285;-1254;1.12;-0.01;0.04;152;0.35;11;2.5;46448;5;-18.28;5.6;0.2;10.38;0.00;73.9;74.4;528;572;-;-;3081.01;1536.17;1544.84;478.99;475.37;13360.;;0;WARNING;-;-
XX/04/19;11:47:21;APPROACH;AIR;AIR;AIR;4896;4896.00;1013.0;2940;2626;24.25;-22.917.121;-47.263.077;197;172;150;148.03;0.284;-1117;1.06;-0.00;0.03;151;1.76;11;2.4;46448;5;-15.12;5.6;0.0;9.50;0.00;73.8;74.4;527;572;-;-;3081.28;1536.30;1544.97;471.74;471.74;13360.;;0;WARNING;-;-
XX/04/19;11:47:22;APPROACH;AIR;AIR;AIR;4880;4880.00;1013.0;2924;2626;24.25;-22.917.820;-47.262.432;196;171;150;148.03;0.282;-1026;1.01;0.00;0.03;150;1.41;11;2.2;46448;5;-13.01;5.3;-0.2;9.15;0.00;73.8;74.4;527;573;-;-;3081.54;1536.44;1545.10;475.37;475.37;13360.;;0;WARNING;-;-
XX/04/19;11:47:23;APPROACH;AIR;AIR;AIR;4868;4868.00;1013.0;2912;2626;24.25;-22.918.510;-47.261.776;195;171;150;148.03;0.281;-965;0.98;0.00;0.02;150;0.00;11;2.0;46448;5;-10.90;5.1;-0.1;8.79;0.00;73.8;74.3;528;573;-;-;3081.80;1536.57;1545.24;475.37;471.74;13360.;;0;WARNING;-;-
XX/04/19;11:47:24;APPROACH;AIR;AIR;AIR;4852;4852.00;1013.0;2896;2626;24.50;-22.919.197;-47.261.333;195;170;150;148.03;0.281;-923;0.93;0.01;0.02;149;358.59;11;1.9;46448;5;-9.84;4.4;-0.4;8.27;0.00;73.8;74.3;528;573;-;-;3082.07;1536.70;1545.37;475.37;475.37;13360.;;0;WARNING;-;-
