DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCH_CPT;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD;PITCH_TRM;ROLL_CPT;VHF_KEYING_L;VHF_KEYING_R;AP_OFF
XX/09/22;19:21:23;APPROACH;AIR;AIR;AIR;5008;5008.00;1013.0;3036;2627;15.25;-22.891.990;-47.298.813;177;185;157;156.99;0.305;-413;0.95;-0.00;0.04;146;119.53;22;1.3;51474;5;-1.41;5.1;-0.46;-0.1;6.33;0.00;57.3;55.9;85.0;83.6;534;517;0;0;9180.83;4596.38;4584.45;1074.1;1016.0;10840.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.60;-3.10;-0.79;3.91;-0.13;5.47;0;1;1;0
XX/09/22;19:21:24;APPROACH;AIR;AIR;AIR;5000;5000.00;1013.0;3028;2627;15.25;-22.892.295;-47.298.141;177;182;157;156.99;0.301;-435;0.94;-0.01;0.03;146;118.48;22;1.3;51474;5;0.35;5.1;-0.34;-0.0;6.33;0.00;54.0;51.9;84.0;82.3;522;504;0;0;9181.35;4596.65;4584.70;983.39;899.93;10840.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.60;-2.75;-0.79;3.06;0.13;5.47;0;1;1;0
XX/09/22;19:21:25;APPROACH;AIR;AIR;AIR;4996;4996.00;1013.0;3024;2627;15.25;-22.892.601;-47.297.474;176;183;157;156.99;0.302;-410;0.98;-0.01;0.03;146;117.07;22;1.4;51474;5;1.05;5.3;-0.21;0.1;7.03;0.00;49.6;47.8;82.9;81.0;509;492;0;0;9181.80;4596.88;4584.91;845.50;765.66;10840.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.20;-2.75;0.62;3.06;-0.32;5.47;0;1;1;0
XX/09/22;19:21:26;APPROACH;AIR;AIR;AIR;4984;4984.00;1013.0;3012;2627;15.25;-22.893.209;-47.296.722;176;182;157;156.99;0.301;-433;0.98;-0.02;0.03;146;117.07;22;1.1;51474;5;1.41;5.3;-0.09;0.0;7.21;0.00;46.3;44.1;81.9;80.0;503;487;0;0;9182.20;4597.09;4585.10;747.52;682.20;10840.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.20;-2.50;0.62;3.85;-0.32;5.47;0;1;1;0
XX/09/22;19:21:27;APPROACH;AIR;AIR;AIR;4976;4976.00;1013.0;3004;2627;15.00;-22.893.819;-47.296.059;175;181;157;156.99;0.299;-488;0.98;0.00;0.03;147;119.18;22;0.3;51474;5;0.35;5.3;0.00;0.0;7.39;0.00;43.5;42.6;81.0;79.8;504;494;0;0;9182.57;4597.28;4585.29;693.09;667.69;10840.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.00;-2.50;0.17;3.85;0.13;5.47;0;1;1;0
XX/09/22;19:21:28;APPROACH;AIR;AIR;AIR;4972;4972.00;1013.0;3000;2627;14.75;-22.894.430;-47.295.395;175;182;157;156.99;0.300;-446;1.00;0.00;0.03;148;121.64;22;-0.1;51474;5;1.41;5.1;-0.04;-0.1;7.21;0.00;42.1;41.9;80.6;79.5;512;496;0;0;9182.94;4597.47;4585.47;671.32;645.92;10840.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.00;-2.60;0.17;0.96;0.44;5.59;0;1;1;0
XX/09/22;19:21:29;APPROACH;AIR;AIR;AIR;4964;4964.00;1013.0;2992;2627;14.75;-22.895.114;-47.294.743;174;181;157;156.99;0.299;-418;1.05;0.01;0.03;148;123.75;22;-0.2;51474;5;2.11;5.1;-0.29;-0.0;7.21;0.00;41.8;41.9;80.6;79.4;518;500;0;0;9183.30;4597.65;4585.65;656.80;649.55;10840.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.55;-2.60;2.49;0.96;0.51;5.74;0;1;1;0
XX/09/22;19:21:30;APPROACH;AIR;AIR;AIR;4960;4960.00;1013.0;2988;2627;14.75;-22.895.345;-47.293.995;174;180;157;156.99;0.297;-399;0.98;0.01;0.02;148;125.51;22;-0.2;51474;5;2.11;4.9;-0.55;-0.1;6.33;0.00;41.6;43.1;80.5;80.0;523;512;0;0;9183.68;4597.84;4585.84;656.80;696.72;10840.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.55;-3.20;2.49;-1.76;0.25;5.94;0;1;1;0
XX/09/22;19:21:31;APPROACH;AIR;AIR;AIR;4952;4952.00;1013.0;2980;2627;14.75;-22.895.881;-47.293.335;174;180;157;156.99;0.298;-386;0.98;-0.00;0.03;148;126.56;22;-0.2;51474;5;1.41;5.1;-0.71;0.1;6.86;0.00;43.0;46.6;81.5;81.8;538;527;0;0;9184.09;4598.03;4586.06;703.98;780.18;10840.;0;AP ENGAGED;AT ENGAGED;0;0;-;-4.00;-3.20;3.23;-1.76;0.38;5.94;0;1;1;0
XX/09/22;19:21:32;APPROACH;AIR;AIR;AIR;4940;4940.00;1013.0;2968;2627;14.75;-22.896.415;-47.292.679;173;180;157;156.99;0.297;-457;0.96;0.02;0.04;148;127.27;22;-0.1;51474;5;0.00;5.3;-0.71;0.1;6.51;0.00;47.1;51.0;82.8;82.8;548;532;0;0;9184.56;4598.25;4586.30;805.58;881.78;10840.;1;AP ENGAGED;AT ENGAGED;0;0;-;-4.00;-3.50;3.23;-0.57;0.38;5.91;0;1;1;0
