DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;TCAS
XX/01/21;10:15:48;APPROACH;AIR;AIR;AIR;2689;2601.00;1013.0;2352;2053;22.25;-30.820.863;-60.250.839;172;180;157;157.03;0.286;-155;1.00;-0.01;0.08;57;0.00;0;-0.6;51492;5;5.98;6.2;0.6;7.91;-3.38;64.1;64.4;89.0;88.2;635;634;CLIMB;CLIMB;21768.7;10912.3;10856.3;3144.3;3022.7;5443.2;1;-;AT ENGAGED;-
XX/01/21;10:15:49;APPROACH;AIR;AIR;AIR;2685;2596.00;1013.0;2348;2053;22.00;-30.815.523;-60.250.381;172;180;157;156.99;0.286;-203;1.05;-0.01;0.08;57;-72.77;0;-0.6;51474;5;5.63;7.0;0.8;8.09;-3.40;63.3;62.5;88.3;87.7;632;628;CLIMB;CLIMB;21770.3;10913.2;10857.1;3041.0;2895.0;5443.2;1;-;AT ENGAGED;-
XX/01/21;10:15:50;APPROACH;AIR;AIR;AIR;2683;2595.00;1013.0;2346;2053;22.00;-30.810.182;-60.249.760;172;180;157;156.99;0.284;-195;1.08;-0.01;0.08;58;-180.0;0;-0.7;51474;5;5.27;7.6;0.6;7.21;-3.41;62.8;61.9;89.0;87.7;628;627;CLIMB;CLIMB;21771.9;10914.0;10857.9;2961.9;2846.3;5443.2;1;-;AT ENGAGED;-
XX/01/21;10:15:51;APPROACH;AIR;AIR;AIR;2683;2595.00;1013.0;2346;2053;22.00;-30.804.842;-60.249.302;172;180;157;156.99;0.286;-151;0.96;-0.01;0.06;59;-72.77;0;-0.9;51474;5;7.73;6.5;-0.8;6.15;-3.41;62.6;62.0;87.5;87.7;629;626;CLIMB;CLIMB;21773.6;10914.8;10858.7;2943.6;2828.1;5443.2;1;-;AT ENGAGED;-
XX/01/21;10:15:52;APPROACH;AIR;AIR;AIR;2683;2594.00;1013.0;2346;2053;22.00;-30.799.103;-60.248.688;172;180;157;156.99;0.284;-101;0.91;-0.01;0.06;59;0.00;0;-0.9;51474;5;10.20;6.0;-0.4;6.86;-3.45;62.9;62.8;89.2;88.0;629;627;CLIMB;CLIMB;21775.2;10915.6;10859.5;2919.3;2876.7;5443.2;1;-;AT ENGAGED;-
XX/01/21;10:15:53;APPROACH;AIR;AIR;AIR;2680;2591.00;1013.0;2343;2053;22.00;-30.793.543;-60.248.070;172;180;157;156.99;0.286;-97;1.00;-0.01;0.07;60;-72.77;0;-0.8;51474;5;10.90;6.7;0.5;8.09;-3.47;63.1;63.3;89.3;88.0;631;627;CLIMB;CLIMB;21776.8;10916.5;10860.3;2949.7;2882.8;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:15:54;APPROACH;AIR;AIR;AIR;2676;2588.00;1013.0;2339;2053;22.00;-30.788.202;-60.247.459;171;181;157;156.99;0.286;-134;1.07;-0.02;0.08;62;-180.0;0;-0.9;51474;5;10.55;7.4;0.5;7.73;-3.49;63.3;63.3;89.3;88.0;631;626;CLIMB;CLIMB;21778.4;10917.3;10861.1;2955.8;2907.2;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:15:55;APPROACH;AIR;AIR;AIR;2677;2589.00;1013.0;2340;2053;22.00;-30.782.862;-60.246.849;171;180;157;156.99;0.286;-120;1.01;-0.01;0.07;63;-72.77;0;-0.9;51474;5;13.01;6.9;-0.5;6.50;-3.51;63.4;63.1;88.9;88.0;632;625;CLIMB;CLIMB;21780.0;10918.1;10861.9;2968.0;2907.2;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:15:56;APPROACH;AIR;AIR;AIR;2674;2587.00;1013.0;2337;2053;22.00;-30.778.284;-60.246.239;171;180;157;156.99;0.284;-100;0.93;-0.01;0.07;64;0.00;0;-0.7;51474;5;14.06;6.3;-0.4;7.03;-3.52;63.6;63.4;87.7;88.0;632;625;CLIMB;CLIMB;21781.7;10918.9;10862.7;2986.2;2919.3;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:15:57;APPROACH;AIR;AIR;AIR;2672;2584.00;1013.0;2335;2053;21.75;-30.773.487;-60.245.628;171;180;157;156.99;0.284;-117;1.00;-0.02;0.07;65;-72.77;0;-0.7;51474;5;14.41;6.7;0.3;7.38;-3.54;63.6;63.4;90.0;88.0;633;625;CLIMB;CLIMB;21783.3;10919.8;10863.5;2992.3;2919.3;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:15:58;APPROACH;AIR;AIR;AIR;2670;2582.00;1013.0;2333;2053;21.75;-30.768.366;-60.245.041;171;180;157;156.99;0.286;-118;1.02;0.00;0.08;67;-180.0;0;-0.8;51474;5;15.12;7.0;0.3;7.73;-3.58;63.6;63.4;88.4;88.0;633;625;CLIMB;CLIMB;21785.0;10920.6;10864.3;3004.5;2919.3;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:15:59;APPROACH;AIR;AIR;AIR;2668;2580.00;1013.0;2331;2053;21.75;-30.763.788;-60.244.343;171;181;157;156.99;0.286;-118;1.06;-0.00;0.08;69;-72.77;0;-0.4;51474;5;14.41;7.0;-0.1;7.21;-3.58;63.6;63.4;88.2;88.0;633;625;CLIMB;CLIMB;21786.6;10921.4;10865.1;3010.5;2925.4;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:00;APPROACH;AIR;AIR;AIR;2667;2579.00;1013.0;2330;2053;21.75;-30.758.991;-60.243.668;171;181;157;156.99;0.286;-109;1.01;-0.01;0.07;69;0.00;0;0.3;51474;5;11.25;6.7;-0.3;6.86;-3.61;63.6;63.4;89.6;88.0;633;624;CLIMB;CLIMB;21788.3;10922.3;10866.0;3004.5;2931.5;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:01;APPROACH;AIR;AIR;AIR;2665;2578.00;1013.0;2328;2053;21.75;-30.755.177;-60.242.970;170;180;157;156.99;0.286;-103;0.96;-0.01;0.07;70;-72.77;0;0.4;51474;5;8.09;6.2;-0.5;6.68;-3.65;63.6;63.4;87.6;88.0;632;624;CLIMB;CLIMB;21789.9;10923.1;10866.8;3004.5;2925.4;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:02;APPROACH;AIR;AIR;AIR;2662;2575.00;1013.0;2325;2053;21.75;-30.750.818;-60.242.294;170;181;157;156.99;0.286;-118;0.95;0.01;0.07;71;-180.0;0;0.3;51474;5;8.44;6.2;-0.1;7.03;-3.67;63.0;62.6;89.0;87.6;632;620;CLIMB;CLIMB;21791.5;10923.9;10867.6;2992.3;2870.7;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:03;APPROACH;AIR;AIR;AIR;2660;2572.00;1013.0;2323;2053;21.75;-30.746.787;-60.241.596;170;182;157;156.99;0.286;-129;1.02;-0.00;0.07;72;-72.77;0;0.5;51474;5;8.09;6.7;0.5;7.91;-3.70;62.4;62.3;89.4;87.5;627;618;CLIMB;CLIMB;21793.1;10924.7;10868.4;2913.2;2846.3;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:04;APPROACH;AIR;AIR;AIR;2658;2569.00;1013.0;2321;2053;21.75;-30.742.972;-60.240.921;170;181;157;156.99;0.286;-126;1.08;-0.00;0.08;73;0.00;0;1.0;51474;5;5.27;7.2;0.4;6.86;-3.72;62.3;62.0;87.2;87.5;627;618;CLIMB;CLIMB;21794.7;10925.5;10869.1;2913.2;2828.1;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:05;APPROACH;AIR;AIR;AIR;2658;2570.00;1013.0;2321;2053;21.75;-30.739.157;-60.240.223;170;181;157;156.99;0.286;-104;0.98;0.00;0.06;73;-72.77;0;1.3;51474;5;3.87;6.3;-0.8;6.15;-3.73;62.2;61.8;89.3;87.4;627;617;CLIMB;CLIMB;21796.3;10926.4;10869.9;2907.2;2809.8;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:06;APPROACH;AIR;AIR;AIR;2655;2567.00;1013.0;2318;2053;21.75;-30.735.343;-60.239.548;170;180;157;156.99;0.286;-99;0.92;0.00;0.06;73;-180.0;0;1.7;51474;5;3.16;5.6;-0.6;6.68;-3.75;61.9;61.6;87.0;87.2;625;616;CLIMB;CLIMB;21797.9;10927.2;10870.7;2882.8;2785.5;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:07;APPROACH;AIR;AIR;AIR;2653;2565.00;1013.0;2316;2053;21.50;-30.732.074;-60.238.850;170;181;157;156.99;0.286;-116;0.99;-0.01;0.07;73;-72.77;0;2.0;51474;5;1.76;6.2;0.4;7.56;-3.75;61.7;61.1;89.0;87.1;623;614;CLIMB;CLIMB;21799.5;10927.9;10871.5;2858.5;2755.1;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:08;APPROACH;AIR;AIR;AIR;2650;2562.00;1013.0;2313;2053;21.50;-30.728.476;-60.238.174;170;181;157;156.99;0.286;-127;1.03;-0.01;0.07;73;0.00;0;2.3;51474;5;0.70;6.7;0.5;7.38;-3.75;61.3;61.1;86.8;87.1;622;614;CLIMB;CLIMB;21801.0;10928.7;10872.2;2834.2;2749.0;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:09;APPROACH;AIR;AIR;AIR;2649;2560.00;1013.0;2312;2051;21.50;-30.724.444;-60.237.476;170;180;157;156.99;0.286;-125;1.00;-0.01;0.06;73;-72.77;0;2.4;51474;5;1.05;6.5;-0.1;6.86;-3.81;61.2;61.1;88.2;87.1;621;614;CLIMB;CLIMB;21802.6;10929.5;10873.0;2809.8;2755.1;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:10;APPROACH;AIR;AIR;AIR;2647;2558.00;1013.0;2310;2052;21.75;-30.720.847;-60.236.801;170;179;157;156.99;0.284;-113;0.94;-0.01;0.06;73;-180.0;0;2.3;51474;5;1.76;6.0;-0.3;7.03;-3.82;61.2;60.9;88.9;87.1;621;613;CLIMB;CLIMB;21804.1;10930.3;10873.8;2803.8;2730.8;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:11;APPROACH;AIR;AIR;AIR;2645;2556.00;1013.0;2308;2050;21.75;-30.716.815;-60.236.103;170;179;157;156.99;0.284;-116;0.96;-0.02;0.06;73;-72.77;0;2.0;51474;5;1.76;6.2;0.2;7.38;-3.83;61.2;60.9;87.2;87.1;621;613;CLIMB;CLIMB;21805.6;10931.1;10874.5;2803.8;2736.9;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:12;APPROACH;AIR;AIR;AIR;2643;2554.00;1013.0;2306;2050;21.75;-30.713.217;-60.235.428;170;180;157;156.99;0.284;-117;1.00;-0.01;0.07;74;0.00;0;1.7;51474;5;3.16;6.3;0.2;7.21;-3.83;61.2;60.9;88.4;87.1;620;613;CLIMB;CLIMB;21807.2;10931.9;10875.3;2803.8;2736.9;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:13;APPROACH;AIR;AIR;AIR;2641;2552.00;1013.0;2304;2050;21.75;-30.709.403;-60.234.730;169;180;157;156.99;0.284;-118;1.00;-0.01;0.07;74;-72.77;0;1.6;51474;5;2.11;6.3;0.0;6.86;-3.85;61.2;61.2;88.9;87.2;620;614;CLIMB;CLIMB;21808.7;10932.6;10876.0;2791.6;2761.2;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:14;APPROACH;AIR;AIR;AIR;2639;2552.00;1013.0;2302;2050;22.00;-30.705.590;-60.234.055;170;180;157;156.99;0.284;-119;0.95;-0.01;0.06;75;-180.0;0;1.5;51474;5;1.76;6.0;-0.2;6.50;-3.86;61.2;61.6;88.4;87.4;620;616;CLIMB;CLIMB;21810.3;10933.4;10876.8;2803.8;2797.7;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:15;APPROACH;AIR;AIR;AIR;2638;2550.00;1013.0;2301;2047;22.00;-30.701.776;-60.233.356;170;181;157;156.99;0.286;-109;0.94;-0.00;0.06;75;-72.77;0;1.3;51474;5;2.11;5.6;-0.3;6.68;-3.87;61.2;61.9;88.1;87.5;620;616;CLIMB;CLIMB;21811.8;10934.2;10877.6;2803.8;2809.8;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:16;APPROACH;AIR;AIR;AIR;2634;2546.00;1013.0;2297;2045;22.00;-30.697.961;-60.232.681;170;181;157;156.99;0.286;-123;0.96;-0.00;0.06;75;0.00;0;1.4;51474;5;1.05;5.8;0.2;7.03;-3.87;61.3;61.9;86.8;87.5;620;615;CLIMB;CLIMB;21813.4;10935.0;10878.4;2803.8;2803.8;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:17;APPROACH;AIR;AIR;AIR;2631;2543.00;1013.0;2294;2042;22.00;-30.694.146;-60.231.983;170;181;157;156.99;0.286;-151;1.01;-0.00;0.07;75;-72.77;0;1.5;51474;5;-0.35;6.2;0.4;7.21;-3.90;61.3;61.9;88.7;87.5;620;615;CLIMB;CLIMB;21815.0;10935.7;10879.2;2809.8;2815.9;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:18;APPROACH;AIR;AIR;AIR;2629;2541.00;1013.0;2292;2039;22.00;-30.690.875;-60.231.308;170;181;157;156.99;0.286;-151;1.02;-0.01;0.07;75;-180.0;0;1.5;51474;5;-1.76;6.3;0.2;7.38;-3.91;61.2;61.8;87.7;87.5;620;614;CLIMB;CLIMB;21816.5;10936.5;10879.9;2803.8;2803.8;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:19;APPROACH;AIR;AIR;AIR;2627;2539.00;1013.0;2290;2037;22.00;-30.687.277;-60.230.610;170;180;157;156.99;0.286;-141;1.00;0.00;0.07;75;-72.77;0;1.5;51474;5;-0.70;6.3;-0.1;6.86;-3.91;61.3;61.4;88.7;87.2;619;613;CLIMB;CLIMB;21818.1;10937.3;10880.7;2815.9;2773.3;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:20;APPROACH;AIR;AIR;AIR;2625;2537.00;1013.0;2288;2036;22.00;-30.684.009;-60.229.935;170;180;157;156.99;0.284;-134;0.96;-0.02;0.06;74;0.00;0;1.7;51474;5;-1.76;6.0;-0.4;6.50;-3.92;61.2;61.2;87.5;87.2;619;612;CLIMB;CLIMB;21819.6;10938.1;10881.5;2809.8;2761.2;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:21;APPROACH;AIR;AIR;AIR;2625;2537.00;1013.0;2288;2034;22.00;-30.680.411;-60.229.084;169;180;157;156.99;0.284;-110;0.94;-0.01;0.06;74;-72.77;0;1.5;51474;5;-2.46;5.8;-0.2;6.86;-3.95;61.3;60.9;89.3;87.1;618;612;CLIMB;CLIMB;21821.2;10938.9;10882.2;2809.8;2749.0;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:22;APPROACH;AIR;AIR;AIR;2621;2533.00;1013.0;2284;2031;22.00;-30.677.142;-60.228.409;169;179;157;156.99;0.284;-113;0.94;-0.01;0.06;74;-180.0;0;1.1;51474;5;0.00;5.6;-0.2;6.86;-3.94;61.2;61.1;88.4;87.1;618;612;CLIMB;CLIMB;21822.7;10939.6;10883.0;2803.8;2742.9;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:23;APPROACH;AIR;AIR;AIR;2615;2527.00;1013.0;2278;2029;22.00;-30.673.547;-60.227.558;170;179;157;156.99;0.284;-175;0.98;-0.00;0.06;74;-72.77;0;1.1;51474;5;0.70;5.8;0.1;7.03;-3.92;61.2;61.1;86.6;87.1;618;612;CLIMB;CLIMB;21824.2;10940.4;10883.8;2809.8;2749.0;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:24;APPROACH;AIR;AIR;AIR;2614;2526.00;1013.0;2277;2023;22.00;-30.670.276;-60.226.883;170;180;157;156.99;0.284;-186;0.99;-0.01;0.07;74;0.00;0;1.1;51474;5;0.70;6.2;0.4;7.73;-3.92;61.2;61.1;87.5;87.1;618;612;CLIMB;CLIMB;21825.8;10941.2;10884.5;2809.8;2755.1;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:25;APPROACH;AIR;AIR;AIR;2611;2522.00;1013.0;2274;2020;22.00;-30.666.680;-60.226.120;170;180;157;156.99;0.284;-164;1.04;-0.01;0.07;74;-72.77;0;1.1;51474;5;1.41;6.7;0.5;7.56;-3.92;61.4;61.4;88.8;87.4;618;613;CLIMB;CLIMB;21827.3;10942.0;10885.3;2815.9;2773.3;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:26;APPROACH;AIR;AIR;AIR;2606;2517.00;1013.0;2269;2018;22.00;-30.663.409;-60.225.357;170;180;157;156.99;0.284;-189;1.02;-0.01;0.07;75;-180.0;0;1.1;51474;5;1.76;6.7;0.1;7.21;-3.92;62.2;62.2;89.5;87.6;621;616;CLIMB;CLIMB;21828.9;10942.8;10886.1;2852.4;2840.2;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:27;APPROACH;AIR;AIR;AIR;2604;2517.00;1013.0;2267;2015;22.25;-30.659.811;-60.224.594;169;180;157;156.99;0.284;-196;1.00;-0.01;0.07;75;-72.77;0;1.1;51474;5;1.76;6.5;-0.2;6.68;-3.91;62.3;62.8;89.2;87.6;624;616;CLIMB;CLIMB;21830.5;10943.6;10886.9;2895.0;2852.4;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:28;APPROACH;AIR;AIR;AIR;2605;2517.00;1013.0;2268;2013;22.25;-30.656.543;-60.223.831;169;180;157;156.99;0.284;-141;0.94;-0.00;0.06;75;0.00;0;1.1;51474;5;1.05;6.0;-0.5;6.50;-3.91;62.4;62.5;88.2;87.6;624;615;CLIMB;CLIMB;21832.1;10944.4;10887.7;2901.1;2864.6;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:29;APPROACH;AIR;AIR;AIR;2603;2515.00;1013.0;2266;2013;22.25;-30.652.947;-60.223.068;169;179;157;156.99;0.284;-105;0.93;-0.01;0.06;75;-72.77;0;1.1;51474;5;0.70;5.6;-0.4;6.50;-3.89;62.4;62.5;90.0;87.6;624;615;CLIMB;CLIMB;21833.7;10945.2;10888.5;2907.2;2864.6;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:30;APPROACH;AIR;AIR;AIR;2599;2511.00;1013.0;2262;2008;22.25;-30.649.679;-60.222.370;169;180;157;156.99;0.284;-129;0.95;-0.01;0.06;75;-180.0;0;1.1;51474;5;1.05;5.8;0.1;7.38;-3.88;62.5;62.5;88.0;87.6;624;616;CLIMB;CLIMB;21835.3;10946.0;10889.3;2907.2;2864.6;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:31;APPROACH;AIR;AIR;AIR;2594;2505.00;1013.0;2257;2003;22.25;-30.646.083;-60.221.695;170;180;157;156.99;0.284;-176;1.02;-0.01;0.08;75;-72.77;0;1.1;51474;5;1.05;6.5;0.7;7.73;-3.85;63.1;63.3;89.4;87.8;627;619;CLIMB;CLIMB;21837.0;10946.8;10890.1;2949.7;2913.2;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:32;APPROACH;AIR;AIR;AIR;2591;2503.00;1013.0;2254;2001;22.25;-30.642.812;-60.220.997;169;181;157;156.99;0.286;-197;1.05;-0.01;0.08;75;0.00;0;1.1;51474;5;0.35;7.0;0.5;7.03;-3.83;63.4;63.5;88.0;87.8;628;618;CLIMB;CLIMB;21838.6;10947.7;10890.9;2968.0;2925.4;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:33;APPROACH;AIR;AIR;AIR;2590;2502.00;1013.0;2253;1998;22.25;-30.639.215;-60.220.322;169;181;157;156.99;0.286;-172;0.97;-0.00;0.07;75;-72.77;0;1.2;51474;5;0.70;6.5;-0.2;6.68;-3.82;63.4;63.3;89.2;87.8;628;618;CLIMB;CLIMB;21840.2;10948.5;10891.7;2980.1;2925.4;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:34;APPROACH;AIR;AIR;AIR;2588;2500.00;1013.0;2251;1999;22.25;-30.635.946;-60.219.624;169;180;157;156.99;0.284;-145;0.96;-0.01;0.07;75;-180.0;0;1.3;51474;5;1.76;6.3;-0.1;6.68;-3.80;63.3;63.3;87.7;87.8;628;618;CLIMB;CLIMB;21841.9;10949.3;10892.5;2986.2;2937.6;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:35;APPROACH;AIR;AIR;AIR;2584;2496.00;1013.0;2247;1994;22.25;-30.632.348;-60.218.948;169;180;157;156.99;0.284;-156;0.96;-0.00;0.06;75;-72.77;0;1.6;51474;5;1.76;6.2;-0.2;6.68;-3.79;63.3;63.3;89.6;87.8;628;618;CLIMB;CLIMB;21843.5;10950.1;10893.3;2986.2;2925.4;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:36;APPROACH;AIR;AIR;AIR;2584;2496.00;1013.0;2247;1991;22.25;-30.629.079;-60.218.250;169;181;157;156.99;0.286;-144;0.96;-0.00;0.07;75;0.00;0;1.8;51474;5;1.05;6.0;-0.1;6.86;-3.76;63.3;63.3;88.7;88.0;628;618;CLIMB;CLIMB;21845.2;10951.0;10894.1;2992.3;2937.6;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:37;APPROACH;AIR;AIR;AIR;2579;2491.00;1013.0;2242;1991;22.00;-30.625.484;-60.217.575;169;181;157;156.99;0.286;-146;0.97;-0.01;0.07;75;-72.77;0;1.8;51474;5;1.76;6.2;0.1;7.21;-3.74;63.3;63.3;87.8;88.0;628;618;CLIMB;CLIMB;21846.8;10951.8;10895.0;2986.2;2943.6;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:38;APPROACH;AIR;AIR;AIR;2573;2485.00;1013.0;2236;1988;22.00;-30.622.215;-60.216.877;169;181;157;156.99;0.284;-207;1.01;-0.00;0.07;75;-180.0;0;1.8;51474;5;1.76;6.5;0.4;7.38;-3.70;63.5;63.5;89.9;88.0;629;620;CLIMB;CLIMB;21848.5;10952.6;10895.8;3004.5;2955.8;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:39;APPROACH;AIR;AIR;AIR;2570;2482.00;1013.0;2233;1986;22.00;-30.618.618;-60.216.202;169;180;157;156.99;0.284;-228;1.02;-0.02;0.07;75;-72.77;0;1.9;51474;5;0.35;6.7;0.2;6.86;-3.68;63.5;63.6;88.6;88.0;630;620;CLIMB;CLIMB;21850.1;10953.5;10896.6;3010.5;2955.8;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:40;APPROACH;AIR;AIR;AIR;2567;2479.00;1013.0;2230;1980;22.00;-30.615.349;-60.215.504;169;180;157;156.99;0.284;-212;0.97;-0.00;0.07;75;0.00;0;1.8;51474;5;1.76;6.5;-0.1;6.68;-3.64;63.5;63.6;89.4;88.0;630;620;CLIMB;CLIMB;21851.8;10954.3;10897.4;3016.6;2961.9;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:41;APPROACH;AIR;AIR;AIR;2565;2477.00;1013.0;2228;1980;22.00;-30.611.751;-60.214.828;169;181;157;156.99;0.286;-192;0.98;0.00;0.07;75;-72.77;0;1.9;51474;5;1.76;6.3;-0.1;6.68;-3.60;63.6;63.6;89.5;88.0;630;621;CLIMB;CLIMB;21853.4;10955.1;10898.3;3010.5;2961.9;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:42;APPROACH;AIR;AIR;AIR;2562;2474.00;1013.0;2225;1977;22.00;-30.608.482;-60.214.130;169;181;157;156.99;0.286;-178;0.96;-0.01;0.07;75;-180.0;0;2.2;51474;5;1.41;6.2;-0.2;6.50;-3.55;63.6;63.6;88.6;88.0;630;620;CLIMB;CLIMB;21855.1;10956.0;10899.1;3016.6;2961.9;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:43;APPROACH;AIR;AIR;AIR;2559;2470.00;1013.0;2222;1974;22.00;-30.604.885;-60.213.455;169;181;157;156.99;0.286;-179;0.96;-0.01;0.07;75;-72.77;0;2.3;51474;5;0.35;6.2;-0.0;6.68;-3.54;63.6;63.3;89.0;87.8;631;619;CLIMB;CLIMB;21856.8;10956.8;10899.9;3016.6;2931.5;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:44;APPROACH;AIR;AIR;AIR;2555;2466.00;1013.0;2218;1970;22.00;-30.601.616;-60.212.757;169;182;157;156.99;0.286;-189;0.99;-0.00;0.07;75;0.00;0;2.4;51474;5;0.35;6.2;-0.1;6.68;-3.50;63.3;62.6;89.6;87.6;630;616;CLIMB;CLIMB;21858.4;10957.7;10900.7;3010.5;2882.8;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:45;APPROACH;AIR;AIR;AIR;2550;2462.00;1013.0;2213;1966;22.00;-30.598.018;-60.212.082;169;181;157;156.99;0.286;-216;0.97;-0.00;0.06;75;-72.77;0;2.5;51474;5;0.35;6.2;-0.0;6.86;-3.45;62.4;62.2;89.2;87.4;627;615;CLIMB;CLIMB;21860.0;10958.5;10901.5;2949.7;2840.2;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:46;APPROACH;AIR;AIR;AIR;2545;2457.00;1013.0;2208;1964;22.00;-30.594.749;-60.211.231;169;181;157;156.99;0.284;-244;1.00;-0.01;0.07;75;-180.0;0;2.6;51474;5;0.70;6.5;0.3;7.38;-3.41;61.7;61.7;88.0;87.2;623;613;CLIMB;CLIMB;21861.6;10959.3;10902.3;2888.9;2803.8;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:47;APPROACH;AIR;AIR;AIR;2541;2453.00;1013.0;2204;1960;22.00;-30.591.152;-60.210.556;169;181;157;156.99;0.284;-252;1.01;-0.02;0.07;75;-72.77;0;2.7;51474;5;1.76;6.7;0.2;7.38;-3.36;61.4;61.3;87.6;87.1;621;613;CLIMB;CLIMB;21863.2;10960.1;10903.0;2846.3;2785.5;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:48;APPROACH;AIR;AIR;AIR;2540;2451.00;1013.0;2203;1956;22.00;-30.587.883;-60.209.705;169;181;157;156.99;0.284;-219;1.00;-0.01;0.07;75;0.00;0;2.7;51474;5;1.05;6.7;0.0;7.03;-3.32;61.3;61.3;88.3;87.2;620;613;CLIMB;CLIMB;21864.7;10960.9;10903.8;2834.2;2773.3;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:49;APPROACH;AIR;AIR;AIR;2534;2446.00;1013.0;2197;1954;22.00;-30.584.285;-60.209.030;169;180;157;156.99;0.284;-216;0.97;-0.01;0.06;75;-72.77;0;2.5;51474;5;0.70;6.5;-0.1;7.21;-3.26;61.3;61.2;87.4;87.1;620;613;CLIMB;CLIMB;21866.3;10961.6;10904.6;2822.0;2767.3;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:50;APPROACH;AIR;AIR;AIR;2533;2444.00;1013.0;2196;1952;21.75;-30.581.017;-60.208.267;169;180;157;156.99;0.284;-214;0.98;-0.00;0.06;75;-180.0;0;2.5;51474;5;1.41;6.3;-0.3;6.68;-3.21;61.3;61.2;88.3;87.1;619;611;CLIMB;CLIMB;21867.8;10962.4;10905.3;2822.0;2767.3;5370.6;1;-;AT ENGAGED;-
XX/01/21;10:16:51;APPROACH;AIR;AIR;AIR;2530;2441.00;1013.0;2193;1950;21.75;-30.577.419;-60.207.504;169;180;157;156.99;0.284;-183;0.96;-0.01;0.06;75;-72.77;0;2.5;51474;5;1.76;6.3;-0.1;6.86;-3.16;61.3;61.3;87.6;87.1;619;611;CLIMB;CLIMB;21869.4;10963.2;10906.1;2822.0;2779.4;5370.6;1;-;AT ENGAGED;-
