DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;ROLL_CPT;PITCH;PITCH_CPT;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD_PDL_FORCE;RUDD;PITCH_TRM;VHF_KEYING_L;VHF_KEYING_R;AP_OFF
XX/01/22;12:25:03;DESCENT;AIR;AIR;AIR;8012;8196.00;1013.0;4743;2053;22.75;-15.782.852;-48.211.098;279;248;162;192.44;0.432;-1883;0.98;0.00;-0.02;156;-180.0;0;0.9;54195;0;0.00;1.03;0.7;6.22;-0.2;3.69;-2.58;35.4;36.0;75.6;74.8;548;567;FL REVER;FL REVERSE;16545.4;8291.85;8253.61;1234.6;1265.0;4917.0;0;AP ENGAGED;-;0;0;-;-4.15;-4.10;1.81;-1.04;616.50;0.38;5.24;1;1;0
XX/01/22;12:25:04;DESCENT;AIR;AIR;AIR;7981;8164.00;1013.0;4712;2053;23.00;-15.783.767;-48.210.182;279;248;162;192.44;0.432;-1885;0.96;0.00;-0.02;156;-72.77;0;1.0;54195;0;0.00;1.03;0.7;6.24;-0.0;3.69;-4.25;35.4;36.0;73.6;74.8;548;566;IDLE;IDLE;16546.1;8292.19;8253.96;1228.5;1265.0;4917.0;0;AP ENGAGED;-;0;0;-;-4.15;-3.95;1.75;-1.10;-1233.00;0.38;5.24;1;1;0
XX/01/22;12:25:05;DESCENT;AIR;AIR;AIR;7949;8132.00;1013.0;4680;2053;23.00;-15.784.759;-48.209.267;279;249;162;192.44;0.432;-1887;0.96;0.00;-0.02;156;0.00;0;1.0;54195;0;0.00;1.40;0.7;6.24;-0.0;3.69;0.00;35.4;36.0;76.0;74.9;548;568;IDLE;IDLE;16546.8;8292.53;8254.32;1234.6;1265.0;4917.0;0;AP ENGAGED;-;0;0;-;-4.15;-4.00;1.64;-1.22;616.50;0.38;5.24;1;1;0
XX/01/22;12:25:06;DESCENT;AIR;AIR;AIR;7917;8099.00;1013.0;4648;2053;23.00;-15.785.675;-48.208.405;279;250;162;192.44;0.434;-1898;0.97;0.00;-0.02;156;-72.77;0;1.1;54195;0;0.00;1.10;0.7;6.30;-0.0;3.69;-4.25;35.5;36.0;73.6;74.8;548;567;IDLE;IDLE;16547.5;8292.87;8254.67;1234.6;1271.1;4917.0;0;AP ENGAGED;-;0;0;-;-4.20;-3.90;1.81;-1.10;-1233.00;0.44;5.24;1;1;0
XX/01/22;12:25:07;DESCENT;AIR;AIR;AIR;7884;8067.00;1013.0;4615;2053;23.00;-15.786.666;-48.207.432;279;250;162;192.44;0.434;-1915;0.99;0.00;-0.02;156;-180.0;0;1.1;54195;0;0.00;1.03;0.7;6.32;-0.0;3.87;-2.58;35.5;36.0;75.8;74.9;548;568;FL REVER;FL REVERSE;16548.2;8293.21;8255.02;1234.6;1265.0;4917.0;0;AP ENGAGED;-;0;0;-;-4.30;-3.85;1.81;-1.04;616.50;0.38;5.24;0;1;0
XX/01/22;12:25:08;DESCENT;AIR;AIR;AIR;7851;8034.00;1013.0;4582;2053;23.00;-15.787.658;-48.206.516;279;250;162;192.44;0.434;-1936;0.99;0.00;-0.02;156;-72.77;0;1.1;54195;0;0.00;0.59;0.9;6.32;0.2;3.87;-4.25;35.5;36.0;74.0;74.8;548;567;IDLE;IDLE;16548.9;8293.56;8255.37;1240.7;1265.0;4917.0;0;AP ENGAGED;-;0;0;-;-4.30;-3.90;1.99;-0.93;-1233.00;0.38;5.24;0;1;0
XX/01/22;12:25:09;DESCENT;AIR;AIR;AIR;7819;8003.00;1013.0;4550;2053;23.25;-15.788.574;-48.205.658;280;250;162;192.44;0.434;-1941;1.00;0.01;-0.01;156;0.00;0;1.1;54195;0;0.35;-0.48;0.9;6.30;0.0;3.87;0.00;35.5;36.0;75.6;74.9;548;567;IDLE;IDLE;16549.6;8293.90;8255.73;1234.6;1271.1;4917.0;0;AP ENGAGED;-;0;0;-;-4.30;-3.85;2.28;-0.69;616.50;0.44;5.24;0;1;0
XX/01/22;12:25:10;DESCENT;AIR;AIR;AIR;7787;7970.00;1013.0;4518;2053;23.25;-15.789.566;-48.204.685;280;250;162;192.44;0.434;-1934;1.00;0.00;-0.02;156;-72.77;0;1.3;54195;0;0.35;0.52;0.9;6.28;0.0;3.87;-4.25;35.5;36.0;73.8;74.9;548;567;IDLE;IDLE;16550.3;8294.25;8256.08;1234.6;1271.1;4953.3;0;AP ENGAGED;-;0;0;-;-4.25;-3.90;1.93;-0.99;1232.40;0.38;5.24;1;1;0
XX/01/22;12:25:11;DESCENT;AIR;AIR;AIR;7756;7939.00;1013.0;4487;2053;23.25;-15.790.481;-48.203.770;280;251;162;192.44;0.434;-1919;1.00;0.00;-0.02;156;-180.0;0;1.4;54195;0;0.00;1.10;1.1;6.26;0.2;3.87;-2.58;35.5;36.0;74.8;74.8;548;566;FL REVER;FL REVERSE;16551.0;8294.59;8256.43;1240.7;1265.0;4953.3;0;AP ENGAGED;-;0;0;-;-4.25;-3.95;1.75;-1.16;-1232.40;0.38;5.24;1;1;0
XX/01/22;12:25:12;DESCENT;AIR;AIR;AIR;7725;7909.00;1013.0;4456;2053;23.25;-15.791.473;-48.202.911;280;251;162;192.44;0.434;-1900;1.00;-0.00;-0.02;156;-72.77;0;1.4;54195;0;-0.35;1.18;1.1;6.26;0.0;3.87;-4.25;35.5;36.0;75.4;74.9;548;567;IDLE;IDLE;16551.7;8294.93;8256.78;1240.7;1271.1;4953.3;0;AP ENGAGED;-;0;0;-;-4.20;-4.00;1.70;-1.22;1232.40;0.32;5.24;1;1;0
