DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCH_CPT;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD;PITCH_TRM;ROLL_CPT;VHF_KEYING_L;VHF_KEYING_R;AP_OFF
XX/04/22;13:50:47;DESCENT;AIR;AIR;AIR;5016;5016.00;1013.0;4784;2629;26.00;-32.158.155;-60.212.219;280;236;163;194.79;0.390;-1674;1.07;-0.00;0.01;-2;117.77;32;-4.5;55248;0;14.41;2.3;-0.13;0.0;6.68;0.00;32.3;31.1;73.5;73.6;520;507;0;0;7517.07;3763.69;3753.38;457.22;457.22;14080.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.70;-2.85;2.21;0.33;0.25;5.68;0;1;1;0
XX/04/22;13:50:48;DESCENT;AIR;AIR;AIR;4992;4992.00;1013.0;4760;2629;26.00;-32.144.506;-60.212.509;279;236;163;194.79;0.389;-1637;1.11;-0.00;0.01;-1;117.42;31;-4.3;55248;0;13.71;2.3;0.21;0.0;6.33;0.00;32.4;31.1;73.5;73.6;522;507;0;0;7517.33;3763.82;3753.51;464.48;457.22;14080.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.15;-2.85;1.76;0.33;0.32;5.65;0;1;1;0
XX/04/22;13:50:49;DESCENT;AIR;AIR;AIR;4968;4968.00;1013.0;4736;2629;26.25;-32.132.299;-60.212.791;279;236;163;194.79;0.390;-1572;1.05;-0.01;0.01;0;118.13;30;-4.1;55248;0;12.66;2.6;0.08;0.2;6.51;0.00;32.4;31.1;73.5;73.6;522;507;0;0;7517.58;3763.95;3753.64;464.48;457.22;14080.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.15;-3.00;1.76;1.47;-0.06;5.71;0;1;1;0
XX/04/22;13:50:50;DESCENT;AIR;AIR;AIR;4948;4948.00;1013.0;4716;2629;26.25;-32.120.101;-60.213.367;279;236;163;194.79;0.390;-1489;1.15;0.00;0.02;1;118.13;30;-4.3;55248;0;11.60;3.0;-0.04;0.3;6.51;0.00;32.4;31.1;73.5;73.6;522;507;0;0;7517.84;3764.08;3753.76;464.48;457.22;14080.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.45;-3.00;1.87;1.47;0.00;5.68;0;1;1;0
XX/04/22;13:50:51;DESCENT;AIR;AIR;AIR;4936;4936.00;1013.0;4704;2629;26.25;-32.107.894;-60.213.936;279;235;163;194.79;0.388;-1314;1.04;0.01;0.01;1;118.13;29;-4.4;55248;0;11.25;2.8;-0.09;-0.1;5.80;0.00;32.4;31.1;73.5;73.6;522;508;0;0;7518.10;3764.21;3753.89;464.48;457.22;14080.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.45;-3.10;1.87;-0.45;0.06;5.71;0;1;1;0
XX/04/22;13:50:52;DESCENT;AIR;AIR;AIR;4924;4924.00;1013.0;4692;2629;26.00;-32.095.690;-60.214.233;278;229;163;194.79;0.377;-1118;1.05;0.02;0.01;2;119.18;30;-4.1;55248;0;11.95;3.0;-0.34;0.1;5.80;0.00;32.4;31.1;73.5;73.6;521;507;0;0;7518.35;3764.34;3754.02;464.48;457.22;14080.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.95;-3.10;2.27;-0.45;0.57;5.76;0;1;1;0
XX/04/22;13:50:53;DESCENT;AIR;AIR;AIR;4908;4908.00;1013.0;4676;2629;25.75;-32.086.363;-60.214.523;278;235;163;194.79;0.387;-1026;0.97;-0.03;-0.00;2;123.05;29;-3.5;55248;0;11.25;3.0;-0.84;0.0;5.80;0.00;32.3;31.1;73.5;73.6;520;507;0;0;7518.61;3764.46;3754.14;460.85;453.59;14080.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.95;-3.70;2.27;3.40;-0.06;5.82;0;1;1;0
XX/04/22;13:50:54;DESCENT;AIR;AIR;AIR;4884;4884.00;1013.0;4652;2629;25.75;-32.072.728;-60.214.825;277;232;163;194.79;0.383;-1084;0.84;-0.02;-0.01;3;124.45;29;-3.8;55248;0;8.09;2.8;-0.55;-0.1;4.75;0.00;32.1;31.0;73.4;73.5;520;506;0;0;7518.86;3764.59;3754.27;457.22;453.59;14080.;0;AP ENGAGED;AT ENGAGED;0;0;-;-4.64;-3.70;-0.73;3.40;-0.70;5.76;0;1;1;0
XX/04/22;13:50:55;DESCENT;AIR;AIR;AIR;4864;4864.00;1013.0;4632;2629;25.75;-32.061.956;-60.215.118;277;235;163;194.79;0.387;-1162;0.90;0.00;-0.02;4;124.80;29;-4.3;55248;0;7.38;3.0;-0.84;0.1;4.92;0.00;32.1;31.0;73.3;73.5;519;506;0;0;7519.11;3764.72;3754.40;453.59;453.59;14080.;0;AP ENGAGED;AT ENGAGED;0;0;-;-4.64;-4.07;-0.73;3.11;0.19;5.79;0;1;1;0
XX/04/22;13:50:56;DESCENT;AIR;AIR;AIR;4840;4840.00;1013.0;4608;2629;26.00;-32.048.330;-60.215.405;276;236;163;194.79;0.388;-1214;1.01;-0.03;0.00;5;124.10;29;-4.4;55248;0;7.73;3.0;-0.59;0.0;5.45;0.00;32.1;31.0;73.3;73.4;519;505;0;0;7519.36;3764.84;3754.52;453.59;449.96;14080.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.80;-4.07;0.23;3.11;-0.51;5.76;0;1;1;0
XX/04/22;13:50:57;DESCENT;AIR;AIR;AIR;4816;4816.00;1013.0;4584;2629;26.50;-32.034.721;-60.215.683;276;235;163;194.79;0.387;-1289;1.04;-0.00;0.01;5;122.34;29;-4.8;55248;0;8.09;3.0;-0.13;0.0;6.33;0.00;32.1;31.0;73.1;73.4;520;506;0;0;7519.62;3764.97;3754.65;457.22;453.59;14080.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.80;-2.75;0.23;1.75;-0.19;5.76;0;1;1;0
