DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD;PITCH_TRM
XX/06/21;01:50:48;APPROACH;AIR;AIR;AIR;8012;8012.00;1013.0;4800;2627;15.75;-15.927.311;-48.119.766;211;180;149;139.02;0.314;-1258;0.99;0.00;-0.03;56;263.32;8;1.3;45867;10;-0.70;1.4;-0.1;4.92;0.00;31.9;31.1;72.9;73.8;514;556;0;0;3093.61;1541.06;1552.55;424.56;424.56;7520.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.85;-3.00;1.36;0.62;0.19;5.56
XX/06/21;01:50:49;APPROACH;AIR;AIR;AIR;7992;7992.00;1013.0;4780;2627;15.75;-15.926.640;-48.119.061;211;179;149;139.02;0.313;-1239;0.99;0.00;-0.03;56;262.97;8;1.4;45867;10;-0.70;1.4;-0.0;4.92;0.00;31.9;31.0;72.9;73.8;514;556;0;0;3093.84;1541.18;1552.67;424.56;424.56;7520.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.85;-3.00;1.59;0.62;0.25;5.56
XX/06/21;01:50:50;APPROACH;AIR;AIR;AIR;7968;7968.00;1013.0;4756;2627;16.00;-15.925.970;-48.118.359;211;179;149;139.02;0.313;-1266;0.98;0.00;-0.03;56;263.32;8;1.5;45867;10;-0.70;1.4;-0.0;5.10;0.00;31.9;31.1;73.0;73.8;515;556;0;0;3094.08;1541.30;1552.79;428.19;428.19;7520.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.85;-3.00;1.59;0.90;0.19;5.56
XX/06/21;01:50:51;APPROACH;AIR;AIR;AIR;7948;7948.00;1013.0;4736;2627;16.00;-15.925.235;-48.118.027;210;179;149;139.02;0.313;-1284;0.98;-0.00;-0.03;56;263.67;8;1.6;45867;10;-0.70;1.2;-0.1;4.92;0.00;31.9;31.1;73.0;73.8;516;557;0;0;3094.32;1541.41;1552.91;424.56;428.19;7520.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.80;-3.00;1.30;0.90;0.13;5.56
XX/06/21;01:50:52;APPROACH;AIR;AIR;AIR;7924;7924.00;1013.0;4712;2627;16.00;-15.924.565;-48.117.325;210;179;149;139.02;0.312;-1296;0.99;0.00;-0.03;56;263.32;8;1.5;45867;10;-1.05;1.2;-0.0;5.10;0.00;31.9;31.1;73.0;73.8;515;557;0;0;3094.56;1541.53;1553.02;424.56;428.19;7520.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.80;-2.95;1.30;0.96;0.19;5.56
XX/06/21;01:50:53;APPROACH;AIR;AIR;AIR;7900;7900.00;1013.0;4688;2627;16.00;-15.923.895;-48.116.623;210;179;149;139.02;0.312;-1343;0.98;0.00;-0.03;56;262.62;8;1.4;45867;10;-1.05;1.2;-0.0;5.10;0.00;31.9;31.1;73.0;73.8;515;557;0;0;3094.79;1541.65;1553.14;424.56;428.19;7520.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.75;-2.95;1.53;0.96;0.25;5.56
XX/06/21;01:50:54;APPROACH;AIR;AIR;AIR;7880;7880.00;1013.0;4668;2627;16.25;-15.922.921;-48.115.921;210;179;149;139.02;0.311;-1336;0.98;0.00;-0.03;56;261.56;8;1.4;45867;10;-0.70;1.2;-0.0;5.10;0.00;31.9;31.1;73.0;73.8;516;557;0;0;3095.03;1541.77;1553.26;424.56;428.19;7520.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.75;-2.90;1.53;0.73;0.19;5.59
XX/06/21;01:50:55;APPROACH;AIR;AIR;AIR;7856;7856.00;1013.0;4644;2627;16.25;-15.922.186;-48.115.219;210;179;149;139.02;0.311;-1330;0.99;-0.00;-0.02;56;260.86;8;1.4;45867;10;-0.70;1.1;-0.1;5.28;0.00;31.9;31.0;73.0;73.8;516;557;0;0;3095.27;1541.89;1553.38;424.56;428.19;7520.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.65;-2.90;1.47;0.73;0.19;5.59
XX/06/21;01:50:56;APPROACH;AIR;AIR;AIR;7832;7832.00;1013.0;4620;2627;16.25;-15.921.515;-48.114.609;210;179;149;139.02;0.311;-1367;0.98;-0.00;-0.03;56;260.51;8;1.4;45867;10;-0.70;1.1;-0.0;5.10;0.00;31.9;31.1;73.0;73.8;516;558;0;0;3095.50;1542.00;1553.50;424.56;431.82;7520.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.65;-2.85;1.47;0.90;0.19;5.56
XX/06/21;01:50:57;APPROACH;AIR;AIR;AIR;7808;7808.00;1013.0;4596;2627;16.25;-15.920.844;-48.113.998;210;179;149;139.02;0.311;-1391;0.98;0.00;-0.02;56;260.16;8;1.3;45867;10;-0.70;1.1;-0.0;5.10;0.00;31.9;31.0;73.0;73.8;517;557;0;0;3095.74;1542.12;1553.62;428.19;428.19;7520.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.65;-2.85;1.42;0.90;0.19;5.56
XX/06/21;01:50:58;APPROACH;AIR;AIR;AIR;7784;7784.00;1013.0;4572;2627;16.50;-15.920.048;-48.113.388;210;179;149;139.02;0.311;-1407;0.99;0.01;-0.02;56;259.45;8;1.2;45867;10;-0.70;1.1;-0.0;5.28;0.00;31.9;31.1;73.0;73.8;517;558;0;0;3095.98;1542.24;1553.74;428.19;428.19;7520.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.65;-2.85;1.42;0.28;0.25;5.56
XX/06/21;01:50:59;APPROACH;AIR;AIR;AIR;7760;7760.00;1013.0;4548;2627;16.50;-15.919.254;-48.112.778;210;179;149;139.02;0.311;-1418;1.00;0.00;-0.02;56;259.45;8;1.3;45867;10;-0.35;1.2;0.1;5.28;0.00;31.9;31.0;73.0;73.8;517;558;0;0;3096.22;1542.36;1553.86;428.19;428.19;7520.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.50;-2.85;1.87;0.28;0.38;5.59
XX/06/21;01:51:00;APPROACH;AIR;AIR;AIR;7736;7736.00;1013.0;4524;2627;16.50;-15.918.521;-48.112.232;210;178;149;139.02;0.310;-1425;1.00;0.00;-0.02;56;260.51;8;1.6;45867;10;0.00;1.2;0.0;4.92;0.00;31.9;31.1;73.0;73.8;518;559;0;0;3096.46;1542.48;1553.98;428.19;431.82;7520.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.50;-2.85;1.87;0.62;0.25;5.56
XX/06/21;01:51:01;APPROACH;AIR;AIR;AIR;7712;7712.00;1013.0;4500;2627;16.75;-15.917.791;-48.111.530;209;178;149;139.02;0.309;-1430;0.99;-0.00;-0.03;56;261.56;8;1.6;45867;10;-0.35;1.2;0.0;5.28;0.00;31.9;31.1;73.0;73.8;518;558;0;0;3096.69;1542.60;1554.10;428.19;428.19;7520.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.80;-2.85;1.47;0.62;0.00;5.59
XX/06/21;01:51:02;APPROACH;AIR;AIR;AIR;7688;7688.00;1013.0;4476;2627;16.75;-15.916.996;-48.110.825;209;178;149;139.02;0.309;-1433;0.99;0.00;-0.02;56;260.51;8;1.4;45867;10;-0.70;1.2;0.0;5.10;0.00;31.9;31.1;73.0;73.8;518;559;0;0;3096.93;1542.72;1554.22;428.19;431.82;7520.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.80;-3.05;1.47;0.73;0.06;5.56
XX/06/21;01:51:03;APPROACH;AIR;AIR;AIR;7664;7664.00;1013.0;4452;2627;16.75;-15.916.326;-48.110.126;209;178;149;139.02;0.308;-1436;0.96;0.00;-0.03;56;259.10;8;1.2;45867;10;-0.35;1.1;-0.1;4.92;0.00;31.9;31.1;73.0;73.8;518;559;0;0;3097.17;1542.84;1554.34;428.19;431.82;7520.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.70;-3.05;1.59;0.73;0.19;5.59
XX/06/21;01:51:04;APPROACH;AIR;AIR;AIR;7636;7636.00;1013.0;4424;2627;16.75;-15.915.656;-48.109.489;209;178;149;139.02;0.308;-1477;0.98;0.00;-0.02;56;257.34;8;1.2;45867;10;-0.35;1.1;-0.0;5.45;0.00;31.9;31.0;73.0;73.8;518;559;0;0;3097.41;1542.96;1554.46;431.82;431.82;7520.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.70;-2.85;1.59;0.67;0.38;5.59
XX/06/21;01:51:05;APPROACH;AIR;AIR;AIR;7612;7612.00;1013.0;4400;2627;17.00;-15.914.680;-48.108.788;209;178;149;139.02;0.309;-1504;1.00;-0.00;-0.02;56;257.34;9;1.5;45867;10;-0.35;0.9;-0.1;5.28;0.00;31.9;31.1;73.0;73.8;519;559;0;0;3097.65;1543.08;1554.58;431.82;431.82;7520.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.45;-2.85;1.36;0.67;0.19;5.59
XX/06/21;01:51:06;APPROACH;AIR;AIR;AIR;7588;7588.00;1013.0;4376;2627;17.00;-15.913.946;-48.108.086;209;178;149;139.02;0.309;-1483;0.97;-0.00;-0.02;56;258.05;9;1.6;45867;10;-0.70;0.9;-0.0;5.10;0.00;31.9;31.1;73.0;73.8;519;560;0;0;3097.89;1543.20;1554.70;431.82;431.82;7520.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.45;-2.75;1.36;0.62;0.19;5.56
XX/06/21;01:51:07;APPROACH;AIR;AIR;AIR;7560;7560.00;1013.0;4348;2627;17.00;-15.913.275;-48.107.380;209;179;149;139.02;0.310;-1508;1.00;-0.00;-0.02;56;258.40;9;1.5;45867;10;-0.35;1.1;0.1;5.45;0.00;31.9;31.0;73.0;73.8;519;559;0;0;3098.13;1543.32;1554.82;435.45;431.82;7520.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.60;-2.75;1.70;0.62;0.19;5.59
XX/06/21;01:51:08;APPROACH;AIR;AIR;AIR;7536;7536.00;1013.0;4324;2627;17.25;-15.912.604;-48.106.743;209;178;149;139.02;0.309;-1525;1.01;0.00;-0.02;56;259.10;9;1.6;45867;10;0.00;1.1;0.0;5.45;0.00;31.9;31.1;73.0;73.9;519;560;0;0;3098.37;1543.44;1554.94;431.82;431.82;7520.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.60;-2.80;1.70;0.22;0.19;5.59
XX/06/21;01:51:09;APPROACH;AIR;AIR;AIR;7516;7516.00;1013.0;4304;2627;17.25;-15.911.809;-48.106.041;209;178;149;139.02;0.309;-1458;1.01;-0.00;-0.02;56;259.45;9;1.6;45867;10;0.00;1.1;0.0;5.28;0.00;31.9;31.1;73.0;73.8;519;560;0;0;3098.61;1543.56;1555.06;431.82;435.45;7520.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.50;-2.80;1.59;0.22;0.13;5.59
XX/06/21;01:51:10;APPROACH;AIR;AIR;AIR;7496;7496.00;1013.0;4284;2627;17.25;-15.911.014;-48.105.339;209;179;149;139.02;0.310;-1373;0.99;0.00;-0.03;56;259.80;9;1.5;45867;10;-0.35;1.1;0.0;5.45;0.00;31.9;31.1;73.0;73.9;520;560;0;0;3098.86;1543.68;1555.18;435.45;435.45;7520.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.50;-2.85;1.59;0.73;0.25;5.56
XX/06/21;01:51:11;APPROACH;AIR;AIR;AIR;7464;7464.00;1013.0;4252;2627;17.50;-15.910.282;-48.104.637;209;178;149;139.02;0.308;-1434;1.00;-0.00;-0.04;56;260.51;9;1.5;45867;10;-0.35;1.1;0.0;5.45;0.00;31.9;31.0;73.0;73.8;520;560;0;0;3099.10;1543.80;1555.30;431.82;431.82;7520.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.80;-2.85;1.42;0.73;0.19;5.56
XX/06/21;01:51:12;APPROACH;AIR;AIR;AIR;7440;7440.00;1013.0;4228;2627;17.50;-15.909.551;-48.104.301;208;178;149;139.02;0.307;-1515;0.99;-0.00;-0.05;56;260.16;9;1.5;45867;10;-0.70;1.1;0.0;5.45;0.00;31.9;31.0;73.0;73.8;521;560;0;0;3099.34;1543.92;1555.42;435.45;435.45;7520.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.80;-2.90;1.42;0.62;0.19;5.59
XX/06/21;01:51:13;APPROACH;AIR;AIR;AIR;7416;7416.00;1013.0;4204;2627;17.50;-15.908.756;-48.103.603;208;177;149;139.02;0.306;-1491;0.96;0.00;-0.05;56;259.45;9;1.4;45867;10;-0.35;0.7;-0.2;5.45;0.00;31.9;31.0;73.0;73.8;521;561;0;0;3099.58;1544.04;1555.54;439.08;435.45;7520.0;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.45;-2.90;1.42;0.62;0.19;5.59
