DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;FD
XX/04/21;18:48:10;APPROACH;AIR;AIR;AIR;5004;5004.00;1013.0;2944;2629;20.25;-22.897.605;-47.291.538;210;196;160;160.91;0.324;-708;1.03;-0.01;0.04;145;190.20;8;-1.9;53669;5;0.35;3.3;0.2;5.45;0.00;58.9;58.6;86.1;85.6;549;562;9132.97;4534.15;4598.82;1121.2;1114.0;10920.;51;-;-;FD1 ON
XX/04/21;18:48:11;APPROACH;AIR;AIR;AIR;4996;4996.00;1013.0;2936;2629;20.25;-22.897.911;-47.290.691;210;197;160;160.91;0.325;-673;1.01;-0.00;0.04;145;189.84;8;-1.8;53669;5;0.70;3.9;0.3;5.80;0.00;58.9;58.6;86.1;85.6;550;562;9133.59;4534.46;4599.13;1117.6;1110.4;10920.;51;-;-;FD1 ON
XX/04/21;18:48:12;APPROACH;AIR;AIR;AIR;4988;4988.00;1013.0;2928;2629;20.25;-22.898.521;-47.289.944;210;196;160;160.91;0.323;-609;1.01;-0.00;0.05;145;188.44;8;-1.8;53669;5;-0.70;4.4;0.4;6.33;0.00;58.8;58.6;86.1;85.6;550;562;9134.21;4534.77;4599.44;1117.6;1110.4;10920.;51;-;-;FD1 ON
XX/04/21;18:48:13;APPROACH;AIR;AIR;AIR;4980;4980.00;1013.0;2920;2629;20.25;-22.899.135;-47.288.895;210;195;160;160.91;0.322;-566;1.05;0.00;0.05;145;189.84;8;-1.8;53669;5;-0.35;4.7;0.3;6.33;0.00;58.9;58.6;86.1;85.8;550;563;9134.83;4535.08;4599.75;1121.2;1110.4;10920.;51;-;-;FD1 ON
XX/04/21;18:48:14;APPROACH;AIR;AIR;AIR;4976;4976.00;1013.0;2916;2629;20.50;-22.899.749;-47.288.113;210;194;160;160.91;0.321;-498;1.02;-0.01;0.04;145;190.20;7;-1.4;53669;5;0.35;4.7;0.1;5.28;0.00;58.9;58.6;86.1;85.8;550;563;9135.45;4535.39;4600.06;1121.2;1110.4;10920.;51;-;-;FD1 ON
XX/04/21;18:48:15;APPROACH;AIR;AIR;AIR;4968;4968.00;1013.0;2908;2629;20.50;-22.900.362;-47.287.434;210;196;160;160.91;0.323;-453;0.90;-0.00;0.03;145;190.90;7;-1.6;53669;5;-0.70;4.6;-0.1;4.75;0.00;58.9;58.6;86.1;85.8;550;564;9136.07;4535.70;4600.36;1117.6;1110.4;10920.;51;-;-;FD1 ON
XX/04/21;18:48:16;APPROACH;AIR;AIR;AIR;4960;4960.00;1013.0;2900;2629;20.50;-22.900.972;-47.286.453;210;197;160;160.91;0.325;-462;0.96;-0.01;0.04;145;189.49;8;-1.8;53669;5;-0.35;4.7;0.1;5.98;0.00;58.8;58.5;86.1;85.6;550;564;9136.69;4536.02;4600.67;1117.6;1106.7;10920.;51;-;-;FD1 ON
XX/04/21;18:48:17;APPROACH;AIR;AIR;AIR;4952;4952.00;1013.0;2892;2629;20.75;-22.901.582;-47.285.667;210;197;160;160.91;0.325;-468;1.06;0.01;0.04;146;187.38;8;-2.0;53669;5;-0.70;4.9;0.1;5.98;0.00;58.9;58.5;86.1;85.8;551;564;9137.31;4536.33;4600.98;1121.2;1106.7;10920.;51;-;-;FD1 ON
XX/04/21;18:48:18;APPROACH;AIR;AIR;AIR;4944;4944.00;1013.0;2884;2629;20.75;-22.902.193;-47.284.889;210;198;160;160.91;0.327;-472;0.97;0.00;0.03;145;185.98;8;-2.0;53669;5;-0.35;4.2;-0.4;4.92;0.00;58.9;57.4;86.3;85.3;552;558;9137.92;4536.64;4601.28;1121.2;1074.1;10920.;51;-;-;FD1 ON
XX/04/21;18:48:19;APPROACH;AIR;AIR;AIR;4936;4936.00;1013.0;2876;2629;21.00;-22.902.805;-47.284.142;210;197;160;160.91;0.325;-474;1.01;-0.01;0.03;145;182.46;9;-1.9;53669;5;-0.35;4.6;0.1;5.98;0.00;58.3;55.0;86.0;84.8;548;552;9138.50;4536.94;4601.56;1103.1;1005.1;10920.;51;-;-;FD1 ON
XX/04/21;18:48:20;APPROACH;AIR;AIR;AIR;4932;4932.00;1013.0;2872;2629;21.00;-22.903.059;-47.283.295;209;197;160;160.91;0.325;-437;1.07;0.01;0.04;146;181.76;9;-2.3;53669;5;0.00;5.6;0.7;6.16;0.00;58.0;54.1;85.9;84.6;548;551;9139.08;4537.25;4601.83;1092.2;972.50;10920.;51;-;-;FD1 ON
XX/04/21;18:48:21;APPROACH;AIR;AIR;AIR;4928;4928.00;1013.0;2868;2629;21.00;-22.903.759;-47.282.452;209;197;160;160.91;0.325;-372;1.04;0.01;0.04;146;182.81;10;-2.6;53669;5;0.35;5.5;0.0;5.80;0.00;57.8;53.9;85.9;84.6;548;551;9139.64;4537.55;4602.09;1088.6;961.62;10920.;51;-;-;FD1 ON
