DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD;PITCH_TRM
XX/06/21;03:56:07;APPROACH;AIR;AIR;AIR;5004;5004.00;1013.0;4788;2627;24.25;-31.059.046;-60.226.135;239;214;160;160.39;0.354;-1254;0.99;-0.00;-0.03;14;109.69;19;-4.4;53379;5;-0.35;1.1;-0.1;3.87;0.00;32.4;31.4;73.8;74.3;525;567;0;0;9737.95;4837.18;4900.77;475.37;471.74;12160.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.40;-2.75;1.53;1.07;0.13;5.24
XX/06/21;03:56:08;APPROACH;AIR;AIR;AIR;4980;4980.00;1013.0;4764;2627;24.25;-31.046.858;-60.225.979;239;214;160;160.33;0.354;-1315;0.99;0.00;-0.03;14;109.69;19;-4.4;53343;5;-0.35;1.1;-0.0;3.87;0.00;32.4;31.4;73.8;74.3;525;567;0;0;9738.21;4837.31;4900.90;475.37;471.74;12160.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.40;-2.75;1.53;0.79;0.19;5.26
XX/06/21;03:56:09;APPROACH;AIR;AIR;AIR;4956;4956.00;1013.0;4740;2627;24.25;-31.037.703;-60.225.826;239;213;160;160.33;0.352;-1356;0.98;0.00;-0.03;14;109.69;19;-4.3;53343;5;0.00;1.1;-0.0;3.87;0.00;32.4;31.4;73.8;74.3;524;566;0;0;9738.47;4837.44;4901.03;471.74;471.74;12160.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.75;-2.75;2.04;0.79;0.19;5.41
XX/06/21;03:56:10;APPROACH;AIR;AIR;AIR;4936;4936.00;1013.0;4720;2627;24.25;-31.025.500;-60.225.674;239;214;160;160.33;0.353;-1344;1.01;0.00;-0.03;14;110.04;19;-4.2;53343;5;0.00;1.2;0.1;4.22;0.00;32.4;31.3;73.8;74.1;524;566;0;0;9738.73;4837.57;4901.16;475.37;471.74;12160.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.75;-3.25;2.04;0.96;0.25;5.62
XX/06/21;03:56:11;APPROACH;AIR;AIR;AIR;4912;4912.00;1013.0;4696;2627;24.25;-31.016.345;-60.225.521;239;214;160;160.33;0.352;-1336;1.02;-0.00;-0.03;14;110.04;18;-4.0;53343;5;-0.35;1.4;0.1;4.22;0.00;32.4;31.4;73.8;74.1;525;566;0;0;9739.00;4837.70;4901.29;475.37;471.74;12160.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.95;-3.25;1.76;0.96;0.13;5.59
XX/06/21;03:56:12;APPROACH;AIR;AIR;AIR;4892;4892.00;1013.0;4676;2627;24.25;-31.004.140;-60.225.368;238;214;160;160.33;0.352;-1331;1.01;0.01;-0.03;14;110.04;18;-4.0;53343;5;-0.70;1.4;0.0;4.22;0.00;32.4;31.3;73.8;74.1;524;566;0;0;9739.26;4837.84;4901.42;475.37;468.11;12160.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.95;-3.25;1.76;0.62;0.25;5.62
XX/06/21;03:56:13;APPROACH;AIR;AIR;AIR;4868;4868.00;1013.0;4652;2627;24.25;-30.991.940;-60.225.216;238;214;160;160.33;0.352;-1327;1.01;0.00;-0.03;14;110.39;18;-3.8;53343;5;-0.35;1.6;0.1;4.40;0.00;32.4;31.3;73.8;74.1;524;566;0;0;9739.52;4837.97;4901.55;475.37;471.74;12160.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.95;-3.25;1.70;0.62;0.25;5.62
XX/06/21;03:56:14;APPROACH;AIR;AIR;AIR;4848;4848.00;1013.0;4632;2627;24.25;-30.982.785;-60.225.067;238;214;160;160.33;0.352;-1325;1.01;-0.00;-0.03;14;111.09;17;-3.6;53343;5;-0.70;1.8;0.1;4.40;0.00;32.3;31.3;73.8;74.1;524;566;0;0;9739.78;4838.10;4901.68;471.74;471.74;12160.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.95;-3.20;1.70;1.13;0.13;5.62
XX/06/21;03:56:15;APPROACH;AIR;AIR;AIR;4832;4832.00;1013.0;4616;2627;24.25;-30.970.581;-60.224.918;238;214;160;160.33;0.352;-1244;1.01;0.00;-0.03;14;111.09;17;-3.6;53343;5;-1.05;1.8;0.0;4.40;0.00;32.3;31.3;73.8;74.1;524;566;0;0;9740.04;4838.23;4901.81;475.37;471.74;12160.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.80;-3.20;1.42;1.13;0.13;5.62
XX/06/21;03:56:16;APPROACH;AIR;AIR;AIR;4812;4812.00;1013.0;4596;2627;24.25;-30.961.425;-60.224.773;237;213;160;160.33;0.351;-1190;1.02;0.00;-0.03;14;110.74;16;-3.6;53343;5;-1.05;1.9;0.1;4.22;0.00;32.3;31.3;73.8;74.1;524;566;0;0;9740.31;4838.36;4901.95;475.37;471.74;12160.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.80;-3.15;1.42;1.13;0.19;5.62
