DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;FD
XX/01/21;07:11:41;APPROACH;AIR;AIR;AIR;5004;5004.00;1013.0;4652;2627;25.25;-30.750.778;-60.223.522;238;209;161;161.49;0.345;-763;0.99;0.00;-0.02;13;130.08;14;-2.6;53996;5;0.00;3.9;-0.0;5.98;0.00;32.1;31.4;73.6;74.4;520;570;7411.97;3686.61;3725.36;471.74;475.37;13280.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:11:42;APPROACH;AIR;AIR;AIR;4988;4988.00;1013.0;4636;2627;25.25;-30.741.622;-60.223.385;238;208;161;161.49;0.344;-789;0.99;0.00;-0.02;13;129.73;14;-2.6;53996;5;-0.35;3.9;-0.0;5.98;0.00;32.1;31.3;73.6;74.4;520;570;7412.23;3686.74;3725.49;471.74;471.74;13280.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:11:43;APPROACH;AIR;AIR;AIR;4976;4976.00;1013.0;4624;2627;25.25;-30.729.434;-60.223.251;237;207;161;161.49;0.342;-806;0.99;0.01;-0.02;13;129.38;14;-2.7;53996;5;-0.35;3.9;-0.0;6.16;0.00;32.1;31.3;73.6;74.4;520;569;7412.50;3686.87;3725.63;471.74;471.74;13280.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:11:44;APPROACH;AIR;AIR;AIR;4960;4960.00;1013.0;4608;2627;25.25;-30.717.268;-60.223.118;236;207;161;161.49;0.341;-817;0.98;0.00;-0.02;13;129.02;14;-2.7;53996;5;-0.35;3.7;-0.1;5.98;0.00;32.1;31.3;73.6;74.4;520;569;7412.76;3687.00;3725.76;468.11;471.74;13280.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:11:45;APPROACH;AIR;AIR;AIR;4944;4944.00;1013.0;4592;2627;25.25;-30.708.113;-60.222.980;235;206;161;161.43;0.340;-864;0.96;0.00;-0.02;13;129.02;14;-2.6;53959;5;-0.35;3.5;-0.1;5.80;0.00;32.1;31.3;73.6;74.4;520;569;7413.02;3687.13;3725.89;471.74;471.74;13280.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:11:46;APPROACH;AIR;AIR;AIR;4928;4928.00;1013.0;4576;2627;25.25;-30.695.925;-60.222.851;234;206;161;161.43;0.339;-896;0.94;0.01;-0.02;13;128.67;14;-2.7;53959;5;-0.70;3.2;-0.2;5.80;0.00;32.1;31.3;73.6;74.4;520;569;7413.28;3687.26;3726.02;471.74;471.74;13280.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:11:47;APPROACH;AIR;AIR;AIR;4908;4908.00;1013.0;4556;2627;25.25;-30.686.769;-60.222.713;234;205;161;161.43;0.338;-957;0.93;0.01;-0.02;13;128.67;14;-2.7;53959;5;-0.35;2.8;-0.3;5.63;0.00;32.0;31.3;73.6;74.4;520;569;7413.54;3687.39;3726.15;468.11;471.74;13280.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:11:48;APPROACH;AIR;AIR;AIR;4888;4888.00;1013.0;4536;2627;25.25;-30.674.582;-60.222.580;233;205;161;161.43;0.337;-1037;0.92;0.00;-0.02;13;128.67;13;-2.6;53959;5;0.00;2.6;-0.2;5.63;0.00;32.0;31.3;73.5;74.4;520;569;7413.81;3687.52;3726.28;471.74;475.37;13280.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:11:49;APPROACH;AIR;AIR;AIR;4868;4868.00;1013.0;4516;2627;25.25;-30.662.417;-60.222.450;232;204;161;161.43;0.337;-1091;0.93;-0.00;-0.02;13;129.38;13;-2.5;53959;5;0.35;2.5;-0.1;5.80;0.00;32.0;31.3;73.5;74.4;520;569;7414.07;3687.65;3726.41;471.74;475.37;13200.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:11:50;APPROACH;AIR;AIR;AIR;4844;4844.00;1013.0;4492;2627;25.25;-30.653.262;-60.222.317;232;204;161;161.43;0.336;-1166;0.95;-0.00;-0.02;13;130.43;13;-2.3;53959;5;2.46;2.5;-0.0;6.16;0.00;32.0;31.1;73.6;74.3;521;569;7414.33;3687.79;3726.55;471.74;471.74;13200.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:11:51;APPROACH;AIR;AIR;AIR;4820;4820.00;1013.0;4468;2627;25.25;-30.641.072;-60.222.187;232;204;161;161.43;0.336;-1257;0.99;-0.01;-0.01;13;131.84;12;-2.0;53959;5;4.92;2.5;-0.0;6.51;0.00;32.0;31.1;73.5;74.3;521;569;7414.60;3687.92;3726.68;471.74;478.99;13200.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:11:52;APPROACH;AIR;AIR;AIR;4796;4796.00;1013.0;4444;2627;25.25;-30.631.917;-60.222.054;231;204;161;161.43;0.335;-1317;1.01;-0.01;-0.01;14;133.24;12;-1.9;53959;5;7.73;2.6;0.1;6.51;0.00;32.0;31.3;73.5;74.3;522;571;7414.86;3688.05;3726.81;475.37;478.99;13200.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:11:53;APPROACH;AIR;AIR;AIR;4772;4772.00;1013.0;4420;2627;25.25;-30.619.736;-60.221.912;231;203;161;161.43;0.334;-1358;1.02;-0.01;-0.01;15;134.65;12;-1.9;53959;5;10.20;2.8;0.1;6.68;0.00;32.0;31.3;73.5;74.3;522;571;7415.13;3688.18;3726.94;475.37;478.99;13200.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:11:54;APPROACH;AIR;AIR;AIR;4748;4748.00;1013.0;4396;2627;25.25;-30.607.584;-60.221.767;230;202;161;161.43;0.333;-1385;1.04;-0.01;-0.01;17;136.05;12;-2.0;53959;5;13.71;3.0;0.1;6.86;0.00;32.0;31.1;73.5;74.3;522;572;7415.39;3688.31;3727.08;475.37;482.62;13200.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:11:55;APPROACH;AIR;AIR;AIR;4728;4728.00;1013.0;4376;2627;25.25;-30.598.428;-60.221.611;229;202;161;152.45;0.332;-1363;1.08;-0.01;-0.01;18;136.76;12;-2.2;53959;10;16.52;3.0;0.0;7.03;0.00;32.0;31.3;73.5;74.3;522;573;7415.66;3688.45;3727.21;475.37;482.62;13200.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:11:56;APPROACH;AIR;AIR;AIR;4708;4708.00;1013.0;4356;2627;25.25;-30.586.278;-60.221.443;228;201;161;152.45;0.330;-1310;1.09;-0.01;-0.01;20;137.11;12;-2.5;53959;10;20.39;3.3;0.2;7.21;0.00;32.0;31.3;73.5;74.3;524;573;7415.92;3688.58;3727.35;478.99;482.62;13200.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:11:57;APPROACH;AIR;AIR;AIR;4688;4688.00;1013.0;4336;2627;25.25;-30.577.123;-60.220.947;227;200;161;152.45;0.328;-1273;1.11;-0.01;-0.01;23;137.11;12;-2.6;53959;10;22.85;3.5;0.1;7.56;0.00;32.0;31.1;73.5;74.3;524;573;7416.19;3688.71;3727.48;478.99;482.62;13200.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:11:58;APPROACH;AIR;AIR;AIR;4668;4668.00;1013.0;4316;2627;25.25;-30.568.066;-60.220.432;225;199;161;152.45;0.326;-1249;1.11;-0.01;-0.01;26;137.11;12;-2.7;53959;10;25.67;3.5;0.0;7.74;0.00;32.0;31.1;73.6;74.3;524;573;7416.46;3688.84;3727.61;478.99;478.99;13200.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:11:59;APPROACH;AIR;AIR;AIR;4648;4648.00;1013.0;4296;2627;25.25;-30.556.073;-60.219.898;224;197;161;152.45;0.324;-1233;1.11;-0.01;-0.01;28;137.46;13;-2.8;53959;10;27.42;3.3;-0.1;7.74;0.00;32.0;31.1;73.6;74.3;523;573;7416.72;3688.98;3727.75;475.37;478.99;13200.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:12:00;APPROACH;AIR;AIR;AIR;4628;4628.00;1013.0;4276;2627;25.25;-30.546.918;-60.219.341;222;196;161;152.45;0.322;-1222;1.12;-0.00;0.00;31;137.81;13;-3.1;53959;10;28.48;3.3;-0.0;8.27;0.00;31.9;31.1;73.5;74.3;523;573;7416.99;3689.11;3727.88;478.99;478.99;13200.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:12:01;APPROACH;AIR;AIR;AIR;4604;4604.00;1013.0;4252;2627;25.25;-30.537.918;-60.220.783;221;195;161;152.45;0.320;-1254;1.11;-0.01;-0.00;34;137.81;14;-3.3;53959;10;29.18;3.2;-0.1;8.09;0.00;31.9;31.0;73.5;74.3;524;573;7417.25;3689.24;3728.01;471.74;478.99;13200.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:12:02;APPROACH;AIR;AIR;AIR;4584;4584.00;1013.0;4232;2627;25.25;-30.526.903;-60.222.202;220;195;161;152.45;0.319;-1276;1.08;-0.00;-0.00;37;137.81;14;-3.6;53959;10;29.18;2.8;-0.2;7.74;0.00;31.9;31.0;73.5;74.3;524;573;7417.52;3689.37;3728.15;475.37;478.99;13200.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:12:03;APPROACH;AIR;AIR;AIR;4556;4556.00;1013.0;4204;2627;25.25;-30.518.801;-60.223.293;219;194;161;152.45;0.318;-1330;1.06;-0.00;-0.01;39;138.52;14;-3.7;53959;10;29.53;2.3;-0.4;7.74;0.00;31.9;31.0;73.5;74.3;524;573;7417.78;3689.51;3728.28;478.99;478.99;13200.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:12:04;APPROACH;AIR;AIR;AIR;4532;4532.00;1013.0;4180;2627;25.25;-30.510.883;-60.224.365;217;193;161;152.45;0.317;-1406;1.07;-0.00;-0.00;42;138.87;15;-3.9;53959;10;29.18;1.9;-0.3;8.09;0.00;31.9;31.0;73.5;74.3;524;573;7418.05;3689.64;3728.41;475.37;482.62;13200.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:12:05;APPROACH;AIR;AIR;AIR;4504;4504.00;1013.0;4152;2627;25.25;-30.500.104;-60.225.418;216;193;161;152.45;0.316;-1457;1.12;-0.00;0.01;45;139.57;15;-4.0;53959;10;29.18;2.1;0.0;8.62;0.00;31.9;31.0;73.5;74.3;524;573;7418.32;3689.77;3728.55;475.37;478.99;13200.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:12:06;APPROACH;AIR;AIR;AIR;4476;4476.00;1013.0;4124;2627;25.25;-30.491.898;-60.224.731;215;192;161;152.45;0.315;-1530;1.15;-0.00;0.01;48;140.27;15;-4.0;53959;10;28.83;2.5;0.2;8.97;0.00;31.9;31.0;73.6;74.3;525;573;7418.58;3689.90;3728.68;478.99;482.62;13200.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:12:07;APPROACH;AIR;AIR;AIR;4452;4452.00;1013.0;4100;2627;25.25;-30.483.904;-60.224.495;214;192;161;152.45;0.314;-1540;1.15;-0.00;0.02;51;140.63;16;-4.1;53959;10;28.48;2.6;0.1;9.15;0.00;31.9;31.0;73.6;74.3;525;573;7418.85;3690.04;3728.81;482.62;482.62;13200.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:12:08;APPROACH;AIR;AIR;AIR;4428;4428.00;1013.0;4076;2627;25.25;-30.476.460;-60.223.934;213;191;161;152.45;0.313;-1507;1.18;-0.00;0.02;54;141.33;16;-4.2;53959;10;28.13;3.0;0.2;9.67;0.00;31.9;31.0;73.6;74.3;525;573;7419.12;3690.17;3728.95;478.99;482.62;13200.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:12:09;APPROACH;AIR;AIR;AIR;4400;4400.00;1013.0;4048;2627;25.25;-30.471.191;-60.223.362;212;191;161;152.45;0.312;-1525;1.17;-0.00;0.02;57;142.03;16;-4.2;53959;10;27.78;3.3;0.3;9.67;0.00;31.9;31.0;73.6;74.3;525;574;7419.39;3690.30;3729.08;478.99;482.62;13200.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:12:10;APPROACH;AIR;AIR;AIR;4380;4380.00;1013.0;4028;2627;25.25;-30.463.114;-60.222.771;210;190;161;152.45;0.310;-1497;1.16;-0.01;0.02;60;142.73;16;-4.1;53959;10;28.48;3.5;0.2;9.85;0.00;31.9;30.9;73.5;74.3;525;574;7419.65;3690.44;3729.22;478.99;482.62;13200.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:12:11;APPROACH;AIR;AIR;AIR;4356;4356.00;1013.0;4004;2627;25.25;-30.455.961;-60.221.859;209;189;161;152.45;0.308;-1438;1.16;-0.01;0.02;63;143.79;15;-4.0;53959;10;28.83;3.7;0.1;9.85;0.00;31.9;30.9;73.5;74.3;526;574;7419.92;3690.57;3729.35;478.99;482.62;13200.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:12:12;APPROACH;AIR;AIR;AIR;4336;4336.00;1013.0;3984;2627;25.25;-30.449.066;-60.221.249;207;188;161;152.45;0.307;-1399;1.15;-0.01;0.02;66;144.84;15;-4.2;53959;10;28.48;3.9;0.1;9.67;0.00;31.9;31.0;73.6;74.3;526;574;7420.19;3690.70;3729.49;482.62;486.25;13200.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:12:13;APPROACH;AIR;AIR;AIR;4316;4316.00;1013.0;3964;2627;25.25;-30.442.426;-60.220.627;206;187;161;152.45;0.305;-1334;1.14;-0.01;0.02;69;145.55;15;-4.3;53959;10;28.83;3.9;0.0;9.50;0.00;31.9;30.9;73.6;74.3;526;574;7420.46;3690.84;3729.62;482.62;482.62;13200.;33;AP ENGAGED;AT ENGAGED;FD1 ON
XX/01/21;07:12:14;APPROACH;AIR;AIR;AIR;4292;4292.00;1013.0;3940;2627;25.25;-30.439.374;-60.220.001;204;187;161;152.45;0.305;-1329;1.10;-0.01;0.02;71;146.60;15;-4.3;53959;10;28.83;3.5;-0.2;9.15;0.00;31.9;30.9;73.6;74.3;526;574;7420.72;3690.97;3729.75;482.62;482.62;13200.;33;AP ENGAGED;AT ENGAGED;FD1 ON
