DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCHRATE;AOAL;LOCDEV;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;AP_EGD;GPWS;GPWSM;TCAS
XX/06/18;05:22:25;FINAL APPROACH;AIR;AIR;AIR;2947;2947.00;1013.0;1071;1105;14.25;-22.965.320;-47.190.231;119;136;125;111.84;0.216;-618;4.47;-0.01;0.01;143;-72.77;0;1.5;40025;30;-2.46;2.6;0.4;3.34;-0.26;90.6;90.3;530;537;CLIMB;CLIMB;8846.86;4411.36;4435.49;1788.9;1868.8;5261.7;AP1+2 EGD;-;-;-
XX/06/18;05:22:26;FINAL APPROACH;AIR;AIR;AIR;2947;2947.00;1013.0;1071;1105;14.25;-22.965.320;-47.190.231;119;136;125;111.84;0.216;-618;6.00;-0.02;0.01;143;-72.77;0;1.5;40025;30;-2.46;3.2;0.6;3.34;-0.26;90.6;90.3;530;537;CLIMB;CLIMB;8846.86;4411.36;4435.49;1788.9;1868.8;5261.7;AP1+2 EGD;-;-;-
XX/06/18;05:22:27;FINAL APPROACH;AIR;AIR;AIR;2943;2943.00;1013.0;1067;1076;14.25;-22.965.879;-47.189.465;118;136;125;111.84;0.216;-533;5.72;-0.00;0.02;143;-72.77;0;0.8;40025;30;-3.52;4.2;1.8;2.81;-0.24;89.5;90.1;530;536;CLIMB;CLIMB;8847.87;4411.86;4436.01;1788.9;1850.6;5261.7;AP1+2 EGD;-;-;-
XX/06/18;05:22:24;FINAL APPROACH;AIR;AIR;AIR;2943;2943.00;1013.0;1067;1069;14.25;-22.966.285;-47.188.702;118;134;125;111.84;0.214;-396;2.83;0.01;0.01;143;-180.0;0;0.3;40025;30;-1.76;3.7;-0.1;1.93;-0.23;90.6;89.9;529;533;CLIMB;CLIMB;8848.86;4412.35;4436.51;1763.5;1796.2;5261.7;AP1+2 EGD;-;-;-
XX/06/18;05:22:25;FINAL APPROACH;AIR;AIR;AIR;2942;2942.00;1013.0;1066;1068;14.25;-22.966.743;-47.188.095;117;135;125;111.84;0.214;-276;5.48;-0.00;-0.01;143;-72.77;0;0.4;40025;30;-0.35;3.7;0.0;2.81;-0.20;91.1;89.6;528;529;CLIMB;CLIMB;8849.83;4412.84;4436.99;1756.3;1727.2;5261.7;AP1+2 EGD;-;-;-
XX/06/18;05:22:26;FINAL APPROACH;AIR;AIR;AIR;2943;2943.00;1013.0;1067;1068;14.25;-22.967.174;-47.187.603;117;135;125;111.84;0.214;-185;3.51;0.01;0.01;143;0.00;0;0.8;40025;30;0.35;4.0;0.4;3.87;-0.19;89.6;89.5;529;528;CLIMB;CLIMB;8850.79;4413.32;4437.46;1745.4;1701.8;5261.7;AP1+2 EGD;-;-;-
XX/06/18;05:22:27;FINAL APPROACH;AIR;AIR;AIR;2943;2943.00;1013.0;1067;1060;14.25;-22.967.556;-47.186.989;116;133;125;111.87;0.210;-114;6.00;-0.03;0.01;143;-72.77;0;1.1;40043;30;-2.81;4.6;0.5;4.22;-0.18;90.1;89.5;528;527;CLIMB;CLIMB;8851.74;4413.81;4437.93;1738.1;1683.7;5261.7;AP1+2 EGD;-;-;-
XX/06/18;05:22:28;FINAL APPROACH;AIR;AIR;AIR;2943;2943.00;1013.0;1067;1060;14.25;-22.967.556;-47.186.989;116;133;125;111.87;0.210;-114;4.30;-0.01;0.02;143;-72.77;0;1.1;40043;30;-2.81;4.6;0.2;4.22;-0.18;90.1;89.5;528;527;CLIMB;CLIMB;8851.74;4413.81;4437.93;1738.1;1683.7;5261.7;AP1+2 EGD;-;-;-
XX/06/18;05:22:29;FINAL APPROACH;AIR;AIR;AIR;2945;2945.00;1013.0;1069;1042;14.00;-22.968.090;-47.186.230;115;130;125;111.87;0.204;-56;4.59;0.01;0.01;144;-72.77;0;-0.4;40043;30;-1.76;3.9;-0.8;3.69;-0.13;90.0;89.4;527;526;CLIMB;CLIMB;8852.68;4414.29;4438.39;1720.0;1669.2;5261.7;AP1+2 EGD;-;-;-
XX/06/18;05:22:30;FINAL APPROACH;AIR;AIR;AIR;2945;2945.00;1013.0;1069;1037;14.00;-22.968.469;-47.185.619;115;131;125;111.87;0.208;-18;3.62;0.02;0.01;144;0.00;0;-0.4;40043;30;1.05;3.7;-0.3;3.69;-0.11;89.1;89.4;527;526;CLIMB;CLIMB;8853.62;4414.76;4438.85;1716.4;1665.5;5261.7;AP1+2 EGD;-;-;-
XX/06/18;05:22:31;FINAL APPROACH;AIR;AIR;AIR;2945;2945.00;1013.0;1069;1038;14.00;-22.968.774;-47.185.162;114;130;125;111.87;0.206;-12;6.00;0.00;0.01;143;-72.77;0;0.9;40043;30;0.00;3.3;-0.4;4.39;-0.10;89.3;89.4;527;526;CLIMB;CLIMB;8854.56;4415.24;4439.32;1712.7;1669.2;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:32;FINAL APPROACH;AIR;AIR;AIR;2945;2945.00;1013.0;1069;1038;14.00;-22.968.774;-47.185.162;114;130;125;111.87;0.206;-12;4.44;-0.02;0.01;143;-72.77;0;0.9;40043;30;0.00;2.6;-0.7;4.39;-0.10;89.3;89.4;527;526;CLIMB;CLIMB;8854.56;4415.24;4439.32;1712.7;1669.2;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:33;FINAL APPROACH;AIR;AIR;AIR;2938;2938.00;1013.0;1062;1052;14.00;-22.969.259;-47.184.280;114;130;125;111.87;0.206;-77;4.31;-0.01;-0.00;142;-72.77;0;1.4;40043;30;-3.16;1.2;-2.3;2.64;-0.08;91.0;89.4;527;525;CLIMB;CLIMB;8855.49;4415.71;4439.78;1701.8;1669.2;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:34;FINAL APPROACH;AIR;AIR;AIR;2938;2938.00;1013.0;1062;1052;14.00;-22.969.259;-47.184.280;114;130;125;111.87;0.206;-77;1.64;-0.00;0.00;142;-72.77;0;1.4;40043;30;-3.16;1.1;-0.8;2.64;-0.08;91.0;89.4;527;525;CLIMB;CLIMB;8855.49;4415.71;4439.78;1701.8;1669.2;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:35;FINAL APPROACH;AIR;AIR;AIR;2921;2921.00;1013.0;1045;1084;14.00;-22.969.892;-47.183.365;115;133;125;111.87;0.210;-289;5.43;0.00;0.01;143;-72.77;0;0.3;40043;30;-0.70;1.4;-0.1;3.52;-0.04;90.1;89.4;527;525;CLIMB;CLIMB;8856.43;4416.18;4440.25;1698.2;1665.5;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:28;FINAL APPROACH;AIR;AIR;AIR;2912;2912.00;1013.0;1036;1092;14.25;-22.970.274;-47.182.789;115;133;125;111.87;0.212;-451;3.70;0.00;0.00;143;-180.0;0;0.5;40043;30;0.35;1.8;0.3;3.87;-0.01;89.8;89.0;527;522;CLIMB;CLIMB;8857.35;4416.65;4440.69;1694.6;1611.1;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:29;FINAL APPROACH;AIR;AIR;AIR;2912;2912.00;1013.0;1036;1092;14.25;-22.970.274;-47.182.789;115;133;125;111.87;0.212;-451;6.00;-0.01;-0.01;143;-180.0;0;0.5;40043;30;0.35;1.8;0.1;3.87;-0.01;89.8;89.0;527;522;CLIMB;CLIMB;8857.35;4416.65;4440.69;1694.6;1611.1;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:30;FINAL APPROACH;AIR;AIR;AIR;2895;2895.00;1013.0;1019;1099;14.25;-22.970.832;-47.181.873;115;132;125;111.87;0.210;-560;5.44;-0.01;-0.02;143;0.00;0;0.8;40043;30;-0.35;1.8;0.1;3.87;0.06;88.0;88.1;517;515;IDLE;CLIMB;8858.19;4417.08;4441.11;1542.2;1495.0;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:31;FINAL APPROACH;AIR;AIR;AIR;2886;2886.00;1013.0;1010;1097;14.25;-22.971.265;-47.181.263;115;132;125;111.87;0.210;-632;2.70;0.01;-0.02;143;-72.77;0;0.4;40043;30;1.05;1.4;-0.2;2.99;0.08;86.8;87.9;505;515;IDLE;CLIMB;8858.98;4417.47;4441.51;1397.0;1451.5;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:32;FINAL APPROACH;AIR;AIR;AIR;2877;2877.00;1013.0;1001;1086;14.25;-22.971.647;-47.180.771;115;133;125;111.87;0.210;-602;3.04;0.00;-0.03;144;-180.0;0;0.6;40043;30;1.76;0.7;-0.6;1.76;0.09;87.3;87.9;503;516;IDLE;CLIMB;8859.76;4417.84;4441.91;1353.5;1436.9;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:33;FINAL APPROACH;AIR;AIR;AIR;2866;2866.00;1013.0;990;1076;14.50;-22.971.979;-47.180.161;115;132;125;111.87;0.208;-601;2.45;-0.01;-0.04;143;-72.77;0;1.1;40043;30;1.76;0.4;-0.3;3.87;0.09;88.3;87.9;503;516;IDLE;CLIMB;8860.52;4418.21;4442.31;1331.7;1429.7;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:34;FINAL APPROACH;AIR;AIR;AIR;2866;2866.00;1013.0;990;1076;14.50;-22.971.979;-47.180.161;115;132;125;111.87;0.208;-601;3.08;-0.04;-0.02;143;-72.77;0;1.1;40043;30;1.76;0.4;-0.1;3.87;0.09;88.3;87.9;503;516;IDLE;CLIMB;8860.52;4418.21;4442.31;1331.7;1429.7;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:35;FINAL APPROACH;AIR;AIR;AIR;2841;2841.00;1013.0;965;1067;14.25;-22.972.562;-47.179.520;115;131;125;111.87;0.206;-759;2.80;-0.02;-0.02;145;-72.77;0;0.3;40043;30;0.35;0.4;-0.1;3.87;0.11;87.3;87.4;501;514;IDLE;IDLE;8861.28;4418.58;4442.70;1313.6;1400.6;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:36;FINAL APPROACH;AIR;AIR;AIR;2841;2841.00;1013.0;965;1067;14.25;-22.972.562;-47.179.520;115;131;125;111.87;0.206;-759;3.90;0.02;-0.02;145;-72.77;0;0.3;40043;30;0.35;0.0;-0.4;3.87;0.11;87.3;87.4;501;514;IDLE;IDLE;8861.28;4418.58;4442.70;1313.6;1400.6;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:37;FINAL APPROACH;AIR;AIR;AIR;2810;2810.00;1013.0;934;1035;14.25;-22.973.148;-47.178.669;115;132;125;111.87;0.210;-1063;4.62;-0.00;-0.01;146;-72.77;0;0.0;40043;30;0.70;-0.4;-0.7;5.27;0.17;86.6;87.3;499;513;IDLE;IDLE;8862.02;4418.94;4443.08;1313.6;1378.9;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:38;FINAL APPROACH;AIR;AIR;AIR;2810;2810.00;1013.0;934;1035;14.25;-22.973.148;-47.178.669;115;132;125;111.87;0.210;-1063;6.00;0.01;-0.02;146;-72.77;0;0.0;40043;30;0.70;0.0;0.1;5.27;0.17;86.6;87.3;499;513;IDLE;IDLE;8862.02;4418.94;4443.08;1313.6;1378.9;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:39;FINAL APPROACH;AIR;AIR;AIR;2778;2778.00;1013.0;902;991;14.50;-22.973.760;-47.177.841;116;133;125;111.87;0.210;-1336;6.00;-0.01;-0.02;146;-72.77;0;0.6;40043;30;0.00;0.2;0.3;3.87;0.17;88.4;87.3;498;512;IDLE;IDLE;8862.77;4419.31;4443.46;1317.2;1375.2;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:36;FINAL APPROACH;AIR;AIR;AIR;2764;2764.00;1013.0;888;967;14.50;-22.974.218;-47.177.261;116;134;125;111.87;0.212;-1351;6.00;-0.01;-0.03;146;-180.0;0;0.8;40043;30;-1.05;0.2;0.1;4.04;0.17;88.1;87.3;497;513;IDLE;IDLE;8863.52;4419.68;4443.85;1317.2;1382.5;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:37;FINAL APPROACH;AIR;AIR;AIR;2750;2750.00;1013.0;874;966;14.50;-22.974.676;-47.176.529;116;133;125;111.87;0.210;-1182;6.00;-0.00;-0.02;146;-72.77;0;0.5;40043;30;-1.41;0.7;0.5;4.04;0.15;86.3;87.3;497;512;IDLE;IDLE;8864.27;4420.04;4444.23;1320.8;1382.5;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:38;FINAL APPROACH;AIR;AIR;AIR;2737;2737.00;1013.0;861;945;14.75;-22.975.082;-47.175.888;116;134;125;111.87;0.212;-1059;4.41;0.01;-0.02;146;0.00;0;0.4;40043;30;-1.05;0.9;0.2;3.52;0.15;87.1;87.3;497;512;IDLE;IDLE;8865.03;4420.41;4444.62;1317.2;1393.4;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:39;FINAL APPROACH;AIR;AIR;AIR;2737;2737.00;1013.0;861;945;14.75;-22.975.082;-47.175.888;116;134;125;111.87;0.212;-1059;4.63;-0.01;-0.03;146;0.00;0;0.4;40043;30;-1.05;0.7;-0.2;3.52;0.15;87.1;87.3;497;512;IDLE;IDLE;8865.03;4420.41;4444.62;1317.2;1393.4;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:40;FINAL APPROACH;AIR;AIR;AIR;2737;2737.00;1013.0;861;945;14.75;-22.975.082;-47.175.888;116;134;125;111.87;0.212;-1059;4.63;-0.01;-0.03;146;0.00;0;0.4;40043;30;-1.05;0.7;-0.2;3.52;0.15;87.1;87.3;497;512;IDLE;IDLE;8865.03;4420.41;4444.62;1317.2;1393.4;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:41;FINAL APPROACH;AIR;AIR;AIR;2737;2737.00;1013.0;861;945;14.75;-22.975.082;-47.175.888;116;134;125;111.87;0.212;-1059;4.63;-0.01;-0.03;146;0.00;0;0.4;40043;30;-1.05;0.7;-0.2;3.52;0.15;87.1;87.3;497;512;IDLE;IDLE;8865.03;4420.41;4444.62;1317.2;1393.4;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:42;FINAL APPROACH;AIR;AIR;AIR;2686;2686.00;1013.0;810;861;14.75;-22.976.022;-47.174.637;116;134;125;111.87;0.212;-1343;5.46;-0.00;-0.04;145;0.00;0;1.2;40043;30;-2.11;-0.2;-1.3;2.81;0.15;86.8;86.5;492;507;IDLE;IDLE;8865.74;4420.76;4444.98;1277.3;1299.0;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:43;FINAL APPROACH;AIR;AIR;AIR;2671;2671.00;1013.0;795;843;15.00;-22.976.480;-47.173.874;116;134;125;111.87;0.212;-1553;6.00;-0.01;-0.04;145;-72.77;0;1.1;40043;30;-1.76;-0.2;-0.1;3.16;0.15;86.0;86.3;492;506;IDLE;IDLE;8866.46;4421.12;4445.34;1277.3;1291.8;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:40;FINAL APPROACH;AIR;AIR;AIR;2658;2658.00;1013.0;782;833;15.00;-22.976.938;-47.173.264;116;134;125;111.87;0.212;-1318;6.00;-0.00;-0.04;145;-180.0;0;0.8;40043;30;-0.35;0.2;0.2;3.87;0.15;86.0;86.3;492;507;IDLE;IDLE;8867.16;4421.47;4445.69;1270.0;1277.3;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:41;FINAL APPROACH;AIR;AIR;AIR;2642;2642.00;1013.0;766;822;15.00;-22.977.396;-47.172.653;116;133;125;111.87;0.210;-1170;6.00;-0.00;-0.04;145;-72.77;0;0.5;40043;30;0.35;0.2;0.0;3.52;0.16;88.3;86.3;492;508;IDLE;IDLE;8867.87;4421.83;4446.05;1277.3;1273.6;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:42;FINAL APPROACH;AIR;AIR;AIR;2628;2628.00;1013.0;752;820;14.75;-22.977.853;-47.171.890;116;133;125;111.87;0.210;-1081;6.00;-0.01;-0.03;146;0.00;0;0.4;40043;30;0.00;-0.2;-0.3;4.22;0.17;87.1;86.3;492;508;IDLE;IDLE;8868.58;4422.18;4446.40;1273.6;1273.6;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:43;FINAL APPROACH;AIR;AIR;AIR;2613;2613.00;1013.0;737;817;15.00;-22.978.212;-47.171.463;116;133;125;111.87;0.210;-1011;6.00;-0.00;-0.03;146;-72.77;0;0.4;40043;30;-0.70;-0.4;-0.2;2.99;0.16;86.1;86.3;491;508;IDLE;IDLE;8869.29;4422.53;4446.75;1273.6;1273.6;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:44;FINAL APPROACH;AIR;AIR;AIR;2597;2597.00;1013.0;721;807;15.00;-22.978.540;-47.171.040;116;135;125;111.87;0.214;-985;6.00;0.00;-0.04;146;-180.0;0;0.3;40043;30;-1.41;-0.4;0.1;3.16;0.16;86.1;86.3;491;508;IDLE;IDLE;8870.00;4422.89;4447.11;1277.3;1277.3;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:45;FINAL APPROACH;AIR;AIR;AIR;2581;2581.00;1013.0;705;793;15.00;-22.978.899;-47.170.517;116;134;125;111.87;0.212;-976;6.00;-0.00;-0.04;146;-72.77;0;0.4;40043;30;-2.11;-0.2;0.3;4.22;0.15;87.0;86.3;491;509;IDLE;IDLE;8870.71;4423.24;4447.46;1277.3;1277.3;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:46;FINAL APPROACH;AIR;AIR;AIR;2566;2566.00;1013.0;690;758;15.25;-22.979.227;-47.170.090;116;132;125;111.87;0.208;-961;6.00;-0.01;-0.03;146;0.00;0;0.1;40043;30;-2.81;0.0;0.2;4.22;0.16;88.0;86.3;491;508;IDLE;IDLE;8871.42;4423.60;4447.82;1277.3;1277.3;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:47;FINAL APPROACH;AIR;AIR;AIR;2551;2551.00;1013.0;675;725;15.25;-22.979.585;-47.169.666;116;131;125;111.87;0.208;-941;6.00;-0.01;-0.03;146;-72.77;0;-0.4;40043;30;-2.81;0.4;0.2;5.45;0.15;86.8;86.3;490;508;IDLE;IDLE;8872.13;4423.96;4448.18;1280.9;1280.9;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:48;FINAL APPROACH;AIR;AIR;AIR;2551;2551.00;1013.0;675;725;15.25;-22.979.585;-47.169.666;116;131;125;111.87;0.208;-941;6.00;0.01;-0.02;146;-72.77;0;-0.4;40043;30;-2.81;0.4;0.1;5.45;0.15;86.8;86.3;490;508;IDLE;IDLE;8872.13;4423.96;4448.18;1280.9;1280.9;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:49;FINAL APPROACH;AIR;AIR;AIR;2551;2551.00;1013.0;675;725;15.25;-22.979.585;-47.169.666;116;131;125;111.87;0.208;-941;6.00;0.01;-0.02;146;-72.77;0;-0.4;40043;30;-2.81;0.4;0.1;5.45;0.15;86.8;86.3;490;508;IDLE;IDLE;8872.13;4423.96;4448.18;1280.9;1280.9;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:50;FINAL APPROACH;AIR;AIR;AIR;2507;2507.00;1013.0;631;643;15.25;-22.980.295;-47.168.716;117;133;125;111.87;0.208;-1215;6.00;-0.00;-0.04;146;0.00;0;0.3;40043;30;2.11;0.0;-0.4;3.16;0.17;88.0;86.3;490;508;IDLE;IDLE;8872.84;4424.31;4448.53;1277.3;1270.0;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:51;FINAL APPROACH;AIR;AIR;AIR;2494;2494.00;1013.0;618;618;15.25;-22.980.728;-47.168.076;116;132;125;111.87;0.208;-1378;6.00;-0.01;-0.04;146;-72.77;0;0.7;40043;30;2.46;0.4;0.3;3.52;0.17;87.5;86.3;490;508;IDLE;IDLE;8873.55;4424.67;4448.88;1277.3;1273.6;5152.8;-;-;-;-
XX/06/18;05:22:48;FINAL APPROACH;AIR;AIR;AIR;2480;2480.00;1013.0;604;595;15.25;-22.981.134;-47.167.526;116;131;125;111.87;0.206;-1191;6.00;-0.01;-0.03;146;-180.0;0;1.0;40043;30;1.76;0.7;0.4;3.69;0.19;86.0;86.3;490;508;IDLE;IDLE;8874.26;4425.02;4449.24;1277.3;1277.3;5152.8;AP2 EGD;-;-;-
XX/06/18;05:22:49;FINAL APPROACH;AIR;AIR;AIR;2463;2463.00;1013.0;587;576;15.25;-22.981.567;-47.167.038;116;132;125;111.87;0.208;-1105;6.00;-0.00;-0.04;146;-72.77;0;0.9;40043;30;1.05;0.9;0.1;3.87;0.21;86.5;86.3;490;508;IDLE;IDLE;8874.97;4425.38;4449.59;1277.3;1277.3;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:50;FINAL APPROACH;AIR;AIR;AIR;2448;2448.00;1013.0;572;575;15.25;-22.981.973;-47.166.397;116;131;125;111.87;0.206;-1057;6.00;0.00;-0.03;147;0.00;0;1.0;40043;30;0.35;1.1;0.1;4.39;0.21;86.3;87.4;490;517;IDLE;CLIMB;8875.71;4425.73;4449.98;1277.3;1407.9;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:51;FINAL APPROACH;AIR;AIR;AIR;2432;2432.00;1013.0;556;568;15.50;-22.982.332;-47.165.970;116;131;125;111.87;0.206;-1015;6.00;-0.01;-0.01;147;-72.77;0;1.1;40043;30;-2.11;1.8;0.6;5.27;0.20;88.4;88.5;493;530;IDLE;CLIMB;8876.51;4426.09;4450.42;1313.6;1560.3;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:52;FINAL APPROACH;AIR;AIR;AIR;2419;2419.00;1013.0;543;550;15.25;-22.982.660;-47.165.546;116;133;125;111.87;0.210;-967;5.64;-0.00;0.02;147;-180.0;0;0.5;40043;30;-3.52;2.6;0.8;5.27;0.19;89.5;89.3;497;532;CLIMB;CLIMB;8877.36;4426.48;4450.88;1386.1;1672.8;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:53;FINAL APPROACH;AIR;AIR;AIR;2407;2407.00;1013.0;531;531;15.25;-22.983.018;-47.165.024;116;134;125;111.87;0.210;-895;6.00;-0.00;0.01;147;-72.77;0;-0.1;40043;30;-3.16;2.5;-0.1;4.39;0.15;88.3;89.4;510;527;CLIMB;CLIMB;8878.26;4426.90;4451.36;1516.8;1709.1;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:54;FINAL APPROACH;AIR;AIR;AIR;2396;2396.00;1013.0;520;516;15.75;-22.983.346;-47.164.597;116;133;125;111.87;0.208;-828;6.00;0.01;0.01;147;0.00;0;-0.7;40043;30;-1.76;2.3;-0.1;3.34;0.12;90.0;89.4;509;525;CLIMB;CLIMB;8879.17;4427.34;4451.83;1567.6;1701.8;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:55;FINAL APPROACH;AIR;AIR;AIR;2396;2396.00;1013.0;520;516;15.75;-22.983.346;-47.164.597;116;133;125;111.87;0.208;-828;3.68;0.02;0.01;147;0.00;0;-0.7;40043;30;-1.76;3.0;0.7;3.34;0.12;90.0;89.4;509;525;CLIMB;CLIMB;8879.17;4427.34;4451.83;1567.6;1701.8;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:56;FINAL APPROACH;AIR;AIR;AIR;2384;2384.00;1013.0;508;501;15.75;-22.983.881;-47.163.834;116;133;125;111.87;0.208;-782;6.00;-0.00;0.01;147;-180.0;0;0.2;40043;30;0.70;3.2;0.7;4.22;0.11;88.4;89.3;510;523;CLIMB;CLIMB;8880.07;4427.78;4452.29;1589.3;1676.4;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:57;FINAL APPROACH;AIR;AIR;AIR;2384;2384.00;1013.0;508;501;15.75;-22.983.881;-47.163.834;116;133;125;111.87;0.208;-782;5.49;-0.02;-0.00;147;-180.0;0;0.2;40043;30;0.70;2.6;-0.3;4.22;0.11;88.4;89.3;510;523;CLIMB;CLIMB;8880.07;4427.78;4452.29;1589.3;1676.4;5152.8;AP1+2 EGD;-;-;-
XX/06/18;05:22:58;FINAL APPROACH;AIR;AIR;AIR;2375;2375.00;1013.0;499;491;15.75;-22.984.441;-47.163.193;116;135;125;111.87;0.212;-732;6.00;-0.01;-0.02;147;0.00;0;0.4;40043;30;-1.05;1.8;-1.3;3.52;0.10;88.3;89.0;511;521;CLIMB;CLIMB;8880.97;4428.22;4452.75;1585.7;1629.3;5152.8;AP1 EGD;-;-;-
XX/06/18;05:22:59;FINAL APPROACH;AIR;AIR;AIR;2375;2375.00;1013.0;499;491;15.75;-22.984.441;-47.163.193;116;135;125;111.87;0.212;-732;5.61;0.01;-0.00;147;0.00;0;0.4;40043;30;-1.05;1.9;-0.3;3.52;0.10;88.3;89.0;511;521;CLIMB;CLIMB;8880.97;4428.22;4452.75;1585.7;1629.3;5152.8;AP1 EGD;-;-;-
XX/06/18;05:23:00;FINAL APPROACH;AIR;AIR;AIR;2363;2363.00;1013.0;487;484;15.75;-22.985.052;-47.162.308;115;133;125;111.87;0.208;-698;5.97;-0.00;-0.01;147;-180.0;0;0.0;40043;30;-0.35;2.6;0.8;4.39;0.07;89.9;88.4;507;515;CLIMB;CLIMB;8881.82;4428.65;4453.17;1542.2;1534.9;5152.8;-;-;-;-
XX/06/18;05:23:01;FINAL APPROACH;AIR;AIR;AIR;2359;2359.00;1013.0;483;456;15.75;-22.985.509;-47.161.732;115;131;125;111.87;0.204;-626;6.00;0.00;0.00;147;-72.77;0;0.1;40043;30;-0.70;3.5;0.8;4.75;0.04;87.9;88.4;507;517;CLIMB;CLIMB;8882.67;4429.07;4453.60;1527.7;1527.7;5152.8;-;-;-;-
XX/06/18;05:23:02;FINAL APPROACH;AIR;AIR;AIR;2359;2359.00;1013.0;483;456;15.75;-22.985.509;-47.161.732;115;131;125;111.87;0.204;-626;6.00;-0.01;-0.00;147;-72.77;0;0.1;40043;30;-0.70;3.5;0.2;4.75;0.04;87.9;88.4;507;517;CLIMB;CLIMB;8882.67;4429.07;4453.60;1527.7;1527.7;5152.8;-;-;-;-
XX/06/18;05:23:03;FINAL APPROACH;AIR;AIR;AIR;2359;2359.00;1013.0;483;456;15.75;-22.985.509;-47.161.732;115;131;125;111.87;0.204;-626;6.00;-0.01;-0.00;147;-72.77;0;0.1;40043;30;-0.70;3.5;0.2;4.75;0.04;87.9;88.4;507;517;CLIMB;CLIMB;8882.67;4429.07;4453.60;1527.7;1527.7;5152.8;-;-;-;-
XX/06/18;05:23:04;FINAL APPROACH;AIR;AIR;AIR;2345;2345.00;1013.0;469;426;15.75;-22.986.272;-47.160.477;113;129;125;111.87;0.200;-598;5.63;-0.00;-0.01;147;-180.0;0;0.5;40043;30;-1.41;2.8;-0.8;4.57;0.09;89.8;88.4;507;521;CLIMB;CLIMB;8883.51;4429.49;4454.02;1505.9;1524.0;5152.8;-;-;-;-
XX/06/18;05:23:05;FINAL APPROACH;AIR;AIR;AIR;2338;2338.00;1013.0;462;420;15.75;-22.986.778;-47.159.714;113;128;125;111.87;0.200;-608;6.00;-0.03;-0.00;146;-72.77;0;1.1;40043;30;-3.87;2.5;-0.5;3.69;0.04;88.6;88.4;505;521;IDLE;CLIMB;8884.35;4429.90;4454.45;1480.5;1527.7;5152.8;-;-;-;-
