DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;ROLL_CPT;PITCH;PITCH_CPT;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD_PDL_FORCE;RUDD;PITCH_TRM;VHF_KEYING_L;VHF_KEYING_R;AP_OFF
XX/09/22;14:09:57;APPROACH;AIR;AIR;AIR;5009;5057.00;1013.0;2925;2055;24.75;-22.827.835;-47.245.621;208;185;163;163.59;0.306;-1315;1.05;0.01;0.04;-123;-72.77;0;-0.9;55175;5;-1.41;3.24;5.4;6.63;0.6;10.02;3.90;34.3;34.9;75.5;74.8;589;604;IDLE;IDLE;8108.13;4083.59;4024.54;1338.0;1350.2;4644.8;35;AP ENGAGED;AT ENGAGED;0;0;-;-4.79;-3.26;1.17;-1.10;616.50;0.63;6.33;1;1;0
XX/09/22;14:09:58;APPROACH;AIR;AIR;AIR;4990;5038.00;1013.0;2906;2055;24.75;-22.828.598;-47.246.330;208;185;163;163.59;0.304;-1267;1.05;0.01;0.04;-123;0.00;0;-1.0;55175;5;-1.05;3.09;5.8;6.61;0.5;9.84;3.93;34.3;34.9;75.7;74.8;589;604;IDLE;IDLE;8108.88;4083.96;4024.92;1338.0;1350.2;4644.8;35;AP ENGAGED;AT ENGAGED;0;0;-;-4.74;-3.31;1.23;-1.04;-1233.00;0.63;6.30;1;1;0
XX/09/22;14:09:59;APPROACH;AIR;AIR;AIR;4972;5020.00;1013.0;2888;2055;24.75;-22.829.361;-47.246.941;207;184;163;163.59;0.304;-1215;1.04;0.01;0.04;-123;-72.77;0;-1.1;55175;5;-1.05;3.02;5.8;6.61;0.1;9.84;3.95;34.3;34.9;75.4;74.8;589;604;IDLE;IDLE;8109.63;4084.33;4025.29;1338.0;1350.2;4644.8;35;AP ENGAGED;AT ENGAGED;0;0;-;-4.69;-3.31;1.23;-0.99;-1233.00;0.76;6.30;1;1;0
XX/09/22;14:10:00;APPROACH;AIR;AIR;AIR;4957;5006.00;1013.0;2873;2055;25.00;-22.830.123;-47.247.547;207;184;163;163.59;0.302;-1141;1.03;0.01;0.03;-123;-180.0;0;-1.2;55175;5;-0.70;2.87;6.0;6.59;0.1;9.67;3.99;34.3;34.9;74.3;74.8;590;604;IDLE;IDLE;8110.37;4084.70;4025.67;1338.0;1350.2;4644.8;35;AP ENGAGED;AT ENGAGED;0;0;-;-4.74;-3.36;1.34;-0.87;-1233.00;0.76;6.30;1;1;0
XX/09/22;14:10:01;APPROACH;AIR;AIR;AIR;4942;4991.00;1013.0;2858;2055;25.00;-22.830.886;-47.248.158;206;183;162;163.59;0.302;-1061;1.01;0.01;0.03;-123;-72.77;0;-1.3;55175;5;-0.35;2.65;6.2;6.59;0.2;9.67;4.04;34.3;34.9;74.3;74.9;590;605;IDLE;IDLE;8111.12;4085.08;4026.05;1344.1;1356.2;4644.8;35;AP ENGAGED;AT ENGAGED;0;0;-;-4.69;-3.36;1.46;-0.75;-1233.00;0.76;6.30;1;1;0
XX/09/22;14:10:02;APPROACH;AIR;AIR;AIR;4928;4978.00;1013.0;2844;2055;25.00;-22.831.649;-47.248.768;205;182;162;163.59;0.300;-998;1.00;0.01;0.03;-123;0.00;0;-1.3;55175;5;-0.35;2.21;6.3;6.59;0.3;9.67;4.09;34.9;34.9;73.9;74.9;590;605;IDLE;IDLE;8111.88;4085.45;4026.42;1356.2;1356.2;4644.8;35;AP ENGAGED;AT ENGAGED;0;0;-;-4.69;-3.41;1.58;-0.58;-1233.00;0.76;6.30;1;1;0
XX/09/22;14:10:03;APPROACH;AIR;AIR;AIR;4916;4965.00;1013.0;2832;2055;25.00;-22.832.336;-47.249.340;204;181;162;163.56;0.298;-926;1.00;0.01;0.04;-123;-72.77;0;-1.3;55157;5;0.00;1.91;6.5;6.59;0.3;9.84;4.13;37.7;36.5;75.4;76.3;613;621;IDLE;IDLE;8112.76;4085.89;4026.87;1581.3;1617.8;4644.8;35;AP ENGAGED;AT ENGAGED;0;0;-;-4.64;-3.41;1.64;-0.52;-1233.00;0.76;6.30;1;1;0
XX/09/22;14:10:04;APPROACH;AIR;AIR;AIR;4904;4952.00;1013.0;2820;2055;25.00;-22.833.023;-47.250.046;204;181;162;163.56;0.298;-858;1.01;0.01;0.04;-123;-180.0;0;-1.2;55157;5;-0.35;2.72;6.7;6.47;0.3;9.84;4.18;41.6;40.8;80.4;80.0;651;665;IDLE;IDLE;8113.82;4086.40;4027.42;1824.6;1964.4;4644.8;35;AP ENGAGED;AT ENGAGED;0;0;-;-4.54;-3.55;1.34;-0.81;-1233.00;0.70;6.30;1;1;0
XX/09/22;14:10:05;APPROACH;AIR;AIR;AIR;4893;4941.00;1013.0;2809;2055;25.00;-22.833.709;-47.250.557;203;181;162;163.56;0.298;-803;1.02;0.01;0.06;-123;-72.77;0;-1.3;55157;5;-0.70;2.94;6.9;6.30;0.2;9.84;4.21;48.8;47.7;82.9;83.5;672;680;IDLE;IDLE;8115.00;4086.99;4028.02;2116.5;2159.1;4644.8;35;AP ENGAGED;AT ENGAGED;0;0;-;-4.30;-3.80;1.23;-0.99;616.50;0.76;6.36;1;1;0
XX/09/22;14:10:06;APPROACH;AIR;AIR;AIR;4883;4931.00;1013.0;2799;2055;25.00;-22.834.396;-47.251.263;203;181;162;163.56;0.298;-746;1.02;0.01;0.07;-122;0.00;0;-1.5;55157;5;-0.70;2.94;7.0;6.13;0.1;9.84;4.25;54.0;53.5;84.1;84.8;651;661;IDLE;IDLE;8116.26;4087.60;4028.65;2213.8;2292.9;4644.8;35;AP ENGAGED;AT ENGAGED;0;0;-;-4.10;-4.05;1.23;-0.93;1232.40;0.76;6.27;1;1;0
