DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCHRATE;AOAL;LOCDEV;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;GPWS;GPWSM;TCAS
XX/03/19;22:58:38;FINAL APPROACH;AIR;AIR;AIR;5012;5012.00;1013.0;3088;2627;21.00;-22.921.817;-47.259.644;169;172;139;120.82;0.285;-1261;1.04;-0.02;-0.10;139;114.26;17;1.5;40152;15;-3.87;0.2;-0.0;2.29;0.00;73.4;73.9;527;558;-;-;2975.14;1484.62;1490.52;457.22;460.85;11840.;EXTENDED;0;WARNING;-;-
XX/03/19;22:58:39;FINAL APPROACH;AIR;AIR;AIR;4992;4992.00;1013.0;3068;2627;21.00;-22.922.456;-47.258.965;167;173;139;120.82;0.285;-1201;0.95;-0.00;-0.10;139;112.85;18;1.4;40152;15;-3.16;-0.2;-0.2;1.93;0.00;73.4;73.9;528;560;-;-;2975.40;1484.75;1490.65;457.22;460.85;11840.;EXTENDED;0;WARNING;-;-
XX/03/19;22:58:40;FINAL APPROACH;AIR;AIR;AIR;4972;4972.00;1013.0;3048;2627;20.50;-22.922.691;-47.258.232;167;172;139;120.82;0.284;-1201;0.94;0.00;-0.10;139;112.85;19;1.1;40152;15;-2.11;-0.7;-0.4;1.93;0.00;73.9;73.9;538;561;-;-;2975.66;1484.89;1490.78;493.51;460.85;11840.;EXTENDED;0;WARNING;-;-
XX/03/19;22:58:41;FINAL APPROACH;AIR;AIR;AIR;4948;4948.00;1013.0;3024;2627;20.25;-22.922.925;-47.257.557;165;173;139;120.82;0.285;-1240;0.95;-0.00;-0.10;139;113.20;20;1.1;40152;15;-0.70;-0.9;-0.2;1.93;0.00;74.9;73.9;551;562;-;-;2975.94;1485.03;1490.90;529.80;460.85;11840.;EXTENDED;0;WARNING;-;-
XX/03/19;22:58:42;FINAL APPROACH;AIR;AIR;AIR;4928;4928.00;1013.0;3004;2627;20.25;-22.923.156;-47.256.886;165;172;139;120.82;0.284;-1267;0.96;-0.01;-0.10;139;113.55;21;1.1;40152;15;1.76;-1.1;-0.1;2.11;0.00;75.4;73.9;549;563;-;-;2976.21;1485.18;1491.03;526.17;460.85;11840.;EXTENDED;0;WARNING;-;-
XX/03/19;22:58:43;FINAL APPROACH;AIR;AIR;AIR;4904;4904.00;1013.0;2980;2627;20.00;-22.923.690;-47.256.218;164;173;138;120.82;0.285;-1284;0.97;-0.00;-0.10;139;113.20;22;1.4;40152;15;2.81;-1.4;-0.2;2.11;0.00;75.5;73.9;544;564;-;-;2976.48;1485.32;1491.16;511.65;464.48;11840.;EXTENDED;0;WARNING;-;-
XX/03/19;22:58:44;FINAL APPROACH;AIR;AIR;AIR;4876;4876.00;1013.0;2952;2627;20.00;-22.924.224;-47.255.493;163;172;138;120.82;0.284;-1375;0.92;-0.00;-0.10;139;113.20;23;1.4;40152;15;2.81;-1.8;-0.3;1.76;0.00;75.6;73.9;542;564;-;-;2976.75;1485.46;1491.29;508.02;460.85;11840.;EXTENDED;0;WARNING;-;-
XX/03/19;22:58:45;FINAL APPROACH;AIR;AIR;AIR;4852;4852.00;1013.0;2928;2627;20.00;-22.924.848;-47.254.822;163;171;138;120.82;0.282;-1436;0.95;0.00;-0.10;140;113.20;23;1.2;40152;15;2.11;-1.9;-0.2;2.29;0.00;75.6;73.9;540;565;-;-;2977.02;1485.60;1491.42;504.40;464.48;11840.;EXTENDED;0;WARNING;-;-
XX/03/19;22:58:46;FINAL APPROACH;AIR;AIR;AIR;4824;4824.00;1013.0;2900;2627;20.00;-22.925.472;-47.254.158;162;171;138;120.82;0.281;-1477;0.95;0.01;-0.10;140;113.91;23;1.1;40152;15;0.00;-2.3;-0.2;2.29;0.00;75.6;73.9;540;565;-;-;2977.29;1485.74;1491.55;504.40;464.48;11840.;EXTENDED;0;WARNING;-;-
XX/03/19;22:58:47;FINAL APPROACH;AIR;AIR;AIR;4792;4792.00;1013.0;2868;2627;20.00;-22.925.651;-47.253.494;162;171;138;120.82;0.281;-1584;0.96;0.01;-0.09;140;114.61;23;1.0;40152;15;-1.41;-2.5;-0.2;2.11;0.00;75.6;73.9;540;565;-;-;2977.56;1485.88;1491.68;504.40;468.11;11840.;EXTENDED;0;WARNING;-;-
XX/03/19;22:58:48;FINAL APPROACH;AIR;AIR;AIR;4764;4764.00;1013.0;2840;2627;20.00;-22.925.827;-47.252.762;161;171;138;120.82;0.281;-1655;0.96;0.01;-0.09;140;114.96;23;1.1;40152;15;-1.76;-2.6;-0.1;2.29;0.00;75.6;73.9;540;565;-;-;2977.83;1486.02;1491.81;504.40;464.48;11840.;EXTENDED;0;WARNING;-;-
XX/03/19;22:58:49;FINAL APPROACH;AIR;AIR;AIR;4736;4736.00;1013.0;2812;2627;20.00;-22.926.307;-47.252.090;161;171;138;120.82;0.282;-1663;0.96;0.00;-0.10;139;114.96;23;1.2;40152;15;-1.76;-2.8;-0.1;2.11;0.00;75.6;73.9;539;565;-;-;2978.10;1486.16;1491.94;504.40;468.11;11840.;EXTENDED;0;WARNING;-;-
XX/03/19;22:58:50;FINAL APPROACH;AIR;AIR;AIR;4704;4704.00;1013.0;2780;2627;20.25;-22.926.788;-47.251.423;161;171;138;120.82;0.281;-1708;0.94;-0.00;-0.10;139;114.61;24;1.4;40152;15;-0.35;-3.0;-0.1;2.11;0.00;75.6;73.8;540;566;-;-;2978.37;1486.30;1492.07;508.02;468.11;11840.;EXTENDED;0;WARNING;-;-
XX/03/19;22:58:51;FINAL APPROACH;AIR;AIR;AIR;4672;4672.00;1013.0;2748;2627;20.25;-22.927.267;-47.250.751;161;171;138;120.82;0.281;-1778;0.97;-0.00;-0.10;139;113.91;24;1.6;40152;15;0.70;-3.0;-0.0;2.11;0.00;75.5;73.8;536;566;-;-;2978.64;1486.44;1492.20;504.40;468.11;11840.;EXTENDED;0;WARNING;-;-
XX/03/19;22:58:52;FINAL APPROACH;AIR;AIR;AIR;4640;4640.00;1013.0;2716;2627;20.25;-22.927.885;-47.250.015;161;173;138;120.82;0.284;-1825;0.98;-0.01;-0.10;139;112.85;24;1.8;40152;15;2.11;-3.0;-0.0;2.29;0.00;73.9;73.8;516;566;-;-;2978.89;1486.56;1492.33;428.19;468.11;11840.;EXTENDED;0;WARNING;-;-
XX/03/19;22:58:53;FINAL APPROACH;AIR;AIR;AIR;4604;4604.00;1013.0;2680;2627;20.25;-22.928.127;-47.249.344;161;173;138;120.82;0.284;-1896;0.97;-0.01;-0.10;139;112.15;25;1.8;40152;15;1.76;-3.2;-0.1;2.29;0.00;72.9;73.8;514;567;-;-;2979.14;1486.68;1492.46;417.31;471.74;11840.;EXTENDED;0;WARNING;-;-
XX/03/19;22:58:54;FINAL APPROACH;AIR;AIR;AIR;4572;4572.00;1013.0;2648;2627;20.25;-22.928.367;-47.248.672;161;172;138;120.82;0.282;-1943;0.98;0.00;-0.10;140;112.15;25;1.6;40152;15;0.70;-3.3;-0.1;1.93;0.00;72.9;73.8;524;567;-;-;2979.39;1486.81;1492.59;453.59;471.74;11840.;EXTENDED;0;WARNING;-;-
XX/03/19;22:58:55;FINAL APPROACH;AIR;AIR;AIR;4540;4540.00;1013.0;2616;2627;20.50;-22.928.611;-47.248.005;161;173;138;120.82;0.283;-1936;0.96;0.00;-0.10;140;112.85;25;1.4;40152;15;0.70;-3.3;-0.0;2.11;0.00;73.0;73.8;531;567;-;-;2979.66;1486.94;1492.72;468.11;471.74;11840.;EXTENDED;0;WARNING;-;-
XX/03/19;22:58:56;FINAL APPROACH;AIR;AIR;AIR;4504;4504.00;1013.0;2580;2627;20.50;-22.929.161;-47.247.269;161;173;138;120.82;0.283;-1970;0.97;0.00;-0.10;140;113.20;25;1.5;40152;15;0.35;-3.3;-0.0;2.11;0.00;73.0;73.8;532;567;-;-;2979.92;1487.07;1492.85;468.11;475.37;11840.;EXTENDED;0;WARNING;-;-
XX/03/19;22:58:57;FINAL APPROACH;AIR;AIR;AIR;4468;4468.00;1013.0;2544;2627;20.75;-22.929.710;-47.246.597;161;174;138;120.82;0.285;-2033;0.99;0.00;-0.10;140;113.20;26;1.6;40152;15;0.00;-3.3;-0.0;2.11;0.00;73.0;73.8;533;567;-;-;2980.18;1487.20;1492.98;471.74;471.74;11840.;EXTENDED;0;WARNING;-;-
XX/03/19;22:58:58;FINAL APPROACH;AIR;AIR;AIR;4436;4436.00;1013.0;2512;2627;20.75;-22.930.332;-47.245.930;161;175;138;120.82;0.286;-2035;1.00;-0.00;-0.10;140;113.20;26;1.7;40152;15;0.35;-3.3;-0.0;2.11;0.00;73.0;73.8;533;567;-;-;2980.44;1487.33;1493.12;468.11;475.37;11840.;EXTENDED;0;WARNING;-;-
XX/03/19;22:58:59;FINAL APPROACH;AIR;AIR;AIR;4400;4400.00;1013.0;2476;2627;20.75;-22.930.952;-47.245.266;160;174;138;120.82;0.285;-2037;1.01;-0.00;-0.10;140;113.20;27;1.8;40152;15;0.35;-3.3;-0.0;2.29;0.00;73.0;73.8;533;567;-;-;2980.70;1487.46;1493.25;471.74;475.37;11840.;EXTENDED;0;WARNING;-;-
XX/03/19;22:59:00;FINAL APPROACH;AIR;AIR;AIR;4368;4368.00;1013.0;2444;2627;20.75;-22.931.131;-47.244.522;160;175;138;120.82;0.285;-2038;0.99;-0.00;-0.10;140;113.20;27;1.8;40152;15;1.05;-3.5;-0.1;1.93;0.00;73.0;73.8;533;567;-;-;2980.97;1487.59;1493.38;475.37;475.37;11840.;EXTENDED;0;WARNING;-;-
XX/03/19;22:59:01;FINAL APPROACH;AIR;AIR;AIR;4336;4336.00;1013.0;2412;2627;20.75;-22.931.310;-47.243.855;160;175;138;120.82;0.285;-1999;0.98;-0.00;-0.10;140;113.20;27;1.8;40152;15;1.41;-3.5;-0.0;1.93;0.00;73.0;73.8;534;567;-;-;2981.23;1487.72;1493.51;471.74;475.37;11840.;EXTENDED;0;WARNING;-;-
XX/03/19;22:59:02;FINAL APPROACH;AIR;AIR;AIR;4304;4304.00;1013.0;2380;2627;21.00;-22.931.795;-47.243.191;160;175;138;120.82;0.286;-1973;0.98;-0.00;-0.10;140;112.85;27;1.9;40152;15;1.76;-3.5;-0.0;1.93;0.00;73.0;73.8;534;567;-;-;2981.49;1487.85;1493.64;471.74;475.37;11840.;EXTENDED;0;WARNING;-;-
XX/03/19;22:59:03;FINAL APPROACH;AIR;AIR;AIR;4268;4268.00;1013.0;2344;2627;21.00;-22.932.277;-47.242.527;160;176;138;120.82;0.287;-1995;0.98;-0.01;-0.10;141;112.85;28;1.8;40152;15;1.76;-3.5;-0.0;1.93;0.00;73.0;73.8;534;567;-;-;2981.76;1487.98;1493.78;475.37;475.37;11840.;EXTENDED;0;WARNING;-;-
