DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;ROLL_CPT;PITCH;PITCH_CPT;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD_PDL_FORCE;RUDD;PITCH_TRM;VHF_KEYING_L;VHF_KEYING_R;AP_OFF
XX/08/22;19:20:06;APPROACH;AIR;AIR;AIR;5003;5053.00;1013.0;2915;2053;11.50;-23.127.441;-47.010.330;175;177;153;152.37;0.292;-680;1.00;-0.00;0.05;4;-72.77;0;8.8;48879;5;-1.05;-1.22;5.1;6.65;0.1;7.21;-3.23;52.9;53.4;84.2;83.9;578;592;IDLE;IDLE;7636.58;3836.82;3799.75;2146.9;2165.1;3719.5;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.59;-3.36;2.40;0.47;-1233.00;0.82;5.70;1;1;0
XX/08/22;19:20:07;APPROACH;AIR;AIR;AIR;4994;5043.00;1013.0;2906;2053;11.50;-23.126.602;-47.010.250;175;176;153;152.37;0.292;-644;0.99;0.01;0.05;4;-180.0;0;8.7;48879;5;-0.70;-0.48;5.1;6.68;0.0;7.21;-2.58;54.3;55.1;84.1;84.2;583;592;IDLE;IDLE;7637.82;3837.44;3800.38;2219.9;2256.4;3719.5;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.64;-3.36;2.10;0.23;616.50;0.63;5.70;1;1;0
XX/08/22;19:20:08;APPROACH;AIR;AIR;AIR;4984;5034.00;1013.0;2896;2053;11.50;-23.125.839;-47.010.166;175;178;153;152.37;0.294;-619;1.01;0.01;0.06;4;-72.77;0;8.7;48879;5;-0.35;-2.10;5.1;6.57;0.0;7.38;-3.23;56.1;56.7;83.6;84.7;585;595;IDLE;CLIMB;7639.12;3838.08;3801.04;2292.9;2359.8;3719.5;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.50;-3.50;2.57;0.58;-1233.00;0.76;5.70;1;1;0
XX/08/22;19:20:09;APPROACH;AIR;AIR;AIR;4974;5024.00;1013.0;2886;2053;11.50;-23.125.000;-47.010.086;175;178;153;152.37;0.294;-613;1.05;0.01;0.06;4;0.00;0;8.7;48879;5;-0.35;-1.14;5.1;6.55;0.0;7.56;0.00;57.7;57.9;84.7;85.0;589;596;IDLE;CLIMB;7640.45;3838.74;3801.71;2396.3;2420.6;3719.5;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.45;-3.55;2.22;0.29;-1233.00;0.70;5.70;1;1;0
XX/08/22;19:20:10;APPROACH;AIR;AIR;AIR;4966;5016.00;1013.0;2878;2053;11.50;-23.124.160;-47.010.002;175;176;153;152.37;0.290;-589;0.99;-0.00;0.07;4;-72.77;0;8.8;48879;5;-0.70;0.07;5.1;6.51;0.0;7.38;-3.23;59.0;58.1;84.8;85.0;590;596;IDLE;CLIMB;7641.81;3839.43;3802.39;2451.0;2438.8;3719.5;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.35;-3.65;1.99;0.06;-1233.00;0.32;5.70;1;1;0
XX/08/22;19:20:11;APPROACH;AIR;AIR;AIR;4960;5009.00;1013.0;2872;2053;11.50;-23.123.321;-47.010.075;176;176;153;152.37;0.290;-533;1.00;0.01;0.06;4;-180.0;0;8.5;48879;5;-0.70;-3.65;4.9;6.51;-0.2;6.15;-2.58;58.9;57.1;85.6;84.5;585;591;IDLE;IDLE;7643.16;3840.12;3803.04;2493.6;2365.9;3719.5;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.55;2.92;1.11;-0.60;0.63;5.70;1;1;0
XX/08/22;19:20:12;APPROACH;AIR;AIR;AIR;4952;5002.00;1013.0;2864;2053;11.50;-23.122.482;-47.010.143;176;177;153;152.37;0.292;-496;0.92;0.02;0.05;4;-72.77;0;8.5;48879;5;0.00;-2.03;4.6;6.53;-0.3;6.68;-3.23;57.3;55.7;84.8;84.2;575;588;IDLE;IDLE;7644.47;3840.79;3803.69;2408.4;2311.1;3719.5;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.45;-3.55;2.45;0.58;-617.10;0.89;5.70;1;1;0
XX/08/22;19:20:13;APPROACH;AIR;AIR;AIR;4944;4993.00;1013.0;2856;2053;11.50;-23.121.719;-47.010.208;176;177;153;152.37;0.292;-491;0.97;0.00;0.05;4;0.00;0;8.8;48879;5;-0.35;-0.33;4.6;6.53;-0.1;6.33;0.00;56.1;55.8;84.1;84.4;571;592;IDLE;CLIMB;7645.77;3841.44;3804.34;2341.5;2347.6;3719.5;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.45;-3.50;2.05;0.18;-1233.00;0.63;5.70;1;1;0
XX/08/22;19:20:14;APPROACH;AIR;AIR;AIR;4935;4985.00;1013.0;2847;2053;11.50;-23.120.880;-47.010.277;176;177;153;152.37;0.292;-497;0.97;0.01;0.05;4;-72.77;0;8.8;48879;5;-0.70;-2.10;4.7;6.51;0.1;6.86;-3.23;56.7;57.5;84.1;85.0;573;599;IDLE;CLIMB;7647.10;3842.09;3805.01;2341.5;2432.8;3719.5;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.35;-3.60;2.57;0.64;616.50;0.70;5.70;1;1;0
XX/08/22;19:20:15;APPROACH;AIR;AIR;AIR;4926;4975.00;1013.0;2838;2053;11.50;-23.120.040;-47.010.563;176;178;153;152.37;0.294;-511;1.01;0.01;0.06;3;-180.0;0;9.0;48879;5;-0.35;-1.95;5.1;6.32;0.3;6.86;-2.58;58.4;58.6;84.2;85.2;579;600;CLIMB;CLIMB;7648.46;3842.76;3805.70;2408.4;2475.3;3719.5;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.10;-3.90;2.57;0.58;-1233.00;0.82;5.70;1;1;0
