DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD;PITCH_TRM
XX/05/21;12:19:39;APPROACH;AIR;AIR;AIR;5008;5008.00;1013.0;2988;2627;23.75;-22.900.636;-47.286.510;226;196;162;154.23;0.323;-1420;1.00;-0.00;-0.04;141;335.39;14;1.8;55030;10;-0.35;1.8;0.0;5.98;0.00;32.1;31.0;73.8;74.1;531;573;0;0;9298.74;4617.83;4680.91;475.37;471.74;10320.;1;AP ENGAGED;AT ENGAGED;0;0;-;-3.35;-2.65;1.59;0.90;0.13;5.94
XX/05/21;12:19:40;APPROACH;AIR;AIR;AIR;4984;4984.00;1013.0;2964;2627;23.75;-22.901.336;-47.285.671;226;195;162;154.23;0.322;-1387;1.01;0.00;-0.04;141;335.74;14;1.8;55030;10;0.00;1.9;0.1;6.16;0.00;32.1;31.0;73.8;74.1;532;573;0;0;9299.00;4617.96;4681.04;475.37;471.74;10320.;1;AP ENGAGED;AT ENGAGED;0;0;-;-3.35;-2.50;1.59;0.28;0.06;5.94
XX/05/21;12:19:41;APPROACH;AIR;AIR;AIR;4964;4964.00;1013.0;2944;2627;23.75;-22.902.036;-47.284.836;225;194;162;154.23;0.321;-1365;1.01;0.00;-0.04;141;336.09;14;1.8;55030;10;0.35;2.1;0.1;6.33;0.00;32.1;31.0;73.8;74.1;532;574;0;0;9299.27;4618.10;4681.17;475.37;475.37;10320.;1;AP ENGAGED;AT ENGAGED;0;0;-;-3.25;-2.50;1.98;0.28;0.13;5.94
XX/05/21;12:19:42;APPROACH;AIR;AIR;AIR;4944;4944.00;1013.0;2924;2627;23.75;-22.902.734;-47.283.768;224;194;162;154.23;0.320;-1311;1.01;0.00;-0.04;141;336.80;14;1.9;55030;10;0.35;2.3;0.1;6.33;0.00;32.1;31.0;73.8;74.1;532;574;0;0;9299.53;4618.23;4681.30;478.99;471.74;10320.;1;AP ENGAGED;AT ENGAGED;0;0;-;-3.25;-2.65;1.98;-0.01;0.13;6.00
XX/05/21;12:19:43;APPROACH;AIR;AIR;AIR;4924;4924.00;1013.0;2904;2627;23.75;-22.903.070;-47.282.932;224;193;162;154.23;0.318;-1274;1.01;0.01;-0.04;141;337.15;15;2.0;55030;10;0.70;2.5;0.1;6.68;0.00;32.1;31.0;73.8;74.1;532;574;0;0;9299.80;4618.36;4681.43;478.99;475.37;10320.;1;AP ENGAGED;AT ENGAGED;0;0;-;-3.80;-2.65;2.44;-0.01;0.19;6.24
XX/05/21;12:19:44;APPROACH;AIR;AIR;AIR;4904;4904.00;1013.0;2884;2627;23.75;-22.903.770;-47.282.097;223;192;162;154.23;0.317;-1250;1.02;-0.00;-0.04;141;338.20;15;2.3;55030;10;0.70;2.6;0.1;6.68;0.00;32.0;31.0;73.8;74.1;532;574;0;0;9300.06;4618.49;4681.56;478.99;471.74;10320.;1;AP ENGAGED;AT ENGAGED;0;0;-;-3.80;-3.15;2.44;0.79;0.06;6.29
XX/05/21;12:19:45;APPROACH;AIR;AIR;AIR;4888;4888.00;1013.0;2868;2627;23.75;-22.904.470;-47.281.025;222;191;162;154.23;0.315;-1194;1.00;-0.00;-0.04;141;339.61;15;2.4;55030;10;0.35;2.8;0.1;6.86;0.00;32.0;31.0;73.8;74.1;533;574;0;0;9300.32;4618.63;4681.70;478.99;475.37;10320.;1;AP ENGAGED;AT ENGAGED;0;0;-;-3.90;-3.15;1.98;0.79;0.06;6.29
XX/05/21;12:19:46;APPROACH;AIR;AIR;AIR;4868;4868.00;1013.0;2848;2627;24.00;-22.905.168;-47.280.186;221;191;162;154.23;0.314;-1156;1.00;0.00;-0.04;141;340.31;15;2.3;55030;10;0.00;2.8;0.0;6.68;0.00;32.0;31.0;73.8;74.1;533;575;0;0;9300.59;4618.76;4681.83;478.99;475.37;10320.;1;AP ENGAGED;AT ENGAGED;0;0;-;-3.90;-2.95;1.98;0.33;0.06;6.29
XX/05/21;12:19:47;APPROACH;AIR;AIR;AIR;4852;4852.00;1013.0;2832;2627;24.00;-22.905.862;-47.279.350;220;190;162;154.23;0.313;-1131;1.00;0.01;-0.03;141;340.31;15;2.2;55030;10;0.00;2.8;0.0;6.68;0.00;32.0;31.0;73.8;74.1;533;575;0;0;9300.85;4618.89;4681.96;478.99;475.37;10320.;1;AP ENGAGED;AT ENGAGED;0;0;-;-3.60;-2.95;2.89;0.33;0.19;6.26
XX/05/21;12:19:48;APPROACH;AIR;AIR;AIR;4832;4832.00;1013.0;2812;2627;24.00;-22.906.473;-47.278.282;219;189;162;154.23;0.312;-1114;1.01;0.01;-0.03;141;340.66;15;2.3;55030;10;0.00;3.0;0.1;6.86;0.00;32.0;31.0;73.8;74.1;533;575;0;0;9301.12;4619.03;4682.09;478.99;475.37;10320.;1;AP ENGAGED;AT ENGAGED;0;0;-;-3.60;-2.85;2.89;0.50;0.19;6.29
