DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD;PITCH_TRM
XX/06/21;13:31:11;DESCENT;AIR;AIR;AIR;8008;8008.00;1013.0;4812;2629;19.50;-15.796.362;-48.155.571;243;216;157;185.00;0.377;-1247;1.02;-0.00;0.01;151;159.61;3;-0.3;50875;0;0.35;3.7;0.1;7.21;0.00;32.8;31.8;73.6;74.1;504;542;0;0;6789.88;3370.44;3419.44;428.19;424.56;10320.;32;AP ENGAGED;AT ENGAGED;0;0;-;-3.35;-2.45;1.30;1.01;0.13;5.68
XX/06/21;13:31:12;DESCENT;AIR;AIR;AIR;7988;7988.00;1013.0;4792;2629;19.50;-15.797.081;-48.154.530;243;216;157;185.00;0.376;-1231;1.03;-0.00;0.01;151;155.74;3;-0.2;50875;0;0.35;3.7;0.0;7.21;0.00;32.6;31.8;73.6;74.1;506;543;0;0;6790.12;3370.56;3419.56;431.82;428.19;10320.;32;AP ENGAGED;AT ENGAGED;0;0;-;-3.10;-2.45;1.19;1.01;0.06;5.71
XX/06/21;13:31:13;APPROACH;AIR;AIR;AIR;7968;7968.00;1013.0;4772;2629;19.50;-15.797.778;-48.153.679;242;215;157;149.41;0.374;-1221;1.05;-0.00;0.01;151;153.98;4;-0.3;50875;1;0.00;3.9;0.1;7.21;0.00;32.6;31.8;73.6;74.1;508;543;0;0;6790.36;3370.68;3419.68;428.19;428.19;10320.;32;AP ENGAGED;AT ENGAGED;0;0;-;-3.10;-3.00;1.19;1.47;-0.06;5.91
XX/06/21;13:31:14;APPROACH;AIR;AIR;AIR;7948;7948.00;1013.0;4752;2629;19.50;-15.798.472;-48.152.824;242;214;157;149.41;0.373;-1214;1.05;0.00;0.01;151;156.45;3;-0.4;50875;1;-0.35;4.2;0.2;6.86;0.00;32.6;31.8;73.6;74.1;508;543;0;0;6790.60;3370.80;3419.80;428.19;428.19;10320.;32;AP ENGAGED;AT ENGAGED;0;0;-;-4.05;-3.00;0.74;1.47;0.06;6.06
XX/06/21;13:31:15;APPROACH;AIR;AIR;AIR;7932;7932.00;1013.0;4736;2629;19.50;-15.799.300;-48.152.092;241;214;157;149.41;0.373;-1170;1.01;-0.00;-0.00;151;159.61;4;-0.5;50875;1;-0.70;4.0;-0.1;6.86;0.00;32.6;31.8;73.6;74.1;509;545;0;0;6790.84;3370.92;3419.92;431.82;431.82;10320.;32;AP ENGAGED;AT ENGAGED;0;0;-;-4.05;-3.50;0.74;1.01;0.06;6.12
XX/06/21;13:31:16;APPROACH;AIR;AIR;AIR;7916;7916.00;1013.0;4720;2629;19.50;-15.800.434;-48.151.237;241;214;157;149.41;0.372;-1101;1.01;0.00;-0.01;151;158.91;4;-0.4;50875;1;0.00;3.9;-0.1;6.33;0.00;32.6;31.8;73.6;74.1;510;548;0;0;6791.08;3371.04;3420.04;431.82;431.82;10320.;32;AP ENGAGED;AT ENGAGED;0;0;-;-4.09;-3.50;1.25;1.01;0.25;6.09
XX/06/21;13:31:17;APPROACH;AIR;AIR;AIR;7900;7900.00;1013.0;4704;2629;19.50;-15.801.129;-48.150.383;240;212;157;149.41;0.370;-1054;1.01;0.00;-0.01;151;157.50;3;-0.3;50875;1;0.35;3.7;-0.1;6.16;0.00;32.6;31.6;73.6;74.1;510;548;0;0;6791.32;3371.16;3420.16;431.82;431.82;10320.;33;AP ENGAGED;AT ENGAGED;0;0;-;-4.09;-3.40;1.25;1.30;0.06;6.12
XX/06/21;13:31:18;APPROACH;AIR;AIR;AIR;7884;7884.00;1013.0;4688;2629;19.50;-15.801.848;-48.149.651;239;212;157;149.41;0.369;-1023;0.98;-0.00;-0.00;151;159.26;3;-0.3;50875;1;0.00;3.7;-0.0;6.33;0.00;32.6;31.6;73.6;74.1;510;549;0;0;6791.56;3371.28;3420.28;431.82;431.82;10320.;33;AP ENGAGED;AT ENGAGED;0;0;-;-3.95;-3.40;1.02;1.30;-0.13;6.15
XX/06/21;13:31:19;APPROACH;AIR;AIR;AIR;7868;7868.00;1013.0;4672;2629;19.50;-15.802.565;-48.148.613;239;211;157;149.41;0.367;-1002;1.01;0.01;-0.00;151;162.42;3;-0.4;50875;1;-0.35;3.9;0.1;7.03;0.00;32.6;31.6;73.6;74.1;511;549;0;0;6791.80;3371.40;3420.40;435.45;431.82;10320.;33;AP ENGAGED;AT ENGAGED;0;0;-;-3.95;-3.15;1.02;0.67;0.25;6.09
XX/06/21;13:31:20;APPROACH;AIR;AIR;AIR;7852;7852.00;1013.0;4656;2629;19.50;-15.803.263;-48.147.820;238;210;157;149.41;0.366;-988;1.00;0.01;0.00;151;163.13;3;-0.2;50875;1;0.70;3.7;-0.1;6.68;0.00;32.6;31.6;73.6;74.1;511;550;0;0;6792.04;3371.52;3420.52;435.45;431.82;10320.;33;AP ENGAGED;AT ENGAGED;0;0;-;-3.55;-3.15;1.47;0.67;0.32;6.12
XX/06/21;13:31:21;APPROACH;AIR;AIR;AIR;7836;7836.00;1013.0;4640;2629;19.50;-15.803.958;-48.147.148;238;211;157;149.41;0.367;-979;0.96;-0.00;-0.00;151;157.50;2;0.0;50875;1;0.70;3.9;0.1;7.03;0.00;32.6;31.6;73.6;74.1;511;550;0;0;6792.28;3371.64;3420.64;431.82;431.82;10320.;33;AP ENGAGED;AT ENGAGED;0;0;-;-3.55;-3.05;1.47;1.24;0.13;6.12
XX/06/21;13:31:22;APPROACH;AIR;AIR;AIR;7820;7820.00;1013.0;4624;2629;19.50;-15.804.783;-48.146.477;237;211;157;149.41;0.366;-973;1.02;-0.00;0.00;151;149.77;2;0.0;50875;1;0.00;4.0;0.1;7.21;0.00;32.6;31.6;73.6;74.1;511;550;0;0;6792.52;3371.76;3420.76;431.82;431.82;10320.;33;AP ENGAGED;AT ENGAGED;0;0;-;-3.60;-3.05;0.79;1.24;0.13;6.12
