DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;ROLL_CPT;PITCH;PITCH_CPT;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD_PDL_FORCE;RUDD;PITCH_TRM;VHF_KEYING_L;VHF_KEYING_R;AP_OFF
XX/09/22;06:51:00;DESCENT;AIR;AIR;AIR;5016;4899.00;1013.0;4659;2054;27.00;-31.616.974;-60.217.438;275;244;162;193.29;0.402;-1083;1.07;0.00;0.01;-9;-72.77;0;-5.0;54576;0;23.20;1.47;3.9;6.82;0.2;6.86;-3.33;35.4;35.6;75.4;74.9;566;582;IDLE;FL REVERSE;16686.9;8409.40;8277.50;1344.1;1338.0;5842.3;42;AP ENGAGED;AT ENGAGED;0;0;-;-4.99;-3.21;1.93;-0.46;-1233.00;0.82;5.94;1;1;0
XX/09/22;06:51:01;DESCENT;AIR;AIR;AIR;4997;4881.00;1013.0;4640;2054;27.00;-31.605.530;-60.218.098;274;243;162;193.29;0.400;-1092;1.09;0.00;0.01;-7;0.00;0;-5.2;54576;0;22.85;0.81;3.9;6.76;0.0;7.03;-3.33;35.3;35.6;74.3;74.9;566;582;IDLE;FL REVERSE;16687.6;8409.77;8277.87;1344.1;1344.1;5842.3;42;AP ENGAGED;AT ENGAGED;0;0;-;-4.94;-3.31;2.10;-0.29;-1233.00;0.89;6.03;1;1;0
XX/09/22;06:51:02;DESCENT;AIR;AIR;AIR;4980;4864.00;1013.0;4623;2054;27.00;-31.593.323;-60.218.506;273;243;162;193.29;0.400;-1088;1.09;0.00;0.01;-5;-72.77;0;-5.3;54576;0;22.15;0.88;4.0;6.63;0.1;7.03;-3.34;35.3;35.6;74.5;74.9;566;582;IDLE;FL REVERSE;16688.3;8410.15;8278.25;1350.2;1344.1;5842.3;41;AP ENGAGED;AT ENGAGED;0;0;-;-4.69;-3.50;2.05;-0.34;616.50;0.89;6.12;1;1;0
XX/09/22;06:51:03;DESCENT;AIR;AIR;AIR;4962;4846.00;1013.0;4605;2054;27.00;-31.581.116;-60.218.918;272;242;162;193.29;0.398;-1076;1.10;0.01;0.01;-4;-180.0;0;-5.3;54576;0;21.45;1.33;4.2;6.55;0.1;7.21;-3.37;35.3;35.6;75.4;74.9;566;583;IDLE;FL REVERSE;16689.1;8410.52;8278.62;1344.1;1350.2;5842.3;31;AP ENGAGED;AT ENGAGED;0;0;-;-4.64;-3.60;1.99;-0.46;-1233.00;0.82;6.21;1;1;0
XX/09/22;06:51:04;DESCENT;AIR;AIR;AIR;4947;4830.00;1013.0;4590;2054;27.00;-31.569.672;-60.219.376;271;241;162;193.29;0.398;-1047;1.12;0.01;0.02;-2;-72.77;0;-5.2;54576;0;21.09;2.06;4.4;6.61;0.1;6.68;-3.41;35.3;35.6;76.1;74.9;566;583;IDLE;FL REVERSE;16689.8;8410.89;8278.99;1344.1;1344.1;5842.3;27;AP ENGAGED;AT ENGAGED;0;0;-;-4.69;-3.45;1.70;-0.64;616.50;0.76;6.18;1;1;0
XX/09/22;06:51:05;DESCENT;AIR;AIR;AIR;4932;4817.00;1013.0;4575;2054;27.00;-31.557.465;-60.219.833;269;240;162;193.29;0.396;-999;1.10;-0.00;0.01;0;0.00;0;-5.0;54576;0;20.39;2.13;4.4;6.65;0.0;6.50;-3.41;35.3;35.6;76.0;74.9;566;583;IDLE;FL REVERSE;16690.6;8411.27;8279.37;1338.0;1350.2;5842.3;17;AP ENGAGED;AT ENGAGED;0;0;-;-4.74;-3.45;1.64;-0.69;-1233.00;0.76;6.18;1;1;0
XX/09/22;06:51:06;DESCENT;AIR;AIR;AIR;4919;4803.00;1013.0;4562;2054;27.00;-31.545.258;-60.220.039;269;240;162;193.29;0.394;-946;1.12;0.00;0.02;1;-72.77;0;-5.0;54576;0;20.04;2.21;4.4;6.80;0.0;5.98;-3.45;35.3;35.6;74.4;74.9;566;583;IDLE;FL REVERSE;16691.3;8411.64;8279.74;1344.1;1350.2;5842.3;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.84;-3.21;1.58;-0.69;616.50;0.70;6.15;1;1;0
XX/09/22;06:51:07;DESCENT;AIR;AIR;AIR;4908;4792.00;1013.0;4551;2054;27.00;-31.533.051;-60.220.245;267;239;162;193.29;0.394;-872;1.09;0.00;0.01;2;-180.0;0;-4.8;54576;0;19.69;2.21;4.2;6.72;-0.1;5.80;-3.47;35.3;35.5;74.0;74.9;568;584;IDLE;FL REVERSE;16692.1;8412.01;8280.12;1350.2;1350.2;5842.3;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.74;-3.36;1.58;-0.69;-1233.00;0.70;6.15;1;1;0
XX/09/22;06:51:08;DESCENT;AIR;AIR;AIR;4898;4782.00;1013.0;4541;2054;27.00;-31.521.606;-60.220.654;266;238;162;193.29;0.392;-792;1.08;0.00;0.01;4;-72.77;0;-4.8;54576;0;19.69;2.43;4.4;6.57;0.1;5.80;-3.47;35.3;35.5;74.8;74.9;567;584;IDLE;FL REVERSE;16692.8;8412.39;8280.50;1350.2;1356.2;5842.3;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.50;-3.65;1.40;-0.87;616.50;0.70;6.24;1;1;0
XX/09/22;06:51:09;DESCENT;AIR;AIR;AIR;4889;4772.00;1013.0;4532;2054;27.00;-31.509.399;-60.220.753;265;237;162;193.29;0.390;-719;1.07;0.00;0.01;6;0.00;0;-4.8;54576;0;19.34;2.50;4.6;6.49;0.2;5.80;-3.49;35.3;35.5;76.0;75.0;567;584;IDLE;FL REVERSE;16693.6;8412.76;8280.87;1350.2;1350.2;5842.3;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.75;1.34;-0.87;-1233.00;0.63;6.24;1;1;0
