DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCH_CPT;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD;PITCH_TRM;ROLL_CPT;VHF_KEYING_L;VHF_KEYING_R;AP_OFF
XX/09/22;16:09:45;APPROACH;AIR;AIR;AIR;5020;5020.00;1013.0;2980;2627;22.25;-23.134.407;-47.038.662;184;170;162;163.24;0.281;-859;0.88;-0.00;0.02;57;339.96;6;1.8;54975;5;-1.76;4.6;-0.29;-1.0;8.27;0.00;31.9;32.3;73.6;73.6;541;511;0;0;3718.98;1863.13;1855.85;471.74;475.37;9440.0;51;-;-;0;0;-;-5.70;-2.45;1.25;1.69;0.13;7.32;0;1;1;1
XX/09/22;16:09:46;APPROACH;AIR;AIR;AIR;5000;5000.00;1013.0;2960;2627;22.25;-23.133.743;-47.037.964;184;172;162;163.24;0.284;-972;0.90;-0.00;0.03;57;341.02;6;1.6;54975;5;-2.11;4.2;0.54;-0.4;8.97;0.00;31.9;32.3;73.5;73.6;540;512;0;0;3719.24;1863.26;1855.98;468.11;475.37;9440.0;51;-;-;0;0;-;-2.55;-2.45;0.06;1.69;-0.38;7.32;0;1;1;1
XX/09/22;16:09:47;APPROACH;AIR;AIR;AIR;4984;4984.00;1013.0;2944;2627;22.25;-23.133.079;-47.037.270;183;171;162;163.24;0.282;-1007;1.01;-0.00;0.05;57;345.23;6;1.3;54975;5;-2.11;5.5;0.38;0.6;11.08;0.00;31.9;32.3;73.5;73.6;541;512;0;0;3719.50;1863.39;1856.11;471.74;475.37;9440.0;51;-;-;0;0;-;-2.55;-1.80;0.06;1.01;-0.32;7.32;0;0;1;1
XX/09/22;16:09:48;APPROACH;AIR;AIR;AIR;4968;4968.00;1013.0;2928;2627;22.25;-23.132.623;-47.036.575;183;173;162;163.24;0.285;-992;1.08;0.01;0.06;57;348.75;6;1.1;54975;5;-1.41;6.5;0.29;0.8;11.08;0.00;31.9;32.3;73.6;73.6;541;512;0;0;3719.77;1863.52;1856.25;468.11;482.62;9440.0;51;-;-;0;0;-;-3.10;-1.80;1.30;1.01;0.13;7.32;0;0;1;1
XX/09/22;16:09:49;APPROACH;AIR;AIR;AIR;4956;4956.00;1013.0;2916;2627;22.50;-23.131.963;-47.035.881;183;172;162;163.24;0.284;-942;1.06;0.01;0.05;57;354.38;7;1.2;54975;5;-0.70;7.0;0.04;0.5;11.26;0.00;31.9;32.3;73.6;73.6;541;512;0;0;3720.03;1863.65;1856.38;471.74;475.37;9440.0;0;-;-;0;0;-;-3.10;-2.25;1.30;1.01;0.51;7.32;0;1;1;1
XX/09/22;16:09:50;APPROACH;AIR;AIR;AIR;4940;4940.00;1013.0;2900;2627;22.50;-23.131.300;-47.035.576;182;171;162;163.24;0.283;-908;1.09;-0.00;0.06;57;356.48;7;1.7;54975;5;-0.35;7.0;-0.71;0.1;10.55;0.00;31.9;32.3;73.6;73.6;541;513;0;0;3720.30;1863.78;1856.51;471.74;482.62;9440.0;51;-;-;0;0;-;-3.75;-2.25;1.53;1.01;0.06;7.35;0;1;1;1
XX/09/22;16:09:51;APPROACH;AIR;AIR;AIR;4924;4924.00;1013.0;2884;2627;22.50;-23.130.638;-47.034.966;181;170;162;163.21;0.281;-925;1.00;-0.00;0.04;57;355.78;8;1.8;54957;5;0.00;6.7;-0.17;-0.2;10.02;0.00;31.9;32.4;73.6;73.6;541;513;0;0;3720.56;1863.91;1856.65;471.74;478.99;9440.0;51;-;-;0;0;-;-3.75;-2.55;1.53;1.47;0.19;7.32;0;1;1;1
XX/09/22;16:09:52;APPROACH;AIR;AIR;AIR;4916;4916.00;1013.0;2876;2627;22.50;-23.129.978;-47.034.359;181;171;162;163.21;0.282;-858;1.00;-0.02;0.03;56;354.02;8;2.1;54957;5;0.00;6.5;-0.13;-0.1;9.67;0.00;31.9;32.4;73.6;73.6;541;513;0;0;3720.83;1864.05;1856.78;475.37;482.62;9440.0;51;-;-;0;0;-;-3.35;-2.55;-0.28;1.47;-0.38;7.32;0;1;1;1
XX/09/22;16:09:53;APPROACH;AIR;AIR;AIR;4904;4904.00;1013.0;2864;2627;22.50;-23.129.367;-47.033.752;180;169;162;154.11;0.278;-773;1.01;0.01;0.04;57;354.73;8;1.8;54957;10;-1.05;6.9;-0.46;0.2;10.02;0.00;31.9;32.4;73.6;73.6;542;513;0;0;3721.09;1864.18;1856.91;471.74;482.62;9440.0;51;-;-;0;0;-;-3.35;-2.95;-0.28;1.01;-0.25;7.32;0;1;1;1
XX/09/22;16:09:54;APPROACH;AIR;AIR;AIR;4892;4892.00;1013.0;2852;2627;22.50;-23.128.757;-47.033.150;179;168;162;154.11;0.277;-755;1.00;-0.00;0.03;57;354.73;8;1.5;54957;10;-0.70;6.9;-0.55;0.0;10.20;0.00;31.9;32.4;73.6;73.6;542;515;0;0;3721.36;1864.31;1857.05;471.74;489.88;9440.0;51;-;-;0;0;-;-4.09;-2.95;1.47;1.01;0.13;7.29;0;0;1;1
XX/09/22;16:09:55;APPROACH;AIR;AIR;AIR;4888;4888.00;1013.0;2848;2627;22.50;-23.128.150;-47.032.845;178;167;162;154.11;0.276;-664;1.04;0.01;0.03;57;356.48;8;1.3;54957;10;-0.70;6.9;-0.92;0.0;10.02;0.00;31.9;32.4;73.6;73.6;542;515;0;0;3721.63;1864.44;1857.19;475.37;486.25;9440.0;51;-;-;0;0;-;-4.09;-3.00;1.47;1.58;0.19;7.29;0;0;1;1
XX/09/22;16:09:56;APPROACH;AIR;AIR;AIR;4876;4876.00;1013.0;2836;2627;22.50;-23.127.542;-47.032.238;177;167;162;154.11;0.276;-604;1.00;0.01;0.02;57;357.54;8;1.4;54957;10;-0.70;6.5;-0.50;-0.2;10.20;0.00;32.0;32.4;73.6;73.6;543;514;0;0;3721.89;1864.57;1857.32;478.99;482.62;9440.0;0;-;-;0;0;-;-3.65;-3.00;1.64;1.58;0.63;7.32;0;1;1;1
XX/09/22;16:09:57;APPROACH;AIR;AIR;AIR;4864;4864.00;1013.0;2824;2627;22.50;-23.126.834;-47.031.631;176;165;162;154.11;0.272;-642;1.03;-0.00;0.01;57;356.84;8;2.0;54957;10;1.05;6.2;-0.25;-0.3;9.50;0.00;32.0;32.3;73.6;73.6;543;514;0;0;3722.16;1864.71;1857.45;475.37;482.62;9440.0;0;-;-;0;0;-;-3.65;-2.70;1.64;0.96;0.32;7.29;0;1;1;1
