DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;ROLL_CPT;PITCH;PITCH_CPT;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD_PDL_FORCE;RUDD;PITCH_TRM;VHF_KEYING_L;VHF_KEYING_R;AP_OFF
XX/02/22;14:35:59;APPROACH;AIR;AIR;AIR;5025;5126.00;1013.0;2989;2054;23.75;-22.912.067;-47.265.244;185;170;151;149.29;0.280;-1421;1.01;0.01;0.01;148;-72.77;0;1.0;47156;5;-5.63;3.83;2.8;6.72;0.1;8.61;-0.16;34.3;34.5;74.0;74.6;588;610;IDLE;IDLE;7582.00;3788.85;3793.15;1319.7;1362.3;3556.2;0;AP ENGAGED;-;0;0;-;-4.99;-3.01;0.58;-2.21;616.50;0.38;5.82;1;1;0
XX/02/22;14:36:00;APPROACH;AIR;AIR;AIR;4997;5097.00;1013.0;2961;2054;23.75;-22.912.601;-47.264.595;185;168;151;149.29;0.276;-1467;1.08;-0.02;0.00;148;-180.0;0;1.1;47156;5;-7.38;14.43;3.0;6.86;0.2;8.79;-0.18;34.3;34.5;74.0;74.6;588;610;FL REVER;FL REVERSE;7582.75;3789.22;3793.52;1319.7;1362.3;3556.2;0;AP ENGAGED;-;0;0;-;-5.14;-2.76;-2.27;-4.84;-1233.00;-0.52;5.79;1;1;0
XX/02/22;14:36:01;APPROACH;AIR;AIR;AIR;4977;5078.00;1013.0;2941;2054;23.75;-22.913.135;-47.263.779;184;174;151;149.29;0.286;-1458;0.98;0.01;0.01;147;-72.77;0;0.5;47156;5;-7.03;9.79;3.2;6.74;0.2;9.49;-0.20;34.3;34.5;73.7;74.6;588;610;IDLE;IDLE;7583.49;3789.59;3793.90;1325.8;1362.3;3556.2;0;AP ENGAGED;-;0;0;-;-4.89;-3.11;-0.99;-3.73;-0.60;0.51;5.79;1;1;0
XX/02/22;14:36:02;APPROACH;AIR;AIR;AIR;4960;5061.00;1013.0;2924;2054;23.75;-22.913.669;-47.263.073;184;174;151;149.29;0.286;-1343;1.11;0.02;0.01;147;0.00;0;0.2;47156;5;-4.57;11.12;3.5;7.03;0.2;7.91;-0.21;34.3;34.5;73.8;74.6;588;609;IDLE;IDLE;7584.24;3789.96;3794.28;1319.7;1356.2;3556.2;0;AP ENGAGED;-;0;0;-;-5.39;-2.56;-1.40;-4.08;-1233.00;0.70;5.79;1;1;0
XX/02/22;14:36:03;APPROACH;AIR;AIR;AIR;4936;5038.00;1013.0;2900;2054;23.75;-22.914.201;-47.262.306;184;173;151;149.29;0.284;-1306;1.02;-0.01;-0.00;147;-72.77;0;0.7;47156;5;-3.16;5.45;3.7;6.63;0.3;8.09;-0.22;34.3;34.7;74.4;74.6;588;609;IDLE;IDLE;7584.98;3790.32;3794.66;1319.7;1362.3;3556.2;0;AP ENGAGED;-;0;0;-;-4.84;-3.21;0.18;-2.56;-1233.00;0.19;5.79;1;1;0
XX/02/22;14:36:04;APPROACH;AIR;AIR;AIR;4917;5018.00;1013.0;2881;2054;23.75;-22.914.737;-47.261.543;183;173;151;149.29;0.284;-1301;1.04;-0.02;0.01;146;-180.0;0;0.9;47156;5;-3.87;16.42;4.0;6.49;0.3;8.26;-0.23;34.3;34.5;75.1;74.6;587;609;FL REVER;FL REVERSE;7585.73;3790.69;3795.04;1325.8;1362.3;3556.2;0;AP ENGAGED;-;0;0;-;-4.54;-3.55;-2.62;-5.37;616.50;-0.52;5.79;1;1;0
XX/02/22;14:36:05;APPROACH;AIR;AIR;AIR;4903;5005.00;1013.0;2867;2054;23.75;-22.915.271;-47.260.784;183;171;151;149.29;0.282;-1198;1.04;-0.01;0.01;146;-72.77;0;0.4;47156;5;-4.57;12.74;4.2;6.47;0.1;8.96;-0.24;34.3;34.7;75.5;74.6;587;609;IDLE;IDLE;7586.48;3791.06;3795.42;1325.8;1362.3;3556.2;0;AP ENGAGED;-;0;0;-;-4.54;-3.45;-1.80;-4.49;-1233.00;-0.45;5.79;1;1;0
XX/02/22;14:36:06;APPROACH;AIR;AIR;AIR;4892;4994.00;1013.0;2856;2054;23.75;-22.915.807;-47.260.021;182;170;151;149.29;0.278;-1050;1.04;0.01;0.01;146;0.00;0;-0.4;47156;5;-2.81;6.11;4.0;6.40;-0.2;8.09;-0.25;34.3;34.5;74.9;74.6;587;609;IDLE;IDLE;7587.22;3791.43;3795.79;1319.7;1356.2;3556.2;0;AP ENGAGED;-;0;0;-;-4.45;-3.50;-0.23;-2.80;616.50;0.32;5.79;1;1;0
XX/02/22;14:36:07;APPROACH;AIR;AIR;AIR;4877;4979.00;1013.0;2841;2054;23.75;-22.916.261;-47.259.258;181;168;151;149.29;0.276;-961;0.98;-0.00;-0.00;146;-72.77;0;-0.7;47156;5;-3.16;12.15;3.7;6.30;-0.4;7.38;-0.26;34.3;34.5;73.3;74.6;587;609;IDLE;IDLE;7587.97;3791.80;3796.17;1325.8;1362.3;3556.2;0;AP ENGAGED;-;0;0;-;-4.30;-3.60;-1.75;-4.26;-1233.00;0.38;5.79;1;1;0
XX/02/22;14:36:08;APPROACH;AIR;AIR;AIR;4867;4968.00;1013.0;2831;2054;23.50;-22.916.797;-47.258.591;181;165;151;149.29;0.270;-891;0.90;0.00;-0.01;146;-180.0;0;-1.0;47156;5;-3.52;7.36;3.3;6.07;-0.3;6.86;-0.26;34.3;34.5;74.5;74.5;587;609;FL REVER;FL REVERSE;7588.71;3792.16;3796.55;1325.8;1368.4;3556.2;0;AP ENGAGED;-;0;0;-;-3.90;-4.10;-0.40;-2.97;-1233.00;0.51;5.79;1;1;0
