DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;ROLL_CPT;PITCH;PITCH_CPT;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD_PDL_FORCE;RUDD;PITCH_TRM;VHF_KEYING_L;VHF_KEYING_R;AP_OFF
XX/08/22;14:07:20;DESCENT;AIR;AIR;AIR;8004;8236.00;1013.0;4760;2054;15.00;-15.987.917;-48.163.109;235;194;165;155.92;0.338;-2162;1.07;-0.02;0.00;-63;0.00;0;-0.9;56046;10;12.66;19.88;2.1;7.58;0.6;7.38;-3.53;34.2;34.7;74.0;73.9;565;579;IDLE;IDLE;9619.80;4851.14;4768.65;1240.7;1240.7;3519.9;32;AP ENGAGED;AT ENGAGED;0;0;-;-6.03;-1.92;-3.27;-5.49;-1233.00;-0.52;5.27;1;1;0
XX/08/22;14:07:21;APPROACH;AIR;AIR;AIR;7969;8201.00;1013.0;4725;2054;15.00;-15.987.731;-48.164.181;235;194;165;155.92;0.338;-2221;1.00;-0.01;-0.00;-62;-72.77;0;-1.6;56046;10;15.47;15.53;1.9;7.55;-0.1;7.91;-3.54;34.2;34.8;74.8;74.0;566;579;IDLE;IDLE;9620.49;4851.49;4769.00;1246.8;1240.7;3519.9;32;AP ENGAGED;AT ENGAGED;0;0;-;-5.93;-2.02;-2.16;-4.44;616.50;0.32;5.45;1;1;0
XX/08/22;14:07:22;APPROACH;AIR;AIR;AIR;7934;8165.00;1013.0;4690;2054;15.25;-15.987.579;-48.165.245;235;194;165;155.92;0.338;-2181;1.04;-0.01;0.00;-59;-180.0;0;-2.4;56046;10;18.98;17.74;2.1;7.37;0.1;8.26;-3.56;34.2;34.8;75.1;74.0;566;579;IDLE;IDLE;9621.18;4851.83;4769.35;1240.7;1246.8;3519.9;32;AP ENGAGED;AT ENGAGED;0;0;-;-5.68;-2.27;-2.62;-5.08;1232.40;0.57;5.64;1;1;0
XX/08/22;14:07:23;APPROACH;AIR;AIR;AIR;7898;8130.00;1013.0;4654;2054;15.25;-15.987.350;-48.166.313;234;194;165;155.92;0.338;-2164;1.13;-0.01;0.01;-57;-72.77;0;-3.1;56046;10;21.80;13.10;2.3;7.28;0.1;8.61;-3.55;34.2;34.8;74.0;74.0;566;579;IDLE;IDLE;9621.87;4852.18;4769.69;1246.8;1246.8;3519.9;32;AP ENGAGED;AT ENGAGED;0;0;-;-5.59;-2.36;-1.34;-3.79;1232.40;0.32;5.82;1;1;0
XX/08/22;14:07:24;APPROACH;AIR;AIR;AIR;7864;8096.00;1013.0;4620;2054;15.50;-15.987.106;-48.167.377;234;194;165;155.92;0.336;-2143;1.11;-0.00;0.02;-54;0.00;0;-3.9;56046;10;24.26;11.48;2.3;7.26;-0.0;8.96;-3.56;34.2;34.7;72.7;74.0;566;579;IDLE;IDLE;9622.56;4852.53;4770.04;1246.8;1246.8;3519.9;32;AP ENGAGED;AT ENGAGED;0;0;-;-5.54;-2.51;-0.87;-3.44;-1233.00;0.76;6.03;1;1;0
XX/08/22;14:07:25;APPROACH;AIR;AIR;AIR;7838;8070.00;1013.0;4594;2054;15.50;-15.986.928;-48.168.442;234;195;165;155.92;0.340;-2030;1.16;0.02;0.02;-51;-72.77;0;-4.5;56046;10;26.02;1.99;2.3;6.99;-0.0;9.49;-3.58;34.2;34.8;73.6;74.0;566;580;IDLE;IDLE;9623.26;4852.87;4770.39;1252.8;1252.8;3519.9;32;AP ENGAGED;AT ENGAGED;0;0;-;-5.19;-2.81;1.87;-0.81;616.50;1.40;6.21;1;1;0
XX/08/22;14:07:26;APPROACH;AIR;AIR;AIR;7812;8043.00;1013.0;4568;2054;15.50;-15.986.601;-48.169.514;234;197;165;155.92;0.342;-1875;1.23;0.02;0.03;-49;-180.0;0;-4.6;56046;10;28.13;-2.47;2.5;6.74;0.2;8.44;-3.59;34.2;34.8;75.0;74.0;566;580;IDLE;IDLE;9623.96;4853.22;4770.74;1246.8;1258.9;3519.9;32;AP ENGAGED;AT ENGAGED;0;0;-;-4.79;-3.21;2.98;0.35;1232.40;1.65;6.39;1;1;0
XX/08/22;14:07:27;APPROACH;AIR;AIR;AIR;7782;8015.00;1013.0;4538;2054;15.75;-15.986.220;-48.170.582;233;195;165;155.92;0.340;-1810;1.14;-0.00;0.01;-46;-72.77;0;-4.2;56046;10;27.77;3.39;2.8;6.15;0.4;8.26;-3.57;34.2;34.8;73.4;74.0;566;580;IDLE;IDLE;9624.65;4853.57;4771.08;1252.8;1252.8;3519.9;32;AP ENGAGED;AT ENGAGED;0;0;-;-3.90;-4.15;1.29;-1.40;-1233.00;1.02;6.51;1;1;0
XX/08/22;14:07:28;APPROACH;AIR;AIR;AIR;7753;7984.00;1013.0;4509;2054;15.75;-15.985.767;-48.171.463;232;198;165;155.92;0.344;-1797;1.17;0.00;0.02;-44;0.00;0;-4.0;56046;10;25.31;2.87;3.3;6.19;0.4;7.21;-3.56;34.3;34.8;73.6;74.0;566;580;IDLE;IDLE;9625.35;4853.92;4771.43;1252.8;1252.8;3519.9;32;AP ENGAGED;AT ENGAGED;0;0;-;-3.90;-3.95;1.46;-0.99;616.50;0.89;6.45;1;1;0
XX/08/22;14:07:29;APPROACH;AIR;AIR;AIR;7726;7957.00;1013.0;4482;2054;16.00;-15.985.410;-48.172.421;231;196;165;155.92;0.340;-1758;1.06;0.00;0.00;-42;-72.77;0;-4.2;56046;10;23.91;3.90;3.3;5.82;0.1;9.14;-3.55;34.2;34.8;75.1;74.0;567;580;IDLE;IDLE;9626.04;4854.27;4771.78;1252.8;1246.8;3501.7;32;AP ENGAGED;AT ENGAGED;0;0;-;-3.41;-4.69;1.11;-1.57;-1233.00;0.76;6.51;1;1;0
