DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD;PITCH_TRM
XX/06/21;05:39:00;APPROACH;AIR;AIR;AIR;5004;5004.00;1013.0;4720;2629;23.25;-30.719.178;-60.221.542;198;175;161;161.94;0.290;-1582;0.99;0.00;0.02;15;113.91;19;-5.3;54250;5;-0.35;3.2;-0.0;9.85;0.00;31.8;30.9;73.6;74.1;530;573;0;0;7776.79;3860.82;3915.98;468.11;471.74;13480.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.50;-2.70;0.96;1.35;0.00;7.79
XX/06/21;05:39:01;APPROACH;AIR;AIR;AIR;4980;4980.00;1013.0;4696;2629;23.25;-30.711.010;-60.221.401;198;175;161;161.94;0.289;-1575;0.99;0.00;0.01;15;113.55;19;-5.4;54250;5;0.00;3.2;-0.0;9.67;0.00;31.8;30.9;73.6;74.1;531;573;0;0;7777.06;3860.95;3916.11;471.74;471.74;13480.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.55;-2.70;1.19;1.35;0.06;7.79
XX/06/21;05:39:02;APPROACH;AIR;AIR;AIR;4952;4952.00;1013.0;4668;2629;23.25;-30.702.846;-60.221.268;198;175;161;161.94;0.289;-1570;0.99;0.00;0.02;15;113.55;19;-5.3;54250;5;0.00;3.2;-0.0;9.85;0.00;31.8;30.9;73.6;74.1;531;573;0;0;7777.32;3861.08;3916.24;471.74;471.74;13480.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.55;-2.75;1.19;0.90;0.00;7.79
XX/06/21;05:39:03;APPROACH;AIR;AIR;AIR;4924;4924.00;1013.0;4640;2629;23.25;-30.691.729;-60.221.130;198;175;161;161.94;0.289;-1606;0.99;0.00;0.02;15;113.20;19;-5.3;54250;5;0.00;3.2;-0.0;9.67;0.00;31.8;30.9;73.6;74.1;531;573;0;0;7777.58;3861.21;3916.37;471.74;471.74;13480.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.50;-2.75;1.64;0.90;0.06;7.79
XX/06/21;05:39:04;APPROACH;AIR;AIR;AIR;4900;4900.00;1013.0;4616;2629;23.50;-30.683.558;-60.220.993;198;175;161;161.94;0.289;-1591;0.99;0.00;0.01;15;113.20;19;-5.3;54250;5;0.00;3.2;-0.0;9.67;0.00;31.8;30.9;73.6;74.1;531;573;0;0;7777.84;3861.34;3916.50;475.37;471.74;13480.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.50;-2.75;1.64;1.01;0.13;7.82
XX/06/21;05:39:05;APPROACH;AIR;AIR;AIR;4872;4872.00;1013.0;4588;2629;23.50;-30.675.395;-60.220.860;198;176;161;161.94;0.290;-1581;0.99;0.00;0.02;15;113.20;19;-5.3;54250;5;-0.35;3.2;-0.0;9.67;0.00;31.8;30.9;73.6;74.1;531;573;0;0;7778.11;3861.48;3916.63;475.37;471.74;13480.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.50;-2.75;1.19;1.01;0.19;7.76
XX/06/21;05:39:06;APPROACH;AIR;AIR;AIR;4844;4844.00;1013.0;4560;2629;23.50;-30.664.275;-60.220.722;198;176;161;161.91;0.290;-1613;0.99;0.00;0.01;15;113.20;19;-5.2;54232;5;-0.70;3.2;-0.0;9.67;0.00;31.8;30.9;73.6;74.1;530;573;0;0;7778.37;3861.61;3916.76;471.74;471.74;13480.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.50;-2.75;1.19;2.26;0.13;7.82
XX/06/21;05:39:07;APPROACH;AIR;AIR;AIR;4820;4820.00;1013.0;4536;2629;23.50;-30.656.102;-60.220.589;198;176;161;161.91;0.289;-1596;0.99;-0.00;0.02;15;113.20;19;-5.2;54232;5;-0.35;3.2;-0.0;9.67;0.00;31.8;30.9;73.6;74.1;531;573;0;0;7778.63;3861.74;3916.89;475.37;471.74;13480.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.50;-2.75;-1.18;2.26;0.13;7.82
XX/06/21;05:39:08;APPROACH;AIR;AIR;AIR;4792;4792.00;1013.0;4508;2629;23.50;-30.647.929;-60.220.451;198;176;161;161.91;0.289;-1584;0.99;-0.00;0.02;15;113.20;19;-5.0;54232;5;0.70;3.2;-0.0;9.67;0.00;31.8;30.9;73.6;74.1;531;573;0;0;7778.90;3861.87;3917.02;475.37;471.74;13480.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.50;-2.70;-1.18;4.81;0.00;7.82
XX/06/21;05:39:09;APPROACH;AIR;AIR;AIR;4764;4764.00;1013.0;4480;2629;23.75;-30.636.809;-60.220.318;198;176;161;161.91;0.289;-1616;0.98;-0.01;0.02;15;113.55;18;-4.7;54232;5;2.46;3.2;-0.0;9.67;0.00;31.8;30.9;73.6;74.1;531;573;0;0;7779.16;3862.00;3917.16;475.37;475.37;13480.;51;AP ENGAGED;AT ENGAGED;0;0;-;-3.55;-2.70;-2.77;4.81;-0.19;7.79
