DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD;PITCH_TRM
XX/08/21;07:04:30;APPROACH;AIR;AIR;AIR;5008;5008.00;1013.0;4660;2627;26.00;-31.229.877;-60.228.931;242;218;161;155.46;0.360;-1072;0.98;0.00;-0.01;15;101.25;18;-4.1;54268;1;7.03;3.0;-0.2;5.10;0.00;32.4;31.5;74.0;74.3;530;567;0;0;7470.04;3710.06;3759.98;475.37;471.74;11840.;0;AP ENGAGED;AT ENGAGED;0;0;-;-4.14;-3.15;4.76;-2.15;0.38;5.97
XX/08/21;07:04:31;APPROACH;AIR;AIR;AIR;4992;4992.00;1013.0;4644;2627;26.00;-31.217.699;-60.228.771;242;217;161;155.46;0.359;-1074;0.95;0.00;-0.01;15;101.60;18;-4.0;54268;1;3.52;2.6;-0.3;4.92;0.00;32.4;31.5;74.0;74.4;530;569;0;0;7470.30;3710.19;3760.11;471.74;475.37;11840.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.70;-3.15;4.37;-2.15;0.38;5.85
XX/08/21;07:04:32;APPROACH;AIR;AIR;AIR;4972;4972.00;1013.0;4624;2627;26.00;-31.208.544;-60.228.607;241;217;161;155.46;0.359;-1076;0.94;0.01;-0.01;15;101.60;18;-4.1;54268;1;0.70;2.5;-0.2;4.75;0.00;32.4;31.4;74.0;74.3;530;570;0;0;7470.56;3710.32;3760.24;475.37;471.74;11840.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.70;-3.00;4.37;-1.13;0.44;5.85
XX/08/21;07:04:33;APPROACH;AIR;AIR;AIR;4952;4952.00;1013.0;4604;2627;26.00;-31.196.356;-60.228.439;241;217;161;155.46;0.358;-1117;0.94;0.01;-0.01;15;101.95;18;-4.2;54268;1;-1.41;2.3;-0.1;4.92;0.00;32.4;31.4;74.0;74.3;530;570;0;0;7470.83;3710.45;3760.37;475.37;471.74;11840.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.55;-3.00;2.66;-1.13;0.44;5.85
XX/08/21;07:04:34;APPROACH;AIR;AIR;AIR;4932;4932.00;1013.0;4584;2627;26.00;-31.184.180;-60.228.279;241;217;161;155.46;0.357;-1144;0.94;0.01;-0.01;15;102.30;18;-4.1;54268;1;-2.46;2.1;-0.1;5.10;0.00;32.4;31.4;73.9;74.3;530;571;0;0;7471.09;3710.58;3760.50;471.74;471.74;11840.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.55;-2.75;2.66;0.39;0.38;5.85
XX/08/21;07:04:35;APPROACH;AIR;AIR;AIR;4908;4908.00;1013.0;4560;2627;26.00;-31.175.025;-60.228.111;241;216;161;155.46;0.356;-1202;0.95;0.00;-0.01;15;102.66;17;-4.0;54268;1;-2.81;2.1;-0.0;5.28;0.00;32.4;31.4;73.9;74.3;530;571;0;0;7471.35;3710.72;3760.63;471.74;471.74;11840.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.25;-2.75;1.42;0.39;0.13;5.85
XX/08/21;07:04:36;APPROACH;AIR;AIR;AIR;4884;4884.00;1013.0;4536;2627;26.00;-31.162.815;-60.227.951;241;217;161;155.46;0.357;-1281;0.97;-0.00;-0.01;14;103.36;17;-3.9;54268;1;-2.81;1.9;-0.1;5.45;0.00;32.4;31.4;73.9;74.3;530;572;0;0;7471.61;3710.85;3760.76;475.37;471.74;11840.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.25;-2.50;1.42;1.41;0.06;5.85
XX/08/21;07:04:37;APPROACH;AIR;AIR;AIR;4860;4860.00;1013.0;4512;2627;26.00;-31.153.660;-60.227.795;241;216;161;155.46;0.356;-1333;0.98;-0.00;-0.01;14;103.71;17;-3.8;54268;1;-2.81;1.9;-0.0;5.63;0.00;32.4;31.4;73.9;74.3;530;572;0;0;7471.88;3710.98;3760.90;475.37;471.74;11840.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.15;-2.50;0.68;1.41;-0.06;5.79
XX/08/21;07:04:38;APPROACH;AIR;AIR;AIR;4836;4836.00;1013.0;4488;2627;26.00;-31.141.446;-60.227.634;241;217;161;155.46;0.357;-1369;0.98;-0.00;-0.01;14;104.41;17;-3.7;54268;1;-2.81;1.9;-0.0;5.45;0.00;32.4;31.4;73.9;74.3;531;572;0;0;7472.14;3711.11;3761.03;471.74;471.74;11840.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.15;-2.70;0.68;1.92;-0.13;5.94
XX/08/21;07:04:39;APPROACH;AIR;AIR;AIR;4812;4812.00;1013.0;4464;2627;26.00;-31.129.222;-60.227.482;241;217;161;155.46;0.357;-1392;1.00;-0.00;-0.01;14;104.77;16;-3.6;54268;1;-2.46;2.1;0.1;5.80;0.00;32.4;31.4;73.9;74.3;530;572;0;0;7472.40;3711.24;3761.16;471.74;475.37;11840.;0;AP ENGAGED;AT ENGAGED;0;0;-;-3.65;-2.70;0.51;1.92;-0.19;6.15
