DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;ROLL_CPT;PITCH;PITCH_CPT;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD_PDL_FORCE;RUDD;PITCH_TRM;VHF_KEYING_L;VHF_KEYING_R;AP_OFF
XX/09/22;06:09:06;APPROACH;AIR;AIR;AIR;5005;5166.00;1013.0;3012;2055;24.75;-22.879.715;-47.269.276;203;190;155;154.50;0.314;-1008;0.98;0.01;0.00;-122;-72.77;0;-1.7;50077;5;-0.35;1.62;4.2;6.74;0.0;7.73;4.56;34.5;34.9;74.3;74.8;581;597;IDLE;IDLE;7666.67;3865.70;3800.97;1344.1;1350.2;4354.5;42;AP ENGAGED;AT ENGAGED;0;0;-;-4.84;-3.16;1.70;-0.34;616.50;0.57;6.33;1;1;0
XX/09/22;06:09:07;APPROACH;AIR;AIR;AIR;4988;5149.00;1013.0;2995;2055;24.75;-22.880.401;-47.269.791;203;189;155;154.50;0.312;-1012;0.99;0.00;0.00;-122;0.00;0;-1.5;50077;5;-0.35;0.37;4.2;6.76;0.0;7.73;4.58;34.5;34.9;73.7;74.8;581;598;IDLE;IDLE;7667.41;3866.07;3801.34;1344.1;1338.0;4354.5;42;AP ENGAGED;AT ENGAGED;0;0;-;-4.84;-3.16;2.10;0.18;-1233.00;0.57;6.30;1;1;0
XX/09/22;06:09:08;APPROACH;AIR;AIR;AIR;4972;5132.00;1013.0;2979;2055;24.75;-22.881.088;-47.270.496;202;189;155;154.50;0.312;-1005;0.99;0.01;0.01;-122;-72.77;0;-1.4;50077;5;-0.70;-4.97;4.2;6.80;0.0;7.91;4.61;34.5;34.8;74.3;74.8;581;597;IDLE;IDLE;7668.16;3866.45;3801.71;1350.2;1338.0;4354.5;42;AP ENGAGED;AT ENGAGED;0;0;-;-4.94;-3.06;3.51;1.52;616.50;0.70;6.33;1;1;0
XX/09/22;06:09:09;APPROACH;AIR;AIR;AIR;4956;5117.00;1013.0;2963;2055;24.50;-22.881.774;-47.271.008;202;188;155;154.50;0.310;-990;0.99;0.01;0.01;-122;-180.0;0;-1.2;50077;5;-1.76;-7.18;4.2;6.68;0.0;7.91;4.61;34.5;34.8;74.6;74.8;581;597;IDLE;IDLE;7668.90;3866.82;3802.09;1344.1;1344.1;4354.5;29;AP ENGAGED;AT ENGAGED;0;0;-;-4.74;-3.31;4.15;2.10;-1233.00;0.82;6.30;1;1;0
XX/09/22;06:09:10;APPROACH;AIR;AIR;AIR;4940;5101.00;1013.0;2947;2055;24.50;-22.882.537;-47.271.713;201;187;155;154.50;0.308;-980;1.01;0.02;0.01;-123;-72.77;0;-1.1;50077;5;-4.22;-9.91;4.2;6.74;0.0;7.03;4.62;34.5;34.8;74.8;74.9;581;598;IDLE;IDLE;7669.65;3867.19;3802.46;1350.2;1350.2;4354.5;16;AP ENGAGED;AT ENGAGED;0;0;-;-4.79;-3.21;4.85;2.86;616.50;1.02;6.30;1;1;0
XX/09/22;06:09:11;APPROACH;AIR;AIR;AIR;4922;5083.00;1013.0;2929;2055;24.25;-22.883.300;-47.272.415;200;187;155;154.50;0.308;-993;1.00;0.02;0.01;-123;0.00;0;-0.9;50077;5;-6.68;-10.42;3.7;6.80;-0.5;6.33;4.60;34.5;34.8;75.6;74.8;581;597;IDLE;IDLE;7670.40;3867.57;3802.83;1338.0;1338.0;4354.5;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.89;-3.06;4.91;2.98;-1233.00;1.14;6.30;1;1;0
XX/09/22;06:09:12;APPROACH;AIR;AIR;AIR;4906;5066.00;1013.0;2913;2055;24.00;-22.884.063;-47.272.873;200;186;155;154.50;0.306;-1002;0.96;0.02;0.01;-124;-72.77;0;-0.5;50077;5;-9.49;-14.25;3.3;6.68;-0.3;6.33;4.60;34.5;34.8;76.2;74.8;581;597;IDLE;IDLE;7671.15;3867.94;3803.21;1350.2;1344.1;4354.5;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.64;-3.31;5.90;3.92;616.50;1.14;6.30;1;1;0
XX/09/22;06:09:13;APPROACH;AIR;AIR;AIR;4888;5047.00;1013.0;2895;2055;23.75;-22.884.826;-47.273.483;200;185;155;154.50;0.306;-1008;0.97;0.02;0.01;-125;-180.0;0;0.0;50077;5;-11.95;-12.41;3.2;6.65;-0.2;6.33;4.58;34.4;34.8;76.1;74.8;582;597;IDLE;IDLE;7671.89;3868.32;3803.58;1350.2;1344.1;4354.5;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.69;-3.31;5.32;3.39;-1233.00;0.63;6.30;1;1;0
XX/09/22;06:09:14;APPROACH;AIR;AIR;AIR;4869;5028.00;1013.0;2876;2055;23.75;-22.885.589;-47.273.941;200;186;155;154.50;0.306;-1042;0.95;0.01;0.01;-127;-72.77;0;0.4;50077;5;-15.82;-12.70;2.8;6.82;-0.4;6.33;4.56;34.5;34.8;75.4;74.6;581;597;IDLE;IDLE;7672.64;3868.69;3803.95;1350.2;1344.1;4354.5;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.94;-3.06;5.49;3.57;1232.40;0.70;6.30;1;1;0
XX/09/22;06:09:15;APPROACH;AIR;AIR;AIR;4848;5009.00;1013.0;2855;2055;23.75;-22.886.352;-47.274.399;200;187;155;154.50;0.308;-1094;0.97;0.01;0.01;-128;0.00;0;0.6;50077;5;-18.63;-13.88;2.6;7.14;-0.2;6.15;4.49;34.5;34.8;75.2;74.8;581;598;IDLE;IDLE;7673.39;3869.07;3804.33;1350.2;1350.2;4354.5;51;AP ENGAGED;AT ENGAGED;0;0;-;-5.34;-2.56;5.79;3.86;1232.40;0.57;6.30;1;1;0
