DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCH_CPT;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD;PITCH_TRM;ROLL_CPT;VHF_KEYING_L;VHF_KEYING_R;AP_OFF
XX/04/22;22:19:17;APPROACH;AIR;AIR;AIR;8000;8000.00;1013.0;4744;2627;17.25;-15.828.177;-48.141.632;203;190;164;164.99;0.332;-1110;0.99;-0.00;0.01;143;98.79;17;1.9;55955;5;0.00;4.2;-0.21;0.0;8.27;0.00;32.0;30.9;73.4;73.4;533;517;0;0;7299.16;3653.04;3646.12;428.19;420.93;11280.;31;AP ENGAGED;AT ENGAGED;0;0;-;-3.75;-3.05;1.02;1.86;-0.25;6.21;0;1;1;0
XX/04/22;22:19:18;APPROACH;AIR;AIR;AIR;7984;7984.00;1013.0;4728;2627;17.25;-15.828.785;-48.140.652;203;191;164;164.99;0.333;-1139;0.98;-0.00;0.01;143;98.09;17;2.0;55955;5;0.00;4.0;-0.21;-0.1;8.27;0.00;32.0;30.9;73.4;73.4;534;518;0;0;7299.40;3653.16;3646.24;428.19;424.56;11280.;31;AP ENGAGED;AT ENGAGED;0;0;-;-3.75;-3.00;1.02;2.03;-0.25;6.21;0;1;1;0
XX/04/22;22:19:19;APPROACH;AIR;AIR;AIR;7964;7964.00;1013.0;4708;2627;17.25;-15.829.395;-48.139.866;203;190;164;164.99;0.332;-1120;0.98;0.00;0.01;143;97.73;17;2.0;55955;5;-0.35;4.0;-0.21;-0.0;8.44;0.00;32.0;30.9;73.4;73.4;534;518;0;0;7299.63;3653.28;3646.36;428.19;420.93;11280.;31;AP ENGAGED;AT ENGAGED;0;0;-;-3.75;-3.00;0.85;2.03;-0.19;6.21;0;1;1;0
XX/04/22;22:19:20;APPROACH;AIR;AIR;AIR;7940;7940.00;1013.0;4684;2627;17.25;-15.830.001;-48.139.084;202;190;164;164.99;0.332;-1186;0.97;-0.00;0.01;143;97.38;17;2.1;55955;5;0.00;3.9;-0.21;-0.1;8.27;0.00;32.0;30.9;73.4;73.4;534;518;0;0;7299.87;3653.40;3646.47;428.19;424.56;11280.;31;AP ENGAGED;AT ENGAGED;0;0;-;-3.75;-2.95;0.85;1.98;-0.32;6.18;0;1;1;0
XX/04/22;22:19:21;APPROACH;AIR;AIR;AIR;7920;7920.00;1013.0;4664;2627;17.50;-15.830.607;-48.138.340;202;190;164;164.99;0.331;-1230;0.97;-0.01;0.01;143;97.03;17;2.2;55955;5;-0.35;3.9;-0.17;-0.0;8.27;0.00;32.0;30.9;73.4;73.4;534;517;0;0;7300.10;3653.51;3646.59;424.56;420.93;11280.;31;AP ENGAGED;AT ENGAGED;0;0;-;-3.65;-2.95;0.68;1.98;-0.25;6.21;0;1;1;0
XX/04/22;22:19:22;APPROACH;AIR;AIR;AIR;7900;7900.00;1013.0;4644;2627;17.50;-15.830.912;-48.137.493;202;190;164;164.99;0.331;-1220;0.97;-0.01;0.01;143;96.68;17;2.1;55955;5;-0.35;3.9;-0.17;-0.0;8.44;0.00;32.0;30.9;73.4;73.4;534;518;0;0;7300.34;3653.63;3646.71;428.19;424.56;11280.;31;AP ENGAGED;AT ENGAGED;0;0;-;-3.65;-2.85;0.68;2.03;-0.32;6.21;0;1;1;0
XX/04/22;22:19:23;APPROACH;AIR;AIR;AIR;7876;7876.00;1013.0;4620;2627;17.50;-15.831.217;-48.136.642;201;189;164;164.99;0.330;-1253;0.98;0.00;0.02;143;96.68;17;2.0;55955;5;-0.35;3.9;-0.17;-0.0;8.27;0.00;32.0;30.9;73.4;73.4;534;518;0;0;7300.58;3653.75;3646.83;428.19;424.56;11280.;31;AP ENGAGED;AT ENGAGED;0;0;-;-3.60;-2.85;0.91;2.03;-0.13;6.21;0;1;1;0
XX/04/22;22:19:24;APPROACH;AIR;AIR;AIR;7852;7852.00;1013.0;4596;2627;17.50;-15.831.826;-48.135.902;201;189;164;164.99;0.330;-1315;0.97;0.00;0.01;143;96.33;17;2.1;55955;5;0.00;3.7;-0.13;-0.1;8.44;0.00;32.0;30.9;73.4;73.4;535;518;0;0;7300.82;3653.87;3646.94;428.19;424.56;11280.;31;AP ENGAGED;AT ENGAGED;0;0;-;-3.60;-2.85;0.91;2.09;-0.25;6.18;0;1;1;0
XX/04/22;22:19:25;APPROACH;AIR;AIR;AIR;7832;7832.00;1013.0;4576;2627;17.50;-15.832.434;-48.134.857;201;189;164;164.99;0.329;-1317;0.99;-0.00;0.01;143;95.98;17;2.2;55955;5;-0.35;3.7;-0.09;-0.0;8.79;0.00;32.0;30.9;73.4;73.4;534;519;0;0;7301.05;3653.99;3647.06;428.19;424.56;11280.;31;AP ENGAGED;AT ENGAGED;0;0;-;-3.50;-2.85;0.74;2.09;-0.32;6.21;0;1;1;0
XX/04/22;22:19:26;APPROACH;AIR;AIR;AIR;7808;7808.00;1013.0;4552;2627;17.50;-15.833.042;-48.134.075;201;189;164;164.99;0.329;-1318;0.98;-0.00;0.02;143;95.63;17;2.2;55955;5;-0.35;3.7;-0.04;-0.0;8.62;0.00;32.0;30.9;73.4;73.4;534;518;0;0;7301.29;3654.11;3647.18;428.19;424.56;11280.;31;AP ENGAGED;AT ENGAGED;0;0;-;-3.50;-2.70;0.74;1.98;-0.32;6.21;0;1;1;0
