DATE,TIME,LDGL,LDGR,FPHASE,HEIGHT,ALTSTDC,ALTQNH,TAT,CAS,GS,VLS,MACH,HEAD,WINDIR,WINSPD,LATP,LONP,LONCORR,LATCORR,Delta_D,ACCUM_D,TDD,e_p,e_c,e_tot,H_GEOM_REF_m,H_GEOM_REF_ft,SAT,theta,sigma,TAS,WIND_COMP,e_p_ref,e_c_REF,E_TOT_ref,e_ref_inf,e_ref_supp,FLAG_INF,FLAG_SUP,energy_state,COLOR
08/2022,17:04:02,AIR,AIR,APPROACH,3165,5011,5305.0,14.0,182,186,147.87,0.302,151,-72.77,0,-22.907028,-47.268154,-47.272102000000004,-22.907936,0.0,0.0,9.1,9.5,4.6,14.1,912.7,5133.38616,13.7,0.9955,0.981,149.3,0,9.0,3.1,12.1,9.7,14.5,0,0,ON PATH,blue
08/2022,17:04:03,AIR,AIR,APPROACH,3151,4997,5290.0,14.0,182,185,147.87,0.3,150,-180.0,0,-22.907638,-47.267502,-47.27145,-22.908545999999998,0.05,0.0,9.1,9.4,4.5,13.9,912.7,5133.38616,13.8,0.9958,0.9822,149.2,0,9.0,3.1,12.1,9.7,14.5,0,0,ON PATH,blue
08/2022,17:04:04,AIR,AIR,APPROACH,3134,4980,5273.0,14.0,181,185,147.87,0.298,149,-72.77,0,-22.908248,-47.266834,-47.270782000000004,-22.909156,0.05,0.1,9.0,9.4,4.5,13.9,902.7,5100.578160000001,13.8,0.9958,0.9822,149.2,0,8.9,3.1,12.0,9.6,14.4,0,0,ON PATH,blue
08/2022,17:04:05,AIR,AIR,APPROACH,3115,4961,5255.0,14.0,181,184,147.87,0.3,148,0.0,0,-22.908941,-47.266129,-47.270077,-22.909848999999998,0.06,0.2,8.9,9.3,4.5,13.8,892.7,5067.77016,13.8,0.9958,0.9822,149.2,0,8.8,3.1,11.9,9.5,14.3,0,0,ON PATH,blue
08/2022,17:04:06,AIR,AIR,APPROACH,3097,4943,5237.0,14.25,181,184,147.87,0.298,148,-72.77,0,-22.909475,-47.265465,-47.269413,-22.910383,0.05,0.2,8.9,9.3,4.5,13.8,892.7,5067.77016,14.0,0.9965,0.9852,149.0,0,8.8,3.1,11.9,9.5,14.3,0,0,ON PATH,blue
08/2022,17:04:07,AIR,AIR,APPROACH,3081,4927,5221.0,14.25,181,184,147.87,0.298,148,-180.0,0,-22.910009,-47.264755,-47.268703,-22.910916999999998,0.05,0.3,8.8,9.2,4.5,13.7,882.6,5034.63408,14.0,0.9965,0.9852,149.0,0,8.7,3.1,11.8,9.4,14.2,0,0,ON PATH,blue
08/2022,17:04:08,AIR,AIR,APPROACH,3062,4908,5202.0,14.25,181,184,147.87,0.298,148,-72.77,0,-22.910543,-47.264091,-47.268039,-22.911451,0.05,0.3,8.8,9.2,4.5,13.7,882.6,5034.63408,14.0,0.9965,0.9852,149.0,0,8.7,3.1,11.8,9.4,14.2,0,0,ON PATH,blue
08/2022,17:04:09,AIR,AIR,APPROACH,3044,4890,5184.0,14.25,181,184,147.87,0.298,148,0.0,0,-22.911077,-47.263382,-47.26733,-22.911984999999998,0.05,0.4,8.7,9.1,4.5,13.6,872.6,5001.826080000001,14.0,0.9965,0.9852,149.0,0,8.6,3.1,11.7,9.4,14.0,0,0,ON PATH,blue
08/2022,17:04:10,AIR,AIR,APPROACH,3027,4873,5166.0,14.25,182,183,147.87,0.3,148,-72.77,0,-22.911611,-47.262718,-47.266666,-22.912519,0.05,0.4,8.7,9.1,4.4,13.5,872.6,5001.826080000001,14.0,0.9965,0.9852,149.0,0,8.6,3.1,11.7,9.4,14.0,0,0,ON PATH,blue
08/2022,17:04:11,AIR,AIR,APPROACH,3009,4855,5149.0,14.25,181,183,147.87,0.298,148,-180.0,0,-22.912145,-47.262009,-47.265957,-22.913052999999998,0.05,0.5,8.6,9.0,4.4,13.4,862.6,4969.01808,14.0,0.9965,0.9852,149.0,0,8.5,3.1,11.6,9.3,13.9,0,0,ON PATH,blue
08/2022,17:04:12,AIR,AIR,APPROACH,2993,4839,5133.0,14.25,181,183,147.87,0.298,148,-72.77,0,-22.912679,-47.261345,-47.265293,-22.913587,0.05,0.5,8.6,9.0,4.4,13.4,862.6,4969.01808,14.0,0.9965,0.9852,149.0,0,8.5,3.1,11.6,9.3,13.9,0,0,ON PATH,blue
08/2022,17:04:13,AIR,AIR,APPROACH,2978,4824,5118.0,14.25,182,183,147.87,0.3,148,0.0,0,-22.913213,-47.260635,-47.264583,-22.914120999999998,0.05,0.6,8.5,8.9,4.4,13.3,852.6,4936.210080000001,14.0,0.9965,0.9852,149.0,0,8.4,3.1,11.5,9.2,13.8,0,0,ON PATH,blue
08/2022,17:04:14,AIR,AIR,APPROACH,2965,4811,5104.0,14.5,183,182,147.87,0.3,147,-72.77,0,-22.913749,-47.259972,-47.26392,-22.914657,0.05,0.6,8.5,8.9,4.4,13.3,852.6,4936.210080000001,14.2,0.9972,0.9881,148.8,0,8.4,3.1,11.5,9.2,13.8,0,0,ON PATH,blue
08/2022,17:04:15,AIR,AIR,APPROACH,2951,4797,5091.0,14.25,184,182,147.87,0.302,147,-180.0,0,-22.914205,-47.259262,-47.26321,-22.915112999999998,0.05,0.7,8.4,8.8,4.4,13.2,842.5,4903.0740000000005,14.0,0.9965,0.9852,149.0,0,8.3,3.1,11.4,9.1,13.7,0,0,ON PATH,blue
