DATE,TIME,LDGL,LDGR,FPHASE,HEIGHT,ALTSTDC,ALTQNH,TAT,CAS,GS,VLS,MACH,HEAD,WINDIR,WINSPD,LATP,LONP,LONCORR,LATCORR,Delta_D,ACCUM_D,TDD,e_p,e_c,e_tot,H_GEOM_REF_m,H_GEOM_REF_ft,SAT,theta,sigma,TAS,WIND_COMP,e_p_ref,e_c_REF,E_TOT_ref,e_ref_inf,e_ref_supp,FLAG_INF,FLAG_SUP,energy_state,COLOR
09/2022,14:09:57,AIR,AIR,APPROACH,2925,5009,5057.0,24.75,185,208,163.59,0.306,-123,-72.77,0,-22.827835,-47.245621,-47.245765999999996,-22.838131,0.0,0.0,14.1,8.7,5.7,14.4,1414.2,6778.70736,24.3,1.0323,1.1449,152.9,0,13.9,3.3,17.2,13.8,20.6,0,0,ON PATH,blue
09/2022,14:09:58,AIR,AIR,APPROACH,2906,4990,5038.0,24.75,185,208,163.59,0.304,-123,0.0,0,-22.828598,-47.24633,-47.246475,-22.838894,0.06,0.1,14.0,8.7,5.7,14.4,1404.2,6745.89936,24.3,1.0323,1.1449,152.9,0,13.8,3.3,17.1,13.7,20.5,0,0,ON PATH,blue
09/2022,14:09:59,AIR,AIR,APPROACH,2888,4972,5020.0,24.75,184,207,163.59,0.304,-123,-72.77,0,-22.829361,-47.246941,-47.247085999999996,-22.839657,0.06,0.1,14.0,8.6,5.7,14.3,1404.2,6745.89936,24.3,1.0323,1.1449,152.9,0,13.8,3.3,17.1,13.7,20.5,0,0,ON PATH,blue
09/2022,14:10:00,AIR,AIR,APPROACH,2873,4957,5006.0,25.0,184,207,163.59,0.302,-123,-180.0,0,-22.830123,-47.247547,-47.247691999999994,-22.840419,0.06,0.2,13.9,8.6,5.7,14.3,1394.2,6713.09136,24.6,1.0333,1.1496,152.6,0,13.7,3.3,17.0,13.6,20.4,0,0,ON PATH,blue
09/2022,14:10:01,AIR,AIR,APPROACH,2858,4942,4991.0,25.0,183,206,163.59,0.302,-123,-72.77,0,-22.830886,-47.248158,-47.24830299999999,-22.841182,0.06,0.2,13.9,8.5,5.6,14.1,1394.2,6713.09136,24.6,1.0333,1.1496,152.6,0,13.7,3.3,17.0,13.6,20.4,0,0,ON PATH,blue
09/2022,14:10:02,AIR,AIR,APPROACH,2844,4928,4978.0,25.0,182,205,163.59,0.3,-123,0.0,0,-22.831649,-47.248768,-47.248912999999995,-22.841945,0.06,0.3,13.8,8.5,5.6,14.1,1384.2,6680.28336,24.6,1.0333,1.1496,152.6,0,13.6,3.3,16.9,13.5,20.3,0,0,ON PATH,blue
09/2022,14:10:03,AIR,AIR,APPROACH,2832,4916,4965.0,25.0,181,204,163.56,0.298,-123,-72.77,0,-22.832336,-47.24934,-47.24948499999999,-22.842632000000002,0.05,0.4,13.7,8.5,5.5,14.0,1374.1,6647.14728,24.6,1.0333,1.1496,152.5,0,13.6,3.3,16.9,13.5,20.3,0,0,ON PATH,blue
09/2022,14:10:04,AIR,AIR,APPROACH,2820,4904,4952.0,25.0,181,204,163.56,0.298,-123,-180.0,0,-22.833023,-47.250046,-47.250190999999994,-22.843319,0.06,0.4,13.7,8.4,5.5,13.9,1374.1,6647.14728,24.6,1.0333,1.1496,152.5,0,13.6,3.3,16.9,13.5,20.3,0,0,ON PATH,blue
09/2022,14:10:05,AIR,AIR,APPROACH,2809,4893,4941.0,25.0,181,203,163.56,0.298,-123,-72.77,0,-22.833709,-47.250557,-47.250702,-22.844005,0.05,0.5,13.6,8.4,5.5,13.9,1364.1,6614.33928,24.6,1.0333,1.1496,152.5,0,13.5,3.3,16.8,13.4,20.2,0,0,ON PATH,blue
09/2022,14:10:06,AIR,AIR,APPROACH,2799,4883,4931.0,25.0,181,203,163.56,0.298,-122,0.0,0,-22.834396,-47.251263,-47.251408,-22.844692000000002,0.06,0.5,13.6,8.4,5.5,13.9,1364.1,6614.33928,24.6,1.0333,1.1496,152.5,0,13.5,3.3,16.8,13.4,20.2,0,0,ON PATH,blue
09/2022,14:10:07,AIR,AIR,APPROACH,2790,4874,4922.0,25.0,180,202,163.56,0.296,-122,-72.77,0,-22.835083,-47.251778,-47.251923,-22.845379,0.05,0.6,13.5,8.3,5.4,13.7,1354.1,6581.53128,24.6,1.0333,1.1496,152.5,0,13.4,3.3,16.7,13.4,20.0,0,0,ON PATH,blue
09/2022,14:10:08,AIR,AIR,APPROACH,2781,4865,4913.0,25.25,179,202,163.56,0.296,-122,-180.0,0,-22.835845,-47.252483,-47.252627999999994,-22.846141,0.06,0.6,13.5,8.3,5.4,13.7,1354.1,6581.53128,24.8,1.034,1.1529,152.3,0,13.4,3.3,16.7,13.4,20.0,0,0,ON PATH,blue
09/2022,14:10:09,AIR,AIR,APPROACH,2772,4856,4904.0,25.25,180,202,163.56,0.296,-122,-72.77,0,-22.836608,-47.253185,-47.25333,-22.846904,0.06,0.7,13.4,8.3,5.4,13.7,1344.0,6548.3952,24.8,1.034,1.1529,152.3,0,13.3,3.3,16.6,13.3,19.9,0,0,ON PATH,blue
09/2022,14:10:10,AIR,AIR,APPROACH,2763,4847,4896.0,25.25,180,201,163.56,0.296,-122,0.0,0,-22.837371,-47.253796,-47.253941,-22.847667,0.06,0.8,13.3,8.3,5.3,13.6,1334.0,6515.5872,24.8,1.034,1.1529,152.3,0,13.2,3.3,16.5,13.2,19.8,0,0,ON PATH,blue
09/2022,14:10:11,AIR,AIR,APPROACH,2755,4839,4888.0,25.25,179,201,163.56,0.296,-122,-72.77,0,-22.838134,-47.254406,-47.254551,-22.84843,0.06,0.8,13.3,8.2,5.3,13.5,1334.0,6515.5872,24.8,1.034,1.1529,152.3,0,13.2,3.3,16.5,13.2,19.8,0,0,ON PATH,blue
09/2022,14:10:12,AIR,AIR,APPROACH,2747,4831,4880.0,25.25,180,201,163.56,0.296,-122,-180.0,0,-22.838897,-47.254864,-47.255008999999994,-22.849193,0.05,0.9,13.2,8.2,5.3,13.5,1324.0,6482.7792,24.8,1.034,1.1529,152.3,0,13.1,3.3,16.4,13.1,19.7,0,0,ON PATH,blue
09/2022,14:10:13,AIR,AIR,APPROACH,2739,4823,4872.0,25.5,180,201,163.56,0.296,-122,-72.77,0,-22.83966,-47.255474,-47.255618999999996,-22.849956,0.06,0.9,13.2,8.2,5.3,13.5,1324.0,6482.7792,25.1,1.0351,1.1581,152.0,0,13.1,3.3,16.4,13.1,19.7,0,0,ON PATH,blue
09/2022,14:10:14,AIR,AIR,APPROACH,2731,4815,4864.0,25.5,180,201,163.56,0.296,-122,0.0,0,-22.840423,-47.255894,-47.256038999999994,-22.850719,0.05,1.0,13.1,8.2,5.3,13.5,1313.9,6449.643120000001,25.1,1.0351,1.1581,152.0,0,13.0,3.3,16.3,13.0,19.6,0,0,ON PATH,blue
09/2022,14:10:15,AIR,AIR,APPROACH,2723,4807,4856.0,25.5,180,201,163.56,0.296,-122,-72.77,0,-22.841186,-47.256599,-47.256744,-22.851482,0.06,1.0,13.1,8.1,5.3,13.4,1313.9,6449.643120000001,25.1,1.0351,1.1581,152.0,0,13.0,3.3,16.3,13.0,19.6,0,0,ON PATH,blue
