DATE,TIME,LDGL,LDGR,FPHASE,HEIGHT,ALTSTDC,ALTQNH,TAT,CAS,GS,VLS,MACH,HEAD,WINDIR,WINSPD,LATP,LONP,LONCORR,LATCORR,Delta_D,ACCUM_D,TDD,e_p,e_c,e_tot,H_GEOM_REF_m,H_GEOM_REF_ft,SAT,theta,sigma,TAS,WIND_COMP,e_p_ref,e_c_REF,E_TOT_ref,e_ref_inf,e_ref_supp,FLAG_INF,FLAG_SUP,energy_state,COLOR
09/2022,13:11:28,AIR,AIR,FINAL APPROACH,2992,5012,5012.0,12.25,154,156,133.17,0.254,-4,297.77,12,-23.110166,-46.378983,-47.022693999999994,-23.095019999999998,0.0,0.0,9.6,8.9,3.2,12.1,962.9,5298.0823199999995,12.1,0.9899,0.9577,136.1,6.3,9.5,2.9,12.4,9.9,14.9,0,0,ON PATH,blue
09/2022,13:11:29,AIR,AIR,FINAL APPROACH,2976,4996,4996.0,12.25,152,155,133.17,0.251,-4,298.83,12,-23.109476,-46.379253,-47.022963999999995,-23.09433,0.04,0.0,9.6,8.9,3.2,12.1,962.9,5298.0823199999995,12.1,0.9899,0.9577,136.1,6.5,9.5,2.9,12.4,9.9,14.9,0,0,ON PATH,blue
09/2022,13:11:30,AIR,AIR,FINAL APPROACH,2956,4976,4976.0,12.25,151,154,133.17,0.25,-4,298.48,12,-23.108787,-46.379524,-47.023235,-23.093640999999998,0.04,0.1,9.5,8.8,3.1,11.9,952.9,5265.27432,12.1,0.9899,0.9577,136.1,6.4,9.4,2.9,12.3,9.8,14.8,0,0,ON PATH,blue
09/2022,13:11:31,AIR,AIR,FINAL APPROACH,2940,4960,4960.0,12.25,150,154,133.17,0.248,-4,298.83,12,-23.108102,-46.379795,-47.023506,-23.092955999999997,0.04,0.1,9.5,8.8,3.1,11.9,952.9,5265.27432,12.1,0.9899,0.9577,136.1,6.5,9.4,2.9,12.3,9.8,14.8,0,0,ON PATH,blue
09/2022,13:11:32,AIR,AIR,FINAL APPROACH,2924,4944,4944.0,12.25,148,153,133.17,0.245,-4,298.83,11,-23.107431,-46.380066,-47.023776999999995,-23.092284999999997,0.04,0.2,9.4,8.7,3.1,11.8,942.8,5232.13824,12.1,0.9899,0.9577,136.1,6.0,9.3,2.9,12.2,9.8,14.6,0,0,ON PATH,blue
09/2022,13:11:33,AIR,AIR,FINAL APPROACH,2908,4928,4928.0,12.25,148,152,133.17,0.245,-5,297.77,11,-23.106742,-46.380405,-47.024116,-23.091596,0.05,0.2,9.4,8.7,3.1,11.8,942.8,5232.13824,12.1,0.9899,0.9577,136.1,6.0,9.3,2.9,12.2,9.8,14.6,0,0,ON PATH,blue
09/2022,13:11:34,AIR,AIR,FINAL APPROACH,2892,4912,4912.0,12.5,149,152,133.17,0.246,-5,297.07,11,-23.106056,-46.380745,-47.024455999999994,-23.090909999999997,0.05,0.3,9.3,8.6,3.1,11.7,932.8,5199.330239999999,12.4,0.991,0.9623,135.8,5.8,9.2,2.8,12.0,9.6,14.4,0,0,ON PATH,blue
09/2022,13:11:35,AIR,AIR,FINAL APPROACH,2876,4896,4896.0,12.5,149,151,133.17,0.245,-6,299.18,11,-23.105371,-46.381084,-47.024795,-23.090225,0.05,0.3,9.3,8.6,3.0,11.6,932.8,5199.330239999999,12.4,0.991,0.9623,135.8,6.3,9.2,2.9,12.1,9.7,14.5,0,0,ON PATH,blue
09/2022,13:11:36,AIR,AIR,FINAL APPROACH,2860,4880,4880.0,12.25,148,151,133.17,0.244,-6,303.4,10,-23.105001,-46.381428,-47.025138999999996,-23.089855,0.03,0.3,9.3,8.6,3.0,11.6,932.8,5199.330239999999,12.1,0.9899,0.9577,136.1,6.3,9.2,2.9,12.1,9.7,14.5,0,0,ON PATH,blue
09/2022,13:11:37,AIR,AIR,FINAL APPROACH,2848,4868,4868.0,12.5,147,150,133.17,0.242,-7,308.67,10,-23.104312,-46.381706,-47.025417,-23.089166,0.04,0.4,9.2,8.5,3.0,11.5,922.8,5166.52224,12.4,0.991,0.9623,135.8,7.2,9.1,2.9,12.0,9.6,14.4,0,0,ON PATH,blue
