DATE,TIME,LDGL,LDGR,FPHASE,HEIGHT,ALTSTDC,ALTQNH,TAT,CAS,GS,VLS,MACH,HEAD,WINDIR,WINSPD,LATP,LONP,LONCORR,LATCORR,Delta_D,ACCUM_D,TDD,e_p,e_c,e_tot,H_GEOM_REF_m,H_GEOM_REF_ft,SAT,theta,sigma,TAS,WIND_COMP,e_p_ref,e_c_REF,E_TOT_ref,e_ref_inf,e_ref_supp,FLAG_INF,FLAG_SUP,energy_state,COLOR
04/2022,17:42:54,AIR,AIR,APPROACH,3004,5008,5008.0,23.25,181,196,141.72,0.299,-123,210.59,4,-22.851944,-47.254028,-47.25716,-22.847359,0.0,0.0,14.0,9.0,5.1,14.1,1404.2,6745.89936,22.8,1.0271,1.1205,133.9,3.6,13.8,2.7,16.5,13.2,19.8,0,0,ON PATH,blue
04/2022,17:42:55,AIR,AIR,APPROACH,2984,4988,4988.0,23.5,181,195,141.72,0.299,-123,206.37,4,-22.852609,-47.254272,-47.257404,-22.848024000000002,0.04,0.0,14.0,8.9,5.0,13.9,1404.2,6745.89936,23.1,1.0281,1.1252,133.6,3.4,13.8,2.7,16.5,13.2,19.8,0,0,ON PATH,blue
04/2022,17:42:56,AIR,AIR,APPROACH,2960,4964,4964.0,23.5,182,195,141.72,0.3,-123,198.28,4,-22.853416,-47.254978,-47.25811,-22.848831,0.06,0.1,13.9,8.9,5.0,13.9,1394.2,6713.09136,23.1,1.0281,1.1252,133.6,3.1,13.7,2.7,16.4,13.1,19.7,0,0,ON PATH,blue
04/2022,17:42:57,AIR,AIR,APPROACH,2944,4948,4948.0,23.5,182,195,141.72,0.301,-124,189.14,4,-22.854225,-47.255676,-47.258808,-22.84964,0.06,0.2,13.8,8.8,5.0,13.8,1384.2,6680.28336,23.1,1.0281,1.1252,133.6,2.7,13.6,2.6,16.2,13.0,19.4,0,0,ON PATH,blue
04/2022,17:42:58,AIR,AIR,APPROACH,2920,4924,4924.0,23.5,178,195,141.72,0.294,-124,176.13,5,-22.854946,-47.256374,-47.259506,-22.850361000000003,0.06,0.2,13.8,8.7,5.0,13.7,1384.2,6680.28336,23.1,1.0281,1.1252,133.6,2.5,13.6,2.6,16.2,13.0,19.4,0,0,ON PATH,blue
04/2022,17:42:59,AIR,AIR,APPROACH,2896,4900,4900.0,23.5,182,195,141.72,0.3,-124,165.94,5,-22.855672,-47.257069,-47.260201,-22.851087,0.06,0.3,13.7,8.7,5.0,13.7,1374.1,6647.14728,23.1,1.0281,1.1252,133.6,1.7,13.6,2.6,16.2,13.0,19.4,0,0,ON PATH,blue
04/2022,17:43:00,AIR,AIR,APPROACH,2880,4884,4884.0,23.75,180,195,141.72,0.296,-124,170.16,4,-22.856477,-47.257374,-47.260506,-22.851892000000003,0.05,0.3,13.7,8.6,5.0,13.6,1374.1,6647.14728,23.3,1.0288,1.1284,133.4,1.6,13.6,2.6,16.2,13.0,19.4,0,0,ON PATH,blue
04/2022,17:43:01,AIR,AIR,APPROACH,2860,4864,4864.0,23.75,179,195,141.72,0.295,-123,176.84,3,-22.857143,-47.257984,-47.261116,-22.852558000000002,0.05,0.4,13.6,8.6,5.0,13.6,1364.1,6614.33928,23.3,1.0288,1.1284,133.4,1.5,13.5,2.6,16.1,12.9,19.3,0,0,ON PATH,blue
04/2022,17:43:02,AIR,AIR,APPROACH,2844,4848,4848.0,23.75,178,195,141.72,0.293,-123,190.55,2,-22.857807,-47.258595,-47.261727,-22.853222000000002,0.05,0.4,13.6,8.5,5.0,13.5,1364.1,6614.33928,23.3,1.0288,1.1284,133.4,1.4,13.5,2.6,16.1,12.9,19.3,0,0,ON PATH,blue
04/2022,17:43:03,AIR,AIR,APPROACH,2828,4832,4832.0,23.75,177,194,141.72,0.291,-123,211.29,1,-22.858469,-47.259209,-47.262341,-22.853884,0.05,0.5,13.5,8.5,5.0,13.5,1354.1,6581.53128,23.4,1.0292,1.1303,133.3,0.9,13.4,2.6,16.0,12.8,19.2,0,0,ON PATH,blue
04/2022,17:43:04,AIR,AIR,APPROACH,2816,4820,4820.0,23.75,177,194,141.72,0.292,-123,244.34,1,-22.859214,-47.259819,-47.262951,-22.854629000000003,0.06,0.5,13.5,8.4,5.0,13.4,1354.1,6581.53128,23.4,1.0292,1.1303,133.3,1.0,13.4,2.6,16.0,12.8,19.2,0,0,ON PATH,blue
