DATE,TIME,LDGL,LDGR,FPHASE,HEIGHT,ALTSTDC,ALTQNH,TAT,CAS,GS,VLS,MACH,HEAD,WINDIR,WINSPD,LATP,LONP,LONCORR,LATCORR,Delta_D,ACCUM_D,TDD,e_p,e_c,e_tot,H_GEOM_REF_m,H_GEOM_REF_ft,SAT,theta,sigma,TAS,WIND_COMP,e_p_ref,e_c_REF,E_TOT_ref,e_ref_inf,e_ref_supp,FLAG_INF,FLAG_SUP,energy_state,COLOR
08/2021,03:22:11,AIR,AIR,APPROACH,4836,8016,8016.0,15.25,196,227,150.3,0.342,15,101.25,22,-15.911716,-48.153965,-48.162984,-15.908297,0.0,0.0,16.8,14.5,6.8,21.3,1685.1,8979.47608,14.9,0.9997,0.9987,150.4,1.4,16.6,3.3,19.9,15.9,23.9,0,0,ON PATH,blue
08/2021,03:22:12,AIR,AIR,APPROACH,4816,7996,7996.0,15.5,195,227,150.3,0.341,15,99.84,22,-15.910801,-48.154739,-48.163758,-15.907381999999998,0.07,0.1,16.7,14.4,6.8,21.2,1675.0,8946.34,15.1,1.0003,1.0013,150.2,2.0,16.5,3.3,19.8,15.8,23.8,0,0,ON PATH,blue
08/2021,03:22:13,AIR,AIR,APPROACH,4800,7980,7980.0,15.5,196,227,150.3,0.342,15,99.14,23,-15.909583,-48.15551,-48.164529,-15.906163999999999,0.09,0.2,16.6,14.4,6.8,21.2,1665.0,8913.532,15.1,1.0003,1.0013,150.2,2.3,16.4,3.3,19.7,15.8,23.6,0,0,ON PATH,blue
08/2021,03:22:14,AIR,AIR,APPROACH,4780,7960,7960.0,15.5,195,227,150.3,0.341,15,98.09,23,-15.908667,-48.15535,-48.164369,-15.905247999999998,0.06,0.2,16.6,14.3,6.8,21.1,1665.0,8913.532,15.1,1.0003,1.0013,150.2,2.8,16.4,3.3,19.7,15.8,23.6,0,0,ON PATH,blue
08/2021,03:22:15,AIR,AIR,APPROACH,4764,7944,7944.0,15.5,195,227,150.3,0.34,15,97.73,23,-15.907446,-48.155193,-48.164212,-15.904027,0.07,0.3,16.5,14.2,6.8,21.0,1655.0,8880.724,15.1,1.0003,1.0013,150.2,2.9,16.3,3.3,19.6,15.7,23.5,0,0,ON PATH,blue
08/2021,03:22:16,AIR,AIR,APPROACH,4744,7924,7924.0,15.75,194,226,150.3,0.339,15,97.73,23,-15.906307,-48.155033,-48.164052000000005,-15.902887999999999,0.07,0.4,16.4,14.2,6.8,21.0,1644.9,8847.587920000002,15.4,1.0014,1.006,149.9,2.9,16.2,3.3,19.5,15.6,23.4,0,0,ON PATH,blue
08/2021,03:22:17,AIR,AIR,APPROACH,4728,7908,7908.0,15.75,194,226,150.3,0.339,16,98.44,23,-15.905504,-48.154869,-48.163888,-15.902085,0.05,0.4,16.4,14.1,6.8,20.9,1644.9,8847.587920000002,15.4,1.0014,1.006,149.9,3.0,16.2,3.3,19.5,15.6,23.4,0,0,ON PATH,blue
08/2021,03:22:18,AIR,AIR,APPROACH,4708,7888,7888.0,15.75,193,226,150.3,0.336,16,99.14,22,-15.904397,-48.154709,-48.163728,-15.900977999999999,0.07,0.5,16.3,14.1,6.8,20.9,1634.9,8814.77992,15.4,1.0014,1.006,149.9,2.6,16.1,3.3,19.4,15.5,23.3,0,0,ON PATH,blue
08/2021,03:22:19,AIR,AIR,APPROACH,4688,7868,7868.0,15.75,192,225,150.3,0.335,17,100.55,22,-15.903481,-48.154541,-48.163560000000004,-15.900061999999998,0.06,0.5,16.3,14.0,6.7,20.7,1634.9,8814.77992,15.4,1.0014,1.006,149.9,2.5,16.1,3.3,19.4,15.5,23.3,0,0,ON PATH,blue
08/2021,03:22:20,AIR,AIR,APPROACH,4664,7844,7844.0,15.75,192,225,150.3,0.335,18,101.95,21,-15.902568,-48.154369,-48.163388000000005,-15.899149,0.06,0.6,16.2,13.9,6.7,20.6,1624.9,8781.97192,15.4,1.0014,1.006,149.9,2.2,16.0,3.3,19.3,15.4,23.2,0,0,ON PATH,blue
08/2021,03:22:21,AIR,AIR,APPROACH,4644,7824,7824.0,15.75,193,224,150.3,0.335,20,102.66,21,-15.901353,-48.15419,-48.163209,-15.897934,0.07,0.7,16.1,13.9,6.6,20.5,1614.8,8748.83584,15.4,1.0014,1.006,149.9,2.7,15.9,3.3,19.2,15.4,23.0,0,0,ON PATH,blue
08/2021,03:22:22,AIR,AIR,APPROACH,4620,7800,7800.0,15.75,192,223,150.3,0.334,22,103.36,21,-15.900438,-48.153996,-48.163015,-15.897018999999998,0.06,0.7,16.1,13.8,6.6,20.4,1614.8,8748.83584,15.4,1.0014,1.006,149.9,3.2,15.9,3.3,19.2,15.4,23.0,0,0,ON PATH,blue
08/2021,03:22:23,AIR,AIR,APPROACH,4600,7780,7780.0,16.0,192,222,150.3,0.333,24,103.36,21,-15.899224,-48.15379,-48.162809,-15.895805,0.07,0.8,16.0,13.8,6.5,20.3,1604.8,8716.027839999999,15.7,1.0024,1.0103,149.5,3.9,15.8,3.3,19.1,15.3,22.9,0,0,ON PATH,blue
