DATE,TIME,LDGL,LDGR,FPHASE,HEIGHT,ALTSTDC,ALTQNH,TAT,CAS,GS,VLS,MACH,HEAD,WINDIR,WINSPD,LATP,LONP,LONCORR,LATCORR,Delta_D,ACCUM_D,TDD,e_p,e_c,e_tot,H_GEOM_REF_m,H_GEOM_REF_ft,SAT,theta,sigma,TAS,WIND_COMP,e_p_ref,e_c_REF,E_TOT_ref,e_ref_inf,e_ref_supp,FLAG_INF,FLAG_SUP,energy_state,COLOR
03/2022,03:58:18,AIR,AIR,DESCENT,4688,8004,8004.0,21.25,213,246,172.77,0.371,19,140.98,3,-16.007511,-48.05352,-48.059079,-16.003898,0.0,0.0,19.0,14.0,8.0,22.0,1905.7,9703.220560000002,20.7,1.0198,1.087,165.7,-1.6,18.8,3.8,22.6,18.1,27.1,0,0,ON PATH,blue
03/2022,03:58:19,AIR,AIR,DESCENT,4680,7996,7996.0,21.25,212,246,172.77,0.37,19,139.57,3,-16.006292,-48.053303,-48.058862,-16.002678999999997,0.07,0.1,18.9,14.0,8.0,22.0,1895.7,9670.41256,20.7,1.0198,1.087,165.7,-1.5,18.7,3.8,22.5,18.0,27.0,0,0,ON PATH,blue
03/2022,03:58:20,AIR,AIR,DESCENT,4668,7984,7984.0,21.25,212,245,172.77,0.37,19,138.16,3,-16.005313,-48.053085,-48.058644,-16.0017,0.06,0.1,18.9,14.0,7.9,21.9,1895.7,9670.41256,20.7,1.0198,1.087,165.7,-1.5,18.7,3.8,22.5,18.0,27.0,0,0,ON PATH,blue
03/2022,03:58:21,AIR,AIR,DESCENT,4656,7972,7972.0,21.25,212,245,172.77,0.369,19,136.41,3,-16.003974,-48.052876,-48.058434999999996,-16.000360999999998,0.08,0.2,18.8,13.9,7.9,21.8,1885.7,9637.60456,20.7,1.0198,1.087,165.7,-1.4,18.6,3.8,22.4,17.9,26.9,0,0,ON PATH,blue
03/2022,03:58:22,AIR,AIR,DESCENT,4644,7960,7960.0,21.25,211,244,172.77,0.368,19,135.35,3,-16.002634,-48.052662,-48.058220999999996,-15.999020999999999,0.08,0.3,18.7,13.9,7.9,21.8,1875.6,9604.46848,20.7,1.0198,1.087,165.7,-1.3,18.5,3.8,22.3,17.8,26.8,0,0,ON PATH,blue
03/2022,03:58:23,AIR,AIR,DESCENT,4632,7948,7948.0,21.25,211,244,172.77,0.368,19,135.0,3,-16.001718,-48.052452,-48.058011,-15.998104999999999,0.06,0.4,18.6,13.9,7.9,21.8,1865.6,9571.660479999999,20.7,1.0198,1.087,165.7,-1.3,18.4,3.8,22.2,17.8,26.6,0,0,ON PATH,blue
03/2022,03:58:24,AIR,AIR,DESCENT,4620,7936,7936.0,21.25,211,243,172.77,0.367,19,133.59,3,-16.000497,-48.052238,-48.057797,-15.996883999999998,0.07,0.4,18.6,13.8,7.8,21.6,1865.6,9571.660479999999,20.7,1.0198,1.087,165.7,-1.2,18.4,3.8,22.2,17.8,26.6,0,0,ON PATH,blue
03/2022,03:58:25,AIR,AIR,DESCENT,4608,7924,7924.0,21.25,211,243,172.77,0.367,19,132.19,2,-15.999583,-48.052032,-48.057590999999995,-15.995969999999998,0.06,0.5,18.5,13.8,7.8,21.6,1855.6,9538.85248,20.7,1.0198,1.087,165.7,-0.8,18.3,3.8,22.1,17.7,26.5,0,0,ON PATH,blue
03/2022,03:58:26,AIR,AIR,APPROACH,4596,7912,7912.0,21.25,210,242,139.67,0.366,19,130.08,2,-15.998363,-48.051823,-48.057382,-15.994749999999998,0.07,0.6,18.4,13.7,7.7,21.4,1845.5,9505.716400000001,20.7,1.0198,1.087,134.0,-0.7,18.2,2.5,20.7,16.6,24.8,0,0,ON PATH,blue
03/2022,03:58:27,AIR,AIR,APPROACH,4584,7900,7900.0,21.25,210,242,139.67,0.365,19,128.32,2,-15.997145,-48.051617,-48.057176,-15.993531999999998,0.07,0.6,18.4,13.7,7.7,21.4,1845.5,9505.716400000001,20.7,1.0198,1.087,134.0,-0.7,18.2,2.5,20.7,16.6,24.8,0,0,ON PATH,blue
03/2022,03:58:28,AIR,AIR,APPROACH,4572,7888,7888.0,21.25,209,241,139.67,0.364,19,126.91,2,-15.99623,-48.051407,-48.056965999999996,-15.992617,0.06,0.7,18.3,13.7,7.7,21.4,1835.5,9472.9084,20.7,1.0198,1.087,134.0,-0.6,18.1,2.5,20.6,16.5,24.7,0,0,ON PATH,blue
03/2022,03:58:29,AIR,AIR,APPROACH,4556,7872,7872.0,21.25,209,240,139.67,0.363,19,127.27,2,-15.995011,-48.051502,-48.057061,-15.991397999999998,0.07,0.8,18.2,13.6,7.6,21.2,1825.5,9440.1004,20.7,1.0198,1.087,134.0,-0.6,18.0,2.5,20.5,16.4,24.6,0,0,ON PATH,blue
03/2022,03:58:30,AIR,AIR,APPROACH,4544,7860,7860.0,21.25,208,240,139.67,0.362,19,127.62,2,-15.994095,-48.051601,-48.057159999999996,-15.990481999999998,0.06,0.8,18.2,13.6,7.6,21.2,1825.5,9440.1004,20.7,1.0198,1.087,134.0,-0.6,18.0,2.5,20.5,16.4,24.6,0,0,ON PATH,blue
03/2022,03:58:31,AIR,AIR,APPROACH,4532,7848,7848.0,21.25,207,239,139.67,0.361,19,127.97,2,-15.992876,-48.051701,-48.05726,-15.989263,0.07,0.9,18.1,13.6,7.6,21.2,1815.4,9406.964320000001,20.7,1.0198,1.087,134.0,-0.7,17.9,2.5,20.4,16.3,24.5,0,0,ON PATH,blue
03/2022,03:58:32,AIR,AIR,APPROACH,4520,7836,7836.0,21.25,207,239,139.67,0.36,19,129.38,2,-15.991658,-48.0518,-48.057359,-15.988044999999998,0.07,1.0,18.0,13.5,7.6,21.1,1805.4,9374.156320000002,20.7,1.0198,1.087,134.0,-0.7,17.8,2.5,20.3,16.2,24.4,0,0,ON PATH,blue
03/2022,03:58:33,AIR,AIR,APPROACH,4508,7824,7824.0,21.25,206,238,139.67,0.359,19,132.54,2,-15.990742,-48.055496,-48.061054999999996,-15.987128999999998,0.22,1.2,17.8,13.5,7.5,21.0,1785.4,9308.54032,20.7,1.0198,1.087,134.0,-0.8,17.6,2.5,20.1,16.1,24.1,0,0,ON PATH,blue
