DATE,TIME,LDGL,LDGR,FPHASE,HEIGHT,ALTSTDC,ALTQNH,TAT,CAS,GS,VLS,MACH,HEAD,WINDIR,WINSPD,LATP,LONP,LONCORR,LATCORR,Delta_D,ACCUM_D,TDD,e_p,e_c,e_tot,H_GEOM_REF_m,H_GEOM_REF_ft,SAT,theta,sigma,TAS,WIND_COMP,e_p_ref,e_c_REF,E_TOT_ref,e_ref_inf,e_ref_supp,FLAG_INF,FLAG_SUP,energy_state,COLOR
08/2021,04:15:46,AIR,AIR,APPROACH,4824,8008,8008.0,19.25,224,266,154.62,0.39,9,100.55,28,-15.929325,-48.081429,-48.085679,-15.926779,0.0,0.0,13.1,14.4,9.4,23.8,1313.9,7761.643120000001,18.7,1.0128,1.0556,150.5,-0.8,13.0,3.2,16.2,13.0,19.4,0,1,HIGH ENERGY,red
08/2021,04:15:47,AIR,AIR,APPROACH,4812,7996,7996.0,19.25,223,266,161.14,0.389,9,100.2,28,-15.928379,-48.08131,-48.08556,-15.925832999999999,0.06,0.1,13.0,14.4,9.4,23.8,1303.9,7728.835120000001,18.7,1.0128,1.0556,156.8,-0.6,12.9,3.4,16.3,13.0,19.6,0,1,HIGH ENERGY,red
08/2021,04:15:48,AIR,AIR,APPROACH,4800,7984,7984.0,19.25,223,265,161.14,0.388,9,99.84,28,-15.927022,-48.081497,-48.085747,-15.924475999999999,0.08,0.1,13.0,14.4,9.3,23.7,1303.9,7728.835120000001,18.7,1.0128,1.0556,156.8,-0.4,12.9,3.4,16.3,13.0,19.6,0,1,HIGH ENERGY,red
08/2021,04:15:49,AIR,AIR,APPROACH,4788,7972,7972.0,19.25,222,264,161.14,0.387,10,99.49,28,-15.925668,-48.081684,-48.085934,-15.923122,0.08,0.2,12.9,14.3,9.2,23.5,1293.9,7696.027120000001,18.7,1.0128,1.0556,156.8,0.2,12.8,3.5,16.3,13.0,19.6,0,1,HIGH ENERGY,red
08/2021,04:15:50,AIR,AIR,APPROACH,4776,7960,7960.0,19.25,221,263,161.14,0.386,10,99.14,28,-15.924448,-48.081867,-48.086117,-15.921902,0.07,0.3,12.8,14.3,9.2,23.5,1283.8,7662.89104,18.7,1.0128,1.0556,156.8,0.4,12.7,3.5,16.2,13.0,19.4,0,1,HIGH ENERGY,red
08/2021,04:15:51,AIR,AIR,APPROACH,4768,7952,7952.0,19.25,221,262,161.14,0.385,10,99.14,28,-15.923229,-48.082058,-48.086308,-15.920682999999999,0.07,0.4,12.7,14.3,9.1,23.4,1273.8,7630.08304,18.7,1.0128,1.0556,156.8,0.4,12.6,3.5,16.1,12.9,19.3,0,1,HIGH ENERGY,red
08/2021,04:15:52,AIR,AIR,APPROACH,4760,7944,7944.0,19.25,220,261,161.14,0.383,10,99.14,28,-15.922313,-48.082478,-48.086728,-15.919767,0.06,0.4,12.7,14.2,9.0,23.2,1273.8,7630.08304,18.7,1.0128,1.0556,156.8,0.4,12.6,3.5,16.1,12.9,19.3,0,1,HIGH ENERGY,red
08/2021,04:15:53,AIR,AIR,APPROACH,4748,7932,7932.0,19.25,219,260,161.14,0.381,10,98.79,28,-15.921095,-48.082901,-48.087151,-15.918548999999999,0.08,0.5,12.6,14.2,8.9,23.1,1263.8,7597.27504,18.7,1.0128,1.0556,156.8,0.6,12.5,3.5,16.0,12.8,19.2,0,1,HIGH ENERGY,red
08/2021,04:15:54,AIR,AIR,APPROACH,4740,7924,7924.0,19.25,218,259,161.14,0.38,10,98.79,28,-15.920145,-48.083328,-48.087578,-15.917599,0.06,0.6,12.5,14.2,8.9,23.1,1253.8,7564.46704,18.7,1.0128,1.0556,156.8,0.6,12.4,3.5,15.9,12.7,19.1,0,1,HIGH ENERGY,red
08/2021,04:15:55,AIR,AIR,APPROACH,4732,7916,7916.0,19.25,218,258,161.14,0.379,10,98.79,28,-15.918792,-48.083752,-48.088001999999996,-15.916246,0.08,0.6,12.5,14.2,8.8,23.0,1253.8,7564.46704,18.7,1.0128,1.0556,156.8,0.6,12.4,3.5,15.9,12.7,19.1,0,1,HIGH ENERGY,red
08/2021,04:15:56,AIR,AIR,APPROACH,4724,7908,7908.0,19.25,217,257,161.14,0.377,10,98.44,28,-15.917443,-48.084175,-48.088425,-15.914897,0.08,0.7,12.4,14.1,8.7,22.8,1243.7,7531.33096,18.7,1.0128,1.0556,156.8,0.8,12.3,3.5,15.8,12.6,19.0,0,1,HIGH ENERGY,red
08/2021,04:15:57,AIR,AIR,APPROACH,4712,7896,7896.0,19.25,216,256,161.14,0.377,10,98.44,28,-15.916222,-48.084057,-48.088307,-15.913675999999999,0.07,0.8,12.3,14.1,8.7,22.8,1233.7,7498.52296,18.7,1.0128,1.0556,156.8,0.8,12.2,3.5,15.7,12.6,18.8,0,1,HIGH ENERGY,red
08/2021,04:15:58,AIR,AIR,APPROACH,4704,7888,7888.0,19.0,216,255,161.14,0.376,10,98.44,27,-15.915004,-48.083939,-48.088189,-15.912457999999999,0.07,0.9,12.2,14.1,8.6,22.7,1223.7,7465.71496,18.5,1.0121,1.0525,157.1,0.7,12.1,3.5,15.6,12.5,18.7,0,1,HIGH ENERGY,red
08/2021,04:15:59,AIR,AIR,APPROACH,4696,7880,7880.0,19.0,215,254,161.14,0.375,11,98.44,26,-15.914089,-48.083817,-48.088067,-15.911543,0.06,0.9,12.2,14.0,8.5,22.5,1223.7,7465.71496,18.5,1.0121,1.0525,157.1,1.2,12.1,3.5,15.6,12.5,18.7,0,1,HIGH ENERGY,red
08/2021,04:16:00,AIR,AIR,APPROACH,4696,7880,7880.0,19.0,215,252,161.14,0.374,12,98.44,26,-15.912871,-48.083694,-48.087944,-15.910325,0.07,1.0,12.1,14.0,8.4,22.4,1213.6,7432.57888,18.5,1.0121,1.0525,157.1,1.6,12.0,3.5,15.5,12.4,18.6,0,1,HIGH ENERGY,red
08/2021,04:16:01,AIR,AIR,APPROACH,4680,7864,7864.0,19.0,215,251,161.14,0.374,13,97.73,25,-15.911912,-48.083866,-48.088116,-15.909365999999999,0.06,1.1,12.0,14.0,8.3,22.3,1203.6,7399.77088,18.5,1.0121,1.0525,157.1,2.3,11.9,3.6,15.5,12.4,18.6,0,1,HIGH ENERGY,red
08/2021,04:16:02,AIR,AIR,APPROACH,4664,7848,7848.0,19.0,213,248,161.14,0.371,14,96.68,25,-15.910567,-48.08403,-48.08828,-15.908021,0.08,1.1,12.0,13.9,8.1,22.0,1203.6,7399.77088,18.5,1.0121,1.0525,157.1,3.2,11.9,3.6,15.5,12.4,18.6,0,1,HIGH ENERGY,red
08/2021,04:16:03,AIR,AIR,APPROACH,4652,7836,7836.0,18.75,213,246,161.14,0.37,16,95.98,24,-15.909229,-48.084183,-48.088433,-15.906683,0.08,1.2,11.9,13.9,8.0,21.9,1193.6,7366.96288,18.3,1.0115,1.0499,157.3,4.2,11.8,3.7,15.5,12.4,18.6,0,1,HIGH ENERGY,red
