DATE,TIME,LDGL,LDGR,FPHASE,HEIGHT,ALTSTDC,ALTQNH,TAT,CAS,GS,VLS,MACH,HEAD,WINDIR,WINSPD,LATP,LONP,LONCORR,LATCORR,Delta_D,ACCUM_D,TDD,e_p,e_c,e_tot,H_GEOM_REF_m,H_GEOM_REF_ft,SAT,theta,sigma,TAS,WIND_COMP,e_p_ref,e_c_REF,E_TOT_ref,e_ref_inf,e_ref_supp,FLAG_INF,FLAG_SUP,energy_state,COLOR
03/2022,05:57:39,AIR,AIR,APPROACH,4680,8000,8000.0,21.0,180,209,163.66,0.314,155,40.43,9,-15.833412,-48.202488,-48.210172,-15.829780999999999,0.0,0.0,19.2,14.0,5.8,19.8,1925.8,9769.164639999999,20.6,1.0194,1.0852,157.1,-3.7,19.0,3.3,22.3,17.8,26.8,0,0,ON PATH,blue
03/2022,05:57:40,AIR,AIR,APPROACH,4660,7980,7980.0,21.0,180,209,163.66,0.314,155,40.08,9,-15.834132,-48.201828,-48.209512,-15.830501,0.06,0.1,19.1,13.9,5.8,19.7,1915.7,9736.02856,20.6,1.0194,1.0852,157.1,-3.8,18.9,3.3,22.2,17.8,26.6,0,0,ON PATH,blue
03/2022,05:57:41,AIR,AIR,APPROACH,4640,7960,7960.0,21.25,180,209,163.66,0.314,155,39.73,9,-15.834937,-48.201172,-48.208856,-15.831306,0.06,0.1,19.1,13.9,5.8,19.7,1915.7,9736.02856,20.8,1.0201,1.0884,156.9,-3.8,18.9,3.3,22.2,17.8,26.6,0,0,ON PATH,blue
03/2022,05:57:42,AIR,AIR,APPROACH,4624,7944,7944.0,21.25,179,209,163.66,0.313,155,39.38,9,-15.835742,-48.200397,-48.208081,-15.832111,0.07,0.2,19.0,13.8,5.8,19.6,1905.7,9703.220560000002,20.8,1.0201,1.0884,156.9,-3.9,18.8,3.3,22.1,17.7,26.5,0,0,ON PATH,blue
03/2022,05:57:43,AIR,AIR,APPROACH,4604,7924,7924.0,21.25,179,209,163.66,0.313,155,38.67,9,-15.836461,-48.199741,-48.207425,-15.83283,0.06,0.2,19.0,13.8,5.8,19.6,1905.7,9703.220560000002,20.8,1.0201,1.0884,156.9,-4.0,18.8,3.3,22.1,17.7,26.5,0,0,ON PATH,blue
03/2022,05:57:44,AIR,AIR,APPROACH,4584,7904,7904.0,21.25,179,209,163.66,0.312,155,38.67,9,-15.837169,-48.199085,-48.206768999999994,-15.833537999999999,0.06,0.3,18.9,13.7,5.8,19.5,1895.7,9670.41256,20.8,1.0201,1.0884,156.9,-4.0,18.7,3.3,22.0,17.6,26.4,0,0,ON PATH,blue
03/2022,05:57:45,AIR,AIR,APPROACH,4564,7884,7884.0,21.25,179,208,163.66,0.312,155,38.67,9,-15.837877,-48.198429,-48.206112999999995,-15.834246,0.06,0.4,18.8,13.6,5.7,19.3,1885.7,9637.60456,20.8,1.0201,1.0884,156.9,-4.0,18.6,3.3,21.9,17.5,26.3,0,0,ON PATH,blue
03/2022,05:57:46,AIR,AIR,APPROACH,4544,7864,7864.0,21.25,179,208,163.66,0.312,155,38.67,9,-15.838584,-48.19796,-48.205644,-15.834953,0.05,0.4,18.8,13.6,5.7,19.3,1885.7,9637.60456,20.8,1.0201,1.0884,156.9,-4.0,18.6,3.3,21.9,17.5,26.3,0,0,ON PATH,blue
03/2022,05:57:47,AIR,AIR,APPROACH,4524,7844,7844.0,21.25,179,208,163.66,0.312,155,38.67,9,-15.839207,-48.197304,-48.204988,-15.835576,0.05,0.5,18.7,13.5,5.7,19.2,1875.6,9604.46848,20.8,1.0201,1.0884,156.9,-4.0,18.5,3.3,21.8,17.4,26.2,0,0,ON PATH,blue
03/2022,05:57:48,AIR,AIR,APPROACH,4500,7820,7820.0,21.5,179,208,163.66,0.311,155,38.32,9,-15.839915,-48.196648,-48.204332,-15.836284,0.06,0.5,18.7,13.5,5.7,19.2,1875.6,9604.46848,21.1,1.0212,1.0934,156.5,-4.0,18.5,3.3,21.8,17.4,26.2,0,0,ON PATH,blue
03/2022,05:57:49,AIR,AIR,APPROACH,4484,7804,7804.0,21.5,179,208,163.66,0.311,155,37.97,9,-15.840622,-48.195992,-48.203675999999994,-15.836991,0.06,0.6,18.6,13.4,5.7,19.1,1865.6,9571.660479999999,21.1,1.0212,1.0934,156.5,-4.1,18.4,3.3,21.7,17.4,26.0,0,0,ON PATH,blue
03/2022,05:57:50,AIR,AIR,APPROACH,4460,7780,7780.0,21.5,179,208,163.66,0.311,155,37.27,9,-15.841329,-48.195339,-48.203022999999995,-15.837698,0.06,0.7,18.5,13.3,5.7,19.0,1855.6,9538.85248,21.1,1.0212,1.0934,156.5,-4.2,18.3,3.3,21.6,17.3,25.9,0,0,ON PATH,blue
