DATE,TIME,LDGL,LDGR,FPHASE,HEIGHT,ALTSTDC,ALTQNH,TAT,CAS,GS,VLS,MACH,HEAD,WINDIR,WINSPD,LATP,LONP,LONCORR,LATCORR,Delta_D,ACCUM_D,TDD,e_p,e_c,e_tot,H_GEOM_REF_m,H_GEOM_REF_ft,SAT,theta,sigma,TAS,WIND_COMP,e_p_ref,e_c_REF,E_TOT_ref,e_ref_inf,e_ref_supp,FLAG_INF,FLAG_SUP,energy_state,COLOR
06/2021,01:50:48,AIR,AIR,APPROACH,4800,8012,8012.0,15.75,180,211,139.02,0.314,56,263.32,8,-15.927311,-48.119766,-48.126698,-15.924378999999998,0.0,0.0,13.8,14.4,5.9,20.3,1384.2,7992.28336,15.4,1.0014,1.006,138.6,-7.1,13.6,2.5,16.1,12.9,19.3,0,1,HIGH ENERGY,red
06/2021,01:50:49,AIR,AIR,APPROACH,4780,7992,7992.0,15.75,179,211,139.02,0.313,56,262.97,8,-15.92664,-48.119061,-48.125993,-15.923708,0.06,0.1,13.7,14.3,5.9,20.2,1374.1,7959.14728,15.4,1.0014,1.006,138.6,-7.1,13.6,2.5,16.1,12.9,19.3,0,1,HIGH ENERGY,red
06/2021,01:50:50,AIR,AIR,APPROACH,4756,7968,7968.0,16.0,179,211,139.02,0.313,56,263.32,8,-15.92597,-48.118359,-48.125291,-15.923037999999998,0.06,0.1,13.7,14.2,5.9,20.1,1374.1,7959.14728,15.7,1.0024,1.0103,138.3,-7.1,13.6,2.5,16.1,12.9,19.3,0,1,HIGH ENERGY,red
06/2021,01:50:51,AIR,AIR,APPROACH,4736,7948,7948.0,16.0,179,210,139.02,0.313,56,263.67,8,-15.925235,-48.118027,-48.124959,-15.922303,0.05,0.2,13.6,14.2,5.8,20.0,1364.1,7926.33928,15.7,1.0024,1.0103,138.3,-7.1,13.5,2.5,16.0,12.8,19.2,0,1,HIGH ENERGY,red
06/2021,01:50:52,AIR,AIR,APPROACH,4712,7924,7924.0,16.0,179,210,139.02,0.312,56,263.32,8,-15.924565,-48.117325,-48.124257,-15.921632999999998,0.06,0.2,13.6,14.1,5.8,19.9,1364.1,7926.33928,15.7,1.0024,1.0103,138.3,-7.1,13.5,2.5,16.0,12.8,19.2,0,1,HIGH ENERGY,red
06/2021,01:50:53,AIR,AIR,APPROACH,4688,7900,7900.0,16.0,179,210,139.02,0.312,56,262.62,8,-15.923895,-48.116623,-48.123554999999996,-15.920962999999999,0.06,0.3,13.5,14.0,5.8,19.8,1354.1,7893.53128,15.7,1.0024,1.0103,138.3,-7.2,13.4,2.5,15.9,12.7,19.1,0,1,HIGH ENERGY,red
06/2021,01:50:54,AIR,AIR,APPROACH,4668,7880,7880.0,16.25,179,210,139.02,0.311,56,261.56,8,-15.922921,-48.115921,-48.122853,-15.919989,0.07,0.4,13.4,14.0,5.8,19.8,1344.0,7860.3952,15.9,1.0031,1.0133,138.1,-7.2,13.3,2.4,15.7,12.6,18.8,0,1,HIGH ENERGY,red
06/2021,01:50:55,AIR,AIR,APPROACH,4644,7856,7856.0,16.25,179,210,139.02,0.311,56,260.86,8,-15.922186,-48.115219,-48.122151,-15.919253999999999,0.06,0.4,13.4,13.9,5.8,19.7,1344.0,7860.3952,15.9,1.0031,1.0133,138.1,-7.3,13.3,2.4,15.7,12.6,18.8,0,1,HIGH ENERGY,red
06/2021,01:50:56,AIR,AIR,APPROACH,4620,7832,7832.0,16.25,179,210,139.02,0.311,56,260.51,8,-15.921515,-48.114609,-48.121541,-15.918582999999998,0.05,0.5,13.3,13.8,5.8,19.6,1334.0,7827.5872,15.9,1.0031,1.0133,138.1,-7.3,13.2,2.4,15.6,12.5,18.7,0,1,HIGH ENERGY,red
06/2021,01:50:57,AIR,AIR,APPROACH,4596,7808,7808.0,16.25,179,210,139.02,0.311,56,260.16,8,-15.920844,-48.113998,-48.12093,-15.917912,0.05,0.5,13.3,13.7,5.8,19.5,1334.0,7827.5872,15.9,1.0031,1.0133,138.1,-7.3,13.2,2.4,15.6,12.5,18.7,0,1,HIGH ENERGY,red
