DATE,TIME,LDGL,LDGR,FPHASE,HEIGHT,ALTSTDC,ALTQNH,TAT,CAS,GS,VLS,MACH,HEAD,WINDIR,WINSPD,LATP,LONP,LONCORR,LATCORR,Delta_D,ACCUM_D,TDD,e_p,e_c,e_tot,H_GEOM_REF_m,H_GEOM_REF_ft,SAT,theta,sigma,TAS,WIND_COMP,e_p_ref,e_c_REF,E_TOT_ref,e_ref_inf,e_ref_supp,FLAG_INF,FLAG_SUP,energy_state,COLOR
05/2021,11:41:52,AIR,AIR,APPROACH,4808,8004,8004.0,18.5,225,265,146.72,0.392,139,330.82,10,-15.818701,-48.162163,-48.168744000000004,-15.81577,0.0,0.0,15.6,14.4,9.3,23.7,1564.7,8584.46776,17.9,1.0101,1.0437,143.6,-9.8,15.4,2.5,17.9,14.3,21.5,0,1,HIGH ENERGY,red
05/2021,11:41:53,AIR,AIR,APPROACH,4788,7984,7984.0,18.5,225,264,146.72,0.392,139,330.82,10,-15.819414,-48.161247,-48.16782800000001,-15.816483,0.07,0.1,15.5,14.3,9.2,23.5,1554.7,8551.65976,17.9,1.0101,1.0437,143.6,-9.8,15.3,2.5,17.8,14.2,21.4,0,1,HIGH ENERGY,red
05/2021,11:41:54,AIR,AIR,APPROACH,4764,7960,7960.0,18.5,224,264,146.72,0.391,139,331.52,10,-15.820017,-48.16003,-48.166611,-15.817086,0.08,0.2,15.4,14.2,9.2,23.4,1544.6,8518.52368,18.0,1.0104,1.045,143.5,-9.8,15.2,2.5,17.7,14.2,21.2,0,1,HIGH ENERGY,red
05/2021,11:41:55,AIR,AIR,APPROACH,4744,7940,7940.0,18.5,224,263,146.72,0.39,139,331.88,10,-15.82073,-48.159115,-48.165696000000004,-15.817798999999999,0.07,0.2,15.4,14.2,9.2,23.4,1544.6,8518.52368,18.0,1.0104,1.045,143.5,-9.7,15.2,2.5,17.7,14.2,21.2,0,1,HIGH ENERGY,red
05/2021,11:41:56,AIR,AIR,APPROACH,4724,7920,7920.0,18.5,224,262,146.72,0.39,139,332.58,10,-15.821439,-48.15789,-48.164471000000006,-15.818508,0.08,0.3,15.3,14.1,9.1,23.2,1534.6,8485.715680000001,18.0,1.0104,1.045,143.5,-9.7,15.1,2.5,17.6,14.1,21.1,0,1,HIGH ENERGY,red
05/2021,11:41:57,AIR,AIR,APPROACH,4704,7900,7900.0,18.5,223,262,146.72,0.389,139,332.93,9,-15.822148,-48.156792,-48.16337300000001,-15.819217,0.08,0.4,15.2,14.1,9.1,23.2,1524.6,8452.90768,18.0,1.0104,1.045,143.5,-8.7,15.0,2.6,17.6,14.1,21.1,0,1,HIGH ENERGY,red
05/2021,11:41:58,AIR,AIR,APPROACH,4684,7880,7880.0,18.5,223,261,146.72,0.388,139,333.63,9,-15.822753,-48.155968,-48.162549000000006,-15.819822,0.06,0.4,15.2,14.0,9.0,23.0,1524.6,8452.90768,18.0,1.0104,1.045,143.5,-8.7,15.0,2.6,17.6,14.1,21.1,0,1,HIGH ENERGY,red
05/2021,11:41:59,AIR,AIR,APPROACH,4668,7864,7864.0,18.5,223,260,146.72,0.388,139,334.34,9,-15.823465,-48.154839,-48.16142000000001,-15.820534,0.08,0.5,15.1,14.0,8.9,22.9,1514.5,8419.7716,18.0,1.0104,1.045,143.5,-8.7,14.9,2.6,17.5,14.0,21.0,0,1,HIGH ENERGY,red
05/2021,11:42:00,AIR,AIR,APPROACH,4652,7848,7848.0,18.5,222,260,146.72,0.386,139,335.04,9,-15.824173,-48.153923,-48.160504,-15.821242,0.07,0.6,15.0,13.9,8.9,22.8,1504.5,8386.9636,18.0,1.0104,1.045,143.5,-8.6,14.8,2.6,17.4,13.9,20.9,0,1,HIGH ENERGY,red
05/2021,11:42:01,AIR,AIR,APPROACH,4636,7832,7832.0,18.5,222,259,146.72,0.386,139,335.74,9,-15.824881,-48.152706,-48.159287000000006,-15.82195,0.08,0.7,14.9,13.9,8.9,22.8,1494.5,8354.1556,18.0,1.0104,1.045,143.5,-8.6,14.7,2.6,17.3,13.8,20.8,0,1,HIGH ENERGY,red
05/2021,11:42:02,AIR,AIR,APPROACH,4620,7816,7816.0,18.5,221,258,146.72,0.385,138,336.45,9,-15.825187,-48.151485,-48.158066000000005,-15.822256,0.07,0.7,14.9,13.8,8.8,22.6,1494.5,8354.1556,18.0,1.0104,1.045,143.5,-8.5,14.7,2.6,17.3,13.8,20.8,0,1,HIGH ENERGY,red
05/2021,11:42:03,AIR,AIR,APPROACH,4604,7800,7800.0,18.5,221,257,146.72,0.384,138,337.5,8,-15.825896,-48.15057,-48.157151000000006,-15.822965,0.07,0.8,14.8,13.8,8.7,22.5,1484.5,8321.347600000001,18.0,1.0104,1.045,143.5,-7.5,14.6,2.6,17.2,13.8,20.6,0,1,HIGH ENERGY,red
05/2021,11:42:04,AIR,AIR,APPROACH,4588,7784,7784.0,18.5,220,256,146.72,0.383,138,338.2,8,-15.826603,-48.149353,-48.155934,-15.823672,0.08,0.9,14.7,13.7,8.7,22.4,1474.4,8288.21152,18.0,1.0104,1.045,143.5,-7.5,14.5,2.6,17.1,13.7,20.5,0,1,HIGH ENERGY,red
05/2021,11:42:05,AIR,AIR,APPROACH,4568,7764,7764.0,18.25,219,255,146.72,0.381,139,338.55,8,-15.827309,-48.148438,-48.155019,-15.824378,0.07,1.0,14.6,13.7,8.6,22.3,1464.4,8255.40352,17.7,1.0094,1.0406,143.8,-7.5,14.4,2.6,17.0,13.6,20.4,0,1,HIGH ENERGY,red
05/2021,11:42:06,AIR,AIR,APPROACH,4552,7748,7748.0,18.25,219,255,153.24,0.38,139,338.91,8,-15.828013,-48.147522,-48.154103000000006,-15.825082,0.07,1.0,14.6,13.6,8.6,22.2,1464.4,8255.40352,17.7,1.0094,1.0406,150.2,-7.5,14.4,2.9,17.3,13.8,20.8,0,1,HIGH ENERGY,red
05/2021,11:42:07,AIR,AIR,APPROACH,4532,7728,7728.0,18.25,218,254,153.24,0.378,139,338.91,8,-15.828623,-48.146305,-48.152886,-15.825692,0.08,1.1,14.5,13.6,8.5,22.1,1454.4,8222.59552,17.7,1.0094,1.0406,150.2,-7.5,14.3,2.9,17.2,13.8,20.6,0,1,HIGH ENERGY,red
05/2021,11:42:08,AIR,AIR,APPROACH,4512,7708,7708.0,18.25,218,253,153.24,0.378,139,339.26,8,-15.829233,-48.14539,-48.151971,-15.826302,0.06,1.2,14.4,13.5,8.5,22.0,1444.3,8189.45944,17.7,1.0094,1.0406,150.2,-7.5,14.2,2.9,17.1,13.7,20.5,0,1,HIGH ENERGY,red
05/2021,11:42:09,AIR,AIR,APPROACH,4492,7688,7688.0,18.0,217,252,153.24,0.377,139,339.61,8,-15.82984,-48.144173,-48.150754000000006,-15.826909,0.08,1.3,14.3,13.4,8.4,21.8,1434.3,8156.65144,17.5,1.0087,1.0376,150.4,-7.5,14.1,2.9,17.0,13.6,20.4,0,1,HIGH ENERGY,red
05/2021,11:42:10,AIR,AIR,APPROACH,4472,7668,7668.0,18.0,217,252,153.24,0.376,139,339.61,8,-15.830448,-48.143078,-48.14965900000001,-15.827517,0.07,1.3,14.3,13.4,8.4,21.8,1434.3,8156.65144,17.5,1.0087,1.0376,150.4,-7.5,14.1,2.9,17.0,13.6,20.4,0,1,HIGH ENERGY,red
05/2021,11:42:11,AIR,AIR,APPROACH,4452,7648,7648.0,18.0,216,251,153.24,0.375,139,339.96,8,-15.830968,-48.142254,-48.148835000000005,-15.828037,0.06,1.4,14.2,13.3,8.3,21.6,1424.3,8123.84344,17.5,1.0087,1.0376,150.4,-7.5,14.0,2.9,16.9,13.5,20.3,0,1,HIGH ENERGY,red
05/2021,11:42:12,AIR,AIR,APPROACH,4432,7628,7628.0,18.0,215,250,153.24,0.373,139,340.31,8,-15.831676,-48.141121,-48.147702,-15.828745,0.08,1.5,14.1,13.3,8.3,21.6,1414.2,8090.70736,17.5,1.0087,1.0376,150.4,-7.5,13.9,2.9,16.8,13.4,20.2,0,1,HIGH ENERGY,red
05/2021,11:42:13,AIR,AIR,APPROACH,4412,7608,7608.0,18.0,215,250,153.24,0.372,139,340.66,8,-15.832381,-48.140205,-48.146786000000006,-15.82945,0.07,1.5,14.1,13.2,8.3,21.5,1414.2,8090.70736,17.5,1.0087,1.0376,150.4,-7.4,13.9,2.9,16.8,13.4,20.2,0,1,HIGH ENERGY,red
05/2021,11:42:14,AIR,AIR,APPROACH,4392,7588,7588.0,18.0,215,249,153.24,0.372,139,341.37,8,-15.833087,-48.139294,-48.145875000000004,-15.830156,0.07,1.6,14.0,13.1,8.2,21.3,1404.2,8057.89936,17.5,1.0087,1.0376,150.4,-7.4,13.8,2.9,16.7,13.4,20.0,0,1,HIGH ENERGY,red
05/2021,11:42:15,AIR,AIR,APPROACH,4368,7564,7564.0,18.0,214,248,153.24,0.371,139,341.72,8,-15.833404,-48.138077,-48.14465800000001,-15.830473,0.07,1.7,13.9,13.1,8.1,21.2,1394.2,8025.09136,17.5,1.0087,1.0376,150.4,-7.4,13.7,2.9,16.6,13.3,19.9,0,1,HIGH ENERGY,red
05/2021,11:42:16,AIR,AIR,APPROACH,4348,7544,7544.0,18.0,214,248,153.24,0.37,139,342.42,8,-15.83411,-48.137161,-48.143742,-15.831179,0.07,1.7,13.9,13.0,8.1,21.1,1394.2,8025.09136,17.5,1.0087,1.0376,150.4,-7.3,13.7,2.9,16.6,13.3,19.9,0,1,HIGH ENERGY,red
05/2021,11:42:17,AIR,AIR,APPROACH,4324,7520,7520.0,18.0,213,247,153.24,0.369,139,342.77,8,-15.834816,-48.136246,-48.142827000000004,-15.831885,0.07,1.8,13.8,12.9,8.1,21.0,1384.2,7992.28336,17.5,1.0087,1.0376,150.4,-7.3,13.6,2.9,16.5,13.2,19.8,0,1,HIGH ENERGY,red
05/2021,11:42:18,AIR,AIR,APPROACH,4304,7500,7500.0,18.25,213,247,153.24,0.368,139,343.13,8,-15.835521,-48.135155,-48.141736,-15.83259,0.08,1.9,13.7,12.9,8.1,21.0,1374.1,7959.14728,17.8,1.0097,1.0419,150.1,-7.3,13.6,2.9,16.5,13.2,19.8,0,1,HIGH ENERGY,red
05/2021,11:42:19,AIR,AIR,APPROACH,4288,7484,7484.0,18.25,212,246,153.24,0.367,139,343.83,8,-15.836225,-48.134327,-48.140908,-15.833294,0.06,2.0,13.6,12.8,8.0,20.8,1364.1,7926.33928,17.8,1.0097,1.0419,150.1,-7.3,13.5,2.9,16.4,13.1,19.7,0,1,HIGH ENERGY,red
05/2021,11:42:20,AIR,AIR,APPROACH,4268,7464,7464.0,18.25,212,245,153.24,0.366,139,344.53,8,-15.836835,-48.133499,-48.140080000000005,-15.833904,0.06,2.0,13.6,12.8,7.9,20.7,1364.1,7926.33928,17.8,1.0097,1.0419,150.1,-7.2,13.5,2.9,16.4,13.1,19.7,0,1,HIGH ENERGY,red
05/2021,11:42:21,AIR,AIR,APPROACH,4248,7444,7444.0,18.0,211,244,153.24,0.364,139,344.53,8,-15.837444,-48.132412,-48.138993000000006,-15.834513,0.07,2.1,13.5,12.7,7.9,20.6,1354.1,7893.53128,17.5,1.0087,1.0376,150.4,-7.2,13.4,2.9,16.3,13.0,19.6,0,1,HIGH ENERGY,red
05/2021,11:42:22,AIR,AIR,APPROACH,4232,7428,7428.0,18.0,210,244,153.24,0.363,139,344.53,8,-15.838051,-48.131584,-48.138165,-15.83512,0.06,2.1,13.5,12.7,7.9,20.6,1354.1,7893.53128,17.5,1.0087,1.0376,150.4,-7.2,13.4,2.9,16.3,13.0,19.6,0,1,HIGH ENERGY,red
05/2021,11:42:23,AIR,AIR,APPROACH,4216,7412,7412.0,18.0,209,243,153.24,0.361,139,343.83,8,-15.838656,-48.130451,-48.137032000000005,-15.835725,0.07,2.2,13.4,12.6,7.8,20.4,1344.0,7860.3952,17.5,1.0087,1.0376,150.4,-7.3,13.3,2.9,16.2,13.0,19.4,0,1,HIGH ENERGY,red
05/2021,11:42:24,AIR,AIR,APPROACH,4200,7396,7396.0,18.25,209,242,153.24,0.36,139,343.48,8,-15.838883,-48.12936,-48.135941,-15.835951999999999,0.06,2.3,13.3,12.6,7.7,20.3,1334.0,7827.5872,17.8,1.0097,1.0419,150.1,-7.3,13.2,2.9,16.1,12.9,19.3,0,1,HIGH ENERGY,red
05/2021,11:42:25,AIR,AIR,APPROACH,4184,7380,7380.0,18.25,208,241,153.24,0.359,139,343.13,8,-15.839587,-48.128532,-48.135113000000004,-15.836656,0.06,2.3,13.3,12.5,7.7,20.2,1334.0,7827.5872,17.8,1.0097,1.0419,150.1,-7.3,13.2,2.9,16.1,12.9,19.3,0,1,HIGH ENERGY,red
05/2021,11:42:26,AIR,AIR,APPROACH,4164,7360,7360.0,18.25,208,240,153.24,0.358,139,342.77,8,-15.840289,-48.127399,-48.13398,-15.837358,0.08,2.4,13.2,12.5,7.6,20.1,1324.0,7794.7792,17.8,1.0097,1.0419,150.1,-7.3,13.1,2.9,16.0,12.8,19.2,0,1,HIGH ENERGY,red
05/2021,11:42:27,AIR,AIR,APPROACH,4144,7340,7340.0,18.25,207,240,153.24,0.357,139,342.42,8,-15.840989,-48.126484,-48.133065,-15.838058,0.07,2.5,13.1,12.4,7.6,20.0,1313.9,7761.643120000001,17.8,1.0097,1.0419,150.1,-7.3,13.0,2.9,15.9,12.7,19.1,0,1,HIGH ENERGY,red
05/2021,11:42:28,AIR,AIR,APPROACH,4124,7320,7320.0,18.25,207,239,153.24,0.356,139,342.77,8,-15.841688,-48.125572,-48.132153,-15.838757,0.07,2.6,13.0,12.3,7.6,19.9,1303.9,7728.835120000001,17.8,1.0097,1.0419,150.1,-7.3,12.9,2.9,15.8,12.6,19.0,0,1,HIGH ENERGY,red
05/2021,11:42:29,AIR,AIR,APPROACH,4104,7300,7300.0,18.25,206,239,153.24,0.355,139,342.77,8,-15.842298,-48.124355,-48.130936000000005,-15.839367,0.08,2.6,13.0,12.3,7.6,19.9,1303.9,7728.835120000001,17.8,1.0097,1.0419,150.1,-7.3,12.9,2.9,15.8,12.6,19.0,0,1,HIGH ENERGY,red
05/2021,11:42:30,AIR,AIR,APPROACH,4084,7280,7280.0,18.25,206,238,153.24,0.354,139,342.42,8,-15.842907,-48.12344,-48.130021000000006,-15.839976,0.06,2.7,12.9,12.2,7.5,19.7,1293.9,7696.027120000001,17.8,1.0097,1.0419,150.1,-7.3,12.8,2.9,15.7,12.6,18.8,0,1,HIGH ENERGY,red
05/2021,11:42:31,AIR,AIR,APPROACH,4060,7256,7256.0,18.25,206,238,153.24,0.354,139,342.42,8,-15.843516,-48.122524,-48.129105,-15.840584999999999,0.06,2.8,12.8,12.1,7.5,19.6,1283.8,7662.89104,17.8,1.0097,1.0419,150.1,-7.3,12.7,2.9,15.6,12.5,18.7,0,1,HIGH ENERGY,red
05/2021,11:42:32,AIR,AIR,APPROACH,4040,7236,7236.0,18.25,205,237,153.24,0.352,139,342.07,8,-15.844123,-48.121441,-48.128022,-15.841192,0.07,2.8,12.8,12.1,7.4,19.5,1283.8,7662.89104,17.8,1.0097,1.0419,150.1,-7.4,12.7,2.9,15.6,12.5,18.7,0,1,HIGH ENERGY,red
05/2021,11:42:33,AIR,AIR,APPROACH,4016,7212,7212.0,18.5,205,237,153.24,0.352,139,340.31,8,-15.844363,-48.120613,-48.127194,-15.841432,0.05,2.9,12.7,12.0,7.4,19.4,1273.8,7630.08304,18.1,1.0108,1.0468,149.8,-7.5,12.6,2.9,15.5,12.4,18.6,0,1,HIGH ENERGY,red
05/2021,11:42:34,AIR,AIR,APPROACH,3992,7188,7188.0,18.5,205,236,153.24,0.352,139,339.96,8,-15.845066,-48.119781,-48.12636200000001,-15.842134999999999,0.06,2.9,12.7,11.9,7.4,19.3,1273.8,7630.08304,18.1,1.0108,1.0468,149.8,-7.5,12.6,2.9,15.5,12.4,18.6,0,1,HIGH ENERGY,red
05/2021,11:42:35,AIR,AIR,APPROACH,3964,7160,7160.0,18.5,205,236,153.24,0.352,139,341.02,8,-15.845768,-48.118698,-48.125279000000006,-15.842837,0.08,3.0,12.6,11.9,7.4,19.3,1263.8,7597.27504,18.1,1.0108,1.0468,149.8,-7.4,12.5,2.9,15.4,12.3,18.5,0,1,HIGH ENERGY,red
05/2021,11:42:36,AIR,AIR,APPROACH,3936,7132,7132.0,18.75,205,236,153.24,0.352,139,341.37,8,-15.846469,-48.11787,-48.12445100000001,-15.843538,0.06,3.1,12.5,11.8,7.4,19.2,1253.8,7564.46704,18.3,1.0115,1.0499,149.6,-7.4,12.4,2.9,15.3,12.2,18.4,0,1,HIGH ENERGY,red
05/2021,11:42:37,AIR,AIR,APPROACH,3908,7104,7104.0,18.75,205,236,153.24,0.352,139,341.72,7,-15.847171,-48.117039,-48.12362,-15.84424,0.06,3.1,12.5,11.7,7.4,19.1,1253.8,7564.46704,18.3,1.0115,1.0499,149.6,-6.5,12.4,2.9,15.3,12.2,18.4,0,1,HIGH ENERGY,red
05/2021,11:42:38,AIR,AIR,APPROACH,3880,7076,7076.0,19.0,205,236,153.24,0.352,139,342.77,7,-15.847782,-48.115959,-48.12254,-15.844851,0.07,3.2,12.4,11.6,7.4,19.0,1243.7,7531.33096,18.5,1.0121,1.0525,149.4,-6.4,12.3,2.9,15.2,12.2,18.2,0,1,HIGH ENERGY,red
