DATE,TIME,LDGL,LDGR,FPHASE,HEIGHT,ALTSTDC,ALTQNH,TAT,CAS,GS,VLS,MACH,HEAD,WINDIR,WINSPD,LATP,LONP,LONCORR,LATCORR,Delta_D,ACCUM_D,TDD,e_p,e_c,e_tot,H_GEOM_REF_m,H_GEOM_REF_ft,SAT,theta,sigma,TAS,WIND_COMP,e_p_ref,e_c_REF,E_TOT_ref,e_ref_inf,e_ref_supp,FLAG_INF,FLAG_SUP,energy_state,COLOR
06/2021,13:40:11,AIR,AIR,APPROACH,4756,8000,8000.0,16.0,173,194,147.93,0.303,142,68.2,9,-15.836666,-48.122723,-48.129663,-15.833836999999999,0.0,0.0,13.2,14.2,5.0,19.2,1324.0,7794.7792,15.7,1.0024,1.0103,147.2,2.5,13.1,3.2,16.3,13.0,19.6,0,0,ON PATH,blue
06/2021,13:40:12,AIR,AIR,APPROACH,4732,7976,7976.0,16.25,172,194,147.93,0.301,143,67.5,9,-15.837276,-48.122051,-48.128991,-15.834446999999999,0.05,0.0,13.2,14.2,5.0,19.2,1324.0,7794.7792,16.0,1.0035,1.015,146.8,2.3,13.1,3.1,16.2,13.0,19.4,0,0,ON PATH,blue
06/2021,13:40:13,AIR,AIR,APPROACH,4704,7948,7948.0,16.75,173,193,147.93,0.302,143,66.8,9,-15.837887,-48.121075,-48.128015,-15.835058,0.07,0.1,13.1,14.1,4.9,19.0,1313.9,7761.643120000001,16.4,1.0049,1.021,146.4,2.1,13.0,3.1,16.1,12.9,19.3,0,0,ON PATH,blue
06/2021,13:40:14,AIR,AIR,APPROACH,4676,7920,7920.0,16.5,171,193,147.93,0.299,142,64.69,9,-15.838498,-48.120346,-48.127286,-15.835669,0.06,0.2,13.0,14.0,4.9,18.9,1303.9,7728.835120000001,16.2,1.0042,1.018,146.6,2.0,12.9,3.1,16.0,12.8,19.2,0,0,ON PATH,blue
06/2021,13:40:15,AIR,AIR,APPROACH,4648,7892,7892.0,16.0,171,193,147.93,0.299,142,61.52,9,-15.838793,-48.119675,-48.126615,-15.835964,0.04,0.2,13.0,13.9,4.9,18.8,1303.9,7728.835120000001,15.7,1.0024,1.0103,147.2,1.5,12.9,3.1,16.0,12.8,19.2,0,0,ON PATH,blue
06/2021,13:40:16,AIR,AIR,APPROACH,4620,7864,7864.0,16.0,171,193,147.93,0.298,142,58.01,8,-15.839482,-48.119003,-48.125943,-15.836653,0.06,0.3,12.9,13.8,4.9,18.7,1293.9,7696.027120000001,15.7,1.0024,1.0103,147.2,0.8,12.8,3.1,15.9,12.7,19.1,0,0,ON PATH,blue
06/2021,13:40:17,AIR,AIR,APPROACH,4584,7828,7828.0,15.75,172,193,147.93,0.299,142,55.2,9,-15.84017,-48.11821,-48.12515,-15.837341,0.06,0.3,12.9,13.7,4.9,18.6,1293.9,7696.027120000001,15.5,1.0017,1.0073,147.4,0.5,12.8,3.1,15.9,12.7,19.1,0,0,ON PATH,blue
06/2021,13:40:18,AIR,AIR,APPROACH,4556,7800,7800.0,16.25,171,193,147.93,0.297,142,54.49,9,-15.840857,-48.117424,-48.124364,-15.838028,0.06,0.4,12.8,13.6,4.9,18.5,1283.8,7662.89104,16.0,1.0035,1.015,146.8,0.4,12.7,3.1,15.8,12.6,19.0,0,0,ON PATH,blue
06/2021,13:40:19,AIR,AIR,APPROACH,4524,7768,7768.0,16.5,171,193,147.93,0.298,142,53.09,8,-15.841544,-48.116684,-48.123624,-15.838715,0.06,0.5,12.7,13.5,4.9,18.4,1273.8,7630.08304,16.2,1.0042,1.018,146.6,0.2,12.6,3.0,15.6,12.5,18.7,0,0,ON PATH,blue
06/2021,13:40:20,AIR,AIR,APPROACH,4496,7740,7740.0,16.75,171,193,147.93,0.298,143,52.38,8,-15.841849,-48.115948,-48.122888,-15.83902,0.05,0.5,12.7,13.4,4.9,18.3,1273.8,7630.08304,16.5,1.0052,1.0223,146.3,-0.1,12.6,3.0,15.6,12.5,18.7,0,0,ON PATH,blue
