DATE,TIME,LDGL,LDGR,FPHASE,HEIGHT,ALTSTDC,ALTQNH,TAT,CAS,GS,VLS,MACH,HEAD,WINDIR,WINSPD,LATP,LONP,LONCORR,LATCORR,Delta_D,ACCUM_D,TDD,e_p,e_c,e_tot,H_GEOM_REF_m,H_GEOM_REF_ft,SAT,theta,sigma,TAS,WIND_COMP,e_p_ref,e_c_REF,E_TOT_ref,e_ref_inf,e_ref_supp,FLAG_INF,FLAG_SUP,energy_state,COLOR
09/2022,22:01:37,AIR,AIR,DESCENT,4794,8001,8240.0,15.5,159,172,130.94,0.278,130,-180.0,0,-15.840184,-48.202065,-48.203866,-15.858715,0.0,0.0,16.6,14.3,3.9,18.2,1665.0,8913.532,15.3,1.001,1.0043,130.7,0,16.4,2.4,18.8,15.0,22.6,0,0,ON PATH,blue
09/2022,22:01:38,AIR,AIR,APPROACH,4777,7984,8224.0,15.5,159,172,130.94,0.278,130,-72.77,0,-15.840544,-48.201305,-48.203106,-15.859074999999999,0.05,0.0,16.6,14.3,3.9,18.2,1665.0,8913.532,15.3,1.001,1.0043,130.7,0,16.4,2.4,18.8,15.0,22.6,0,0,ON PATH,blue
09/2022,22:01:39,AIR,AIR,APPROACH,4761,7968,8206.0,15.5,159,172,130.94,0.276,130,0.0,0,-15.840869,-48.20047,-48.202271,-15.859399999999999,0.05,0.1,16.5,14.2,3.9,18.1,1655.0,8880.724,15.3,1.001,1.0043,130.7,0,16.3,2.4,18.7,15.0,22.4,0,0,ON PATH,blue
09/2022,22:01:40,AIR,AIR,APPROACH,4744,7951,8190.0,15.5,158,171,130.94,0.276,130,-72.77,0,-15.84123,-48.19978,-48.201581,-15.859760999999999,0.05,0.2,16.4,14.2,3.9,18.1,1644.9,8847.587920000002,15.3,1.001,1.0043,130.7,0,16.2,2.4,18.6,14.9,22.3,0,0,ON PATH,blue
09/2022,22:01:41,AIR,AIR,APPROACH,4727,7934,8173.0,15.75,158,171,130.94,0.276,130,-180.0,0,-15.841556,-48.198944,-48.200745,-15.860087,0.05,0.2,16.4,14.1,3.9,18.0,1644.9,8847.587920000002,15.5,1.0017,1.0073,130.5,0,16.2,2.4,18.6,14.9,22.3,0,0,ON PATH,blue
09/2022,22:01:42,AIR,AIR,APPROACH,4710,7917,8156.0,15.75,158,171,130.94,0.276,130,-72.77,0,-15.841916,-48.198254,-48.200055,-15.860446999999999,0.05,0.2,16.4,14.1,3.9,18.0,1644.9,8847.587920000002,15.5,1.0017,1.0073,130.5,0,16.2,2.4,18.6,14.9,22.3,0,0,ON PATH,blue
09/2022,22:01:43,AIR,AIR,APPROACH,4693,7900,8139.0,15.75,158,171,130.94,0.276,130,0.0,0,-15.842243,-48.197491,-48.199292,-15.860774,0.05,0.3,16.3,14.0,3.9,17.9,1634.9,8814.77992,15.5,1.0017,1.0073,130.5,0,16.1,2.4,18.5,14.8,22.2,0,0,ON PATH,blue
09/2022,22:01:44,AIR,AIR,APPROACH,4676,7883,8122.0,15.75,158,170,130.94,0.274,130,-72.77,0,-15.842602,-48.196728,-48.198529,-15.861132999999999,0.05,0.4,16.2,14.0,3.8,17.8,1624.9,8781.97192,15.5,1.0017,1.0073,130.5,0,16.0,2.4,18.4,14.7,22.1,0,0,ON PATH,blue
09/2022,22:01:45,AIR,AIR,APPROACH,4658,7865,8104.0,15.75,158,170,130.94,0.276,130,-180.0,0,-15.842929,-48.195965,-48.197766,-15.86146,0.05,0.4,16.2,13.9,3.8,17.7,1624.9,8781.97192,15.5,1.0017,1.0073,130.5,0,16.0,2.4,18.4,14.7,22.1,0,0,ON PATH,blue
09/2022,22:01:46,AIR,AIR,APPROACH,4640,7847,8086.0,15.75,158,170,130.94,0.274,130,-72.77,0,-15.84329,-48.195206,-48.197007,-15.861820999999999,0.05,0.4,16.2,13.9,3.8,17.7,1624.9,8781.97192,15.5,1.0017,1.0073,130.5,0,16.0,2.4,18.4,14.7,22.1,0,0,ON PATH,blue
