DATE,TIME,LDGL,LDGR,FPHASE,HEIGHT,ALTSTDC,ALTQNH,TAT,CAS,GS,VLS,MACH,HEAD,WINDIR,WINSPD,LATP,LONP,LONCORR,LATCORR,Delta_D,ACCUM_D,TDD,e_p,e_c,e_tot,H_GEOM_REF_m,H_GEOM_REF_ft,SAT,theta,sigma,TAS,WIND_COMP,e_p_ref,e_c_REF,E_TOT_ref,e_ref_inf,e_ref_supp,FLAG_INF,FLAG_SUP,energy_state,COLOR
06/2021,05:39:00,AIR,AIR,APPROACH,4720,5004,5004.0,23.25,175,198,161.94,0.29,15,113.91,19,-30.719178,-60.221542,-60.22415178,-3.199329777999999,0.0,0.0,32.5,14.1,5.2,19.3,3259.8,10946.75184,22.9,1.0274,1.1219,152.9,-2.9,32.1,3.2,35.3,28.2,42.4,1,0,LOW ENERGY,orange
06/2021,05:39:01,AIR,AIR,APPROACH,4696,4980,4980.0,23.25,175,198,161.94,0.289,15,113.55,19,-30.71101,-60.221401,-60.22401078,-3.1911617780000014,0.49,0.5,32.0,14.0,5.2,19.2,3209.6,10782.05568,22.9,1.0274,1.1219,152.9,-2.8,31.7,3.2,34.9,27.9,41.9,1,0,LOW ENERGY,orange
06/2021,05:39:02,AIR,AIR,APPROACH,4668,4952,4952.0,23.25,175,198,161.94,0.289,15,113.55,19,-30.702846,-60.221268,-60.22387778,-3.1829977780000007,0.49,1.0,31.5,14.0,5.2,19.2,3159.5,10617.687600000001,22.9,1.0274,1.1219,152.9,-2.8,31.2,3.2,34.4,27.5,41.3,1,0,LOW ENERGY,orange
06/2021,05:39:03,AIR,AIR,APPROACH,4640,4924,4924.0,23.25,175,198,161.94,0.289,15,113.2,19,-30.691729,-60.22113,-60.22373978,-3.1718807779999985,0.67,1.6,30.9,13.9,5.2,19.1,3099.3,10420.18344,22.9,1.0274,1.1219,152.9,-2.7,30.6,3.2,33.8,27.0,40.6,1,0,LOW ENERGY,orange
06/2021,05:39:04,AIR,AIR,APPROACH,4616,4900,4900.0,23.5,175,198,161.94,0.289,15,113.2,19,-30.683558,-60.220993,-60.22360278,-3.163709778000001,0.49,2.1,30.4,13.8,5.2,19.0,3049.1,10255.48728,23.1,1.0281,1.1252,152.7,-2.7,30.1,3.2,33.3,26.6,40.0,1,0,LOW ENERGY,orange
06/2021,05:39:05,AIR,AIR,APPROACH,4588,4872,4872.0,23.5,176,198,161.94,0.29,15,113.2,19,-30.675395,-60.22086,-60.22346978,-3.1555467780000015,0.49,2.6,29.9,13.7,5.2,18.9,2999.0,10091.119200000001,23.1,1.0281,1.1252,152.7,-2.7,29.6,3.2,32.8,26.2,39.4,1,0,LOW ENERGY,orange
06/2021,05:39:06,AIR,AIR,APPROACH,4560,4844,4844.0,23.5,176,198,161.91,0.29,15,113.2,19,-30.664275,-60.220722,-60.22333178,-3.1444267779999997,0.67,3.3,29.2,13.6,5.2,18.8,2928.8,9860.807040000002,23.1,1.0281,1.1252,152.6,-2.7,28.9,3.2,32.1,25.7,38.5,1,0,LOW ENERGY,orange
06/2021,05:39:07,AIR,AIR,APPROACH,4536,4820,4820.0,23.5,176,198,161.91,0.289,15,113.2,19,-30.656102,-60.220589,-60.22319878,-3.1362537780000004,0.49,3.8,28.7,13.6,5.2,18.8,2878.6,9696.11088,23.1,1.0281,1.1252,152.6,-2.7,28.4,3.2,31.6,25.3,37.9,1,0,LOW ENERGY,orange
06/2021,05:39:08,AIR,AIR,APPROACH,4508,4792,4792.0,23.5,176,198,161.91,0.289,15,113.2,19,-30.647929,-60.220451,-60.22306078,-3.128080778000001,0.49,4.3,28.2,13.5,5.2,18.7,2828.5,9531.7428,23.1,1.0281,1.1252,152.6,-2.7,27.9,3.2,31.1,24.9,37.3,1,0,LOW ENERGY,orange
06/2021,05:39:09,AIR,AIR,APPROACH,4480,4764,4764.0,23.75,176,198,161.91,0.289,15,113.55,18,-30.636809,-60.220318,-60.22292778,-3.1169607779999993,0.67,5.0,27.5,13.4,5.2,18.6,2758.3,9301.43064,23.4,1.0292,1.1303,152.3,-2.7,27.2,3.2,30.4,24.3,36.5,1,0,LOW ENERGY,orange
