DATE,TIME,LDGL,LDGR,FPHASE,HEIGHT,ALTSTDC,ALTQNH,TAT,CAS,GS,VLS,MACH,HEAD,WINDIR,WINSPD,LATP,LONP,LONCORR,LATCORR,Delta_D,ACCUM_D,TDD,e_p,e_c,e_tot,H_GEOM_REF_m,H_GEOM_REF_ft,SAT,theta,sigma,TAS,WIND_COMP,e_p_ref,e_c_REF,E_TOT_ref,e_ref_inf,e_ref_supp,FLAG_INF,FLAG_SUP,energy_state,COLOR
01/2022,07:19:49,AIR,AIR,APPROACH,4696,5004,5004.0,25.5,224,241,155.0,0.37,13,13.01,6,-31.31223,-60.229221,-60.231097780000006,-3.7388587779999973,0.0,0.0,70.6,14.0,7.7,21.7,7081.2,23484.00096,24.8,1.034,1.1529,144.4,6.0,69.8,3.2,73.0,58.4,87.6,1,0,LOW ENERGY,orange
01/2022,07:19:50,AIR,AIR,APPROACH,4676,4984,4984.0,25.5,224,240,155.0,0.369,14,15.47,6,-31.300063,-60.229092,-60.230968780000005,-3.7266917779999993,0.73,0.7,69.9,14.0,7.6,21.6,7011.0,23253.6888,24.8,1.034,1.1529,144.4,6.0,69.1,3.2,72.3,57.8,86.8,1,0,LOW ENERGY,orange
01/2022,07:19:51,AIR,AIR,APPROACH,4660,4968,4968.0,25.5,223,240,155.0,0.368,15,20.04,6,-31.290908,-60.228958,-60.23083478,-3.7175367779999995,0.55,1.3,69.3,13.9,7.6,21.5,6950.8,23056.184640000003,24.8,1.034,1.1529,144.4,6.0,68.5,3.2,71.7,57.4,86.0,1,0,LOW ENERGY,orange
01/2022,07:19:52,AIR,AIR,APPROACH,4644,4952,4952.0,25.5,223,239,155.0,0.367,15,26.02,6,-31.278734,-60.228806,-60.23068278,-3.705362777999998,0.73,2.0,68.6,13.9,7.6,21.5,6880.6,22825.87248,24.8,1.034,1.1529,144.4,5.9,67.9,3.2,71.1,56.9,85.3,1,0,LOW ENERGY,orange
01/2022,07:19:53,AIR,AIR,APPROACH,4624,4932,4932.0,25.5,222,239,155.0,0.366,16,32.34,6,-31.266599,-60.228653,-60.230529780000005,-3.693227777999997,0.73,2.7,67.9,13.8,7.6,21.4,6810.4,22595.56032,24.8,1.034,1.1529,144.4,5.8,67.2,3.2,70.4,56.3,84.5,1,0,LOW ENERGY,orange
01/2022,07:19:54,AIR,AIR,APPROACH,4612,4920,4920.0,25.25,222,238,155.0,0.366,16,38.32,6,-31.254392,-60.228489,-60.23036578000001,-3.681020777999997,0.73,3.5,67.1,13.8,7.5,21.3,6730.2,22332.440160000002,24.6,1.0333,1.1496,144.6,5.6,66.4,3.2,69.6,55.7,83.5,1,0,LOW ENERGY,orange
01/2022,07:19:55,AIR,AIR,APPROACH,4596,4904,4904.0,25.25,221,238,155.0,0.365,16,42.54,7,-31.242208,-60.228321,-60.230197780000005,-3.6688367779999993,0.73,4.2,66.4,13.7,7.5,21.2,6660.0,22102.128,24.6,1.0333,1.1496,144.6,6.3,65.7,3.2,68.9,55.1,82.7,1,0,LOW ENERGY,orange
01/2022,07:19:56,AIR,AIR,APPROACH,4584,4892,4892.0,25.25,220,237,155.0,0.363,16,44.65,7,-31.233053,-60.228157,-60.23003378000001,-3.6596817779999995,0.55,4.7,65.9,13.7,7.4,21.1,6609.8,21937.43184,24.6,1.0333,1.1496,144.6,6.1,65.2,3.2,68.4,54.7,82.1,1,0,LOW ENERGY,orange
01/2022,07:19:57,AIR,AIR,APPROACH,4568,4876,4876.0,25.25,220,237,155.0,0.362,15,45.35,6,-31.22086,-60.227985,-60.22986178,-3.647488777999996,0.73,5.5,65.1,13.7,7.4,21.1,6529.6,21674.311680000003,24.6,1.0333,1.1496,144.6,5.2,64.4,3.2,67.6,54.1,81.1,1,0,LOW ENERGY,orange
01/2022,07:19:58,AIR,AIR,APPROACH,4556,4864,4864.0,25.25,219,236,155.0,0.361,15,45.0,6,-31.211026,-60.227821,-60.22969778,-3.637654777999998,0.59,6.1,64.5,13.6,7.4,21.0,6469.4,21476.80752,24.6,1.0333,1.1496,144.6,5.2,63.8,3.2,67.0,53.6,80.4,1,0,LOW ENERGY,orange
01/2022,07:19:59,AIR,AIR,APPROACH,4544,4852,4852.0,25.25,219,235,155.0,0.36,15,43.95,6,-31.2007,-60.227657,-60.229533780000004,-3.627328777999999,0.62,6.7,63.9,13.6,7.3,20.9,6409.2,21279.30336,24.6,1.0333,1.1496,144.6,5.3,63.2,3.2,66.4,53.1,79.7,1,0,LOW ENERGY,orange
01/2022,07:20:00,AIR,AIR,APPROACH,4532,4840,4840.0,25.25,218,235,155.0,0.359,15,42.89,6,-31.187329,-60.227497,-60.22937378,-3.613957777999996,0.8,7.5,63.1,13.6,7.3,20.9,6329.0,21016.1832,24.6,1.0333,1.1496,144.6,5.3,62.4,3.2,65.6,52.5,78.7,1,0,LOW ENERGY,orange
01/2022,07:20:01,AIR,AIR,APPROACH,4520,4828,4828.0,25.25,217,234,155.0,0.358,15,41.48,5,-31.178174,-60.227341,-60.229217780000006,-3.6048027779999963,0.55,8.0,62.6,13.5,7.2,20.7,6278.8,20851.48704,24.6,1.0333,1.1496,144.6,4.5,61.9,3.1,65.0,52.0,78.0,1,0,LOW ENERGY,orange
01/2022,07:20:02,AIR,AIR,APPROACH,4508,4816,4816.0,25.25,217,233,155.0,0.357,14,40.43,5,-31.165974,-60.227184,-60.229060780000005,-3.5926027779999963,0.73,8.8,61.8,13.5,7.2,20.7,6198.6,20588.36688,24.6,1.0333,1.1496,144.6,4.5,61.1,3.1,64.2,51.4,77.0,1,0,LOW ENERGY,orange
01/2022,07:20:03,AIR,AIR,APPROACH,4496,4804,4804.0,25.25,216,233,155.0,0.355,14,40.08,5,-31.154492,-60.227032,-60.228908780000005,-3.581120777999999,0.69,9.5,61.1,13.4,7.2,20.6,6128.4,20358.05472,24.6,1.0333,1.1496,144.6,4.5,60.4,3.1,63.5,50.8,76.2,1,0,LOW ENERGY,orange
01/2022,07:20:04,AIR,AIR,APPROACH,4484,4792,4792.0,25.0,215,232,155.0,0.354,14,39.73,5,-31.146512,-60.226879,-60.22875578,-3.573140777999999,0.48,9.9,60.7,13.4,7.1,20.5,6088.3,20226.49464,24.4,1.0326,1.1463,144.8,4.5,60.0,3.1,63.1,50.5,75.7,1,0,LOW ENERGY,orange
01/2022,07:20:05,AIR,AIR,APPROACH,4476,4784,4784.0,25.0,215,231,155.0,0.353,14,39.38,5,-31.135488,-60.22673,-60.22860678000001,-3.5621167779999965,0.66,10.6,60.0,13.4,7.1,20.5,6018.0,19995.8544,24.4,1.0326,1.1463,144.8,4.5,59.3,3.1,62.4,49.9,74.9,1,0,LOW ENERGY,orange
01/2022,07:20:06,AIR,AIR,APPROACH,4464,4772,4772.0,25.0,214,231,155.0,0.352,14,39.38,5,-31.126332,-60.226582,-60.228458780000004,-3.552960777999999,0.55,11.2,59.4,13.3,7.1,20.4,5957.9,19798.67832,24.4,1.0326,1.1463,144.8,4.5,58.8,3.1,61.9,49.5,74.3,1,0,LOW ENERGY,orange
01/2022,07:20:07,AIR,AIR,APPROACH,4452,4760,4760.0,25.0,213,230,155.0,0.351,14,40.08,5,-31.114137,-60.226437,-60.22831378,-3.5407657779999973,0.73,11.9,58.7,13.3,7.0,20.3,5887.7,19568.36616,24.4,1.0326,1.1463,144.8,4.5,58.1,3.1,61.2,49.0,73.4,1,0,LOW ENERGY,orange
01/2022,07:20:08,AIR,AIR,APPROACH,4440,4748,4748.0,25.0,213,229,155.0,0.35,14,41.13,5,-31.101956,-60.226292,-60.228168780000004,-3.528584777999999,0.73,12.6,58.0,13.3,6.9,20.2,5817.4,19337.72592,24.4,1.0326,1.1463,144.8,4.4,57.4,3.1,60.5,48.4,72.6,1,0,LOW ENERGY,orange
01/2022,07:20:09,AIR,AIR,APPROACH,4432,4740,4740.0,25.0,212,229,155.0,0.349,14,41.84,5,-31.092801,-60.226147,-60.22802378,-3.5194297779999992,0.55,13.2,57.4,13.3,6.9,20.2,5757.3,19140.549840000003,24.4,1.0326,1.1463,144.8,4.4,56.8,3.1,59.9,47.9,71.9,1,0,LOW ENERGY,orange
01/2022,07:20:10,AIR,AIR,APPROACH,4424,4732,4732.0,25.0,211,228,155.0,0.347,14,42.19,5,-31.080611,-60.226002,-60.227878780000005,-3.507239777999999,0.73,13.9,56.7,13.2,6.9,20.1,5687.1,18910.237680000002,24.4,1.0326,1.1463,144.8,4.4,56.1,3.1,59.2,47.4,71.0,1,0,LOW ENERGY,orange
01/2022,07:20:11,AIR,AIR,APPROACH,4412,4720,4720.0,25.0,211,227,155.0,0.346,14,42.19,5,-31.071455,-60.225857,-60.22773378,-3.498083777999998,0.55,14.4,56.2,13.2,6.8,20.0,5636.9,18745.54152,24.4,1.0326,1.1463,144.8,4.4,55.6,3.1,58.7,47.0,70.4,1,0,LOW ENERGY,orange
01/2022,07:20:12,AIR,AIR,APPROACH,4408,4716,4716.0,25.0,210,226,155.0,0.345,14,41.84,5,-31.059268,-60.225716,-60.22759278,-3.485896777999997,0.73,15.2,55.4,13.2,6.8,20.0,5556.7,18482.42136,24.4,1.0326,1.1463,144.8,4.4,54.8,3.1,57.9,46.3,69.5,1,0,LOW ENERGY,orange
01/2022,07:20:13,AIR,AIR,APPROACH,4400,4708,4708.0,25.0,209,225,155.0,0.344,14,41.84,5,-31.047101,-60.225571,-60.227447780000006,-3.473729777999999,0.73,15.9,54.7,13.2,6.7,19.9,5486.5,18252.109200000003,24.4,1.0326,1.1463,144.8,4.4,54.1,3.1,57.2,45.8,68.6,1,0,LOW ENERGY,orange
